General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.9540898,93.336429,0.00200595,0.05189116,1.003205,1.002723,46.731339,-0.0004,101.4139,0,268.733,321.768,326.536,1146.161,0,0
Standard used,ISO 5660-1,1,20.95336942,101.543706,0.00171956,0.04890035,1.002881,1.002863,46.731339,-0.0002,101.4116,0,268.747,321.756,326.517,1143.046,0,0
Date of test,25/02/2019,2,20.95264905,109.750983,0.00143316,0.04590955,1.002557,1.003003,46.731339,0,101.4094,0,268.761,321.743,326.498,1139.931,0,0
Time of test,14:57,3,20.94861652,105.521535,0.00125486,0.04489244,1.003253,1.003177,46.731339,0,101.4117,0,268.758,321.725,326.459,1140.706,0,0
Heat flux (kW/m²),50,4,20.94850477,105.308794,0.00111439,0.04545039,1.00476,1.003226,46.731339,-0.0001,101.412,0,268.749,321.738,326.462,1139.575,0,0
Nominal duct flow rate (l/s),24,5,20.9521418,105.458097,0.00119706,0.04792182,1.003391,1.003341,46.731339,-0.0001,101.4113,0,268.757,321.756,326.526,1139.181,0,0
Sampling interval (s),1,6,20.95591863,102.090899,0.00141631,0.04885631,1.003511,1.003471,46.731339,0.0001,101.4112,0,268.771,321.799,326.585,1139.157,0,0
Separation (mm),60,7,20.95544663,104.49308,0.00153681,0.04702299,1.003629,1.003642,46.731339,-0.0002,101.4112,0,268.753,321.83,326.624,1139.158,0,0
Orientation,Horizontal,8,20.95247301,105.014809,0.00139704,0.0454882,1.003314,1.003726,46.731339,-0.0003,101.4122,0,268.747,321.86,326.583,1139.152,0,0
Edge frame?,Yes,9,20.94808982,106.356639,0.0012212,0.0449694,1.004725,1.00386,46.731339,-0.0003,101.4148,0,268.753,321.817,326.545,1139.16,0,0
Grid?,No,10,20.94912398,105.200319,0.00117656,0.04585061,1.003641,1.003982,46.731339,-0.0003,101.4123,0,268.764,321.821,326.561,1139.142,0,0
Non-scrubbed?,Yes,11,20.95279027,104.0693,0.00128985,0.04814406,1.003981,1.004105,46.731339,-0.0001,101.4115,0,268.767,321.839,326.572,1139.137,0,0
Substrate used? {Y/N},No,12,20.95363347,103.42732,0.00148134,0.04889375,1.005181,1.004177,46.731339,0.0001,101.4112,0,268.761,321.859,326.566,1139.161,0,0
Substrate,none,13,20.95144081,104.1045,0.00153591,0.04664688,1.003734,1.004289,46.731339,0.0002,101.4107,0,268.75,321.869,326.594,1139.167,0,0
Additional specimen preparation details,,14,20.9478125,104.284934,0.00148837,0.04534932,1.004182,1.004372,46.731339,0.0002,101.4097,0,268.768,321.878,326.619,1139.203,0,0
