General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94819936,113.763852,0.00115525,0.05140309,1.002241,1.000742,209.227183,-0.0004,100.6938,0,269.631,318.949,322.683,1060.297,0,0
Standard used,ISO 5660-1,1,20.95045615,111.192062,0.00144674,0.04917155,1.001639,1.00097,209.227183,-0.0003,100.6934,0,269.615,318.962,322.664,1060.294,0,0
Date of test,24/09/2019,2,20.95271293,108.620272,0.00173823,0.04694001,1.001038,1.001198,209.227183,-0.0001,100.6931,0,269.599,318.975,322.645,1060.291,0,0
Time of test,14:50,3,20.95076118,112.687423,0.00170074,0.04543507,1.002264,1.001319,209.227183,0.0001,100.6936,0,269.593,318.94,322.587,1060.331,0,0
Heat flux (kW/m²),50,4,20.94713961,111.932705,0.00153596,0.04481611,1.001629,1.001376,209.227183,0,100.6937,0,269.611,318.877,322.5,1055.674,0,0
Nominal duct flow rate (l/s),24,5,20.94839835,108.567468,0.00154709,0.04533893,1.002861,1.001438,209.227183,-0.0003,100.6929,0,269.613,318.828,322.481,1054.858,0,0
Sampling interval (s),1,6,20.95237583,111.555627,0.00172706,0.0477592,1.002697,1.00157,209.227183,0,100.693,0,269.605,318.827,322.479,1059.339,0,0
Separation (mm),25,7,20.95485673,110.391755,0.00194847,0.04869185,1.003042,1.001637,209.227183,-0.0002,100.6949,0,269.604,318.862,322.462,1060.306,0,0
Orientation,Horizontal,8,20.95487207,115.363238,0.00201302,0.04686226,1.002372,1.001752,209.227183,-0.0002,100.6945,0,269.602,318.849,322.446,1060.324,0,0
Edge frame?,No,9,20.9520476,111.611955,0.00181825,0.0451886,1.001928,1.001762,209.227183,0,100.6941,0,269.62,318.81,322.399,1060.358,0,0
