General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95592635,113.461179,0.00054264,0.05561742,1.002407,0.999942,34.03144,0.0009,101.4199,0,270.618,332.8,336.853,1134.798,0,0
Standard used,ISO 5660-1,1,20.95425041,109.348507,0.00052458,0.05257936,1.001632,1.000116,34.03144,0,101.4189,0,270.635,332.822,336.894,1134.805,0,0
Date of test,10/07/2018,2,20.95257447,105.235835,0.00050651,0.0495413,1.000858,1.00029,34.03144,-0.001,101.4179,0,270.652,332.844,336.935,1134.812,0,0
Time of test,09:46,3,20.94841994,104.338689,0.00037082,0.04832539,1.001161,1.000357,34.03144,-0.0016,101.417,0,270.655,332.85,336.943,1134.875,0,0
Heat flux (kW/m²),50,4,20.94691115,105.12768,0.00030446,0.04851149,1.000369,1.000491,34.03144,-0.0008,101.4178,0,270.647,332.851,336.971,1137.652,0,0
Nominal duct flow rate (l/s),24,5,20.95028225,108.360794,0.00029221,0.04993848,1.000205,1.00061,34.03144,-0.0009,101.4196,0,270.666,332.876,336.998,1135.739,0,0
Sampling interval (s),1,6,20.9534358,105.959397,0.00040406,0.05244835,1.000615,1.000706,34.03144,-0.0013,101.4174,0,270.666,332.86,336.956,1135.094,0,0
Separation (mm),60,7,20.95422456,108.363739,0.00042876,0.05238151,1.001248,1.000747,34.03144,0,101.4188,0,270.673,332.841,336.964,1135.143,0,0
Orientation,Horizontal,8,20.95219719,106.98519,0.00015901,0.05052183,1.000738,1.000753,34.03144,-0.0014,101.4183,0,270.68,332.823,336.966,1135.176,0,0
Edge frame?,Yes,9,20.94763184,105.008696,-0.00010005,0.04987327,1.002143,1.000848,34.03144,0.0027,101.4183,0,270.679,332.825,336.953,1135.129,0,0
Grid?,No,10,20.94595961,104.682176,-0.00015785,0.05085227,1.001457,1.000937,34.03144,0.0007,101.4205,0,270.656,332.803,336.852,1135.076,0,0
Non-scrubbed?,Yes,11,20.94922989,105.085853,-3.892E-05,0.05230195,1.001799,1.001006,34.03144,-0.0017,101.4195,0,270.659,332.742,336.844,1134.998,0,0
Substrate used? {Y/N},No,12,20.95190647,108.315962,0.00022588,0.05281801,1.002435,1.000967,34.03144,-0.0018,101.4198,0,270.656,332.735,336.777,1135.021,0,0
Substrate,none,13,20.95218445,108.756983,0.0002637,0.05056117,1.000795,1.000964,34.03144,0.0003,101.42,0,270.663,332.683,336.673,1136.837,0,0
Additional specimen preparation details,,14,20.94986481,110.370991,8.215E-05,0.04873249,1.002004,1.000966,34.03144,0.0011,101.419,0,270.657,332.635,336.57,1135.54,0,0
,,15,20.94531758,107.578689,-4.651E-05,0.04821444,1.001495,1.000998,34.03144,-0.0004,101.4177,0,270.658,332.583,336.519,1135.084,0,0
Specimen,,16,20.94608147,104.034921,-9.033E-05,0.04813669,1.003286,1.00107,34.03144,0.0009,101.4195,0,270.667,332.593,336.509,1135.075,0,0
Sample description,Glyoxal_3,17,20.94984986,106.201378,2.22E-05,0.0505484,1.000985,1.001171,34.03144,-0.001,101.4198,0,270.656,332.568,336.545,1135.073,0,0
Material name/ID,Glyoxal_3,18,20.95215644,107.204048,0.00025794,0.05109002,1.00198,1.001236,34.03144,-0.0001,101.42,0,270.663,332.597,336.598,1135.027,0,0
Specimen number,,19,20.95186405,107.639864,0.00025079,0.0490559,0.999634,1.001311,34.03144,0.0008,101.4206,0,270.672,332.588,336.546,1134.935,0,0
E (MJ/kg),13.1,20,20.94870319,109.313848,0.00012017,0.04819979,1.001469,1.001359,34.03144,-0.0012,101.4212,0,270.676,332.58,336.548,1134.849,0,0
Initial mass (g),46.641,21,20.94479346,110.056646,-3.953E-05,0.04762276,1.001121,1.001399,34.03144,-0.0019,101.4224,0,270.666,332.577,336.542,1134.851,0,0
Thickness (mm),12.5,22,20.94681453,109.896793,-8.269E-05,0.04758158,1.002371,1.001407,34.03144,-0.002,101.4211,0,270.685,332.576,336.524,1134.869,0,0
Surface area (cm²),88.4,23,20.95055295,108.805913,0.00011686,0.0500539,1.001514,1.001375,34.03144,-0.0007,101.4223,0,270.664,332.558,336.5,1134.872,0,0
Sponsor,,24,20.95230175,107.95737,0.000351,0.05027947,1.002646,1.001431,34.03144,-0.0007,101.4206,0,270.67,332.534,336.482,1134.903,0,0
Manufacturer,,25,20.95156074,105.934526,0.00030746,0.04844428,1.001626,1.001479,34.03144,0.0009,101.4211,0,270.668,332.557,336.546,1134.932,0,0
Test start time (s),83,26,20.94797967,106.618939,0.00018552,0.04690428,1.0013,1.001551,34.03144,0.0001,101.4195,0,270.659,332.594,336.57,1134.976,0,0
Time to ignition (s),40,27,20.94477006,110.398539,0.00014555,0.04685457,1.000971,1.001525,34.03144,-0.0015,101.4191,0,270.667,332.569,336.518,1135.017,0,0
Time to flameout (s),747,28,20.94754276,110.327193,0.00017442,0.04841488,1.001733,1.001483,34.03144,-0.002,101.4185,0,270.662,332.538,336.534,1135.053,0,0
End of test criterion,ISO 5660-1:2002,29,20.95105596,107.432465,0.00029005,0.0504883,1.002356,1.001421,34.03144,-0.0012,101.4181,0,270.67,332.569,336.53,1135.032,0,0
User EOT time (s),,30,20.95245569,105.996043,0.00037505,0.0499241,1.002197,1.001439,34.03144,0.0007,101.4207,0,270.668,332.577,336.545,1135.043,0,0
MLR EOT mass (g/m²),150,31,20.95120737,106.800468,0.00015715,0.04778696,1.002471,1.001395,34.03144,0.0037,101.4198,0,270.654,332.593,336.566,1135.081,0,0
MLR EOT time period (s),60,32,20.94838944,107.482164,-8.5E-05,0.04672254,1.001382,1.001318,34.03144,0.0006,101.4178,0,270.663,332.591,336.618,1135.085,0,0
Truncate graphs at EOT?,No,33,20.9469242,106.437106,-0.00020882,0.04713919,1.003191,1.001258,34.03144,-0.0013,101.4192,0,270.661,332.576,336.581,1135.116,0,0
Smooth data?,No,34,20.95000761,105.50198,-0.0001644,0.04907842,1.001726,1.001226,34.03144,-0.002,101.4189,0,270.666,332.55,336.483,1135.156,0,0
Correct O2 for pressure?,No,35,20.95333829,111.41629,0.00010598,0.05062068,1.001367,1.001242,34.03144,0.0009,101.42,0,270.675,332.464,336.33,1135.162,0,0
,,36,20.95438964,107.157321,0.00024967,0.04985015,1.001075,1.001258,34.03144,-0.0005,101.4199,0,270.671,332.383,336.233,1135.11,0,0
Specifications: apparatus,,37,20.95258937,105.581505,0.00012917,0.04768568,1.004457,1.001313,34.03144,-0.0034,101.4208,0,270.67,332.339,336.212,1135.047,0,0
C-factor (SI units),0.045408,38,20.9481305,106.609735,-3.396E-05,0.04732511,1.002356,1.001423,34.03144,-0.0017,101.4205,0,270.67,332.357,336.271,1135.04,0,0
OD correction factor,1,39,20.94731017,108.007395,-2.741E-05,0.04795995,1.001747,1.001543,34.03144,0.0009,101.4196,0,270.649,332.379,336.254,1135.054,0,0
Duct diameter (m),0.114,40,20.94960014,107.635109,9.533E-05,0.05051098,1.001171,1.001557,34.03144,0.0012,101.4199,0,270.657,332.345,336.273,1134.972,0,0
O2 delay time (s),0,41,20.95188541,108.865668,0.00034361,0.05156806,1.002375,1.001681,34.03144,-0.0016,101.42,0,270.67,332.363,336.267,1134.881,0,0
CO2 delay time (s),0,42,20.95077547,107.671797,0.0004247,0.04958857,1.002297,1.001799,34.03144,0.0001,101.4211,0,270.65,332.365,336.294,1137.498,0,0
CO delay time (s),0,43,20.94802458,108.545198,0.00026005,0.04800795,1.001766,1.001822,34.03144,0.0015,101.4203,0,270.641,332.349,336.282,1135.433,0,0
,,44,20.9436088,106.228358,9.363E-05,0.04707612,1.002477,1.001801,34.03144,0.0002,101.4195,0,270.656,332.377,336.305,1134.752,0,0
Laboratory,,45,20.94394645,106.908577,8.19E-06,0.04728845,1.002285,1.001837,34.03144,-0.0008,101.4194,0,270.677,332.405,336.412,1134.89,0,0
Laboratory name,FTT Cone - NIST,46,20.9475934,108.516832,9.427E-05,0.04962804,1.002282,1.001764,34.03144,0.0006,101.4199,0,270.677,332.44,336.43,1134.983,0,0
Operator,Shields,47,20.95015699,108.173482,0.00030584,0.05053092,1.001674,1.001785,34.03144,0.0003,101.4198,0,270.676,332.45,336.455,1139.321,0,0
Filename,C:\CC5\DATA\18070014.CSV,48,20.95146615,106.156411,0.00034108,0.04894268,1.002496,1.001838,34.03144,-0.0009,101.4184,0,270.679,332.455,336.481,1140.406,0,0
Report name,,49,20.94914115,105.165402,0.00024984,0.04789612,1.002504,1.001859,34.03144,0.0008,101.4183,0,270.683,332.471,336.539,1139.908,0,0
,,50,20.9449733,109.531901,0.00010002,0.04767059,1.002301,1.00184,34.03144,0.0009,101.4208,0,270.706,332.513,336.608,1135.929,0,0
,,51,20.94650493,107.316462,0.00013234,0.04846834,1.002527,1.001878,34.03144,0.0012,101.4198,0,270.675,332.558,336.68,1137.81,0,0
Pre-test conditions,,52,20.95034007,108.03716,0.00029148,0.05066304,1.002738,1.001867,34.03144,-0.0005,101.4175,0,270.69,332.613,336.774,1135.7,0,0
Ambient temperature (°C),23.4,53,20.95235613,105.803935,0.00049198,0.05157238,1.002211,1.001884,34.03144,-0.0012,101.4182,0,270.711,332.623,336.818,1135.073,0,0
Barometric pressure (Pa),101415,54,20.9518331,107.527508,0.00047258,0.05031367,1.002441,1.001965,34.03144,-0.0011,101.4203,0,270.714,332.63,336.803,1135.11,0,0
Relative humidity (%),45.8,55,20.94851303,104.883891,0.00020233,0.04859934,1.002016,1.001982,34.03144,-0.0006,101.4191,0,270.709,332.625,336.829,1135.118,0,0
,,56,20.94471666,107.446586,2.91E-05,0.04823979,1.003073,1.002114,34.03144,0.0003,101.4182,0,270.723,332.648,336.85,1135.139,0,0
,,57,20.9472352,105.956593,-3.128E-05,0.0495828,1.002474,1.002187,34.03144,-0.0019,101.4197,0,270.726,332.645,336.832,1135.186,0,0
Conditioning,,58,20.9508873,105.292525,6.441E-05,0.05266311,1.003328,1.002207,34.03144,-0.0028,101.419,0,270.726,332.651,336.836,1135.24,0,0
Conditioned? {Y/N},No,59,20.95247644,106.687793,0.00029954,0.05296289,1.003175,1.00222,34.03144,-0.001,101.4201,0,270.731,332.658,336.853,1135.341,0,0
Conditioning temperature (°C),N/A,60,20.95145604,110.118555,0.00015852,0.05213933,1.002223,1.002212,34.03144,-0.0012,101.4209,0,270.724,332.657,336.844,1135.461,0,0
Conditioning RH (%),N/A,61,20.9471413,107.309244,1.265E-05,0.05214293,1.002428,1.002177,34.03144,-0.0017,101.4202,0,270.709,332.658,336.861,1135.55,0,0
,,62,20.94307836,106.606295,-7.794E-05,0.05232965,1.002603,1.002158,34.03144,-0.0014,101.4187,0,270.727,332.62,336.814,1135.682,0,0
Data collected,,63,20.94616438,107.222701,-2.294E-05,0.05450054,1.002171,1.002123,34.03144,0.0007,101.4184,0,270.74,332.611,336.844,1135.788,0,0
CO/CO2 data collected?,Yes,64,20.94774486,107.973021,0.00017298,0.05567124,1.001632,1.002225,34.03144,0.0001,101.4211,0,270.721,332.637,336.861,1135.856,0,0
Mass data collected?,Yes,65,20.94862662,108.602989,0.00032175,0.05514933,1.002197,1.002227,34.03144,0.0015,101.422,0,270.71,332.641,336.881,1135.851,0,0
Smoke data collected?,Yes,66,20.94701236,106.251208,0.00014386,0.05203041,1.000893,1.002366,34.03144,0.001,101.422,0,270.701,332.645,336.901,1135.842,0,0
Soot mass data collected?,No,67,20.94254711,104.22455,-4.557E-05,0.05010772,1.002525,1.00233,34.03144,0.0014,101.422,0,270.718,332.62,336.868,1136.236,0,0
Soot mass ratio (1:x),N/A,68,20.94126233,109.561655,-0.00015526,0.05052851,1.002565,1.002394,34.03144,-0.0001,101.4207,0,270.714,332.538,336.716,1137.335,0,0
Soot mass (g),N/A,69,20.94619735,109.389745,-0.00012209,0.05256161,1.002962,1.002443,34.03144,-0.0013,101.4206,0,270.707,332.489,336.66,1137.985,0,0
,,70,20.94972783,108.479825,0.00016856,0.05508459,1.002499,1.002385,34.03144,-0.0023,101.4204,0,270.727,332.486,336.696,1136.27,0,0
Comments,,71,20.94890652,105.549857,0.00043313,0.05537398,1.003341,1.002392,34.03144,-0.0005,101.4209,0,270.73,332.482,336.694,1135.794,0,0
Pre-test comments,,72,20.94642667,109.120847,0.00034137,0.05448668,1.003049,1.002309,34.03144,-0.0021,101.4205,0,270.718,332.476,336.604,1138.769,0,0
After-test comments,,73,20.94179578,107.322569,0.00030952,0.0549573,1.001935,1.002311,34.03144,-0.0004,101.4196,0,270.721,332.428,336.512,1139.997,0,0
,,74,20.94019544,106.945553,0.00037125,0.05619412,1.00257,1.002338,34.03144,-0.0022,101.4213,0,270.714,332.387,336.475,1140.675,0,0
,,75,20.94232234,105.829229,0.00046035,0.05796995,1.001826,1.002453,34.03144,0.0003,101.4217,0,270.712,332.345,336.393,1141.015,0,0
,,76,20.94437322,105.561026,0.00067695,0.05941073,1.002251,1.002388,34.03144,-0.0036,101.4228,0,270.712,332.315,336.35,1141.14,0,0
,,77,20.94449456,107.341677,0.00076969,0.05756015,1.002274,1.002381,34.03144,-0.0026,101.4219,0,270.715,332.247,336.233,1141.313,0,0
,,78,20.94179936,110.150953,0.00053576,0.05516483,1.002423,1.002405,34.03144,-0.0012,101.4201,0,270.718,332.189,336.136,1141.357,0,0
,,79,20.93729145,110.340458,0.00034595,0.05453996,1.003175,1.002487,34.03144,-0.0002,101.4211,0,270.711,332.129,336.063,1141.445,0,0
,,80,20.93856464,108.462676,0.00032281,0.05586494,1.003005,1.002503,34.03144,-0.004,101.4208,0,270.707,332.101,335.981,1141.56,0,0
,,81,20.94223785,108.39878,0.00042722,0.05706649,1.003628,1.002667,34.03144,-0.003,101.4212,0,270.725,332.046,335.834,1141.516,0,0
,,82,20.94450732,107.17351,0.00068147,0.05720068,1.00399,1.002857,34.03144,-0.0016,101.423,0,270.702,331.99,335.735,1140.582,0,0
,,83,20.94425378,109.268257,0.00055102,0.05491276,1.003585,1.003022,34.03144,-0.0022,101.4239,0,270.702,331.914,335.637,1139.626,0,0
,,84,20.94277702,110.144894,0.00033849,0.05302477,1.003803,1.002941,39.3776,-0.002,101.4237,0,270.705,331.853,335.548,1138.65,0,0
Events,,85,20.93906732,113.504888,0.00012934,0.05226393,1.00212,1.002984,43.090255,0.0004,101.4228,0,270.692,331.817,335.489,1137.813,0,0
Number of events,0,86,20.94121752,112.139709,3.843E-05,0.05226034,1.00253,1.003031,43.967577,0.0007,101.4238,0,270.695,331.743,335.332,1137.052,0,0
,,87,20.94631269,107.769907,0.00012597,0.05355532,1.002746,1.00306,44.698642,-0.0015,101.4245,0,270.691,331.659,335.26,1136.452,0,0
,,88,20.94857846,113.03149,0.00031658,0.05279043,1.00304,1.003054,45.414301,-0.0019,101.4219,0,270.707,331.644,335.294,1136.007,0,0
,,89,20.94782915,108.91015,0.00024492,0.05083318,1.003613,1.003062,45.77529,0,101.4232,0,270.7,331.651,335.262,1138.489,0,0
,,90,20.94553902,106.431247,1.351E-05,0.04867666,1.003726,1.003086,46.15723,0.0008,101.4226,0,270.708,331.635,335.211,1136.391,0,0
,,91,20.94283698,106.776909,-2.039E-05,0.04825059,0.998686,1.003146,46.315088,0.0008,101.4226,0,270.704,331.618,335.225,1135.856,0,0
,,92,20.94710767,103.53817,3.233E-05,0.04982973,0.775783,1.003268,46.168958,-0.0009,101.4227,0,270.712,331.688,335.522,1135.873,0,0
,,93,20.95105992,101.550506,0.00028982,0.05152682,0.636894,1.003193,45.968777,-0.0007,101.4227,0,270.714,331.996,336.253,1135.819,0,0
,,94,20.95393671,101.286903,0.00047722,0.05095822,0.648387,1.003194,45.932992,-0.0011,101.4232,0,270.707,332.593,337.182,1135.652,0,0
,,95,20.95319386,99.432072,0.00031151,0.04862268,0.71747,1.003187,45.851508,-0.0022,101.4228,0,270.693,332.982,337.672,1135.474,0,0
,,96,20.94905618,103.869753,0.00017247,0.04754941,0.765787,1.003272,45.590713,-0.0013,101.4221,0,270.699,333.155,337.934,1135.358,0,0
,,97,20.94696312,106.083211,7.834E-05,0.04773241,0.855721,1.003303,45.578619,-0.0008,101.4226,0,270.717,333.319,338.121,1135.251,0,0
,,98,20.94921026,105.147792,0.00012423,0.04977289,0.931716,1.003372,45.543754,-0.0009,101.4219,0,270.721,333.389,338.209,1137.72,0,0
,,99,20.9517215,106.21057,0.00024289,0.05236676,0.949131,1.003407,45.454319,0.0008,101.422,0,270.729,333.394,338.221,1135.507,0,0
,,100,20.95251741,105.694116,0.00048817,0.05541271,0.964789,1.003487,45.428349,-0.0001,101.4225,0,270.731,333.416,338.269,1134.75,0,0
,,101,20.95073463,108.978573,0.00071748,0.06425881,0.973149,1.003495,45.434249,-0.0015,101.424,0,270.72,333.453,338.317,1134.595,0,0
,,102,20.94485089,104.733436,0.0017595,0.07933167,0.969208,1.003547,45.351707,-0.0019,101.4224,0,270.72,333.429,338.312,1134.44,0,0
,,103,20.93943717,109.319895,0.00377856,0.09191956,0.953272,1.00346,45.332698,0.0007,101.4223,0,270.727,333.43,338.325,1134.297,0,0
,,104,20.92863676,105.652013,0.00628016,0.09874321,0.943865,1.003483,45.332751,-0.0015,101.4245,0,270.714,333.434,338.349,1134.224,0,0
,,105,20.91886036,104.637613,0.00902939,0.09894773,0.952403,1.003481,45.252418,-0.0014,101.4242,0,270.727,333.458,338.387,1134.157,0,0
,,106,20.90992287,106.531913,0.01146198,0.09293621,0.948076,1.003545,45.153321,-0.0007,101.4221,0,270.718,333.482,338.405,1134.07,0,0
,,107,20.9037259,109.084811,0.01248171,0.08487445,0.949662,1.003679,45.217287,-0.0001,101.4236,0,270.717,333.478,338.505,1134.047,0,0
,,108,20.89860927,106.997609,0.01241749,0.07775398,0.949267,1.003695,45.155365,-0.0014,101.424,0,270.718,333.489,338.553,1133.989,0,0
,,109,20.90195072,105.304813,0.01168761,0.0725488,0.95009,1.003747,45.13597,-0.0031,101.4234,0,270.724,333.505,338.53,1133.942,0,0
,,110,20.91032226,105.423259,0.01082862,0.07000777,0.930075,1.003727,45.136049,-0.0009,101.4231,0,270.725,333.513,338.544,1133.91,0,0
,,111,20.91722285,105.697316,0.01007599,0.06769226,0.938317,1.003719,45.136342,-0.0006,101.4233,0,270.723,333.503,338.553,1133.912,0,0
,,112,20.92146266,104.273616,0.00912965,0.06376274,0.947679,1.003654,45.051687,-0.0022,101.4217,0,270.736,333.512,338.629,1133.919,0,0
,,113,20.92157076,103.800944,0.00802276,0.05966393,0.94037,1.003727,45.032746,-0.0002,101.4241,0,270.731,333.544,338.679,1133.979,0,0
,,114,20.91926108,107.633179,0.00724335,0.05767224,0.933428,1.00368,44.953396,0.0005,101.4241,0,270.727,333.589,338.744,1134.024,0,0
,,115,20.92281237,106.701999,0.00679135,0.057399,0.920132,1.0036,44.936096,0.0011,101.4213,0,270.737,333.616,338.781,1134.091,0,0
,,116,20.92850688,108.408584,0.00671899,0.05832032,0.929259,1.003475,44.936655,-0.0017,101.4226,0,270.726,333.61,338.796,1134.085,0,0
,,117,20.93154578,106.207015,0.00705802,0.05867756,0.936141,1.00353,44.854902,-0.0023,101.4208,0,270.737,333.621,338.814,1135.684,0,0
,,118,20.932174,104.628594,0.00713008,0.05659485,0.94198,1.003502,44.753012,-0.0028,101.422,0,270.734,333.663,338.868,1135.277,0,0
,,119,20.92898508,107.007258,0.0072455,0.05574468,0.942175,1.003525,44.803023,-0.0005,101.4226,0,270.714,333.692,338.924,1134.424,0,0
,,120,20.92531031,106.602622,0.00741632,0.05561978,0.986796,1.003576,44.834182,0.0001,101.424,0,270.73,333.778,339.162,1134.34,0,0
,,121,20.92783834,104.638731,0.00766914,0.05676579,1.001295,1.00363,44.752914,0.0006,101.424,0,270.737,333.912,339.456,1134.364,0,0
,,122,20.93302046,105.773522,0.00810682,0.05938881,1.000084,1.003727,44.742655,0.0009,101.4224,0,270.747,334.105,339.848,1134.423,0,0
,,123,20.93391445,105.560525,0.0085955,0.05988217,0.995909,1.003779,44.73584,0.0012,101.4234,0,270.737,334.368,340.26,1134.483,0,0
,,124,20.93221629,102.91349,0.00871412,0.0575251,0.993392,1.003764,44.653757,0,101.4245,0,270.743,334.656,340.806,1134.571,0,0
,,125,20.92822433,104.839038,0.0086707,0.05616915,0.990803,1.003726,44.636965,-0.002,101.4227,0,270.751,334.931,341.381,1134.62,0,0
,,126,20.92534679,103.456299,0.00880116,0.05642217,0.990762,1.003675,44.551844,0.0006,101.4218,0,270.768,335.281,341.963,1134.668,0,0
,,127,20.92858097,103.628418,0.00908075,0.05959601,0.986811,1.0036,44.45246,-0.0009,101.422,0,270.761,335.586,342.48,1136.978,0,0
,,128,20.93189342,104.917369,0.00955668,0.06748461,0.983014,1.003629,44.43558,-0.0011,101.4215,0,270.78,335.819,342.877,1135.324,0,0
,,129,20.93315245,102.626571,0.00988275,0.07685434,0.981593,1.003575,44.435818,0.0002,101.4211,0,270.763,336.064,343.304,1134.889,0,0
,,130,20.9282127,102.300928,0.00975275,0.08919756,0.982121,1.00357,44.356701,-0.0007,101.4229,0,270.771,336.345,343.711,1134.987,0,0
,,131,20.91924419,101.09793,0.0094847,0.10385025,0.980892,1.00354,44.25437,-0.0007,101.4231,0,270.766,336.538,344.008,1135.09,0,0
,,132,20.90909343,100.216376,0.00904818,0.12182097,0.98128,1.003598,44.235185,-0.002,101.4243,0,270.75,336.712,344.34,1135.146,0,0
,,133,20.89869758,102.273425,0.00862783,0.1419677,0.980601,1.003547,44.153992,0,101.4219,0,270.758,336.898,344.603,1135.184,0,0
,,134,20.88883878,99.751084,0.00826707,0.15822004,0.973226,1.00351,44.136793,0.0001,101.423,0,270.782,337.036,344.835,1135.187,0,0
,,135,20.87327124,104.840923,0.00786122,0.16919569,0.976256,1.003517,44.055493,-0.0018,101.4212,0,270.776,337.191,345.119,1135.168,0,0
,,136,20.85270471,104.424878,0.00725374,0.17741153,0.980567,1.003584,43.955922,-0.0018,101.4202,0,270.754,337.358,345.391,1137.613,0,0
,,137,20.82957844,101.635513,0.00669311,0.18405762,0.977724,1.00361,44.019377,-0.0008,101.4211,0,270.756,337.518,345.716,1135.7,0,0
,,138,20.81545951,102.777053,0.00643676,0.19048429,0.979197,1.00358,43.877087,0,101.4221,0,270.759,337.708,345.956,1135.11,0,0
,,139,20.80912234,102.769974,0.0063797,0.19657912,0.98175,1.003594,43.757189,0,101.4231,0,270.747,337.849,346.221,1135.087,0,0
,,140,20.80166904,100.298215,0.00648543,0.19984427,0.981428,1.003556,43.81927,0,101.4223,0,270.773,337.984,346.448,1135.085,0,0
,,141,20.79463009,100.469699,0.00638218,0.20033947,0.982132,1.003579,43.755462,-0.0013,101.4217,0,270.761,338.099,346.644,1135.131,0,0
,,142,20.78700927,103.722461,0.00608327,0.19996536,0.981043,1.003498,43.654604,-0.0002,101.422,0,270.755,338.233,346.824,1137.393,0,0
,,143,20.77944556,101.321515,0.00570956,0.19981554,0.98315,1.003589,43.636818,0.0004,101.4228,0,270.746,338.334,347.004,1138.216,0,0
,,144,20.77838561,102.276851,0.00549572,0.20143635,0.981691,1.003546,43.588558,-0.0004,101.4233,0,270.76,338.415,347.111,1135.626,0,0
,,145,20.78039674,105.866692,0.00546042,0.20472549,0.981244,1.003532,43.464126,-0.0008,101.4233,0,270.756,338.52,347.302,1135.051,0,0
,,146,20.78246603,103.561015,0.00560219,0.20542765,0.982151,1.003621,43.440032,0.0016,101.4231,0,270.751,338.626,347.511,1135.104,0,0
,,147,20.78226809,102.409187,0.00555435,0.20306503,0.982328,1.003717,43.354835,0.0035,101.4214,0,270.764,338.748,347.699,1135.231,0,0
,,148,20.77906132,105.057539,0.00534511,0.20171521,0.977277,1.003656,43.337691,0.002,101.4194,0,270.74,338.824,347.828,1135.284,0,0
