General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.9614839,116.097548,0.00182056,0.0481106,0.998089,0.999803,54.837184,0.0027,101.8906,0,271.23,332.087,337.5,1151.506,0,0
Standard used,ISO 5660-1,1,20.95539483,111.828089,0.0015869,0.04788071,0.998178,0.999657,54.837184,0.0015,101.8923,0,271.243,332.077,337.465,1151.533,0,0
Date of test,03/07/2018,2,20.94930577,107.55863,0.00135323,0.04765082,0.998266,0.999512,54.837184,0.0002,101.8939,0,271.256,332.067,337.429,1151.56,0,0
Time of test,10:02,3,20.951544,107.462909,0.00124586,0.04866646,0.998618,0.999431,54.837184,0.0027,101.8907,0,271.237,332.014,337.351,1151.594,0,0
Heat flux (kW/m²),50,4,20.95503782,106.952035,0.00140888,0.0516687,0.999955,0.999343,54.837184,0.0008,101.8878,0,271.243,331.976,337.273,1151.598,0,0
Nominal duct flow rate (l/s),24,5,20.95618266,106.456415,0.00150613,0.05164881,0.99909,0.999293,54.837184,-0.002,101.8889,0,271.27,331.931,337.169,1151.581,0,0
Sampling interval (s),1,6,20.95474514,106.719272,0.00135954,0.0494356,0.997887,0.999178,54.837184,-0.0008,101.8914,0,271.255,331.904,337.084,1151.562,0,0
Separation (mm),60,7,20.95018965,103.515387,0.00119323,0.04825473,0.997466,0.9991,54.837184,-0.0008,101.8903,0,271.251,331.854,337.021,1151.564,0,0
Orientation,Horizontal,8,20.94888023,106.147486,0.00109331,0.04868126,0.997487,0.999002,54.837184,-0.0023,101.8902,0,271.244,331.76,336.69,1151.517,0,0
Edge frame?,Yes,9,20.95237941,108.034482,0.00113477,0.05044573,0.99856,0.998876,54.837184,-0.0015,101.8903,0,271.257,331.581,336.496,1152.441,0,0
Grid?,No,10,20.95693368,108.520167,0.00134744,0.05190365,0.998671,0.9987,54.837184,-0.0003,101.8929,0,271.267,331.541,336.502,1152.898,0,0
Non-scrubbed?,Yes,11,20.95802924,108.483222,0.00138062,0.05021334,0.997666,0.998557,54.837184,-0.0002,101.8912,0,271.247,331.616,336.583,1153.343,0,0
