General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.93785743,116.83439,0.00141305,0.03843849,1.002619,0.998927,-1.058139,-0.0007,103.1467,0,269.729,330.183,332.782,1146.09,0,0
Standard used,ISO 5660-1,1,20.94471372,111.88439,0.00163245,0.04205881,1.001371,0.998722,-1.058139,-0.0007,103.1461,0,269.755,330.221,332.882,1142.743,0,0
Date of test,19/02/2019,2,20.95157,106.93439,0.00185186,0.04567912,1.000122,0.998516,-1.058139,-0.0007,103.1454,0,269.78,330.258,332.982,1139.396,0,0
Time of test,11:26,3,20.95441361,106.82482,0.00204773,0.04600202,0.99927,0.998449,-1.058139,-0.0005,103.1453,0,269.778,330.296,333.009,1138.688,0,0
Heat flux (kW/m²),50,4,20.95552887,106.691266,0.00201364,0.04424257,0.999465,0.998552,-1.058139,-0.0001,103.1458,0,269.777,330.323,333.025,1138.732,0,0
Nominal duct flow rate (l/s),24,5,20.95264045,108.23949,0.00177536,0.04258071,0.99915,0.998452,-1.058139,-0.0012,103.1475,0,269.782,330.334,333.032,1138.766,0,0
Sampling interval (s),1,6,20.94881112,106.371016,0.00157286,0.0423318,0.99964,0.998448,-1.058139,-0.0005,103.1461,0,269.771,330.329,333.038,1138.817,0,0
Separation (mm),60,7,20.95169053,107.256996,0.00151423,0.04378114,0.998575,0.998369,-1.058139,-0.0011,103.1456,0,269.794,330.334,333.059,1138.838,0,0
Orientation,Horizontal,8,20.95629377,107.799892,0.00163043,0.04595735,0.998026,0.998454,-1.058139,-0.0013,103.1467,0,269.773,330.356,333.076,1138.869,0,0
Edge frame?,Yes,9,20.95832632,107.063561,0.00172386,0.04528148,0.997747,0.998386,-1.058139,-0.001,103.148,0,269.783,330.322,333.038,1138.872,0,0
Grid?,No,10,20.95747839,105.843258,0.00157879,0.04355392,0.996785,0.99826,-1.058139,-0.0001,103.1475,0,269.783,330.288,332.977,1138.918,0,0
Non-scrubbed?,Yes,11,20.95366332,106.54082,0.00134963,0.04240511,0.996473,0.998145,-1.058139,-0.0009,103.1462,0,269.79,330.265,333.02,1139.021,0,0
Substrate used? {Y/N},No,12,20.95077424,109.627598,0.0012324,0.04237133,0.997531,0.998077,-1.058139,0,103.148,0,269.782,330.319,333.093,1142.63,0,0
Substrate,none,13,20.95376025,108.200108,0.0012486,0.04404766,0.997221,0.998032,-1.058139,0,103.1468,0,269.794,330.329,333.149,1143.786,0,0
Additional specimen preparation details,,14,20.95711198,105.898847,0.00140084,0.04605519,0.998215,0.998012,-1.058139,-0.0008,103.1476,0,269.793,330.367,333.199,1140.212,0,0
,,15,20.95845886,108.27658,0.00166821,0.04523754,0.998591,0.998042,-1.058139,-0.0004,103.1472,0,269.784,330.375,333.186,1139.18,0,0
Specimen,,16,20.95725905,108.547732,0.00166169,0.04350109,0.998916,0.998094,-1.058139,-0.001,103.1469,0,269.787,330.352,333.146,1139.209,0,0
Sample description,After 2mon WT_H16,17,20.95287753,107.06768,0.00151084,0.04234825,0.997452,0.997997,-1.058139,-0.0011,103.1454,0,269.773,330.318,333.124,1139.233,0,0
Material name/ID,,18,20.95096916,108.313858,0.00145088,0.04260958,0.998262,0.997901,-1.058139,-0.0011,103.145,0,269.784,330.301,333.091,1139.23,0,0
