General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,21.05324443,-0.569368,-0.0157132,0.07344354,0.99802,1,-9.296727,-0.0276,100.7556,0,296.617,296.343,272.558,295.912,0,0
Standard used,ISO 5660-1,1,21.05342649,-0.547346,-0.01577632,0.07066233,0.997994,1,-9.296727,-0.0255,100.7544,0,296.605,296.333,272.571,295.915,0,0
Date of test,05/12/2017,2,21.05360855,-0.525324,-0.01583944,0.06788113,0.997968,1,-9.296727,-0.0234,100.7531,0,296.593,296.323,272.583,295.918,0,0
Time of test,14:48,3,21.05004047,-0.565811,-0.01614986,0.06609721,0.997971,1,-9.296727,-0.0204,100.7541,0,296.622,296.316,272.594,295.927,0,0
Heat flux (kW/m²),50,4,21.04662885,-0.562326,-0.01632244,0.06600125,0.997937,1,-9.296727,-0.0241,100.7531,0,296.629,296.313,272.606,295.931,0,0
Nominal duct flow rate (l/s),24,5,21.04930143,-0.548437,-0.01638062,0.06769501,0.99799,1,-9.296727,-0.0238,100.7552,0,296.595,296.306,272.585,295.922,0,0
Sampling interval (s),2,6,21.05313535,-0.547989,-0.01628418,0.06941678,0.997978,1,-9.296727,-0.0234,100.7539,0,296.606,296.295,272.582,295.919,0,0
Separation (mm),25,7,21.05476074,-0.526226,-0.01619274,0.06911274,0.997975,1,-9.296727,-0.0247,100.7527,0,296.602,296.323,272.577,295.909,0,0
Orientation,Horizontal,8,21.05344978,-0.525171,-0.01638155,0.06705286,0.997957,1,-9.296727,-0.0231,100.7541,0,296.608,296.308,272.595,295.935,0,0
Edge frame?,Yes,9,21.04905148,-0.530435,-0.01664388,0.0664172,0.997947,1,-9.296727,-0.0258,100.7536,0,296.608,296.283,272.583,295.916,0,0
Grid?,No,10,21.04689861,-0.529327,-0.01681723,0.06642629,0.997953,1,-9.296727,-0.0253,100.7527,0,296.614,296.289,272.595,295.915,0,0
Non-scrubbed?,Yes,11,21.05033891,-0.555026,-0.01673148,0.06844286,0.997937,1,-9.296727,-0.0237,100.753,0,296.611,296.298,272.586,295.906,0,0
Substrate used? {Y/N},No,12,21.05367393,-0.53012,-0.01640676,0.06985299,0.997949,1,-9.296727,-0.0223,100.7526,0,296.608,296.293,272.575,295.929,0,0
Substrate,none,13,21.05474589,-0.555921,-0.0161237,0.06893602,0.997909,1,-9.296727,-0.0236,100.753,0,296.62,296.287,272.581,295.926,0,0
Additional specimen preparation details,N/A,14,21.05317244,-0.54421,-0.01612205,0.06730894,0.997946,1,-9.296727,-0.025,100.7542,0,296.638,296.299,272.58,295.93,0,0
,,15,21.04833339,-0.555165,-0.01624919,0.06600402,0.997969,1,-9.296727,-0.0243,100.7521,0,296.608,296.302,272.574,295.917,0,0
Specimen,,16,21.04723026,-0.551597,-0.01629559,0.06633592,0.997966,1,-9.296727,-0.0239,100.7523,0,296.608,296.292,272.575,295.915,0,0
Sample description,Ice Water Data-001,17,21.05109897,-0.534964,-0.0162775,0.06836629,0.997984,1,-9.296727,-0.0246,100.7519,0,296.599,296.289,272.584,295.911,0,0
Material name/ID,SmokeTC/001,18,21.05408292,-0.53143,-0.01610739,0.06977272,0.997968,1,-9.296727,-0.0252,100.7529,0,296.589,296.312,272.602,295.921,0,0
Specimen number,,19,21.05462773,-0.536754,-0.01603403,0.06782834,0.997969,1,-9.296727,-0.0254,100.7534,0,296.619,296.299,272.59,295.92,0,0
E (MJ/kg),13.1,20,21.05224747,-0.522214,-0.01610483,0.06644508,0.997946,1,-9.296727,-0.0271,100.7524,0,296.605,296.28,272.58,295.904,0,0
Initial mass (g),100,21,21.04749493,-0.538228,-0.01620703,0.06597742,0.99793,1,-9.296727,-0.0262,100.7524,0,296.616,296.302,272.587,295.918,0,0
Thickness (mm),12,22,21.04777764,-0.541144,-0.01620812,0.06633481,0.997898,1,-9.296727,-0.026,100.7551,0,296.614,296.303,272.597,295.928,0,0
Surface area (cm²),88.4,23,21.05166003,-0.559575,-0.0160348,0.06884526,0.997863,1,-9.296727,-0.0253,100.7531,0,296.6,296.3,272.583,295.929,0,0
Sponsor,,24,21.05437651,-0.557824,-0.01577071,0.06996227,0.997883,1,-9.296727,-0.0253,100.7527,0,296.605,296.304,272.571,295.918,0,0
Manufacturer,,25,21.05601282,-0.585064,-0.01569159,0.0681171,0.997896,1,-9.296727,-0.0246,100.7531,0,296.622,296.311,272.588,295.916,0,0
Test start time (s),92,26,21.05353309,-0.582314,-0.01581972,0.06630341,0.997897,1,-9.296727,-0.0257,100.7537,0,296.616,296.312,272.585,295.916,0,0
