Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g)
Peaks,,0,4.19942575050031,0.041791265729177,0.140667356926347,0.888293833333336,100.48572775264,-1.81528784005464E-05,0.00301869097561159,0,25.8870332125929,0.0050752044342741,24.3324938639233,24.6204753576287,0.000124953945708973,0.0141350617317843,0,0,-1.61250899404552E-05,0.00268148457837476,0.0029058311582847,0,0,36.387
peak HRR (kW/m²),116.292304572197,1,2.12259905222902,0.00969633761564316,-0.031358423562612,1.9351405,218.90729638009,2.48115083891284E-05,0.00159923662624253,0.00316101240136466,25.8285800609076,-0.00247051925541657,24.275210687769,24.5628344402167,-6.06829554521648E-05,-0.00686458772083312,6.24769728544867E-05,0.00706753086589216,4.80137547498921E-05,0.00309474756452529,0.00186597126368813,0.00238590121098642,3.16101240136466,34.706087
peak EHC (MJ/kg),79.5249432360654,2,1.42278034385079,0.0163028127863868,0.14149450665172,0.771485166666663,87.2720776772243,0.000140619399165341,0.00325464094181105,0.00493370209940457,25.6787519779691,0.00446993362446692,24.134611609442,24.421148548853,0.00010916091304662,0.0123485195754095,0.000117057429377797,0.0132417906535969,0.000108485780601639,0.00251090720943324,0.00141965727664724,0.0040287154811541,2.46685104970228,33.253553
peak MLR (g/s),0.149042333333332,3,1.55707675608681,0,0,-0.430320916666671,-48.678836726999,0,0,0.00642363064937337,26.1144466769469,-0.000473134105252769,24.5418145307755,24.83158649323,-1.17486704574811E-05,-0.00132903511962456,0.000171637885901106,0.0194160504413016,8.7490900736754E-05,0.00149636513035093,0.00133348022886515,0.0054052842339103,2.14121021645779,33.220052
peak SEA (m²/kg),1172.26129203851,4,3.76072758011189,0,0,-0.211651583333332,-23.9424868024131,0,0,0.00908253281747272,25.8917673262748,0.00326883164307426,24.3312255263775,24.617426940239,8.04702241533221E-05,0.00910296653318123,0.000211872997977767,0.0239675337078922,6.21308845669632E-05,0.000730660857323541,0.00240138190417694,0.00727271530043134,2.27063320436818,33.756542
peak COY (kg/kg),1521.42370615193,5,4.10597140657034,0.172203256894166,0.972956677175101,0.210778750000003,23.8437500000004,0.00019819514912419,0.00346823447692942,0.0130158823108138,25.3980300484916,0.00849345912535683,23.8648735619389,24.1454734981737,0.000205078592219125,0.0231989357713942,0.000354647406163991,0.0401184848601799,4.1775325788461E-05,0.000731030127754099,0.00257661766099352,0.00976171508301658,2.60317646216277,33.566148
peak CO2Y (kg/kg),3461.03343597086,6,2.1133266638441,0,0,-0.0151402500000006,-1.71269796380097,0,0,0.0161255313460211,26.2763716316847,0.300981470618831,24.6869203580014,24.97409955082,0.00751674121018689,0.850310091650101,0.004215557307367,0.476872998570927,4.10270235333779E-05,0.00122319358203583,0.00157692941085622,0.0118384886189414,2.68758855767018,33.482502
,,7,-0.654106533321512,0,0,-0.0201631666666688,-2.28090120663674,0,0,0.0171821946779431,26.2195442251883,2.22391457103326,24.6354606115827,24.9272896150757,0.055436162591333,6.27105911666663,0.0356920092081269,4.03755760272929,8.18867330040966E-05,0.00182246167829018,0.000181507799575751,0.0127177072241574,2.45459923970616,33.557077
Time To Peaks,,8,-2.14908292727958,-0.442423657785798,2322.53901790219,0.0429405000000009,4.85752262443449,0.00283076937119998,0.0362501012700743,0.0171821946779431,25.9837600499627,4.03469346510142,24.4205429287693,24.7183553250988,0.0997309866982311,11.2817858255918,0.113275583852909,12.8139800738585,0.000121554652184015,0.00155659747358766,-0.000656844205903561,0.0128084611239453,2.14777433474289,33.502291
t peak HRR (s),481,9,-1.2043294924283,-0.269058161669981,1536.12164102263,0.0395686666666689,4.47609351432906,0.00216669997831466,0.0167552182720441,0.0171821946779431,25.4993378883497,2.50388265953977,23.9817255363202,24.2752131141213,0.0607822851730808,6.8758241146019,0.193532219788565,21.8927850439553,8.57334292086113E-05,0.000662981646733794,-0.000298551836126536,0.0128084611239453,1.90913274199368,33.482502
