Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g)
Peaks,,0,60.5093470432706,0,0,-0.13553675,-15.3322115384615,0,0,0,24.8930651616456,0.514778690189002,24.0335398504917,24.7696545823841,0.0127508903423537,1.44240840976852,0,0,0.000340069135907483,0.0486282521183043,0.0412053050019658,0,0,43.8917
peak HRR (kW/m²),105.665673410724,1,57.6580851071198,0,0,-0.0391250833333269,-4.4259144042225,0,0,0.0590837160751952,24.4899502698155,0.455778063335887,23.647048280967,24.3740160992854,0.01110914185345,1.25669025491516,0.0119300160979019,1.34954933234184,0.000325346670825368,0.0480301340755512,0.0395432350181381,0.0403742700100519,59.0837160751952,43.972742
peak EHC (MJ/kg),77.5584432857367,2,57.3042407535239,0,0,-0.00356791666666822,-0.403610482654777,0,0,0.116564879005517,24.5136422763874,0.538227289285817,23.6770044423202,24.4060636975056,0.0131360095060454,1.48597392602324,0.0240525917776496,2.72088142281104,0.000333565290835334,0.0467571413105119,0.0391617700522098,0.0797267725452259,58.2824395027585,43.990235
peak MLR (g/s),0.252490916666667,3,59.0217320037054,0,0,0.00140766666666892,0.159238310709153,0.21559785743574,32.2155937411082,0.174727865384132,24.7338303452487,0.487902853535105,23.8949299481197,24.6347396806314,0.0120193597862745,1.3596560844202,0.0366302764238096,4.14369642803276,0.000303489917317529,0.0453488174563057,0.0398793931996101,0.119247354171136,58.2426217947106,43.990421
peak SEA (m²/kg),3834.29907933169,4,60.3567727234284,0,0,-0.00660816666666264,-0.747530165912063,0,0,0.234417117747699,24.5812423736183,0.44755764990085,23.7528764582515,24.4899317343814,0.010960656293272,1.23989324584525,0.0481202844635828,5.44347109316548,0.000243694148550243,0.0439517545038172,0.0403676964386441,0.159370898990263,58.6042794369247,43.990317
peak COY (kg/kg),75.0455479572829,5,59.7184830406418,16.6049904089873,349.633123834808,0.0317923333333301,3.59641779788802,0.0063724292837785,1.38318124479508,0.294454745629734,24.4953141548722,0.45528088444952,23.6729649583195,24.4149341582167,0.0111156528173297,1.25742678929069,0.0591584390188837,6.69213111073345,0.00020259439593296,0.0439745591949356,0.0400045375327227,0.199557015975946,58.8909491259467,43.99029
peak CO2Y (kg/kg),2899.50773773373,6,56.956841160105,3.22066396958645,69.6097834375043,0.156333749999998,17.684813348416,0.00121319615599168,0.289232516567971,0.352792407730107,24.6642629699856,0.44253149918068,23.8437141391766,24.591150012193,0.0108823584814728,1.23103602731592,0.0701574446682849,7.93636251903675,0.000189663504551762,0.0452168039370074,0.038687323563354,0.238902946523985,58.7987346216845,43.909889
,,7,54.4834144262623,7.02602434763229,173.185369394021,0.0685499166666658,7.75451546003007,0.00334857094248972,0.675554549336651,0.408512535523291,24.7684244640538,0.480547611587599,23.9491089659747,24.7048208201982,0.0118718426398458,1.34296862441695,0.0815345452289442,9.22336484490319,0.000229544259060089,0.0463092080608144,0.0375237673121641,0.277008491961744,58.3589336461844,43.728505
Time To Peaks,,8,52.8824835651303,0,0,-0.00582391666666441,-0.658814102563848,0,0,0.462195484518987,24.4657591273986,0.48006753429284,23.6635905419464,24.409375022102,0.0117181484804898,1.32558240729522,0.093329540789112,10.5576403607593,0.000213420736150715,0.0453734797975858,0.0364945743646105,0.314017662800131,57.7744355648734,43.772042
t peak HRR (s),406,9,55.0024263892999,9.76814141847507,240.76901666769,0.0497762500000043,5.6307975113127,0.00290997280416114,0.892909363248489,0.516137939496202,24.5785548003416,0.488691956023836,23.7766546575499,24.5237897169758,0.0119845787659061,1.35572157985364,0.10518090441231,11.8982923543337,0.000144847533793139,0.0444456796924014,0.0374855301380573,0.351007715051465,57.3486599440225,43.710113
t peak EHC (s),58,10,57.7879873693388,0,0,-0.00887725000000295,-1.00421380090531,0,0,0.572533146375521,24.5803662960811,0.528838780869304,23.7816084994157,24.5331136195385,0.0129740618974848,1.46765406080145,0.117660224744005,13.3099801746612,7.50011710984437E-05,0.0438641817057226,0.0388880313069538,0.38919449577397,57.2533146375522,43.692866
t peak MLR (s),361,11,58.2513492363499,5.46767437211262,126.575103414783,0.0941793333333359,10.6537707390651,0.000467198896403376,0.463570128858431,0.630552814678366,24.528464013422,0.486804592097352,23.735698704989,24.4877699383296,0.0119207588562023,1.34850213305456,0.130107635120849,14.7180582715893,4.40004805973402E-05,0.0436587256891356,0.0390957499535954,0.428186386404245,57.3229831525787,43.692412
t peak SEA (s),196,12,56.8588533647363,4.48421471054763,99.5850335678211,0.112089250000004,12.6797794117651,0.000381730217028396,0.401234503101053,0.688107915978909,24.8519656715244,0.449811927340966,24.0545147063601,24.8157308540664,0.0111624117238423,1.2627162583532,0.141649220410871,16.0236674672931,4.27878537290516E-05,0.0449740745267213,0.0385450395080251,0.467006781135055,57.3423263315757,43.523907
t peak COY (s),630,13,54.3737334183165,11.213825362323,241.283167029134,0.0428634999999987,4.84881221719442,0.00239061189911171,1.05309736475018,0.743724209370435,24.8201262762389,0.417229864767225,24.025805241506,24.7878733122878,0.010342241029953,1.16993676809423,0.152401546787769,17.2399939805169,0.000102469993137572,0.0451394388939678,0.0372385542557531,0.504898578016944,57.2095545669566,43.488593
t peak CO2Y (s),192,14,52.6010164359167,3.59260056279913,93.8937001143028,0.129430749999997,14.6414875565608,0.000910943560333165,0.341189600114581,0.797211584297552,24.5166642432264,0.496258908522082,23.7358728330674,24.4886929330122,0.012152732026069,1.37474344186301,0.16364903331578,18.5123340854955,0.000117904108221589,0.0441604258350294,0.0361216019761315,0.541578656132887,56.9436845926823,43.407385
,,15,53.8569001751052,23.7819588335084,578.038242020062,0.0200191666666717,2.26461161387689,0.00315656410844559,2.16443443861622,0.850440542603063,24.5223462433048,0.472225286930493,23.7460258483676,24.5049221779875,0.0115718439067096,1.30903211614361,0.175511321282169,19.8542218644988,6.31917829810062E-05,0.0433301737657421,0.0366587948676226,0.577968854554764,56.6960361735375,43.274598
Test Results (between 0 and 638 s),,16,57.377236729492,0,0,-0.0862359166666694,-9.75519419306215,0,0,0.906057611055361,24.9970256554101,0.433493003342983,24.2111985762696,24.9822369219486,0.0108296249135215,1.22507069157483,0.186712055692285,21.121273268358,3.23235305262473E-05,0.0439432043631907,0.0386717422962673,0.615634123136709,56.6286006909601,43.365116
mean HRR (kW/m²),47.9104543662343,17,56.6505760152604,13.5339799195983,259.501407373513,0.0370024999999975,4.18580316742053,0.000629225962193163,1.18494759805316,0.963071517427738,24.7636991093038,0.388020003026019,23.9881519384592,24.7466644798049,0.00960220082633776,1.08622181293414,0.196927968562214,22.2769195206125,2.32829336660509E-05,0.043846023496959,0.0382505642973207,0.654095276433503,56.6512657310434,43.390671
