General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.942923,122.555325,0.00170853,0.04523137,1.001438,1.000423,52.243255,-0.007,102.0032,0,269.193,327.661,330.882,1140.125,0,0
Standard used,ISO 5660-1,1,20.94744068,114.567958,0.00207009,0.04629843,1.000938,1.000396,52.243255,-0.0039,102.0032,0,269.233,327.645,330.844,1140.073,0,0
Date of test,08/11/2018,2,20.95195836,106.580591,0.00243166,0.04736549,1.000439,1.000368,52.243255,-0.0007,102.0032,0,269.273,327.629,330.806,1140.021,0,0
Time of test,13:59,3,20.95204842,109.657296,0.00242916,0.04569104,1.000199,1.000436,52.243255,-0.001,102.0037,0,269.261,327.644,330.809,1139.911,0,0
Heat flux (kW/m²),50,4,20.94841849,107.638401,0.00221835,0.04425747,1.00023,1.000521,52.243255,-0.0004,102.0052,0,269.27,327.633,330.811,1139.842,0,0
Nominal duct flow rate (l/s),24,5,20.94518065,110.448113,0.00211428,0.04425763,1.000466,1.000624,52.243255,-0.0001,102.006,0,269.265,327.63,330.79,1139.75,0,0
Sampling interval (s),1,6,20.94788082,110.063945,0.00208451,0.04597271,1.002122,1.000734,52.243255,-0.0004,102.007,0,269.257,327.629,330.831,1139.693,0,0
Separation (mm),60,7,20.95261293,109.685509,0.00216177,0.04786588,1.001853,1.000811,52.243255,-0.0005,102.0082,0,269.258,327.679,330.864,1139.612,0,0
Orientation,Horizontal,8,20.95468213,113.728599,0.00222814,0.04722499,1.0021,1.001046,52.243255,-0.0023,102.0067,0,269.278,327.711,330.851,1139.573,0,0
Edge frame?,Yes,9,20.95360363,110.958847,0.00196484,0.04513487,1.000361,1.001156,52.243255,0.0017,102.0059,0,269.252,327.668,330.777,1139.54,0,0
Grid?,No,10,20.94972443,113.457492,0.00168849,0.04414165,1.002019,1.001168,52.243255,0.0007,102.0086,0,269.244,327.612,330.739,1139.522,0,0
Non-scrubbed?,Yes,11,20.94872677,111.539191,0.00151425,0.04425566,1.001585,1.001378,52.243255,-0.0019,102.0087,0,269.257,327.609,330.749,1139.479,0,0
Substrate used? {Y/N},No,12,20.95249651,105.63052,0.00154613,0.04647744,1.001847,1.001473,52.243255,-0.0012,102.0075,0,269.267,327.656,330.789,1139.476,0,0
Substrate,none,13,20.95578043,109.105676,0.00176361,0.04808071,1.002603,1.001578,52.243255,-0.0023,102.0084,0,269.279,327.718,330.856,1139.489,0,0
Additional specimen preparation details,,14,20.95529816,111.096559,0.00200624,0.04669391,1.002344,1.001616,52.243255,-0.001,102.0081,0,269.267,327.735,330.885,1139.517,0,0
,,15,20.95327564,112.661855,0.00198918,0.04452462,1.001773,1.00163,52.243255,-0.0025,102.0076,0,269.27,327.773,330.911,1139.573,0,0
Specimen,,16,20.94894356,110.735964,0.00187673,0.04401115,1.001291,1.001718,52.243255,-0.0024,102.007,0,269.252,327.764,330.923,1139.562,0,0
Sample description,after weatherbility test_HG1,17,20.94772242,108.987817,0.00186279,0.04446823,1.001391,1.001774,52.243255,-0.0024,102.0068,0,269.255,327.753,330.905,1139.52,0,0
Material name/ID,,18,20.95118963,109.976649,0.00199827,0.04596306,1.001902,1.001825,52.243255,-0.0009,102.0068,0,269.258,327.727,330.879,1139.519,0,0
Specimen number,,19,20.95561387,109.606288,0.00233286,0.04757349,1.00231,1.00188,52.243255,-0.0016,102.0073,0,269.243,327.702,330.866,1139.572,0,0
E (MJ/kg),13.1,20,20.95664117,109.256081,0.00245722,0.04626796,1.002685,1.001977,52.243255,-0.0017,102.0075,0,269.263,327.68,330.854,1142.294,0,0
Initial mass (g),52.562,21,20.95442621,107.180834,0.00236252,0.0445686,1.002225,1.002034,52.243255,-0.0006,102.0083,0,269.252,327.677,330.861,1140.406,0,0
Thickness (mm),12.5,22,20.94997555,105.223743,0.00226058,0.0440812,1.001786,1.002223,52.243255,-0.0027,102.007,0,269.245,327.727,330.903,1139.657,0,0
Surface area (cm²),88.4,23,20.94899332,111.003066,0.00225962,0.0449983,1.00159,1.00236,52.243255,-0.0017,102.0075,0,269.257,327.742,330.902,1139.713,0,0
Sponsor,,24,20.95210052,108.661669,0.00237093,0.04710817,1.001624,1.002343,52.243255,0.0003,102.0086,0,269.256,327.695,330.864,1139.841,0,0
Manufacturer,,25,20.95443944,106.421429,0.00255958,0.04796243,1.003099,1.002468,52.243255,0.0001,102.0081,0,269.259,327.657,330.835,1139.929,0,0
Test start time (s),82,26,20.95449093,106.005228,0.00253543,0.04601908,1.002179,1.002561,52.243255,-0.0003,102.0078,0,269.25,327.655,330.809,1139.993,0,0
Time to ignition (s),13,27,20.95190601,109.595883,0.00235938,0.04448932,1.002184,1.002503,52.243255,-0.0002,102.0071,0,269.242,327.592,330.755,1140.092,0,0
Time to flameout (s),1504,28,20.94608836,112.253322,0.00221256,0.04415055,1.003011,1.002522,52.243255,-0.0001,102.0086,0,269.256,327.573,330.725,1140.204,0,0
End of test criterion,ISO 5660-1:2002,29,20.94694589,110.557048,0.00226358,0.0456166,1.001948,1.002546,52.243255,-0.0001,102.0074,0,269.271,327.529,330.631,1143.011,0,0
User EOT time (s),,30,20.95059048,111.274709,0.00239562,0.04754167,1.002929,1.002643,52.243255,-0.0006,102.0079,0,269.264,327.37,330.516,1141.26,0,0
MLR EOT mass (g/m²),150,31,20.9527039,111.029385,0.00255435,0.04785053,1.004046,1.002714,52.243255,-0.0008,102.0074,0,269.273,327.343,330.504,1140.501,0,0
MLR EOT time period (s),60,32,20.95222049,108.005076,0.00244465,0.04564049,1.003269,1.002588,52.243255,-0.0005,102.0087,0,269.285,327.386,330.575,1140.562,0,0
Truncate graphs at EOT?,No,33,20.9488513,108.281222,0.00212228,0.04429965,1.002585,1.002729,52.243255,-0.0002,102.0074,0,269.275,327.45,330.604,1140.616,0,0
Smooth data?,No,34,20.9452967,109.925346,0.00184383,0.0442,1.002773,1.00276,52.243255,-0.0015,102.0071,0,269.278,327.446,330.602,1140.666,0,0
Correct O2 for pressure?,No,35,20.94790558,110.326653,0.00174421,0.04535161,1.00359,1.002775,52.243255,-0.0006,102.0069,0,269.275,327.455,330.602,1140.738,0,0
,,36,20.95258889,110.758275,0.00191146,0.04753194,1.003589,1.002813,52.243255,-0.0003,102.0053,0,269.286,327.503,330.603,1140.816,0,0
