General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95701162,99.677289,0.00248825,0.05201326,0.999998,1,51.828419,-0.0019,102.1616,0,271.856,333.794,338.434,1136.883,0,0
Standard used,ISO 5660-1,1,20.95599199,106.465558,0.00237457,0.04879586,0.999998,1,51.828419,-0.0013,102.1626,0,271.866,333.816,338.434,1136.776,0,0
Date of test,26/06/2018,2,20.95497237,113.253827,0.00226089,0.04557846,0.999998,1,51.828419,-0.0007,102.1636,0,271.876,333.838,338.434,1136.668,0,0
Time of test,14:28,3,20.9509194,107.259167,0.00214712,0.04436972,1,1,51.828419,-0.0024,102.1625,0,271.88,333.853,338.452,1136.583,0,0
Heat flux (kW/m²),50,4,20.94876951,106.719588,0.0020757,0.04475643,1.000001,1,51.828419,-0.0051,102.1632,0,271.891,333.854,338.48,1136.45,0,0
Nominal duct flow rate (l/s),24,5,20.95195829,109.900169,0.00212064,0.04627119,1,1,51.828419,-0.0021,102.1643,0,271.882,333.873,338.48,1139.438,0,0
Sampling interval (s),1,6,20.95526893,105.477896,0.00230837,0.04802296,0.999999,1,51.828419,-0.0005,102.1623,0,271.885,333.878,338.454,1139.72,0,0
Separation (mm),60,7,20.95635923,111.006397,0.00247504,0.04719659,0.999998,1,51.828419,0,102.1624,0,271.87,333.86,338.479,1139.511,0,0
Orientation,Horizontal,8,20.95453602,110.869985,0.00229232,0.0446586,0.999998,1,51.828419,-0.002,102.1628,0,271.884,333.868,338.475,1139.65,0,0
Edge frame?,Yes,9,20.95016301,108.176612,0.00206662,0.04413439,0.999999,1,51.828419,-0.0018,102.1626,0,271.87,333.876,338.501,1139.581,0,0
Grid?,No,10,20.95073166,108.026877,0.00199108,0.04438297,1.000001,1,51.828419,-0.0014,102.163,0,271.87,333.905,338.565,1136.831,0,0
Non-scrubbed?,Yes,11,20.95482007,104.996563,0.00200407,0.04604073,1.000001,1,51.828419,-0.0034,102.1611,0,271.871,333.934,338.632,1136.129,0,0
Substrate used? {Y/N},No,12,20.95671166,110.139874,0.00217277,0.04762527,1,1,51.828419,-0.0037,102.161,0,271.885,333.958,338.675,1136.106,0,0
Substrate,none,13,20.95637634,111.915854,0.00229277,0.04645576,0.999999,1,51.828419,-0.002,102.162,0,271.896,333.979,338.703,1136.148,0,0
Additional specimen preparation details,,14,20.95401025,108.985401,0.00215574,0.04496358,0.999999,1,51.828419,-0.0005,102.163,0,271.888,334.017,338.794,1136.188,0,0
,,15,20.94965303,109.27393,0.00197595,0.04426658,0.999998,1,51.828419,0.0011,102.1639,0,271.882,334.058,338.882,1136.169,0,0
Specimen,,16,20.94975707,109.213153,0.00192199,0.04519589,0.999999,1,51.828419,-0.0019,102.1612,0,271.884,334.102,338.944,1136.22,0,0
Sample description,Ch-H2PO2_Nitrilo acid x-link_1,17,20.95347421,109.979408,0.00202102,0.04740586,0.999998,1,51.828419,-0.0012,102.1624,0,271.879,334.167,338.995,1136.402,0,0
