General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94051258,110.336806,0.00077614,0.05157077,0.997867,0.997518,53.529743,0.0026,102.0201,0,272.359,334.625,339.312,1140.366,0,0
Standard used,ISO 5660-1,1,20.94380585,108.849624,0.00093814,0.04920373,0.997157,0.997532,53.529743,0.001,102.0197,0,272.377,334.602,339.335,1140.406,0,0
Date of test,03/07/2018,2,20.94709913,107.362442,0.00110014,0.04683669,0.996447,0.997545,53.529743,-0.0006,102.0194,0,272.394,334.58,339.357,1140.446,0,0
Time of test,14:57,3,20.95025164,107.359392,0.00133339,0.04737694,0.996831,0.997442,53.529743,-0.0007,102.0199,0,272.378,334.604,339.346,1140.461,0,0
Heat flux (kW/m²),50,4,20.94984653,112.306827,0.0013036,0.04999701,0.996884,0.997406,53.529743,-0.001,102.0224,0,272.392,334.618,339.327,1140.518,0,0
Nominal duct flow rate (l/s),24,5,20.94605084,105.595489,0.00110969,0.04833544,0.996902,0.997573,53.529743,0,102.0187,0,272.378,334.602,339.295,1140.46,0,0
Sampling interval (s),1,6,20.94614953,107.225437,0.00109758,0.04593147,0.997489,0.997457,53.529743,0.0013,102.0179,0,272.395,334.6,339.301,1140.542,0,0
Separation (mm),60,7,20.95029347,108.831427,0.00145715,0.04728582,0.996944,0.997543,53.529743,0.0011,102.022,0,272.386,334.622,339.311,1140.425,0,0
Orientation,Horizontal,8,20.94995639,107.577598,0.00146472,0.04937553,0.997523,0.997469,53.529743,-0.0006,102.0206,0,272.376,334.612,339.311,1140.321,0,0
Edge frame?,Yes,9,20.94478476,107.526457,0.00124693,0.04674835,0.998003,0.997422,53.529743,-0.0024,102.0205,0,272.363,334.6,339.29,1140.323,0,0
Grid?,No,10,20.94792868,107.940287,0.00131753,0.04493329,0.996975,0.997573,53.529743,-0.0014,102.0217,0,272.374,334.593,339.27,1140.304,0,0
Non-scrubbed?,Yes,11,20.95071894,108.698235,0.00154501,0.0461894,0.996326,0.997458,53.529743,0.0004,102.0227,0,272.375,334.584,339.268,1140.304,0,0
Substrate used? {Y/N},No,12,20.94985506,106.032028,0.00153235,0.04853192,0.996465,0.997595,53.529743,-0.0003,102.0201,0,272.374,334.562,339.247,1140.322,0,0
Substrate,none,13,20.94660447,108.633992,0.00135893,0.04753683,0.997728,0.997524,53.529743,-0.0008,102.0204,0,272.366,334.524,339.213,1140.295,0,0
