General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.93584136,100.398766,0.00061789,0.04542283,0.998493,0.997378,36.829836,-0.0023,101.9925,0,271.071,330.455,335.575,1135.296,0,0
Standard used,ISO 5660-1,1,20.94349841,103.991787,0.00082163,0.04483945,0.997089,0.997003,36.829836,0.0007,101.9892,0,271.071,330.475,335.563,1138.836,0,0
Date of test,03/07/2018,2,20.95115546,107.584808,0.00102537,0.04425607,0.995686,0.996629,36.829836,0.0038,101.9858,0,271.071,330.494,335.55,1142.375,0,0
Time of test,13:50,3,20.95466114,105.02422,0.00129026,0.04556373,0.996009,0.996202,36.829836,0.0023,101.986,0,271.073,330.507,335.603,1140.331,0,0
Heat flux (kW/m²),50,4,20.9526673,106.224731,0.00113524,0.04714286,0.995846,0.995828,36.829836,0.0009,101.9864,0,271.09,330.54,335.634,1139.608,0,0
Nominal duct flow rate (l/s),24,5,20.94871044,109.627533,0.00101362,0.04502142,0.995496,0.995641,36.829836,0.0012,101.9852,0,271.061,330.558,335.693,1139.64,0,0
Sampling interval (s),1,6,20.9513799,107.035974,0.00112137,0.04398984,0.995467,0.995517,36.829836,0.0028,101.9848,0,271.059,330.63,335.763,1139.699,0,0
Separation (mm),60,7,20.9545168,107.133441,0.00136847,0.04520651,0.99427,0.995102,36.829836,0.0015,101.9871,0,271.079,330.645,335.776,1139.734,0,0
Orientation,Horizontal,8,20.9546691,107.819335,0.00135063,0.04720371,0.993969,0.99485,36.829836,0.0017,101.9886,0,271.079,330.646,335.756,1139.807,0,0
Edge frame?,Yes,9,20.95097419,105.82391,0.00107584,0.04650523,0.993084,0.994566,36.829836,-0.0007,101.9893,0,271.072,330.61,335.735,1139.835,0,0
Grid?,No,10,20.94724768,107.921674,0.00097561,0.04455788,0.99403,0.994308,36.829836,0,101.9851,0,271.081,330.611,335.743,1139.893,0,0
Non-scrubbed?,Yes,11,20.95095641,106.196294,0.00116023,0.04444844,0.993643,0.994134,36.829836,0.0015,101.9849,0,271.076,330.59,335.742,1139.931,0,0
Substrate used? {Y/N},No,12,20.95176736,102.805011,0.0012285,0.04765077,0.992426,0.993738,36.829836,0.0019,101.9867,0,271.076,330.591,335.74,1139.252,0,0
Substrate,none,13,20.94919289,105.852816,0.00100827,0.04833439,0.992263,0.993545,36.829836,0.001,101.9859,0,271.075,330.561,335.643,1139.782,0,0
Additional specimen preparation details,,14,20.94394618,107.103408,0.00078331,0.04650236,0.994181,0.994266,36.829836,0.0008,101.9858,0,271.072,330.479,335.505,1141.78,0,0
,,15,20.94543226,109.570532,0.00081204,0.0455143,0.994996,0.995232,36.829836,0.0017,101.9863,0,271.063,330.44,335.414,1140.517,0,0
Specimen,,16,20.94857627,107.979517,0.00105822,0.04684345,0.995824,0.99594,36.829836,0.0005,101.987,0,271.087,330.377,335.301,1140.011,0,0
Sample description,Bare wood 2nd test,17,20.94728207,111.472872,0.00093063,0.04884947,0.997248,0.996633,36.829836,0.0005,101.9869,0,271.091,330.354,335.278,1140.007,0,0
