General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.96015328,98.715718,0.00208968,0.0463088,-1.49595,0.78558,1.287E+39,0.003,102.1718,0.107,270.219,330.234,334.386,1134.034,0,0
Standard used,ISO 5660-1,1,20.95559453,102.268738,0.00161425,0.04884312,-1.617284,0.236297,1.287E+39,0.0009,102.1714,0.108,270.215,330.217,334.35,1134.04,0,0
Date of test,31/01/2020,2,20.95103577,105.821759,0.00113883,0.05137743,-1.738617,-0.312986,1.287E+39,-0.0011,102.1711,0.109,270.211,330.201,334.315,1134.046,0,0
Time of test,12:08,3,20.94743864,107.314744,0.00096575,0.04858489,0.182084,0.591509,1.287E+39,0.0016,102.1708,0.109,270.197,330.19,334.275,1134.034,0,0
Heat flux (kW/m²),50,4,20.95351418,108.752172,0.00121994,0.05038892,1.190337,1.054724,1.287E+39,0.0013,102.1689,0.11,270.178,330.183,334.245,1134.029,0,0
Nominal duct flow rate (l/s),24,5,20.95215039,102.492333,0.00097614,0.05100592,1.250256,1.054117,1.287E+39,0.0013,102.1697,0.109,270.192,330.162,334.251,1131.311,0,0
Sampling interval (s),1,6,20.95004144,105.050567,0.00085356,0.04823014,-0.490836,0.476033,1.287E+39,0.0023,102.1695,0.109,270.187,330.136,334.277,1133.692,0,0
Separation (mm),60,7,20.95254105,108.917996,0.0010495,0.05097784,-1.816684,0.29728,1.287E+39,0.0028,102.1699,0.107,270.184,330.157,334.336,1134.149,0,0
Orientation,Horizontal,8,20.94867649,116.141283,0.00098511,0.04981055,-1.881112,0.02215,1.287E+39,-0.001,102.1674,0.106,270.197,330.224,334.387,1134.08,0,0
Edge frame?,Yes,9,20.95164669,104.935664,0.00129953,0.04909518,-1.621145,-0.04586,1.287E+39,-0.0005,102.1675,0.109,270.214,330.239,334.417,1134.093,0,0
Grid?,No,10,20.95076225,103.917034,0.00143424,0.05061861,-1.343599,-0.079227,1.287E+39,0.0018,102.1706,0.106,270.193,330.277,334.432,1134.202,0,0
Non-scrubbed?,Yes,11,20.94623286,105.432236,0.00110774,0.04910079,-0.445206,0.360227,1.287E+39,-0.0002,102.1693,0.108,270.197,330.272,334.417,1134.239,0,0
Substrate used? {Y/N},No,12,20.95135606,108.146783,0.00135156,0.04927157,-0.665199,0.292854,1.287E+39,0.0008,102.1687,0.11,270.174,330.275,334.418,1134.296,0,0
Substrate,none,13,20.95251667,111.752723,0.00138692,0.05115482,-0.71239,0.079921,1.287E+39,0.001,102.1693,0.108,270.17,330.251,334.421,1134.378,0,0
Additional specimen preparation details,,14,20.94620183,103.5551,0.00115002,0.0484584,1.153111,0.819176,1.287E+39,0.0049,102.1699,0.108,270.186,330.291,334.487,1134.374,0,0
,,15,20.95126062,108.407409,0.00143935,0.04813604,1.693062,1.188164,1.287E+39,0.0033,102.1693,0.113,270.183,330.328,334.514,1134.338,0,0
Specimen,,16,20.95072634,102.212964,0.00129294,0.05067555,0.954776,0.829938,1.287E+39,0.0016,102.1698,0.109,270.196,330.276,334.318,1134.359,0,0
Sample description,Laura coating C red cedar ignition check,17,20.94903713,112.258061,0.0013093,0.04850355,-0.334622,0.478823,1.287E+39,0.0018,102.1687,0.106,270.182,330.193,334.157,1134.363,0,0
Material name/ID,Laura coating C red cedar ignition check,18,20.95221564,109.720406,0.00158736,0.04903026,0.425602,0.414331,1.287E+39,0.0011,102.1692,0.106,270.175,330.025,334.04,1137.203,0,0
Specimen number,,19,20.94880953,105.636139,0.00137132,0.04911608,1.063276,0.884623,1.287E+39,0.0019,102.1681,0.108,270.176,330.085,334.187,1135.008,0,0
