General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.96247829,95.965178,0.00183138,0.04728517,0.904476,0.888364,115.353664,-0.001,100.4725,0.1,270.49,331.94,336.123,1147.578,0,0
Standard used,ISO 5660-1,1,20.95549535,99.336128,0.00152258,0.04661329,0.921027,0.915691,115.353664,-0.0007,100.4735,0.104,270.496,331.924,336.082,1147.513,0,0
Date of test,27/01/2020,2,20.94851242,102.707077,0.00121379,0.0459414,0.937579,0.943017,115.353664,-0.0005,100.4745,0.108,270.502,331.908,336.041,1147.448,0,0
Time of test,12:57,3,20.95040923,102.30048,0.00116035,0.04672202,0.955583,0.942328,115.353664,-0.0002,100.4741,0.116,270.488,331.911,336.094,1147.39,0,0
Heat flux (kW/m²),50,4,20.95397408,105.008285,0.00135511,0.04875848,0.867908,0.844161,115.353664,0.0038,100.4732,0.113,270.484,331.94,336.066,1147.346,0,0
Nominal duct flow rate (l/s),24,5,20.95547994,103.172075,0.00163719,0.04860266,0.898923,0.899035,115.353664,0.0029,100.4735,0.109,270.489,331.921,336.048,1147.275,0,0
Sampling interval (s),1,6,20.95440875,100.280397,0.00164119,0.04646988,0.931301,0.933289,115.353664,0.0039,100.4745,0.109,270.496,331.882,335.983,1147.214,0,0
Separation (mm),60,7,20.95036988,102.095033,0.00157444,0.045302,0.896282,0.894796,115.353664,0.0027,100.4752,0.107,270.487,331.813,335.937,1147.159,0,0
Orientation,Horizontal,8,20.94791753,101.477959,0.00159263,0.04575931,0.888795,0.882536,115.353664,0.001,100.4743,0.107,270.486,331.788,335.838,1147.127,0,0
Edge frame?,Yes,9,20.95107071,101.976131,0.00177588,0.04759284,0.877574,0.882136,115.353664,0,100.4722,0.109,270.487,331.772,335.931,1147.067,0,0
Grid?,No,10,20.95441545,99.764101,0.00204892,0.04985364,0.88252,0.858735,115.353664,0.0003,100.473,0.107,270.481,331.838,336.036,1147.003,0,0
Non-scrubbed?,Yes,11,20.95549642,100.028476,0.00224373,0.04877108,0.872621,0.876223,115.353664,0.0017,100.472,0.109,270.488,331.893,336.083,1146.984,0,0
Substrate used? {Y/N},No,12,20.9540451,105.510226,0.00208848,0.0471761,0.831157,0.819773,115.353664,-0.0004,100.4733,0.11,270.49,331.928,336.138,1150.676,0,0
Substrate,none,13,20.94949336,103.183825,0.00185573,0.04613819,0.871785,0.867917,115.353664,0.0011,100.4732,0.108,270.48,331.914,336.024,1151.949,0,0
Additional specimen preparation details,,14,20.94818051,107.02847,0.00171411,0.04626647,0.899051,0.882534,115.353664,0.0025,100.4722,0.109,270.469,331.84,335.899,1151.627,0,0
,,15,20.95047143,101.979901,0.00171111,0.04760519,0.866955,0.847784,115.353664,0.0017,100.4726,0.108,270.473,331.797,335.878,1147.955,0,0
Specimen,,16,20.95293092,101.976222,0.00188735,0.04906522,0.885853,0.906507,115.353664,0.0004,100.4716,0.106,270.474,331.799,335.871,1147.089,0,0
Sample description,Ipe 2 uncoated 2.0,17,20.95353979,102.235082,0.00193632,0.04860787,0.874098,0.871201,115.353664,-0.0009,100.4701,0.107,270.482,331.806,335.897,1147.111,0,0
Material name/ID,Ipe 2 uncoated 2.0,18,20.95140542,100.272346,0.00170627,0.04716134,0.860238,0.858694,115.353664,-0.0015,100.4716,0.107,270.478,331.825,335.96,1147.131,0,0
Specimen number,,19,20.94696169,97.899805,0.00146704,0.04611678,0.840599,0.827302,115.353664,0.0007,100.4707,0.108,270.477,331.868,335.996,1147.166,0,0
E (MJ/kg),13.1,20,20.94697125,101.79529,0.00139554,0.04704719,0.844403,0.818048,115.353664,0.0011,100.4707,0.11,270.469,331.877,336.029,1147.224,0,0
Initial mass (g),115.34,21,20.95070027,104.399709,0.00146384,0.04842625,0.816843,0.816086,115.353664,0.0013,100.4723,0.112,270.486,331.897,336.003,1147.267,0,0
Thickness (mm),12.5,22,20.95321113,105.377092,0.00175916,0.049791,0.833875,0.820437,115.353664,0.0032,100.4703,0.11,270.485,331.866,335.965,1147.312,0,0
Surface area (cm²),88.4,23,20.95325983,102.15996,0.0019014,0.04819089,0.855729,0.86721,115.353664,0.0005,100.4705,0.109,270.47,331.848,335.981,1147.315,0,0
Sponsor,,24,20.95044906,106.329836,0.00177203,0.04639371,0.877027,0.898678,115.353664,-0.0002,100.4702,0.109,270.473,331.881,336.059,1147.285,0,0
Manufacturer,,25,20.94611442,105.489887,0.0017069,0.04596143,0.889209,0.897324,115.353664,0.001,100.4719,0.111,270.487,331.946,336.159,1147.278,0,0
Test start time (s),94,26,20.94753024,101.999137,0.00170523,0.04720741,0.860279,0.87374,115.353664,0.0007,100.4729,0.108,270.477,331.98,336.179,1147.276,0,0
Time to ignition (s),15,27,20.95240097,103.155731,0.00181733,0.04930006,0.890511,0.865306,115.353664,-0.0004,100.4738,0.109,270.471,331.99,336.202,1147.254,0,0
Time to flameout (s),762,28,20.95528282,103.845637,0.00206674,0.04935453,0.86461,0.856658,115.353664,-0.0012,100.474,0.109,270.484,331.991,336.179,1147.281,0,0
End of test criterion,ISO 5660-1:2002,29,20.95501869,104.52855,0.00198512,0.04761272,0.892432,0.892601,115.353664,0.0007,100.474,0.112,270.465,331.999,336.223,1147.288,0,0
User EOT time (s),,30,20.95163495,104.995652,0.00180149,0.04640511,0.938801,0.931743,115.353664,0.0021,100.4743,0.107,270.452,332.006,336.284,1147.29,0,0
MLR EOT mass (g/m²),150,31,20.94784297,106.273577,0.00157986,0.04618853,0.924792,0.938792,115.353664,0.0015,100.4735,0.108,270.464,332.033,336.316,1150.157,0,0
MLR EOT time period (s),60,32,20.95016563,104.803967,0.00160313,0.04660708,0.914015,0.926154,115.353664,0.0023,100.4744,0.108,270.478,332.039,336.313,1147.99,0,0
Truncate graphs at EOT?,No,33,20.95376755,103.275208,0.00179675,0.04867135,0.848277,0.844139,115.353664,0.0034,100.4763,0.108,270.483,332.02,336.201,1147.336,0,0
