General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.93689332,122.897649,0.00028508,0.04390065,1.574439,1.992778,48.421603,0.0044,101.9426,0,270.907,326.022,329.016,1143.248,0,0
Standard used,ISO 5660-1,1,20.9438875,122.842709,0.00056407,0.04708667,1.977265,2.758333,48.421603,0.001,101.9436,0,270.937,326.041,329.051,1143.199,0,0
Date of test,13/12/2019,2,20.95088168,122.787768,0.00084306,0.05027268,2.380091,3.523888,48.421603,-0.0025,101.9446,0,270.967,326.06,329.086,1143.151,0,0
Time of test,12:59,3,20.95330866,122.309882,0.00108796,0.04950812,2.675099,5.307793,48.421603,-0.0014,101.9432,0,270.975,326.092,329.116,1143.133,0,0
Heat flux (kW/m²),50,4,20.95268321,122.969989,0.00101752,0.04835563,2.131854,3.336954,48.421603,-0.0026,101.9439,0,270.979,326.114,329.09,1143.123,0,0
Nominal duct flow rate (l/s),24,5,20.94983471,125.618103,0.00086948,0.0471013,2.367201,4.228232,48.421603,-0.0014,101.946,0,270.972,326.113,329.07,1143.121,0,0
Sampling interval (s),1,6,20.94770112,127.561718,0.00083646,0.04696435,1.808624,4.131967,48.421603,-0.0014,101.9448,0,270.968,326.077,328.993,1143.134,0,0
Separation (mm),60,7,20.9508526,126.323785,0.00099493,0.04932858,1.760319,2.730816,48.421603,-0.001,101.9426,0,270.969,325.974,328.886,1143.14,0,0
Orientation,Horizontal,8,20.95413939,125.606239,0.00123032,0.05096694,2.07539,3.598338,48.421603,-0.0037,101.9432,0,270.978,325.91,328.803,1143.122,0,0
Edge frame?,Yes,9,20.95373032,129.652621,0.0014967,0.05006286,1.8565,3.208518,48.421603,-0.0036,101.9427,0,270.972,325.872,328.77,1143.131,0,0
Grid?,No,10,20.95173047,131.191099,0.00134508,0.04812941,2.382106,4.340074,48.421603,-0.0027,101.9435,0,270.984,325.827,328.707,1143.155,0,0
Non-scrubbed?,Yes,11,20.94728501,119.600617,0.00110283,0.04700333,2.345236,4.483042,48.421603,-0.0037,101.9433,0,270.987,325.81,328.724,1143.187,0,0
Substrate used? {Y/N},No,12,20.94608733,118.40363,0.00096419,0.04743737,2.428617,4.949426,48.421603,-0.0019,101.9431,0,270.979,325.856,328.746,1143.191,0,0
Substrate,none,13,20.94967078,121.392206,0.00096047,0.0495158,1.843613,3.436634,48.421603,-0.0013,101.9442,0,270.991,325.828,328.65,1143.216,0,0
Additional specimen preparation details,,14,20.95259778,124.952378,0.00109974,0.05086547,1.189461,2.143347,48.421603,0.0003,101.9442,0,270.988,325.687,328.362,1144.993,0,0
,,15,20.95170647,126.236857,0.00110946,0.04906141,1.304221,1.701419,48.421603,-0.0006,101.9444,0,270.976,325.438,328.058,1143.677,0,0
Specimen,,16,20.95082062,128.001953,0.00090291,0.04758992,1.595906,2.156001,48.421603,-0.0014,101.9434,0,270.976,325.232,327.911,1143.238,0,0
Sample description,training red wood,17,20.94661492,125.352418,0.00064786,0.04694139,1.996587,2.673588,48.421603,-0.0009,101.9442,0,270.979,325.239,328.026,1143.208,0,0
Material name/ID,training red wood,18,20.94661445,127.064498,0.00052232,0.04792645,2.004593,3.391325,48.421603,-0.0016,101.9423,0,270.988,325.288,328.102,1143.205,0,0
Specimen number,,19,20.95180678,128.633113,0.00050996,0.04941585,2.333935,4.444263,48.421603,-0.0012,101.9442,0,270.985,325.328,328.075,1143.217,0,0
E (MJ/kg),13.1,20,20.95478176,129.644094,0.00080214,0.05055509,1.610669,2.488968,48.421603,-0.0011,101.9451,0,270.986,325.299,328.073,1143.243,0,0
Initial mass (g),48.1,21,20.95638562,125.708378,0.00089629,0.04942593,2.21273,2.623763,48.421603,-0.0012,101.944,0,271.001,325.322,328.133,1143.256,0,0
