General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95274577,127.099752,0.00270571,0.05190821,0.997378,0.99817,-0.529201,-0.0005,100.9474,0,269.457,309.312,310.357,833.443,0,0
Standard used,ISO 5660-1,1,20.9510424,120.271807,0.00242994,0.04868836,0.997773,0.998012,-0.529201,-0.0003,100.9464,0,269.498,309.295,310.36,838.126,0,0
Date of test,30/01/2019,2,20.94933904,113.443862,0.00215417,0.04546851,0.998169,0.997855,-0.529201,0,100.9454,0,269.539,309.279,310.363,842.808,0,0
Time of test,14:35,3,20.94554338,112.381905,0.00205373,0.04463462,0.997557,0.997826,-0.529201,-0.0002,100.9417,0,269.54,309.287,310.398,842.906,0,0
Heat flux (kW/m²),20,4,20.94634809,113.673014,0.00203187,0.04510504,0.997649,0.997814,-0.529201,-0.0001,100.9372,0,269.541,309.297,310.417,839.559,0,0
Nominal duct flow rate (l/s),24,5,20.95153624,112.710964,0.00218863,0.04737423,0.997593,0.997812,-0.529201,0.0001,100.9374,0,269.545,309.312,310.421,838.86,0,0
Sampling interval (s),1,6,20.95432956,114.339505,0.00242474,0.04859984,0.997445,0.997754,-0.529201,0,100.9366,0,269.534,309.307,310.424,838.802,0,0
Separation (mm),25,7,20.95440865,115.063293,0.00244016,0.04671284,0.997322,0.997695,-0.529201,0.0003,100.9377,0,269.525,309.32,310.467,838.724,0,0
Orientation,Vertical,8,20.95159858,112.88981,0.00221148,0.04526767,0.997772,0.997662,-0.529201,-0.0001,100.938,0,269.507,309.356,310.49,838.754,0,0
Edge frame?,Yes,9,20.94726195,112.236309,0.001948,0.04479104,0.997691,0.99778,-0.529201,-0.0001,100.9369,0,269.511,309.357,310.495,838.787,0,0
Grid?,No,10,20.9487515,114.695975,0.00183885,0.04642995,0.99825,0.997857,-0.529201,0,100.9377,0,269.521,309.351,310.483,838.775,0,0
Non-scrubbed?,Yes,11,20.95249039,119.069993,0.00193555,0.04895219,0.998062,0.997868,-0.529201,-0.0001,100.9353,0,269.528,309.335,310.482,838.734,0,0
Substrate used? {Y/N},No,12,20.95460867,116.57874,0.00212016,0.0485378,0.998378,0.997891,-0.529201,-0.0002,100.9347,0,269.524,309.325,310.483,838.747,0,0
Substrate,none,13,20.95414838,115.656128,0.00201627,0.04631108,0.99816,0.997908,-0.529201,0.0001,100.9323,0,269.515,309.337,310.488,838.795,0,0
Additional specimen preparation details,,14,20.95105215,115.208148,0.00177506,0.04489212,0.997491,0.997922,-0.529201,0,100.9336,0,269.518,309.333,310.469,838.894,0,0
,,15,20.94702923,117.215874,0.0016708,0.04461186,0.996744,0.998063,-0.529201,-0.0002,100.9341,0,269.522,309.333,310.475,839.035,0,0
Specimen,,16,20.94929077,118.166276,0.00166361,0.04579822,0.997756,0.99807,-0.529201,0.0002,100.9322,0,269.515,309.35,310.513,839.116,0,0
Sample description,Smoldering Balsa No3 20 kWm2,17,20.9529196,116.422165,0.00188346,0.04810659,0.997444,0.998076,-0.529201,-0.0001,100.9323,0,269.526,309.368,310.542,839.158,0,0
