General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95768312,110.396758,0.00263796,0.04416076,0.99764,0.999204,59.954965,0.0068,102.0898,0,269.82,331.126,333.953,1142.35,0,0
Standard used,ISO 5660-1,1,20.95353125,108.445607,0.0022731,0.04496521,0.998357,0.999177,59.954965,0.0039,102.0904,0,269.826,331.091,333.972,1142.119,0,0
Date of test,08/11/2018,2,20.94937938,106.494456,0.00190824,0.04576966,0.999073,0.99915,59.954965,0.0009,102.0911,0,269.832,331.056,333.991,1141.887,0,0
Time of test,16:17,3,20.95175891,105.657245,0.00181026,0.04802027,0.999305,0.999092,59.954965,0.0013,102.0915,0,269.833,331.046,333.997,1141.693,0,0
Heat flux (kW/m²),50,4,20.9545566,109.807849,0.00188415,0.04893863,0.999746,0.999096,59.954965,0.0016,102.0903,0,269.841,331.04,333.979,1141.589,0,0
Nominal duct flow rate (l/s),24,5,20.95376247,106.897309,0.00196787,0.04765405,0.999549,0.999061,59.954965,0.0011,102.0909,0,269.826,331.05,333.99,1141.518,0,0
Sampling interval (s),1,6,20.95067841,110.552363,0.00176696,0.04558599,1.000109,0.999162,59.954965,0.0009,102.0892,0,269.822,331.021,333.968,1141.432,0,0
Separation (mm),60,7,20.94609899,107.900554,0.00167253,0.04498242,0.998851,0.999032,59.954965,-0.0004,102.0891,0,269.838,331.041,333.951,1144.019,0,0
Orientation,Horizontal,8,20.94684252,109.001608,0.00172481,0.04598083,0.997188,0.999,59.954965,0.0006,102.0898,0,269.816,331.015,333.921,1142.113,0,0
Edge frame?,Yes,9,20.95052548,110.904728,0.00184393,0.04819332,0.997752,0.998913,59.954965,-0.0004,102.0902,0,269.827,330.96,333.889,1141.179,0,0
Grid?,No,10,20.95284291,109.315071,0.00199568,0.04875132,0.998131,0.998957,59.954965,0.0004,102.0892,0,269.831,330.9,333.823,1141.095,0,0
Non-scrubbed?,Yes,11,20.95270044,107.28821,0.00197071,0.04708147,0.998091,0.998885,59.954965,0.0009,102.0882,0,269.835,330.845,333.759,1140.997,0,0
