General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.9392937,111.349527,0.00049121,0.04558363,0.999829,1.002001,4.70421,-0.0001,102.27,0,270.148,321.774,324.983,1056.122,0,0
Standard used,ISO 5660-1,1,20.94478854,110.039987,0.00083962,0.04715776,1.001633,1.002336,4.70421,0.0013,102.2693,0,270.177,321.755,324.936,1056.077,0,0
Date of test,01/05/2019,2,20.95028338,108.730447,0.00118803,0.0487319,1.003437,1.002672,4.70421,0.0027,102.2687,0,270.206,321.736,324.889,1056.032,0,0
Time of test,09:50,3,20.95091443,111.535249,0.00131947,0.04714631,1.003132,1.002971,4.70421,0.0003,102.2691,0,270.19,321.694,324.935,1055.98,0,0
Heat flux (kW/m²),50,4,20.94791165,111.121321,0.00109333,0.04563361,1.003174,1.003107,4.70421,-0.0007,102.2668,0,270.183,321.735,325.025,1055.959,0,0
Nominal duct flow rate (l/s),24,5,20.94359953,110.894717,0.00090831,0.04516303,1.004499,1.003221,4.70421,0.0005,102.2679,0,270.176,321.785,325.099,1055.957,0,0
Sampling interval (s),1,6,20.9455688,108.909925,0.00081193,0.04661871,1.005438,1.003445,4.70421,0.0005,102.2655,0,270.181,321.845,325.178,1055.957,0,0
Separation (mm),25,7,20.94922161,109.306282,0.0008807,0.04879129,1.003588,1.003681,4.70421,0.0013,102.2671,0,270.193,321.859,325.181,1055.955,0,0
Orientation,Horizontal,8,20.95114283,111.081996,0.00109445,0.04869815,1.003253,1.003915,4.70421,0.0013,102.2689,0,270.165,321.894,325.203,1055.943,0,0
Edge frame?,Yes,9,20.95120913,108.619488,0.00100797,0.04676034,1.004601,1.004208,4.70421,0.0019,102.2687,0,270.151,321.925,325.255,1055.952,0,0
Grid?,No,10,20.94868665,112.327614,0.00076799,0.04533715,1.004441,1.004382,4.70421,0.0035,102.2686,0,270.168,321.937,325.283,1055.973,0,0
Non-scrubbed?,Yes,11,20.94539782,109.127228,0.00066629,0.04515319,1.003802,1.0046,4.70421,0.0018,102.2694,0,270.18,321.928,325.307,1055.99,0,0
Substrate used? {Y/N},No,12,20.94819693,105.680898,0.00066225,0.04658724,1.004803,1.004761,4.70421,0.0013,102.2695,0,270.176,321.934,325.312,1055.977,0,0
Substrate,none,13,20.95162906,108.703396,0.0008244,0.04891683,1.005049,1.004907,4.70421,0.0027,102.2679,0,270.167,321.954,325.328,1055.957,0,0
Additional specimen preparation details,,14,20.95319337,109.171253,0.00110377,0.04772214,1.005163,1.005016,4.70421,0.0043,102.2673,0,270.171,321.96,325.37,1056.011,0,0
,,15,20.95221083,111.336103,0.00116035,0.04580216,1.005698,1.005236,4.70421,0.0012,102.2667,0,270.166,321.982,325.368,1056.045,0,0
Specimen,,16,20.94799737,109.875199,0.00101781,0.04451514,1.006767,1.005331,4.70421,0.002,102.2679,0,270.179,321.974,325.377,1056.118,0,0
Sample description,PS-1,17,20.94554267,109.19261,0.00096323,0.04445735,1.006618,1.005485,4.70421,0.0021,102.2696,0,270.162,322,325.363,1056.12,0,0
Material name/ID,polystyrene,18,20.94887255,103.508528,0.00106166,0.04637753,1.007656,1.005746,4.70421,0.0021,102.2691,0,270.172,322.017,325.381,1055.531,0,0
Specimen number,,19,20.95223231,105.061109,0.0012127,0.04819789,1.006599,1.00589,4.70421,0.0005,102.2692,0,270.156,322.011,325.393,1054.333,0,0
E (MJ/kg),13.1,20,20.95324288,108.488327,0.00137835,0.04784378,1.006567,1.00597,4.70421,0.0023,102.2684,0,270.152,322.004,325.408,1055.862,0,0
Initial mass (g),3.78,21,20.95168898,110.659972,0.00127103,0.0463182,1.006383,1.006092,4.70421,0.003,102.2696,0,270.154,321.992,325.351,1056.239,0,0
Thickness (mm),13,22,20.94715873,109.336156,0.00098727,0.04523607,1.006103,1.006198,4.70421,0.0034,102.2704,0,270.147,321.951,325.288,1056.277,0,0
