General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.93565744,111.245708,0.00145418,0.04101201,0.785942,0.665893,150.633462,-0.0044,101.6911,0,272.404,329.147,331.505,1060.295,0,0
Standard used,ISO 5660-1,1,20.94287768,113.338323,0.00177507,0.04505229,0.822225,0.780475,150.633462,-0.0023,101.6905,0,272.404,329.167,331.501,1060.343,0,0
Date of test,06/04/2021,2,20.95009792,115.430938,0.00209596,0.04909257,0.858508,0.895056,150.633462,-0.0002,101.6898,0,272.404,329.186,331.497,1060.391,0,0
Time of test,12:26,3,20.95290259,112.790558,0.00234087,0.04976174,0.887637,0.919722,150.633462,-0.0002,101.6906,0,272.419,329.205,331.533,1064.365,0,0
Heat flux (kW/m²),50,4,20.95238092,115.691183,0.00236011,0.04768506,0.959408,0.974494,150.633462,0.0012,101.6905,0,272.427,329.209,331.515,1065.531,0,0
Nominal duct flow rate (l/s),24,5,20.94886523,116.891476,0.00220466,0.04623301,0.943558,0.936232,150.633462,0.0006,101.6895,0,272.41,329.204,331.511,1063.584,0,0
Sampling interval (s),1,6,20.94479027,112.599703,0.00204129,0.04548333,0.864941,0.854983,150.633462,-0.0013,101.6898,0,272.437,329.228,331.551,1061.099,0,0
Separation (mm),25,7,20.94611027,111.775604,0.00199512,0.04734121,0.871932,0.901592,150.633462,-0.0022,101.691,0,272.417,329.225,331.551,1060.528,0,0
Orientation,Vertical,8,20.94953009,110.688089,0.0020737,0.0492854,0.785596,0.832261,150.633462,-0.0019,101.6905,0,272.426,329.222,331.555,1060.512,0,0
Edge frame?,Yes,9,20.95251638,111.802247,0.0021869,0.04925397,0.761609,0.804735,150.633462,-0.0018,101.6906,0,272.41,329.215,331.486,1060.49,0,0
