General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.96012933,106.381235,0.00244863,0.04915371,0.998846,0.999322,18.605944,-0.0009,100.7309,0,270.276,321.36,324.348,1051.877,0,0
Standard used,ISO 5660-1,1,20.95321394,108.888665,0.00215482,0.0473009,1.000306,0.999379,18.605944,-0.0003,100.7305,0,270.272,321.383,324.408,1051.96,0,0
Date of test,25/04/2019,2,20.94629854,111.396095,0.00186101,0.0454481,1.001765,0.999436,18.605944,0.0002,100.7302,0,270.268,321.406,324.468,1052.043,0,0
Time of test,16:19,3,20.94426598,111.870892,0.00177461,0.04570553,0.999738,0.999505,18.605944,0.0015,100.7304,0,270.27,321.458,324.506,1052.103,0,0
Heat flux (kW/m²),50,4,20.94764209,111.132057,0.00174671,0.0470825,0.999662,0.999543,18.605944,0.0016,100.7302,0,270.279,321.463,324.52,1052.165,0,0
Nominal duct flow rate (l/s),24,5,20.94951511,111.423598,0.0019198,0.04897834,0.999169,0.999482,18.605944,0.0014,100.7314,0,270.283,321.437,324.495,1052.244,0,0
Sampling interval (s),5,6,20.94976335,106.233366,0.00205102,0.04735934,0.999834,0.999474,18.605944,0.0011,100.73,0,270.271,321.415,324.405,1052.287,0,0
Separation (mm),25,7,20.94786131,108.734986,0.00184075,0.04570427,0.999882,0.999611,18.605944,-0.001,100.7295,0,270.27,321.386,324.363,1052.328,0,0
Orientation,Horizontal,8,20.9431516,109.820496,0.00165981,0.04517098,1.00002,0.999593,18.605944,-0.0028,100.7287,0,270.263,321.398,324.332,1052.408,0,0
Edge frame?,Yes,9,20.94262749,112.569137,0.00161706,0.04580953,1.0009,0.999499,18.605944,-0.0015,100.7303,0,270.266,321.342,324.217,1052.475,0,0
Grid?,No,10,20.9464171,110.848086,0.00173964,0.04832277,1.000247,0.999522,18.605944,0.0004,100.7298,0,270.278,321.268,324.166,1052.533,0,0
Non-scrubbed?,Yes,11,20.9491089,109.507817,0.00197604,0.04915473,0.999877,0.999423,18.605944,-0.001,100.7292,0,270.286,321.262,324.225,1052.588,0,0
Substrate used? {Y/N},No,12,20.94943951,108.763129,0.00210187,0.04776005,0.999544,0.999392,18.605944,0.0007,100.7281,0,270.29,321.309,324.327,1052.635,0,0
Substrate,none,13,20.94577349,104.918414,0.00183869,0.04571891,1.00074,0.999369,18.605944,0.002,100.7296,0,270.286,321.381,324.422,1052.681,0,0
Additional specimen preparation details,,14,20.94065607,110.347474,0.00171832,0.04512246,0.998992,0.999352,18.605944,0.0016,100.7301,0,270.276,321.41,324.416,1052.729,0,0
,,15,20.94276424,112.421184,0.00169622,0.04601051,1.000373,0.999349,18.605944,0.0014,100.7294,0,270.284,321.419,324.418,1052.775,0,0
Specimen,,16,20.9470919,109.486354,0.0018338,0.04808631,0.999628,0.999304,18.605944,-0.0009,100.7286,0,270.292,321.418,324.458,1052.783,0,0
Sample description,RL114-PVC-2,17,20.94950072,108.389676,0.00211805,0.04857302,0.999547,0.999202,18.605944,-0.0009,100.729,0,270.273,321.444,324.53,1048.919,0,0
Material name/ID,PVC,18,20.94934131,107.805311,0.00209997,0.04672415,1.000167,0.999255,18.605944,0.0014,100.7292,0,270.293,321.484,324.584,1047.738,0,0
Specimen number,,19,20.94625699,111.667408,0.00192434,0.04539895,0.999816,0.999266,18.605944,0.0013,100.7294,0,270.303,321.52,324.612,1047.618,0,0
E (MJ/kg),13.1,20,20.94213889,110.504693,0.00173321,0.04529954,0.999854,0.99914,18.605944,0.0009,100.7292,0,270.306,321.53,324.59,1051.742,0,0
Initial mass (g),17.94,21,20.94393553,109.829302,0.00161578,0.04658896,1.001295,0.999027,18.605944,0.0023,100.7281,0,270.305,321.522,324.533,1052.876,0,0
Thickness (mm),1.2,22,20.94765676,109.931861,0.00161625,0.04856672,1.000752,0.999005,18.605944,0.0024,100.7284,0,270.299,321.492,324.489,1052.88,0,0
Surface area (cm²),88.4,23,20.94956827,112.503858,0.00171841,0.04832144,1.000033,0.998961,18.605944,0.0015,100.7277,0,270.289,321.469,324.518,1052.891,0,0
Sponsor,,24,20.94887893,113.278889,0.0015368,0.04634533,1.000024,0.998848,18.605944,0.0004,100.7262,0,270.292,321.47,324.501,1052.898,0,0
Manufacturer,,25,20.94519188,109.366352,0.00126285,0.04521724,1.000274,0.998786,18.605944,0.0004,100.7264,0,270.302,321.444,324.429,1052.937,0,0
Test start time (s),92,26,20.94207346,109.171012,0.00111768,0.0452068,0.99958,0.998676,18.605944,0.001,100.7304,0,270.304,321.417,324.384,1053.022,0,0
