General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.96361828,101.258456,0.00257747,0.0507404,1.000978,1.001445,52.047153,-0.0053,101.142,0,269.823,325.798,329.258,1146.47,0,0
Standard used,ISO 5660-1,1,20.95770932,104.338156,0.0021256,0.04834091,1.001888,1.001642,52.047153,-0.0035,101.14,0,269.84,325.792,329.217,1146.46,0,0
Date of test,13/11/2018,2,20.95180035,107.417855,0.00167374,0.04594142,1.002798,1.001839,52.047153,-0.0016,101.138,0,269.857,325.786,329.176,1146.45,0,0
Time of test,10:54,3,20.94827233,109.110011,0.00147486,0.04558048,1.003894,1.002128,52.047153,-0.0005,101.1382,0,269.846,325.759,329.173,1146.446,0,0
Heat flux (kW/m²),50,4,20.94954875,108.840779,0.00148888,0.04750376,1.004126,1.002253,52.047153,-0.0012,101.1407,0,269.851,325.768,329.207,1146.439,0,0
Nominal duct flow rate (l/s),24,5,20.95272424,109.129726,0.00172054,0.04928834,1.002844,1.002614,52.047153,0,101.1386,0,269.842,325.876,329.316,1149.235,0,0
Sampling interval (s),1,6,20.95415942,108.95594,0.00192857,0.04853494,1.003231,1.002998,52.047153,-0.002,101.1366,0,269.856,325.92,329.352,1147.089,0,0
Separation (mm),60,7,20.95444164,108.074323,0.00184353,0.04656582,1.00295,1.003059,52.047153,-0.0032,101.1371,0,269.854,325.897,329.347,1146.494,0,0
Orientation,Horizontal,8,20.95066067,106.84686,0.0017518,0.04562482,1.004389,1.003397,52.047153,-0.0007,101.1386,0,269.837,325.9,329.345,1146.552,0,0
Edge frame?,Yes,9,20.94857446,109.095966,0.00173839,0.04599787,1.004474,1.003713,52.047153,-0.0004,101.1382,0,269.857,325.917,329.373,1146.628,0,0
Grid?,No,10,20.95190343,107.862978,0.00180435,0.04770619,1.004006,1.003952,52.047153,-0.0001,101.1372,0,269.853,325.954,329.438,1146.725,0,0
Non-scrubbed?,Yes,11,20.9550635,107.685649,0.00212471,0.04931325,1.005078,1.004256,52.047153,-0.0016,101.1373,0,269.836,325.973,329.471,1146.802,0,0
Substrate used? {Y/N},No,12,20.95597717,106.799829,0.00228685,0.04787032,1.004173,1.004467,52.047153,-0.0015,101.1371,0,269.836,325.97,329.455,1146.853,0,0
Substrate,none,13,20.95425475,106.24476,0.00219601,0.04665947,1.005537,1.00474,52.047153,-0.0032,101.1365,0,269.855,325.943,329.448,1146.917,0,0
Additional specimen preparation details,,14,20.95003372,110.021419,0.00198709,0.04571637,1.004999,1.004957,52.047153,0,101.1398,0,269.852,325.924,329.445,1149.595,0,0
,,15,20.94726388,108.093772,0.00185795,0.04606131,1.006048,1.005233,52.047153,-0.0006,101.1395,0,269.85,325.883,329.375,1147.701,0,0
Specimen,,16,20.95040111,113.68654,0.00188793,0.04842525,1.006589,1.005586,52.047153,-0.0006,101.1388,0,269.848,325.815,329.294,1147.131,0,0
Sample description,After WT_Bare17,17,20.95350044,106.754889,0.00208107,0.04952624,1.005514,1.005979,52.047153,-0.0027,101.1365,0,269.839,325.754,329.23,1147.193,0,0
Material name/ID,,18,20.95404944,106.462463,0.00218035,0.04817357,1.00618,1.006131,52.047153,-0.0008,101.1346,0,269.839,325.66,329.153,1147.261,0,0
Specimen number,,19,20.95032577,107.399121,0.00205354,0.04624514,1.007938,1.006434,52.047153,0.0009,101.1352,0,269.834,325.6,329.097,1147.302,0,0
E (MJ/kg),13.1,20,20.94526966,106.680847,0.00194816,0.04559695,1.00742,1.006671,52.047153,0.0017,101.1364,0,269.841,325.589,329.096,1147.362,0,0
Initial mass (g),52.329,21,20.94562116,109.114221,0.00192203,0.04620429,1.007828,1.006981,52.047153,0.0016,101.1375,0,269.835,325.575,329.072,1147.439,0,0
Thickness (mm),12.5,22,20.94941051,111.333833,0.00212737,0.04893219,1.007238,1.007196,52.047153,-0.0004,101.136,0,269.833,325.58,329.071,1147.503,0,0
Surface area (cm²),88.4,23,20.95032265,107.59791,0.00237273,0.04941112,1.007948,1.007357,52.047153,-0.0002,101.1365,0,269.836,325.595,329.101,1147.541,0,0
Sponsor,,24,20.95011423,105.510402,0.00234511,0.04753478,1.008156,1.007635,52.047153,0.0007,101.1367,0,269.834,325.646,329.143,1147.531,0,0
Manufacturer,,25,20.94747711,104.697652,0.00209059,0.04606029,1.00822,1.007842,52.047153,0.0008,101.1375,0,269.826,325.704,329.2,1147.546,0,0
Test start time (s),111,26,20.94282488,108.366871,0.00190512,0.04554263,1.008309,1.007958,52.047153,-0.0018,101.1358,0,269.84,325.762,329.243,1147.542,0,0
Time to ignition (s),10,27,20.94575243,108.530317,0.00184847,0.04657912,1.008512,1.008022,52.047153,-0.0031,101.137,0,269.846,325.793,329.258,1147.524,0,0
Time to flameout (s),786,28,20.95008045,107.471174,0.00199735,0.04911472,1.009415,1.008171,52.047153,0.0003,101.1387,0,269.841,325.808,329.273,1147.504,0,0
End of test criterion,ISO 5660-1:2002,29,20.95209741,108.064279,0.00228075,0.049106,1.008635,1.008384,52.047153,-0.0015,101.1368,0,269.851,325.81,329.268,1147.48,0,0
User EOT time (s),,30,20.95155826,106.332467,0.00222934,0.04693842,1.00918,1.008711,52.047153,0.0001,101.1363,0,269.848,325.798,329.312,1147.473,0,0
MLR EOT mass (g/m²),150,31,20.94821235,106.612824,0.00214108,0.04586201,1.009889,1.009002,52.047153,0.004,101.1377,0,269.836,325.896,329.392,1147.466,0,0
MLR EOT time period (s),60,32,20.94607415,107.813307,0.002017,0.04590009,1.008431,1.009195,52.047153,0.0013,101.1388,0,269.826,325.919,329.396,1147.38,0,0
Truncate graphs at EOT?,No,33,20.94898075,105.224997,0.00210132,0.04697675,1.009716,1.009399,52.047153,0.0011,101.1384,0,269.818,325.884,329.364,1147.332,0,0
Smooth data?,No,34,20.95246936,105.470829,0.00224288,0.0490345,1.009275,1.009564,52.047153,-0.0007,101.1367,0,269.856,325.87,329.336,1147.307,0,0
Correct O2 for pressure?,No,35,20.9541262,108.634429,0.00240121,0.04892433,1.009346,1.009696,52.047153,0,101.1385,0,269.829,325.785,329.235,1147.271,0,0
,,36,20.953184,108.505001,0.00224425,0.04694889,1.010659,1.009765,52.047153,0.0011,101.1392,0,269.842,325.675,329.13,1147.235,0,0
Specifications: apparatus,,37,20.9493005,108.604587,0.00192348,0.0457244,1.010879,1.00989,52.047153,-0.001,101.1425,0,269.857,325.624,329.091,1147.191,0,0
C-factor (SI units),0.045658,38,20.94654279,107.146283,0.0016883,0.04577962,1.010844,1.010055,52.047153,0,101.1389,0,269.867,325.625,329.107,1147.159,0,0
OD correction factor,0.97963,39,20.94965949,107.544251,0.0016743,0.04795497,1.013394,1.010061,52.047153,-0.0017,101.1398,0,269.856,325.689,329.212,1147.146,0,0
Duct diameter (m),0.114,40,20.95303572,108.226624,0.00186163,0.04954383,1.011237,1.01033,52.047153,-0.0043,101.1387,0,269.866,325.822,329.323,1150.528,0,0
O2 delay time (s),0,41,20.95424881,106.617691,0.00207513,0.0488341,1.012649,1.010393,52.047153,-0.0034,101.1399,0,269.857,325.918,329.407,1149.964,0,0
CO2 delay time (s),0,42,20.95275274,110.608779,0.00192692,0.04647063,1.01077,1.010485,52.047153,-0.0051,101.1424,0,269.857,325.907,329.369,1147.57,0,0
CO delay time (s),0,43,20.94833391,105.745034,0.00181242,0.04557569,1.010967,1.010782,52.047153,-0.0039,101.1424,0,269.86,325.833,329.256,1147.541,0,0
,,44,20.94669003,106.147023,0.00176391,0.04568544,1.013313,1.010924,52.047153,-0.0024,101.1428,0,269.863,325.777,329.21,1147.22,0,0
Laboratory,,45,20.95023641,108.070677,0.00182581,0.04777843,1.014413,1.010987,52.047153,-0.0003,101.1429,0,269.866,325.727,329.185,1147.173,0,0
Laboratory name,FTT Cone - NIST,46,20.95346927,109.246961,0.00196819,0.04956012,1.012303,1.011009,52.047153,-0.0007,101.1421,0,269.868,325.736,329.202,1147.19,0,0
Operator,Shields,47,20.95410951,108.110397,0.00215295,0.04820954,1.01126,1.011151,52.047153,-0.0009,101.1427,0,269.869,325.749,329.237,1147.191,0,0
Filename,C:\CC5\DATA\18110020.CSV,48,20.95215051,107.909923,0.00206052,0.04630053,1.012471,1.011363,52.047153,0.0001,101.1418,0,269.878,325.788,329.276,1147.206,0,0
Report name,,49,20.94767281,105.619323,0.00196213,0.04559631,1.013379,1.011382,52.047153,0.0025,101.1419,0,269.883,325.85,329.36,1147.185,0,0
,,50,20.94733828,105.366251,0.00198364,0.04629134,1.011717,1.011652,52.047153,-0.0014,101.1419,0,269.888,325.936,329.442,1147.168,0,0
,,51,20.95103706,106.733882,0.00214122,0.04831424,1.012703,1.011909,52.047153,-0.0039,101.1422,0,269.897,326.017,329.532,1147.154,0,0
Pre-test conditions,,52,20.95371681,105.786819,0.00237538,0.04957601,1.013526,1.01208,52.047153,-0.0026,101.1417,0,269.889,326.041,329.519,1149.905,0,0
Ambient temperature (°C),21.8,53,20.95401568,105.498096,0.00235945,0.04745446,1.012623,1.012269,52.047153,-0.002,101.1421,0,269.901,326.066,329.564,1147.684,0,0
Barometric pressure (Pa),101137,54,20.95165915,106.650976,0.00211237,0.04612229,1.013454,1.012501,52.047153,-0.0022,101.1431,0,269.923,326.124,329.61,1147.054,0,0
Relative humidity (%),34.1,55,20.94707723,107.870597,0.00190425,0.04559203,1.012364,1.012786,52.047153,-0.0028,101.1413,0,269.921,326.088,329.507,1147.091,0,0
,,56,20.94796846,111.336126,0.00177818,0.04617849,1.01521,1.013001,52.047153,-0.001,101.1417,0,269.921,325.958,329.413,1147.115,0,0
,,57,20.95078154,107.892133,0.00180467,0.04870348,1.013292,1.01336,52.047153,0.0005,101.1411,0,269.913,325.885,329.314,1147.144,0,0
Conditioning,,58,20.95221475,104.118222,0.00197397,0.04916669,1.014164,1.013566,52.047153,-0.0008,101.1401,0,269.913,325.834,329.302,1147.182,0,0
Conditioned? {Y/N},Yes,59,20.95183215,109.712336,0.00195945,0.04729112,1.015471,1.013746,52.047153,0.0013,101.1399,0,269.906,325.83,329.303,1147.174,0,0
Conditioning temperature (°C),23,60,20.94873057,109.661042,0.00183645,0.04611309,1.016364,1.013941,52.047153,-0.0024,101.1394,0,269.918,325.826,329.305,1149.687,0,0
Conditioning RH (%),50,61,20.94463713,105.226337,0.00171302,0.04567495,1.015081,1.014276,52.047153,-0.002,101.139,0,269.923,325.822,329.293,1151.208,0,0
,,62,20.94634027,107.438024,0.0017381,0.04650011,1.016134,1.014619,52.047153,0.0021,101.1419,0,269.916,325.819,329.253,1150.256,0,0
Data collected,,63,20.95026243,109.687989,0.00196983,0.04907677,1.015795,1.014922,52.047153,0.0011,101.1412,0,269.912,325.776,329.209,1147.843,0,0
CO/CO2 data collected?,Yes,64,20.95225921,111.094787,0.00227249,0.04923691,1.015242,1.015241,52.047153,-0.0007,101.1404,0,269.9,325.676,329.092,1147.344,0,0
Mass data collected?,Yes,65,20.95157487,110.485588,0.00234282,0.0471201,1.015751,1.015518,52.047153,-0.001,101.1392,0,269.898,325.58,328.995,1147.286,0,0
Smoke data collected?,Yes,66,20.94785616,109.943427,0.00225103,0.04574757,1.014756,1.015821,52.047153,-0.0005,101.1392,0,269.911,325.496,328.903,1147.231,0,0
Soot mass data collected?,No,67,20.94452397,106.173315,0.00222675,0.04575237,1.017705,1.015968,52.047153,-0.001,101.1379,0,269.909,325.453,328.847,1147.214,0,0
Soot mass ratio (1:x),N/A,68,20.94738884,106.171122,0.00226879,0.0475188,1.017083,1.016136,52.047153,-0.0007,101.1395,0,269.908,325.392,328.784,1147.159,0,0
Soot mass (g),N/A,69,20.95088989,110.188761,0.00231739,0.04921888,1.017983,1.016307,52.047153,-0.0004,101.1394,0,269.921,325.321,328.664,1147.184,0,0
,,70,20.95231483,104.727386,0.00242016,0.04812847,1.017233,1.016556,52.047153,-0.0019,101.1398,0,269.93,325.24,328.575,1147.187,0,0
Comments,,71,20.951159,107.481263,0.00225333,0.04729025,1.016456,1.016766,52.047153,-0.0025,101.1394,0,269.923,325.194,328.542,1147.202,0,0
Pre-test comments,,72,20.9471933,109.872666,0.0019443,0.04577656,1.017102,1.017148,52.047153,-0.0008,101.1385,0,269.926,325.181,328.475,1147.206,0,0
After-test comments,10s delay,73,20.94479944,108.135991,0.0017867,0.04604541,1.017881,1.017339,52.047153,-0.0016,101.138,0,269.895,325.16,328.482,1147.232,0,0
,,74,20.94801122,107.980516,0.00175829,0.04762788,1.019258,1.0177,52.047153,-0.0018,101.1391,0,269.913,325.197,328.552,1147.214,0,0
,,75,20.95129988,104.819952,0.00194506,0.04948236,1.020662,1.01798,52.047153,-0.0013,101.1396,0,269.898,325.326,328.686,1147.198,0,0
,,76,20.95229189,104.450465,0.00203717,0.04842048,1.018696,1.018153,52.047153,-0.0017,101.1404,0,269.902,325.475,328.843,1147.172,0,0
,,77,20.95220709,106.729146,0.00185222,0.04640232,1.019665,1.018319,52.047153,-0.0013,101.1392,0,269.893,325.566,328.918,1147.174,0,0
,,78,20.9480721,107.689546,0.00172925,0.04570679,1.019844,1.018555,52.047153,-0.0018,101.1406,0,269.899,325.622,328.964,1147.171,0,0
,,79,20.94714566,107.214033,0.00171877,0.04641874,1.020025,1.018773,52.047153,-0.0019,101.1401,0,269.901,325.667,329,1147.183,0,0
,,80,20.95065244,108.049587,0.0018937,0.04841593,1.019137,1.018936,52.047153,-0.0016,101.1415,0,269.915,325.69,329.038,1147.196,0,0
,,81,20.95367665,109.159124,0.00215188,0.0496766,1.019018,1.019093,52.047153,0.0015,101.1408,0,269.91,325.715,329.06,1147.22,0,0
,,82,20.95426074,106.139078,0.00240869,0.04868123,1.01954,1.019248,52.047153,0.0009,101.1398,0,269.916,325.718,329.036,1147.244,0,0
,,83,20.95195044,110.029542,0.00229123,0.0466293,1.018767,1.019276,52.047153,0.0015,101.1393,0,269.907,325.686,329.042,1147.246,0,0
,,84,20.94746232,110.669787,0.00221223,0.04563144,1.020254,1.019542,52.047153,-0.0008,101.1398,0,269.902,325.695,329.069,1147.221,0,0
Events,,85,20.94752897,108.048123,0.00217032,0.04647258,1.020818,1.0196,52.047153,0.0002,101.1413,0,269.903,325.768,329.137,1147.218,0,0
Number of events,0,86,20.95145135,107.418196,0.00223258,0.04839906,1.020423,1.019773,52.047153,-0.0017,101.1405,0,269.916,325.838,329.221,1147.203,0,0
,,87,20.9523624,111.012445,0.00247858,0.04936052,1.020418,1.019903,52.047153,0.0006,101.1403,0,269.901,325.905,329.281,1147.202,0,0
,,88,20.95206608,108.380449,0.00243987,0.0477209,1.020108,1.02016,52.047153,-0.0018,101.1403,0,269.908,325.939,329.31,1147.21,0,0
,,89,20.94948701,107.914517,0.00215033,0.04605654,1.02108,1.020341,52.047153,-0.0018,101.1416,0,269.913,325.955,329.351,1147.215,0,0
,,90,20.94503874,108.603088,0.00189164,0.04570665,1.022096,1.020519,52.047153,-0.002,101.1403,0,269.906,326.014,329.436,1149.948,0,0
,,91,20.94643114,106.885,0.00185612,0.04679272,1.022506,1.020555,52.047153,-0.0022,101.1399,0,269.907,326.079,329.499,1147.855,0,0
,,92,20.94994434,104.518527,0.0020152,0.04898914,1.022407,1.020613,52.047153,-0.0015,101.1405,0,269.892,326.146,329.582,1147.209,0,0
,,93,20.95212752,108.006883,0.00222537,0.0496084,1.024996,1.020718,52.047153,0.0002,101.1401,0,269.899,326.231,329.689,1147.163,0,0
,,94,20.95180161,108.406168,0.0022326,0.04726139,1.02263,1.020784,52.047153,0.0011,101.1399,0,269.887,326.26,329.714,1147.1,0,0
,,95,20.9486907,109.574737,0.00213775,0.0459223,1.020886,1.020864,52.047153,0.0001,101.1383,0,269.892,326.226,329.689,1147.121,0,0
,,96,20.94468953,108.579045,0.00208494,0.04570542,1.022873,1.020879,52.047153,0,101.1396,0,269.892,326.207,329.683,1147.146,0,0
