Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g)
Peaks,,0,-1.10725478456592,0,0,-0.0612229166666509,-6.92566930618223,0,0,0,27.0401008381103,0.25600398088405,25.1589200911683,25.4154765809663,0.00650646318079273,0.73602524669601,0,0,4.92538855616625E-05,0.00118428665143414,-0.000309790651203265,0,0,59.8
peak HRR (kW/m²),417.121441372463,1,0.123578460359029,0,0,-0.0152697500000141,-1.72734728506946,0,0,6.17892301795143E-05,26.8951641438589,0.382092667715205,25.0241427985295,25.2816848036986,0.00965994639098016,1.09275411662671,0.00808320478588644,0.914389681661362,2.88477184054328E-05,0.00053459302761211,0.000251096535734025,0.000125548267867013,0.0617892301795143,59.881582
peak EHC (MJ/kg),77.537135108363,2,2.89895553337782,0.0874762309989038,37.7289546208157,0.292956916666666,33.1399226998491,-0.000161381594421943,-0.000417778249417376,0.00157305622704794,27.4321042265847,0.428582034782247,25.5251275410854,25.7895975980106,0.0110529582147707,1.25033463967995,0.0184396570887619,2.08593405981469,-4.7277854308603E-05,-0.000122391027799712,0.00163026664124177,0.00106622985635491,0.786528113523969,59.743115
peak MLR (g/s),0.315059666666668,3,2.44475085175235,0.0835559395027431,-4.01600537696454,0.258648250000005,29.2588518099553,-0.000463467016473338,-0.00197872861485228,0.00424490941961302,27.3069330106585,-0.040463408683477,25.4091216572708,25.6709159346392,-0.00103873276274249,-0.117503706192589,0.0239661361961473,2.71110137965467,-0.000119874932743552,-0.000511794693456476,0.00129514182977606,0.00252893409186382,1.41496980653767,59.38008
peak SEA (m²/kg),1760.84286507789,4,0.0596472327056287,0,0,-0.0718380000000026,-8.12647058823559,0,0,0.00549710846184201,26.4754709138297,-0.59300156927652,24.6325969778935,24.8828967089006,-0.0147555967965236,-1.66918515797778,0.0239661361961473,2.71110137965467,-0.00013119819370348,-0.000140901060910105,4.88668082048724E-05,0.00320093841085428,1.3742771154605,59.303467
peak COY (kg/kg),772.733660792713,5,-1.73906820164524,0,0,-0.169563666666667,-19.1814102564103,0,0,0.00552693207819483,26.8020864010007,-0.476689474721229,24.9338217381626,25.1870575252246,-0.0120064052214727,-1.3581906359132,0.0239661361961473,2.71110137965467,-0.000100346727577487,0.000773165722378877,-0.000775388329232253,0.00322537181495672,1.10538641563897,59.468177
peak CO2Y (kg/kg),6379.34545188373,6,-1.98823471831438,0,0,-0.0524477500000013,-5.9330033936653,0,0,0.00552693207819483,27.0426964558385,3.07303648105895E-05,25.1556690610582,25.4094937112886,7.80843011400279E-07,8.83306573982216E-05,0.023966526617653,2.71114554498337,-2.98820768776259E-05,0.000829761945373062,-0.000873450194681939,0.00322537181495672,0.921155346365805,59.585835
,,7,-0.32915158100931,0,0,-0.0966748333333326,-10.9360671191553,0,0,0.00552693207819483,27.1615559716975,-0.210150447136578,25.2643119859842,25.5200213105875,-0.00536304388935497,-0.606679173003956,0.0239669170391587,2.71118971031207,-1.33570997140214E-05,-0.000204314769766035,-0.000123140943755004,0.00322537181495672,0.789561725456404,59.60426
Time To Peaks,,8,2.3253039726305,0,0,-0.0631037499999974,-7.13843325791826,0,0,0.00668958406451008,26.7001346593566,-0.191951207642966,24.8339115328038,25.0859572472254,-0.00481527978848474,-0.544714908199631,0.0239669170391587,2.71118971031207,-2.92866475177221E-05,-0.000835215766599759,0.00121466281119956,0.0038327032205565,0.83619800806376,59.762758
t peak HRR (s),79,9,1.93111114068492,1.66739056312124,152.053005916658,0.010238166666662,1.15816365007489,-0.00373261702430743,-0.0873844510992814,0.00881779162116779,27.1007775917623,0.0611386168620874,25.2087765253428,25.4625324654185,0.00155674401674168,0.176102264337295,0.0247452890475295,2.79924084248071,-3.82151551976794E-05,-0.000894656574429218,0.00098931168267073,0.00493469046749164,0.979754624574199,59.723463
t peak EHC (s),696,10,-0.2559759810493,0,0,-0.0945548333333317,-10.6962481146303,0,0,0.00978334719151025,26.8525592485233,-0.316982436541139,24.9768987897353,25.2277983462403,-0.00799676898835975,-0.904611876511284,0.0255236610559003,2.88729197464936,-1.91338280292674E-05,-0.000544097856798553,-0.000138507818804448,0.00542934630882701,0.978334719151025,59.782214
