Time (s),Mass (g),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),HRR (kW/m2),MFR (kg/s)
0.0,43.934321,0.2094787125,0.000532011,1.85315e-05,0.2841759145106471,0.02581401541011913
1.0,43.852135,0.20948326120000002,0.0005345497,2.1281999999999997e-05,-0.0367736404061369,0.025699285012621694
2.0,45.796593,0.20947355510000001,0.0005237399,2.19485e-05,0.5979528050681913,0.02624243790511314
3.0,46.228498,0.2094368546,0.0005094880999999999,2.09274e-05,2.722833835255325,0.025843496625141727
4.0,46.478609,0.2094014942,0.0005071266,2.09152e-05,4.604406192149499,0.025680109432907633
5.0,46.692979,0.2094281954,0.0005198924,2.16262e-05,3.016653823500642,0.02551710463809942
6.0,46.727413,0.2094642849,0.0005427676,2.284e-05,0.8474090341738951,0.02564442115494065
7.0,46.727249,0.2094794628,0.000530197,2.4603899999999997e-05,0.15017115813685594,0.025377286405980425
8.0,46.727965,0.2094677631,0.0005090115,2.2537e-05,1.0323596123514542,0.025378859754299536
9.0,46.646919,0.20942780379999998,0.0004935313000000001,2.0079899999999997e-05,3.345350273560913,0.025436069961461024
10.0,46.795176,0.20941397609999998,0.0004865502,1.88709e-05,4.281133364159567,0.026119082398367195
11.0,46.74581,0.209461431,0.0004999043999999999,1.91235e-05,1.4627466453860658,0.024336493428254575
12.0,46.567713,0.2095050504,0.0005134351,2.06478e-05,-0.9070373219854697,0.02465292614049983
13.0,46.366543,0.2095176382,0.0004921366,2.1893899999999997e-05,-1.376757426863116,0.02529150233898672
14.0,46.247011,0.2095167097,0.0004777023,2.0254499999999997e-05,-1.164887941715677,0.025822811386162672
15.0,45.810899,0.20946285799999997,0.0004686758,1.76497e-05,1.8033163120937743,0.02514785441982946
16.0,45.977756,0.2094461048,0.0004769402,1.63919e-05,2.594552316700771,0.025048850285013184
17.0,45.784232,0.209482307,0.000532594,1.9057600000000002e-05,0.07523436614131294,0.025348876516005304
18.0,45.690952,0.2095124042,0.0006381386999999999,2.7626399999999997e-05,-2.8004244622665917,0.02525928360889584
19.0,45.805999,0.2095051906,0.0007450539000000001,4.1010700000000004e-05,-3.880917256669043,0.02556924250292464
20.0,45.75023,0.20945684069999998,0.0008398498999999999,6.274710000000001e-05,-2.7665548820750847,0.025492940507025042
21.0,45.732706,0.2093464183,0.0008737590000000001,8.85357e-05,2.1904084752894035,0.02539231010766646
22.0,45.73274,0.2092489908,0.0008588308,0.0001159187,6.931101694731885,0.02528122356666268
23.0,45.648489,0.2092161106,0.0008280665,0.000135792,8.581428157766746,0.025158432916978408
24.0,45.630601,0.209193672,0.0007931161,0.0001477774,10.07255493240293,0.025570234020405213
25.0,45.714482,0.20918453039999998,0.0007223691,0.0001446464,11.323101364060575,0.02541467468491016
26.0,45.648294,0.20917111989999998,0.0006670640999999999,0.000132588,12.712034587238982,0.025141064310350514
27.0,45.548169,0.20915768310000002,0.000630762,0.0001195189,14.107191273389583,0.025268821750743898
28.0,45.531871,0.20919769689999998,0.0006251954,0.0001064465,12.382911893161436,0.025399451586500255
29.0,45.449977,0.2092565762,0.0006267232,9.696140000000001e-05,9.452242338978168,0.025391690834465814
30.0,45.433219,0.20929718260000002,0.0006122302,9.153899999999999e-05,7.65028387823278,0.025614992098091018
31.0,45.513817,0.2093142657,0.0005810709,8.567959999999999e-05,7.170207323442821,0.025510078404522102
32.0,45.366341,0.20930284140000002,0.0005592863,8.082340000000001e-05,7.976432490257009,0.0251233652951242
33.0,45.330133,0.2092660291,0.0005488625,7.85158e-05,10.023025659962789,0.025087992964192316
