Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,306.0,,,,,,,,,,,,,
5.0,306.0,,,,,,,,,,,,,
10.0,305.824,,,,,,,,,,,,,
15.0,306.176,,,,,,,,,,,,,
20.0,306.0,,,,,,,,,,,,,
25.0,305.912,0.00968,,,,,,,58.0,0.56,0.0006,1.3827,0.0083,
30.0,305.736,0.05104,,,,,,,80.0,1.32,0.0018,1.3971,0.0058,
35.0,305.208,0.58344,,,,,,,102.0,1.55,0.0014,1.2755,0.0031,
40.0,304.944,1.18008,,,,,,,124.0,1.42,0.0023,1.0768,0.0016,
45.0,304.504,1.5690400000000002,,,,,,,146.0,1.32,0.002,1.0352,0.0013,
50.0,303.976,1.7054400000000003,,,,,,,169.0,1.31,0.0033,1.0102,0.0013,
55.0,303.36,1.79784,,,,,,,190.0,1.4,0.0033,0.9771,0.0015,
60.0,303.008,1.92808,,,,,,,227.0,1.27,0.0049,0.8686,0.0015,
65.0,302.568,1.93776,,,,,,,263.0,1.32,0.0052,0.8825,0.0015,
70.0,301.688,1.9536,,,,,,,325.0,1.27,0.0075,0.8557,0.0018,
75.0,301.512,1.88936,,,,,,,338.0,1.29,0.008,0.8921,0.0021,
80.0,300.984,1.82688,,,,,,,361.0,1.41,0.0119,0.9971,0.0026,
85.0,300.544,1.7327200000000005,,,,,,,384.0,1.05,0.0095,0.7224,0.0021,
90.0,300.192,1.66408,,,,,,,395.0,1.12,0.0122,0.7731,0.0025,
95.0,299.4,1.5796,,,,,,,426.0,1.27,0.0148,0.9049,0.0028,
100.0,299.312,1.47488,,,,,,,446.0,1.15,0.0151,0.8255,0.0029,
105.0,299.048,1.38864,,,,,,,430.0,1.46,0.0198,1.0454,0.0035,
110.0,298.432,1.3156,,,,,,,421.0,1.21,0.0167,0.8641,0.0029,
115.0,298.344,1.2522400000000002,,,,,,,424.0,1.04,0.0148,0.7716,0.0024,
120.0,297.992,1.2091200000000002,,,,,,,419.0,1.07,0.0149,0.8077,0.0026,
125.0,297.376,1.1836,,,,,,,430.0,1.17,0.0164,0.8633,0.0027,
130.0,297.2,1.13168,,,,,,,418.0,1.15,0.0155,0.8843,0.0023,
135.0,297.2,1.08152,,,,,,,380.0,1.36,0.0194,1.0769,0.0025,
140.0,296.584,1.01376,,,,,,,377.0,1.19,0.0147,0.8586,0.0022,
145.0,296.496,0.96448,,,,,,,372.0,0.96,0.0121,0.7239,0.0018,
150.0,296.232,0.91344,,,,,,,362.0,1.43,0.0154,1.1236,0.0024,
155.0,295.792,0.8668,,,,,,,329.0,1.49,0.017,1.2025,0.0022,
160.0,295.968,0.83424,,,,,,,274.0,1.6,0.0151,1.267,0.0022,
165.0,295.792,0.79112,,,,,,,233.0,1.49,0.0141,1.2129,0.002,
170.0,295.528,0.7691200000000001,,,,,,,199.0,1.03,0.0068,0.7004,0.0013,
175.0,295.264,0.7383200000000001,,,,,,,170.0,1.22,0.0089,0.9972,0.0016,
180.0,295.0,0.70488,,,,,,,135.0,1.53,0.0075,1.0497,0.0019,
185.0,295.088,0.6732,,,,,,,102.0,1.86,0.0097,1.2924,0.0025,
190.0,294.824,0.66264,,,,,,,75.0,1.87,0.0083,1.3344,0.0026,
195.0,294.736,0.6336,,,,,,,57.0,1.18,0.0056,0.8293,0.0018,
200.0,294.56,0.6028,,,,,,,46.0,1.21,0.005,0.7947,0.002,
205.0,294.296,0.5808,,,,,,,34.0,1.03,0.0049,0.8099,0.0019,
210.0,294.12,0.56584,,,,,,,24.0,1.36,0.0063,1.0566,0.0025,
215.0,294.032,0.5676,,,,,,,16.0,1.75,0.0085,1.3346,0.0033,
220.0,294.032,0.55176,,,,,,,12.0,1.21,0.0058,0.9172,0.0021,
225.0,293.856,0.5332800000000001,,,,,,,8.0,1.06,0.0051,0.7414,0.0021,
