Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,304.8,,,,,,,,,,,,,
5.0,304.8,,,,,,,,,,,,,
10.0,305.156,,,,,,,,,,,,,
15.0,305.067,,,,,,,,,,,,,
20.0,304.889,,,,,,,,,,,,,
25.0,304.8,,,,,,,,,,,,,
30.0,305.067,,,,,,,,,,,,,
35.0,305.423,,,,,,,,,,,,,
40.0,304.978,,,,,,,,,,,,,
45.0,304.978,,,,,,,,,,,,,
50.0,305.512,,,,,,,,,,,,,
55.0,304.8,,,,,,,,,,,,,
60.0,305.156,,,,,,,,,,,,,
65.0,305.423,,,,,,,,,,,,,
70.0,305.334,,,,,,,,,,,,,
75.0,304.978,,,,,,,,,,,,,
80.0,305.423,,,,,,,,,,,,,
85.0,304.711,,,,,,,,,,,,,
90.0,304.889,,,,,,,,,,,,,
95.0,305.067,,,,,,,,,,,,,
100.0,305.245,,,,,,,,,,,,,
105.0,305.245,,,,,,,,,,,,,
110.0,305.156,,,,,,,,,,,,,
115.0,304.978,,,,,,,,,,,,,
120.0,305.423,,,,,,,,,,,,,
125.0,304.711,,,,,,,,,,,,,
130.0,304.978,,,,,,,,,,,,,
135.0,304.978,,,,,,,,,,,,,
140.0,305.156,,,,,,,,,,,,,
145.0,304.8,,,,,,,,,,,,,
150.0,305.156,,,,,,,,,,,,,
155.0,305.156,,,,,,,,,,,,,
160.0,304.711,,,,,,,,,,,,,
165.0,304.444,,,,,,,,,,,,,
170.0,304.711,,,,,,,,,,,,,
175.0,304.622,,,,,,,,,,,,,
180.0,304.444,,,,,,,,,,,,,
185.0,304.889,,,,,,,,,,,,,
190.0,304.177,,,,,,,,,,,,,
195.0,304.711,,,,,,,,,,,,,
200.0,304.622,,,,,,,,,,,,,
205.0,303.91,,,,,,,,,,,,,
210.0,304.355,0.03738,,,,,,,134.0,0.9,0.006,0.4575,0.0006,
215.0,303.64300000000003,0.28391,,,,,,,123.0,1.66,0.0071,0.7155,0.0007,
220.0,303.732,0.64525,,,,,,,111.0,0.89,0.0036,0.3478,0.0003,
225.0,303.37600000000003,0.89267,,,,,,,99.0,1.12,0.0037,0.4516,0.0003,
230.0,302.664,1.03418,,,,,,,87.0,0.95,0.0033,0.4071,0.0003,
235.0,302.486,1.16857,,,,,,,75.0,1.24,0.0042,0.494,0.0003,
240.0,302.041,1.1748,,,,,,,64.0,1.36,0.0039,0.6088,0.0004,
245.0,301.952,1.15522,,,,,,,52.0,1.59,0.0047,0.7658,0.0004,
250.0,301.329,1.12229,,,,,,,43.0,1.54,0.0034,0.725,0.0004,
255.0,301.507,1.07601,,,,,,,34.0,1.22,0.0027,0.5664,0.0003,
260.0,300.973,1.05554,,,,,,,28.0,1.34,0.0023,0.6631,0.0004,
265.0,300.528,1.02083,,,,,,,25.0,1.02,0.0018,0.5059,0.0003,
270.0,300.35,1.00392,,,,,,,20.0,1.35,0.002,0.6795,0.0004,
275.0,299.90500000000003,0.99057,,,,,,,18.0,2.08,0.0032,1.1117,0.0006,
280.0,299.90500000000003,0.97722,,,,,,,17.0,1.43,0.0022,0.7552,0.0004,
285.0,299.90500000000003,0.96476,,,,,,,16.0,1.79,0.0028,0.9287,0.0005,
290.0,299.104,0.94518,,,,,,,16.0,1.28,0.0024,0.6275,0.0004,
295.0,299.28200000000004,0.91848,,,,,,,14.0,1.3,0.0025,0.5682,0.0004,
300.0,298.748,0.93272,,,,,,,13.0,1.79,0.0041,0.9006,0.0006,
305.0,298.659,0.8873300000000001,,,,,,,12.0,1.32,0.003,0.6377,0.0004,
310.0,298.392,0.89267,,,,,,,12.0,1.28,0.0034,0.6267,0.0004,
315.0,298.125,0.89178,,,,,,,10.0,1.56,0.0042,0.7464,0.0005,
320.0,297.769,0.86152,,,,,,,8.0,1.74,0.0049,0.9067,0.0006,
325.0,297.947,0.86953,,,,,,,7.0,1.81,0.005,0.8537,0.0006,
330.0,297.591,0.84105,,,,,,,6.0,1.27,0.0039,0.6068,0.0004,
335.0,297.324,0.84105,,,,,,,5.0,1.24,0.0038,0.6601,0.0004,
340.0,296.79,0.81791,,,,,,,5.0,1.09,0.0035,0.5317,0.0004,
345.0,297.057,0.81702,,,,,,,4.0,1.02,0.0033,0.5246,0.0004,
350.0,296.345,0.79566,,,,,,,8.0,1.06,0.0035,0.4836,0.0004,
355.0,296.07800000000003,0.78676,,,,,,,8.0,1.2,0.0039,0.5585,0.0004,
360.0,295.90000000000003,0.77163,,,,,,,,,,,,
365.0,296.07800000000003,0.74849,,,,,,,10.0,1.82,0.0068,0.7727,0.0007,
370.0,295.98900000000003,0.73959,,,,,,,9.0,2.55,0.0107,1.1806,0.001,
375.0,295.188,0.74849,,,,,,,10.0,1.74,0.0073,0.7613,0.0007,
380.0,295.72200000000004,0.7351399999999999,,,,,,,9.0,1.33,0.007,0.6112,0.0006,
385.0,295.366,0.7128899999999999,,,,,,,9.0,1.48,0.008,0.7027,0.0006,
390.0,294.921,0.7066600000000001,,,,,,,10.0,1.14,0.0084,0.5658,0.0005,
395.0,294.743,0.70844,,,,,,,11.0,1.19,0.0087,0.5997,0.0005,
400.0,294.921,0.69776,,,,,,,12.0,2.47,0.0209,1.0119,0.0011,
405.0,294.209,0.68352,,,,,,,12.0,1.84,0.0154,0.8231,0.0008,
410.0,294.565,0.67284,,,,,,,11.0,2.44,0.0245,1.0319,0.0011,
415.0,294.12,0.6532600000000001,,,,,,,11.0,1.54,0.0159,0.6757,0.0007,
420.0,294.387,0.63546,,,,,,,10.0,1.33,0.0154,0.5571,0.0006,
425.0,293.497,0.63546,,,,,,,10.0,1.8,0.022,0.7778,0.0008,
430.0,293.942,0.6586,,,,,,,9.0,1.05,0.0137,0.4566,0.0005,
435.0,293.675,0.6310100000000001,,,,,,,9.0,2.29,0.0299,0.9234,0.001,
440.0,293.141,0.6292300000000001,,,,,,,11.0,1.23,0.0177,0.4949,0.0005,
445.0,293.408,0.63279,,,,,,,11.0,1.05,0.0154,0.4167,0.0005,
450.0,293.052,0.6675,,,,,,,14.0,1.34,0.0237,0.5041,0.0006,
455.0,292.51800000000003,0.64258,,,,,,,18.0,0.99,0.0176,0.3772,0.0004,
460.0,292.607,0.63279,,,,,,,,,,,,
465.0,292.34000000000003,0.6167699999999999,,,,,,,,,,,,
470.0,292.696,0.5838399999999999,,,,,,,18.0,1.85,0.0365,0.76,0.0009,
475.0,292.07300000000004,0.57405,,,,,,,,,,,,
480.0,292.16200000000003,0.55981,,,,,,,37.0,1.19,0.0243,0.4746,0.0006,
485.0,292.34000000000003,0.5633699999999999,,,,,,,,,,,,
490.0,291.717,0.52955,,,,,,,,,,,,
495.0,292.25100000000003,0.51798,,,,,,,25.0,1.59,0.0338,0.5824,0.0009,
500.0,291.80600000000004,0.50641,,,,,,,,,,,,
505.0,291.628,0.48505,,,,,,,17.0,0.69,0.0156,0.2938,0.0004,
510.0,291.539,0.49217,,,,,,,15.0,0.84,0.0219,0.3548,0.0005,
515.0,291.005,0.49217,,,,,,,15.0,1.5,0.0396,0.6156,0.001,
520.0,291.094,0.46814,,,,,,,15.0,1.55,0.0408,0.5525,0.001,
525.0,291.272,0.44233,,,,,,,,,,,,
530.0,290.827,0.44055,,,,,,,14.0,0.98,0.0272,0.3266,0.0006,
535.0,290.827,0.43699,,,,,,,14.0,0.76,0.0232,0.2606,0.0005,
540.0,290.382,0.44589,,,,,,,14.0,1.54,0.0526,0.755,0.0011,
545.0,290.382,0.42364,,,,,,,13.0,1.01,0.031,0.3041,0.0006,
550.0,290.471,0.41741,,,,,,,17.0,1.17,0.0384,0.3975,0.0008,
555.0,289.937,0.41385,,,,,,,30.0,0.85,0.0302,0.315,0.0006,
560.0,289.937,0.4094,,,,,,,,,,,,
565.0,289.759,0.3996099999999999,,,,,,,,,,,,
570.0,290.204,0.39783,,,,,,,,,,,,
575.0,289.581,0.39516,,,,,,,42.0,1.14,0.0415,0.3522,0.0008,
580.0,289.848,0.3898199999999999,,,,,,,44.0,1.49,0.0604,0.713,0.0012,
585.0,289.225,0.37914,,,,,,,,,,,,
590.0,289.848,0.38359,,,,,,,,,,,,
595.0,289.225,0.37558,,,,,,,28.0,1.83,0.0624,0.655,0.0012,
600.0,289.67,0.37469,,,,,,,23.0,0.66,0.0274,0.2465,0.0005,
605.0,288.958,0.36935,,,,,,,23.0,1.36,0.0528,0.3914,0.001,
610.0,288.958,0.35689,,,,,,,28.0,0.74,0.0297,0.1967,0.0005,
615.0,289.047,0.38181,,,,,,,20.0,0.97,0.0411,0.4068,0.0008,
620.0,288.60200000000003,0.39071,,,,,,,,,,,,
625.0,288.33500000000004,0.38092,,,,,,,,,,,,
630.0,288.958,0.36846,,,,,,,,,,,,
635.0,288.869,0.36668,,,,,,,,,,,,
640.0,288.24600000000004,0.37113,,,,,,,53.0,0.53,0.0237,0.1752,0.0004,
645.0,288.42400000000004,0.36579,,,,,,,47.0,0.6,0.0281,0.2124,0.0005,
650.0,287.89,0.36223,,,,,,,56.0,1.3,0.0583,0.5011,0.001,
655.0,287.89,0.35244,,,,,,,50.0,0.95,0.0446,0.4562,0.0008,
660.0,287.97900000000004,0.34888,,,,,,,,,,,,
665.0,287.623,0.35689,,,,,,,49.0,1.1,0.0491,0.3772,0.0008,
670.0,287.712,0.35956,,,,,,,60.0,0.94,0.043,0.2246,0.0007,
675.0,287.356,0.35333,,,,,,,120.0,1.21,0.0505,0.3114,0.0009,
680.0,287.356,0.36401,,,,,,,212.0,1.34,0.0664,0.5023,0.0011,
685.0,287.178,0.36846,,,,,,,,,,,,
690.0,287.267,0.36579,,,,,,,,,,,,
695.0,287.267,0.3649,,,,,,,,,,,,
700.0,287.178,0.3720199999999999,,,,,,,,,,,,
705.0,287.178,0.3675699999999999,,,,,,,175.0,0.85,0.0349,0.2935,0.0006,
710.0,286.911,0.39338,,,,,,,143.0,0.8,0.0313,0.261,0.0006,
715.0,286.466,0.3916,,,,,,,117.0,0.67,0.026,0.2231,0.0005,
720.0,286.555,0.39605,,,,,,,146.0,1.29,0.0452,0.486,0.0009,
725.0,286.199,0.39516,,,,,,,150.0,1.6,0.0578,0.5712,0.0012,
730.0,286.466,0.39516,,,,,,,,,,,,
735.0,286.021,0.41207,,,,,,,,,,,,
740.0,286.377,0.41296,,,,,,,,,,,,
745.0,285.754,0.4272,,,,,,,,,,,,
750.0,286.199,0.42364,,,,,,,129.0,0.9,0.0267,0.3616,0.0006,
755.0,285.843,0.4263099999999999,,,,,,,112.0,0.94,0.0285,0.3724,0.0007,
760.0,285.487,0.42453,,,,,,,101.0,0.62,0.016,0.2356,0.0004,
765.0,285.309,0.42898,,,,,,,95.0,1.03,0.0257,0.3843,0.0007,
770.0,285.13100000000003,0.4628,,,,,,,82.0,1.38,0.0331,0.4762,0.0009,
775.0,285.22,0.46102,,,,,,,69.0,1.29,0.0303,0.5384,0.0008,
780.0,284.86400000000003,0.4717,,,,,,,72.0,0.89,0.0201,0.3053,0.0006,
785.0,284.68600000000004,0.48861,,,,,,,126.0,0.66,0.0156,0.2558,0.0005,
790.0,284.33000000000004,0.5001800000000001,,,,,,,147.0,1.31,0.0243,0.4385,0.0008,
795.0,284.241,0.5001800000000001,,,,,,,,,,,,
800.0,284.419,0.51086,,,,,,,,,,,,
805.0,284.419,0.49751,,,,,,,,,,,,
810.0,283.885,0.5251,,,,,,,143.0,0.91,0.0131,0.3845,0.0005,
815.0,284.152,0.52866,,,,,,,132.0,1.41,0.018,0.5277,0.0008,
820.0,283.529,0.5322199999999999,,,,,,,128.0,1.45,0.0176,0.5928,0.0008,
825.0,283.885,0.5322199999999999,,,,,,,106.0,1.43,0.0166,0.6588,0.0007,
830.0,283.262,0.54379,,,,,,,100.0,1.75,0.018,0.6989,0.0009,
835.0,283.529,0.54468,,,,,,,101.0,0.98,0.0103,0.395,0.0005,
840.0,283.084,0.55091,,,,,,,105.0,1.1,0.0116,0.4295,0.0006,
845.0,282.906,0.55002,,,,,,,130.0,1.2,0.0133,0.5556,0.0007,
850.0,282.728,0.57227,,,,,,,135.0,1.23,0.0117,0.4317,0.0006,
855.0,282.906,0.5776100000000001,,,,,,,143.0,2.42,0.022,0.9758,0.0012,
860.0,282.194,0.58206,,,,,,,147.0,1.52,0.0129,0.5136,0.0007,
865.0,282.639,0.5749399999999999,,,,,,,136.0,1.43,0.0125,0.6448,0.0007,
870.0,282.105,0.59363,,,,,,,134.0,1.33,0.0108,0.5468,0.0007,
875.0,282.194,0.623,,,,,,,132.0,0.83,0.0064,0.3109,0.0004,
880.0,281.571,0.63012,,,,,,,203.0,1.26,0.0099,0.5542,0.0006,
885.0,281.482,0.63457,,,,,,,192.0,1.03,0.0081,0.4728,0.0005,
890.0,281.482,0.62478,,,,,,,,,,,,
895.0,281.12600000000003,0.63279,,,,,,,184.0,1.21,0.0094,0.5438,0.0006,
900.0,281.482,0.63546,,,,,,,192.0,1.22,0.0099,0.5288,0.0006,
905.0,280.592,0.64169,,,,,,,201.0,1.33,0.0103,0.5167,0.0006,
910.0,280.85900000000004,0.6479199999999999,,,,,,,186.0,1.76,0.0133,0.7347,0.0008,
915.0,280.592,0.64169,,,,,,,180.0,1.93,0.0156,0.8045,0.001,
920.0,280.77,0.6408,,,,,,,177.0,1.06,0.0078,0.4485,0.0005,
925.0,280.058,0.64703,,,,,,,202.0,1.83,0.0125,0.7526,0.0008,
930.0,280.058,0.6292300000000001,,,,,,,179.0,1.68,0.012,0.6735,0.0008,
935.0,280.236,0.6496999999999999,,,,,,,160.0,2.05,0.0145,0.8455,0.001,
940.0,279.969,0.6496999999999999,,,,,,,141.0,0.82,0.0059,0.3522,0.0004,
945.0,279.524,0.6408,,,,,,,149.0,0.85,0.0061,0.3668,0.0004,
950.0,279.079,0.65415,,,,,,,150.0,0.81,0.0058,0.3734,0.0004,
955.0,279.346,0.64881,,,,,,,146.0,1.69,0.0119,0.8448,0.0008,
960.0,278.634,0.6479199999999999,,,,,,,156.0,1.48,0.0112,0.6483,0.0007,
965.0,278.99,0.6514800000000001,,,,,,,169.0,1.33,0.0101,0.538,0.0006,
970.0,278.456,0.65682,,,,,,,198.0,1.79,0.0136,0.7347,0.0009,
975.0,278.545,0.65415,,,,,,,182.0,1.67,0.0139,0.7599,0.0009,
980.0,278.189,0.6586,,,,,,,160.0,2.05,0.0157,0.9136,0.0011,
985.0,278.456,0.65415,,,,,,,141.0,0.94,0.0067,0.4201,0.0004,
990.0,277.922,0.6594899999999999,,,,,,,173.0,0.79,0.0057,0.3094,0.0004,
995.0,277.47700000000003,0.65593,,,,,,,193.0,0.69,0.0051,0.2871,0.0003,
1000.0,277.29900000000004,0.6532600000000001,,,,,,,204.0,2.15,0.0158,1.0366,0.0011,
1005.0,277.21000000000004,0.66038,,,,,,,240.0,1.84,0.0134,0.8324,0.0009,
1010.0,277.56600000000003,0.66572,,,,,,,230.0,2.05,0.0134,0.9749,0.001,
1015.0,276.676,0.66483,,,,,,,224.0,2.38,0.0161,1.1652,0.0012,
1020.0,276.943,0.6701699999999999,,,,,,,206.0,1.18,0.0078,0.5476,0.0006,
1025.0,277.03200000000004,0.67106,,,,,,,178.0,1.08,0.0079,0.5847,0.0006,
1030.0,276.409,0.67284,,,,,,,201.0,0.76,0.005,0.3842,0.0004,
1035.0,275.964,0.67996,,,,,,,483.0,0.7,0.0046,0.3597,0.0003,
1040.0,275.875,0.6844100000000001,,,,,,,1103.0,2.4,0.0153,1.0399,0.0011,
1045.0,275.519,0.6764,,,,,,,,,,,,
1050.0,276.053,0.66305,,,,,,,,,,,,
1055.0,275.786,0.67462,,,,,,,692.0,1.43,0.0083,0.6225,0.0006,
