Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,458.5,,,,,,,,,,,,,
5.0,458.5,,,,,,,,,,,,,
10.0,458.236,,,,,,,,,,,,,
15.0,458.764,,,,,,,,,,,,,
20.0,458.852,,,,,,,,,,,,,
25.0,458.764,,,,,,,,,,,,,
30.0,458.324,,,,,,,,,,,,,
35.0,458.676,,,,,,,,,,,,,
40.0,458.852,,,,,,,,,,,,,
45.0,458.852,,,,,,,,,,,,,
50.0,458.324,,,,,,,,,,,,,
55.0,458.412,,,,,,,,,,,,,
60.0,458.852,,,,,,,,,,,,,
65.0,458.676,,,,,,,,,,,,,
70.0,458.5,,,,,,,,,,,,,
75.0,457.708,,,,,,,,,,,,,
80.0,458.5,,,,,,,,,,,,,
85.0,458.764,,,,,,,,,,,,,
90.0,458.764,,,,,,,,,,,,,
95.0,458.676,,,,,,,,,,,,,
100.0,457.884,,,,,,,,,,,,,
105.0,458.764,,,,,,,,,,,,,
110.0,457.884,,,,,,,,,,,,,
115.0,458.06,,,,,,,,,,,,,
120.0,457.268,,,,,,,,,,,,,
125.0,457.532,,,,,,,,,,,,,
130.0,457.708,,,,,,,,,,,,,
135.0,457.796,,,,,,,,,,,,,
140.0,457.004,,,,,,,,,,,,,
145.0,457.708,,,,,,,,,,,,,
150.0,457.18,,,,,,,,,,,,,
155.0,457.004,,,,,,,,,,,,,
160.0,457.62,,,,,,,,,,,,,
165.0,457.444,,,,,,,,,,,,,
170.0,458.236,,,,,,,,,,,,,
175.0,458.06,,,,,,,,,,,,,
180.0,457.62,,,,,,,,,,,,,
185.0,457.708,,,,,,,,,,,,,
190.0,457.62,,,,,,,,,,,,,
195.0,457.708,,,,,,,,,,,,,
200.0,457.268,,,,,,,,,,,,,
205.0,457.532,,,,,,,,,,,,,
210.0,457.444,,,,,,,,,,,,,
215.0,457.092,,,,,,,,,,,,,
220.0,456.652,,,,,,,,,,,,,
225.0,457.268,,,,,,,,,,,,,
230.0,456.74,,,,,,,,,,,,,
235.0,456.564,,,,,,,,,,,,,
240.0,456.828,,,,,,,,,,,,,
245.0,456.3,,,,,,,,,,,,,
250.0,457.004,,,,,,,,,,,,,
255.0,456.916,,,,,,,,,,,,,
260.0,456.476,,,,,,,,,,,,,
265.0,456.476,,,,,,,,,,,,,
270.0,456.652,,,,,,,,,,,,,
275.0,456.476,,,,,,,,,,,,,
280.0,455.772,,,,,,,,,,,,,
285.0,456.036,,,,,,,,,,,,,
290.0,455.508,0.0264,,,,,,,191.0,1.22,0.0053,1.4522,0.024,
295.0,455.948,0.14344,,,,,,,175.0,1.37,0.0031,0.8341,0.0071,
300.0,454.98,0.97504,,,,,,,159.0,1.75,0.0036,0.9445,0.0065,
305.0,454.628,1.40888,,,,,,,143.0,1.4,0.0043,0.7942,0.0047,
310.0,454.716,1.4124,,,,,,,127.0,2.47,0.0083,1.2539,0.0076,
315.0,454.452,1.2786400000000002,,,,,,,111.0,0.98,0.0046,0.5457,0.003,
320.0,454.188,1.12376,,,,,,,95.0,0.88,0.0045,0.56,0.0025,
325.0,453.132,1.00584,,,,,,,87.0,0.76,0.0039,0.4449,0.0022,
330.0,453.572,0.91872,,,,,,,66.0,1.08,0.0056,0.6393,0.003,
335.0,452.868,0.8624,,,,,,,53.0,2.08,0.0103,1.2936,0.0061,
340.0,452.956,0.7867200000000001,,,,,,,40.0,0.72,0.004,0.482,0.0022,
345.0,452.78,0.7568,,,,,,,36.0,0.8,0.0033,0.5652,0.0024,
350.0,451.988,0.7233600000000001,,,,,,,36.0,0.58,0.0023,0.4006,0.0017,
355.0,451.9,0.70928,,,,,,,35.0,0.72,0.0024,0.421,0.002,
360.0,451.46,0.6855200000000001,,,,,,,32.0,1.25,0.0045,0.8025,0.0036,
365.0,451.46,0.6688000000000001,,,,,,,30.0,1.26,0.0049,0.8878,0.0037,
370.0,451.372,0.65208,,,,,,,29.0,1.21,0.0044,0.7313,0.0034,
375.0,451.196,0.6468,,,,,,,29.0,0.94,0.0034,0.5991,0.0027,
380.0,450.668,0.638,,,,,,,25.0,1.18,0.0045,0.7309,0.0036,
385.0,450.58,0.61424,,,,,,,21.0,1.58,0.0066,0.9778,0.0048,
390.0,450.756,0.60808,,,,,,,19.0,0.81,0.0037,0.4763,0.0031,
395.0,450.404,0.59048,,,,,,,14.0,0.65,0.0043,0.4655,0.003,
400.0,449.524,0.5711200000000001,,,,,,,9.0,1.84,0.0109,1.1363,0.0083,
405.0,449.876,0.55088,,,,,,,,,,,,
410.0,450.492,0.5368,,,,,,,,,,,,
415.0,450.228,0.51304,,,,,,,5.0,1.59,0.0151,0.93,0.008,
420.0,450.14,0.50512,,,,,,,5.0,1.05,0.0102,0.5681,0.0063,
425.0,449.436,0.484,,,,,,,5.0,1.83,0.023,0.9198,0.0104,
430.0,449.964,0.46728,,,,,,,4.0,0.87,0.0115,0.4385,0.0059,
435.0,449.876,0.45408,,,,,,,6.0,1.16,0.0168,0.4901,0.0076,
440.0,448.996,0.45144,,,,,,,7.0,0.89,0.0151,0.526,0.0074,
445.0,449.172,0.43824,,,,,,,,,,,,
450.0,449.436,0.4268,,,,,,,,,,,,
455.0,449.26,0.418,,,,,,,7.0,0.63,0.0148,0.2977,0.0057,
460.0,448.644,0.40744,,,,,,,7.0,0.69,0.0173,0.3266,0.0076,
465.0,448.38,0.39424,,,,,,,,,,,,
470.0,448.908,0.39248,,,,,,,6.0,1.18,0.0423,0.8124,0.0158,
475.0,448.732,0.37752,,,,,,,5.0,0.73,0.026,0.3853,0.0105,
480.0,448.028,0.3652,,,,,,,11.0,0.64,0.0226,0.3313,0.0082,
485.0,448.028,0.36168,,,,,,,,,,,,
490.0,448.38,0.35376,,,,,,,,,,,,
495.0,448.292,0.3476,,,,,,,,,,,,
500.0,447.852,0.36432,,,,,,,6.0,1.06,0.0388,0.4681,0.0135,
505.0,448.028,0.33,,,,,,,6.0,0.65,0.0286,0.3865,0.0098,
510.0,447.94,0.33616,,,,,,,7.0,0.54,0.0224,0.3115,0.0088,
515.0,447.412,0.32472,,,,,,,5.0,0.71,0.0294,0.3095,0.0097,
520.0,447.06,0.31592,,,,,,,,,,,,
525.0,447.588,0.3036,,,,,,,,,,,,
530.0,447.5,0.30272,,,,,,,5.0,1.01,0.039,0.5088,0.0116,
535.0,447.236,0.29392,,,,,,,5.0,0.57,0.0294,0.3344,0.0095,
540.0,446.532,0.27456,,,,,,,4.0,0.93,0.0554,0.5502,0.0189,
545.0,447.148,0.29216,,,,,,,,,,,,
550.0,447.06,0.27984,,,,,,,,,,,,
555.0,446.532,0.28424,,,,,,,2.0,0.58,0.0373,0.3996,0.014,
560.0,446.444,0.26136,,,,,,,,,,,,
565.0,446.62,0.26136,,,,,,,1.0,0.58,0.046,0.2948,0.0148,
570.0,446.708,0.24376,,,,,,,0.0,0.81,0.0524,0.5177,0.0177,
575.0,445.74,0.24992,,,,,,,0.0,0.53,0.0399,0.2726,0.0129,
580.0,446.268,0.24552,,,,,,,,,,,,
585.0,446.004,0.2508,,,,,,,,,,,,
590.0,446.356,0.21912,,,,,,,,,,,,
595.0,446.268,0.23056,,,,,,,-0.0,0.32,0.028,0.1979,0.0094,
600.0,446.004,0.2244,,,,,,,-0.0,0.17,0.0204,0.1344,0.0064,
605.0,444.948,0.21912,,,,,,,-0.0,0.25,0.0261,0.1198,0.0085,
610.0,445.3,0.20856,,,,,,,0.0,0.57,0.052,0.1864,0.0171,
615.0,445.212,0.21032,,,,,,,,,,,,
620.0,445.124,0.21296,,,,,,,0.0,0.66,0.0751,0.5229,0.0265,
625.0,444.684,0.20504,,,,,,,,,,,,
630.0,445.124,0.19536,,,,,,,,,,,,
635.0,445.036,0.19096,,,,,,,0.0,0.66,0.058,0.2168,0.0198,
640.0,444.86,0.18568,,,,,,,0.0,0.4,0.0338,0.1458,0.0131,
645.0,444.244,0.19008,,,,,,,0.0,0.27,0.0328,0.0759,0.0108,
650.0,444.508,0.18832,,,,,,,,,,,,
655.0,444.068,0.18304,,,,,,,,,,,,
660.0,445.212,0.17864,,,,,,,,,,,,
665.0,444.772,0.14256,,,,,,,,,,,,
670.0,444.508,0.15312,,,,,,,,,,,,
675.0,444.948,0.1628,,,,,,,,,,,,
680.0,444.86,0.1452,,,,,,,2.0,0.15,0.0625,0.1688,0.0269,
685.0,444.596,0.15048,,,,,,,4.0,0.19,0.0533,0.1063,0.0218,
690.0,443.98,0.15488,,,,,,,4.0,0.42,0.0941,0.2779,0.0375,
695.0,444.596,0.14344,,,,,,,,,,,,
700.0,444.42,0.13288,,,,,,,,,,,,
705.0,444.244,0.14168,,,,,,,2.0,0.34,0.065,0.2783,0.0239,
710.0,443.804,0.14696,,,,,,,,,,,,
715.0,444.244,0.13024,,,,,,,,,,,,
720.0,444.332,0.13376,,,,,,,,,,,,
725.0,444.332,0.1188,,,,,,,2.0,0.13,0.0425,0.1468,0.0155,
730.0,443.54,0.1276,,,,,,,2.0,0.19,0.0695,0.0972,0.0274,
735.0,443.628,0.11968,,,,,,,,,,,,
740.0,443.98,0.10912,,,,,,,,,,,,
745.0,443.892,0.11352,,,,,,,,,,,,
750.0,443.628,0.11088,,,,,,,,,,,,
755.0,443.716,0.10296,,,,,,,,,,,,
760.0,443.804,0.11352,,,,,,,,,,,,
765.0,443.628,0.10208,,,,,,,4.0,0.27,0.0484,0.0471,0.018,
770.0,443.452,0.11528,,,,,,,3.0,0.35,0.0899,0.0972,0.0321,
775.0,443.012,0.1056,,,,,,,,,,,,
780.0,443.628,0.1012,,,,,,,,,,,,
785.0,443.364,0.10648,,,,,,,,,,,,
790.0,442.836,0.09416,,,,,,,,,,,,
795.0,443.364,0.0924,,,,,,,,,,,,
800.0,443.364,0.10736,,,,,,,,,,,,
805.0,443.188,0.1056,,,,,,,,,,,,
810.0,443.188,0.1056,,,,,,,,,,,,
815.0,443.276,0.10472,,,,,,,-0.0,0.21,0.063,0.1648,0.0237,
820.0,442.924,0.10472,,,,,,,-0.0,0.15,0.0566,0.1121,0.0206,
825.0,442.66,0.10648,,,,,,,,,,,,
830.0,442.748,0.0924,,,,,,,,,,,,
835.0,442.924,0.09504,,,,,,,,,,,,
840.0,442.66,0.0924,,,,,,,,,,,,
845.0,442.396,0.0897599999999999,,,,,,,,,,,,
850.0,442.572,0.08624,,,,,,,-0.0,0.06,0.0334,0.042,0.0121,
855.0,442.748,0.07832,,,,,,,0.0,0.12,0.0319,0.0913,0.0118,
860.0,441.34,0.0897599999999999,,,,,,,44.0,0.13,0.0306,0.0476,0.011,
865.0,441.956,0.08184,,,,,,,39.0,0.12,0.0561,0.2481,0.0217,
870.0,441.868,0.0748,,,,,,,,,,,,
875.0,441.868,0.0792,,,,,,,27.0,0.06,0.0367,0.1859,0.0135,
880.0,441.34,0.08184,,,,,,,21.0,0.19,0.0734,0.2613,0.0268,
885.0,441.164,0.08008,,,,,,,,,,,,
890.0,441.692,0.08096,,,,,,,,,,,,
895.0,441.516,0.0704,,,,,,,,,,,,
900.0,441.34,0.07128,,,,,,,,,,,,
905.0,441.428,0.07744,,,,,,,,,,,,
910.0,442.044,0.08096,,,,,,,,,,,,
915.0,441.956,0.0748,,,,,,,,,,,,
920.0,441.604,0.0748,,,,,,,,,,,,
925.0,441.428,0.07392,,,,,,,,,,,,
930.0,442.044,0.07304,,,,,,,,,,,,
935.0,441.868,0.07568,,,,,,,,,,,,
940.0,441.516,0.07304,,,,,,,1.0,0.2,0.0238,0.0735,0.0095,
945.0,441.252,0.07392,,,,,,,,,,,,
950.0,441.78,0.07216,,,,,,,,,,,,
