Time (s),Mass (g),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),HRR (kW/m2),MFR (kg/s)
0.0,-1.374727,0.2094813395,0.00044667970000000003,2.53244e-05,0.5595581360117415,0.02622347657509892
1.0,97.910074,0.2094537683,0.00044797459999999995,2.4535999999999997e-05,2.0689648580601925,0.026458605947359864
2.0,119.717806,0.209487964,0.0004673639,2.48687e-05,-0.02461509664202912,0.026196481473827006
3.0,119.428064,0.2095210293,0.0004973589,2.6758599999999998e-05,-2.1774790157064867,0.026091769288560062
4.0,119.422581,0.20953198059999997,0.0004988713,2.9185499999999997e-05,-2.835466164109789,0.02615037768763936
5.0,119.439825,0.2095153445,0.00048783390000000005,2.85753e-05,-1.7698131080795119,0.025684950757291006
6.0,119.272337,0.2094587847,0.0004835668,2.7465200000000003e-05,1.297709390279313,0.02575658702880104
7.0,119.406711,0.2094411132,0.00048613419999999995,2.74745e-05,2.2470562728379893,0.026217259706708667
8.0,119.439854,0.2094746283,0.0005109804,2.9057900000000002e-05,0.12335300633831395,0.026108234745037318
9.0,119.440472,0.20948901979999998,0.0005296944,3.14545e-05,-0.8883747084759317,0.025559520469299973
10.0,119.520268,0.2094924189,0.0005186401,3.24956e-05,-0.9812506414771612,0.02600653765837224
11.0,119.537298,0.2094718186,0.0005045178000000001,3.08673e-05,0.3159461141762737,0.026277126994011458
12.0,119.432215,0.20941000599999998,0.0004937568,2.8546e-05,3.8027276544899173,0.026082674416329662
13.0,119.436062,0.20940723940000003,0.0005035285,2.71319e-05,3.8273102564525967,0.025810424273997302
14.0,119.522004,0.2094341941,0.0005196677,2.7370900000000003e-05,2.2522738077140394,0.026323820339993125
15.0,119.346729,0.2094514404,0.0005244126,2.83615e-05,1.2302668840637772,0.026044197978136636
16.0,119.418934,0.2094508745,0.0005054013,2.83809e-05,1.4656592144578076,0.025891646355878515
17.0,119.520611,0.20942328400000002,0.00048152720000000005,2.61627e-05,3.226770829471901,0.02573215078794311
18.0,119.535853,0.20937933279999998,0.00047741190000000005,2.47167e-05,5.631808884433106,0.025736853691474295
19.0,119.537555,0.209393112,0.0004888416,2.5763700000000002e-05,4.805744572269976,0.026014608590847515
20.0,119.537671,0.2094448799,0.000510095,2.86262e-05,1.760015949289253,0.026360784707903238
21.0,119.456899,0.20947144869999998,0.0005094612,3.25606e-05,0.24409618019670704,0.025849644348462646
22.0,119.522235,0.209467588,0.0004906004,3.3157899999999996e-05,0.6557944847541269,0.026093861036583944
23.0,119.538291,0.2094357729,0.0004789157,3.26171e-05,2.487381606977842,0.025862706470761453
24.0,119.458564,0.2093957593,0.000470275,3.23593e-05,4.73820400502651,0.025949068032480465
25.0,119.443011,0.209419332,0.00047839279999999996,3.26687e-05,3.394316781090819,0.026056707460249965
26.0,119.362568,0.2094561207,0.0005056112000000001,3.53159e-05,1.0522264580197975,0.025817830648146398
27.0,119.346511,0.20947288660000002,0.0005053499,3.7707100000000004e-05,0.11992854306717568,0.026146520168604314
28.0,119.346117,0.20946361370000002,0.00048402380000000004,3.7673400000000004e-05,0.8536087506181858,0.025903622227615438
29.0,119.345741,0.20942443189999999,0.00046981210000000004,3.62049e-05,3.1251070901369773,0.025840375233463976
30.0,119.345967,0.209394946,0.00047017040000000003,3.54178e-05,4.752787000623955,0.02609417329137342
31.0,119.324196,0.2094238639,0.0004877074,3.57287e-05,2.9512000653395822,0.025725799610210563
32.0,119.255194,0.2094751787,0.0005069274,3.7388299999999996e-05,-0.015316374272815195,0.025727182071186995
