Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,33.1,,,,,,,,,,,,,
5.0,33.1,0.011,,,,,,,913.0,1.39,0.0067,1.0131,0.0054,
10.0,32.5,1.263,,,,,,,1155.0,1.58,0.0051,0.9893,0.0129,
15.0,31.6,3.2060000000000004,,,,,,,1396.0,1.29,0.0354,0.7651,0.1463,
20.0,30.4,4.178,,,,,,,1638.0,1.3,0.0283,0.6515,0.1472,
25.0,28.9,5.085,,,,,,,1878.0,1.16,0.0548,0.5891,0.1438,
30.0,27.5,5.542999999999999,,,,,,,2119.0,1.12,0.0523,0.5369,0.1439,
35.0,25.9,5.5760000000000005,,,,,,,2359.0,1.06,0.0837,0.5186,0.14,
40.0,24.5,5.547000000000001,,,,,,,2400.0,0.99,0.0848,0.4929,0.1462,
45.0,23.0,5.2170000000000005,,,,,,,2438.0,0.96,0.1053,0.5022,0.1369,
50.0,21.700000000000003,4.925,,,,,,,2466.0,0.97,0.1153,0.5029,0.1288,
55.0,20.5,4.597,,,,,,,2462.0,0.98,0.1139,0.5039,0.1173,
60.0,19.300000000000004,4.367,,,,,,,2469.0,0.96,0.1217,0.5264,0.1381,
65.0,18.200000000000003,4.136,,,,,,,2481.0,0.96,0.1116,0.5437,0.1432,
70.0,17.1,3.942,,,,,,,2475.0,0.96,0.1138,0.5477,0.1447,
75.0,16.1,3.831,,,,,,,2459.0,1.01,0.103,0.5435,0.1293,
80.0,15.099999999999998,3.799,,,,,,,2511.0,0.99,0.1073,0.5472,0.1422,
85.0,14.1,3.811,,,,,,,2545.0,0.9,0.0991,0.5317,0.1253,
90.0,13.1,3.531,,,,,,,2582.0,0.94,0.1079,0.5464,0.1365,
95.0,12.200000000000005,3.253,,,,,,,2604.0,0.92,0.1018,0.5373,0.1325,
100.0,11.5,3.119,,,,,,,2608.0,0.98,0.112,0.5634,0.1227,
105.0,10.7,2.943,,,,,,,2621.0,1.01,0.1051,0.5866,0.1216,
110.0,10.0,2.8030000000000004,,,,,,,2616.0,1.06,0.1146,0.6105,0.1216,
115.0,9.4,2.687,,,,,,,2618.0,1.09,0.1053,0.5995,0.1197,
120.0,8.8,2.524,,,,,,,2610.0,1.07,0.1129,0.5405,0.1175,
125.0,8.2,2.395,,,,,,,2601.0,1.1,0.1089,0.5541,0.1139,
130.0,7.699999999999999,2.152,,,,,,,2581.0,1.14,0.1233,0.629,0.1155,
135.0,7.300000000000001,1.987,,,,,,,2491.0,1.21,0.1151,0.597,0.1179,
140.0,6.899999999999999,1.875,,,,,,,2439.0,1.16,0.1188,0.6098,0.1212,
145.0,6.399999999999999,1.785,,,,,,,2438.0,1.17,0.1019,0.6109,0.1091,
150.0,6.000000000000004,1.719,,,,,,,2507.0,1.26,0.1098,0.5765,0.0946,
155.0,5.600000000000001,1.7040000000000002,,,,,,,2550.0,1.37,0.1086,0.5335,0.098,
160.0,5.399999999999999,1.59,,,,,,,2391.0,1.39,0.1394,0.529,0.0858,
165.0,5.100000000000005,1.355,,,,,,,2042.0,1.28,0.1488,0.5856,0.076,
170.0,5.0,0.954,,,,,,,1632.0,1.25,0.2043,0.5943,0.0859,
175.0,4.900000000000002,0.648,,,,,,,,,,,,
180.0,4.800000000000001,0.528,,,,,,,,,,,,
185.0,4.800000000000001,0.4629999999999999,,,,,,,,,,,,
190.0,4.800000000000001,0.43,,,,,,,,,,,,
195.0,4.700000000000003,0.382,,,,,,,,,,,,
200.0,4.600000000000001,0.3879999999999999,,,,,,,,,,,,
205.0,4.600000000000001,0.378,,,,,,,,,,,,
210.0,4.5,0.383,,,,,,,,,,,,
215.0,4.5,0.38,,,,,,,,,,,,
220.0,4.5,0.37,,,,,,,,,,,,
225.0,4.399999999999999,0.381,,,,,,,,,,,,
230.0,4.199999999999999,0.38,,,,,,,,,,,,
235.0,4.300000000000001,0.373,,,,,,,,,,,,
240.0,4.199999999999999,0.354,,,,,,,,,,,,
245.0,4.199999999999999,0.3429999999999999,,,,,,,,,,,,
250.0,4.100000000000005,0.3429999999999999,,,,,,,,,,,,
255.0,33.1,0.0,,,,,,,,,,,,
