Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLRPUA (g/s-m2),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
350.0,,,,,,,,,1112.86,1.8,2.4,1.09,0.0109,0.2706,0.2043,0.0
355.0,,,,,,,,,1056.58,1.92,2.3,1.01,0.0106,0.2394,0.1968,0.0
360.0,,,,,,,,,1006.85,2.62,2.3,0.75,0.0049,0.5238,0.1636,0.0002
365.0,,,,,,,,,696.8,4.26,2.7,0.85,0.0,1.2739,0.1092,0.0
370.0,,,,,,,,,503.48,6.68,4.4,1.56,0.0,1.2332,0.049,0.0
375.0,,,,,,,,,639.73,8.89,58.1,1.55,0.0009,0.9545,0.0463,0.0
380.0,,,,,,,,,1159.19,10.68,172.7,1.23,0.0028,0.8158,0.0606,0.0
385.0,,,,,,,,,1304.69,11.59,222.6,1.11,0.0114,0.711,0.0668,0.0
390.0,,,,,,,,,1397.89,11.79,221.0,1.06,0.01,0.7421,0.0734,0.0
395.0,,,,,,,,,1465.03,11.85,217.1,1.13,0.016,0.7397,0.068,0.0
400.0,,,,,,,,,1564.26,11.05,217.9,1.17,0.0164,0.7499,0.0648,0.0
405.0,,,,,,,,,1651.89,10.38,227.5,1.2,0.0181,0.7902,0.0688,0.0
410.0,,,,,,,,,1569.57,10.79,220.3,1.13,0.0216,0.7414,0.0258,0.0
415.0,,,,,,,,,1429.48,10.73,212.4,1.14,0.0212,0.7607,0.0651,0.0
420.0,,,,,,,,,1467.2,10.22,207.7,1.21,0.0196,0.7895,0.0529,0.0
425.0,,,,,,,,,1414.42,10.32,207.1,1.19,0.0227,0.7559,0.0556,0.0
430.0,,,,,,,,,1294.81,10.34,207.2,1.16,0.0217,0.7653,0.0504,0.0
435.0,,,,,,,,,1285.72,10.33,204.9,1.15,0.02,0.7783,0.0535,0.0
440.0,,,,,,,,,1202.37,10.73,203.8,1.14,0.0159,0.8174,0.0537,0.0
445.0,,,,,,,,,1086.94,11.0,200.6,1.22,0.0076,0.9108,0.0506,0.0
450.0,,,,,,,,,1070.3,12.92,214.2,1.11,0.0123,0.8286,0.0643,0.0
455.0,,,,,,,,,943.78,15.39,231.6,0.99,0.0202,0.6996,0.0698,0.0
460.0,,,,,,,,,1168.12,15.29,261.8,0.96,0.0232,0.6545,0.0725,0.0
465.0,,,,,,,,,1341.01,14.27,276.0,0.96,0.0283,0.66,0.087,0.0
470.0,,,,,,,,,1361.74,13.56,268.2,1.0,0.0249,0.7186,0.0745,0.0
475.0,,,,,,,,,1270.9,13.07,246.6,1.07,0.0189,0.8096,0.0574,0.0
480.0,,,,,,,,,1076.45,13.59,243.1,1.11,0.0154,0.8392,0.0563,0.0
485.0,,,,,,,,,1012.51,14.75,249.5,1.1,0.0208,0.7724,0.0591,0.0
490.0,,,,,,,,,1018.35,15.58,273.7,1.02,0.0251,0.7072,0.0786,0.0
495.0,,,,,,,,,1128.76,15.31,291.9,1.01,0.0264,0.7022,0.0701,0.0
500.0,,,,,,,,,1282.13,14.08,292.3,1.08,0.0272,0.7191,0.0589,0.0
505.0,,,,,,,,,1348.13,13.04,281.2,1.12,0.0268,0.744,0.0788,0.0
510.0,,,,,,,,,1332.4,12.23,273.9,1.17,0.0232,0.7912,0.058,0.0
515.0,,,,,,,,,1303.34,11.06,263.4,1.28,0.0171,0.8553,0.0632,0.0
520.0,,,,,,,,,1320.23,10.71,254.2,1.3,0.0184,0.8475,0.0563,0.0
525.0,,,,,,,,,1243.14,10.53,247.1,1.31,0.0158,0.8564,0.0508,0.0
530.0,,,,,,,,,1283.01,9.91,246.3,1.41,0.0136,0.8844,0.0484,0.0
535.0,,,,,,,,,1239.67,9.83,243.0,1.36,0.0104,0.8982,0.0453,0.0
540.0,,,,,,,,,1161.87,9.43,239.1,1.48,0.0131,0.8781,0.0424,0.0
545.0,,,,,,,,,1273.54,8.76,234.1,1.48,0.0058,0.9416,0.0381,0.0
550.0,,,,,,,,,1239.76,8.35,230.2,1.57,0.0102,0.9013,0.0393,0.0
555.0,,,,,,,,,1250.18,8.08,216.5,1.53,0.0072,0.9223,0.0461,0.0
560.0,,,,,,,,,1113.98,8.04,215.6,1.52,0.0064,0.9315,0.0371,0.0
565.0,,,,,,,,,1177.06,7.74,204.4,1.54,0.006,0.931,0.0409,0.0
570.0,,,,,,,,,1146.43,7.52,200.1,1.54,0.0,1.0025,0.0452,0.0
575.0,,,,,,,,,1139.49,7.36,194.6,1.54,0.0049,0.9385,0.0413,0.0
580.0,,,,,,,,,1211.09,7.0,190.0,1.58,0.0,1.031,0.0353,0.0
585.0,,,,,,,,,1132.27,7.11,184.8,1.62,0.002,0.9737,0.0333,0.0001
590.0,,,,,,,,,1140.52,7.09,182.2,1.64,0.0032,0.9591,0.0392,0.0
595.0,,,,,,,,,1202.13,6.7,189.2,1.62,0.0,1.0277,0.0302,0.0
600.0,,,,,,,,,1177.98,6.49,182.8,1.62,0.003,0.9617,0.0362,0.0001
605.0,,,,,,,,,1172.75,6.62,174.2,1.57,0.0046,0.9327,0.0396,0.0
610.0,,,,,,,,,1152.82,6.53,169.1,1.64,0.0069,0.902,0.0337,0.0
615.0,,,,,,,,,1242.92,5.85,167.4,1.77,0.0,1.0539,0.0316,0.0
620.0,,,,,,,,,1282.96,5.47,167.6,1.92,0.0,1.0773,0.0293,0.0
625.0,,,,,,,,,1222.36,5.52,164.2,1.89,0.0,1.0866,0.0284,0.0
630.0,,,,,,,,,1144.94,5.76,166.0,1.75,0.0,1.0227,0.0253,0.0
635.0,,,,,,,,,1021.79,6.14,160.0,1.58,0.0039,0.9341,0.0209,0.0001
640.0,,,,,,,,,1049.82,5.84,155.6,1.67,0.0049,0.9214,0.0204,0.0
645.0,,,,,,,,,1122.78,5.14,150.6,1.88,0.0,1.0609,0.027,0.0
650.0,,,,,,,,,1144.66,4.87,149.4,1.99,0.0,1.0903,0.0256,0.0
655.0,,,,,,,,,1278.18,4.47,145.7,2.05,0.0,1.1841,0.0222,0.0
660.0,,,,,,,,,1221.44,4.33,146.2,2.14,0.0,1.167,0.021,0.0
665.0,,,,,,,,,1037.58,4.89,141.2,1.93,0.0,1.0329,0.0197,0.0001
670.0,,,,,,,,,1025.8,5.01,142.9,1.82,0.0004,0.993,0.0171,0.0
675.0,,,,,,,,,1001.01,4.72,140.9,1.93,0.0007,0.987,0.0162,0.0
680.0,,,,,,,,,1074.05,4.33,134.7,2.03,0.0,1.0809,0.0181,0.0
685.0,,,,,,,,,1088.45,4.15,133.9,2.12,0.0,1.0568,0.02,0.0
690.0,,,,,,,,,1024.82,4.24,128.3,1.99,0.0,1.0571,0.0197,0.0
695.0,,,,,,,,,1123.16,3.77,128.2,2.22,0.0,1.1931,0.0202,0.0001
700.0,,,,,,,,,1047.27,4.05,124.6,2.11,0.0,1.0885,0.0179,0.0
705.0,,,,,,,,,858.27,4.57,125.0,1.78,0.0023,0.9484,0.0135,0.0
710.0,,,,,,,,,1028.95,3.83,125.1,2.11,0.0,1.1789,0.0166,0.0
715.0,,,,,,,,,1015.24,3.85,120.6,2.12,0.0,1.1333,0.0158,0.0001
720.0,,,,,,,,,857.0,4.58,119.7,1.72,0.0018,0.9575,0.0143,0.0001
725.0,,,,,,,,,850.79,4.24,121.4,1.84,0.0004,0.9909,0.0125,0.0
730.0,,,,,,,,,999.36,3.8,119.0,2.11,0.0,1.1149,0.0142,0.0001
735.0,,,,,,,,,998.12,3.63,118.6,2.24,0.0,1.1862,0.0137,0.0001
740.0,,,,,,,,,1061.07,3.31,120.7,2.5,0.0,1.2366,0.0166,0.0001
745.0,,,,,,,,,994.48,3.46,120.1,2.37,0.0,1.2288,0.0144,0.0
750.0,,,,,,,,,814.8,4.16,122.2,1.99,0.0,1.025,0.0134,0.0
755.0,,,,,,,,,831.35,4.17,118.6,1.98,0.0,1.0424,0.0124,0.0
760.0,,,,,,,,,959.91,3.58,121.4,2.32,0.0,1.1343,0.0139,0.0001
765.0,,,,,,,,,1009.42,3.49,117.8,2.35,0.0,1.1876,0.0144,0.0001
770.0,,,,,,,,,867.3,3.76,119.2,2.21,0.0,1.0857,0.0127,0.0001
775.0,,,,,,,,,749.26,4.2,118.5,1.96,0.0001,0.9977,0.0099,0.0
780.0,,,,,,,,,795.62,3.88,116.9,2.14,0.0,1.0802,0.0121,0.0001
785.0,,,,,,,,,1012.38,3.23,117.1,2.61,0.0,1.2847,0.0134,0.0002
790.0,,,,,,,,,906.32,3.61,119.1,2.31,0.0,1.1498,0.0109,0.0
795.0,,,,,,,,,850.08,3.95,117.3,2.15,0.0,1.1333,0.01,0.0001
800.0,,,,,,,,,926.96,3.76,117.9,2.27,0.0,1.1372,0.0105,0.0001
805.0,,,,,,,,,844.04,3.77,118.5,2.23,0.0,1.0857,0.0115,0.0
810.0,,,,,,,,,813.35,3.95,119.5,2.14,0.0,1.0448,0.0099,0.0001
815.0,,,,,,,,,939.06,3.55,119.5,2.31,0.0,1.2269,0.0119,0.0001
820.0,,,,,,,,,998.1,3.26,118.7,2.59,0.0,1.3296,0.0122,0.0002
825.0,,,,,,,,,948.19,3.3,119.0,2.51,0.0,1.2362,0.0109,0.0002
830.0,,,,,,,,,1041.14,3.09,120.0,2.68,0.0,1.2928,0.0125,0.0002
835.0,,,,,,,,,907.14,3.5,118.3,2.33,0.0,1.1292,0.011,0.0
840.0,,,,,,,,,776.81,4.13,116.7,1.92,0.0008,0.9737,0.008,0.0001
845.0,,,,,,,,,815.83,3.84,114.8,2.17,0.0,1.0143,0.0083,0.0001
850.0,,,,,,,,,897.11,3.15,111.0,2.63,0.0,1.2915,0.011,0.0
855.0,,,,,,,,,886.13,3.18,116.1,2.55,0.0,1.1855,0.01,0.0
860.0,,,,,,,,,815.32,3.6,114.6,2.28,0.0,1.1042,0.0086,0.0
865.0,,,,,,,,,724.39,3.76,112.2,2.19,0.0,1.0405,0.0093,0.0
870.0,,,,,,,,,815.27,3.38,112.2,2.38,0.0,1.1404,0.0084,0.0001
875.0,,,,,,,,,1048.26,2.57,114.0,3.09,0.0,1.444,0.0106,0.0
880.0,,,,,,,,,1045.92,2.78,110.3,2.84,0.0,1.2652,0.013,0.0
885.0,,,,,,,,,759.8,3.5,110.6,2.2,0.0,1.0587,0.0084,0.0
890.0,,,,,,,,,684.64,3.7,107.7,2.15,0.0,1.0388,0.0078,0.0
895.0,,,,,,,,,699.96,3.82,107.0,2.03,0.0011,0.96,0.0084,0.0
900.0,,,,,,,,,687.7,3.6,107.2,2.17,0.0,1.0713,0.0084,0.0
905.0,,,,,,,,,770.26,3.22,106.8,2.44,0.0,1.1895,0.0089,0.0001
910.0,,,,,,,,,900.07,2.71,107.3,2.92,0.0,1.1978,0.0105,0.0001
915.0,,,,,,,,,886.18,2.73,105.8,2.89,0.0,1.3364,0.0091,0.0
920.0,,,,,,,,,720.17,3.21,106.2,2.45,0.0,1.1311,0.0081,0.0
925.0,,,,,,,,,881.09,2.76,105.8,2.87,0.0,1.3065,0.0099,0.0
930.0,,,,,,,,,787.76,2.84,104.3,2.71,0.0,1.3163,0.0107,0.0
935.0,,,,,,,,,704.15,3.42,105.0,2.26,0.0,1.082,0.0071,0.0001
940.0,,,,,,,,,798.15,3.11,102.8,2.51,0.0,1.1602,0.0093,0.0001
945.0,,,,,,,,,865.74,2.63,104.9,2.92,0.0,1.4069,0.0107,0.0001
950.0,,,,,,,,,736.46,3.1,102.9,2.44,0.0,1.2018,0.008,0.0001
955.0,,,,,,,,,650.13,3.6,102.8,2.13,0.0,1.0435,0.0069,0.0
960.0,,,,,,,,,760.96,2.85,101.5,2.71,0.0,1.269,0.0081,0.0
965.0,,,,,,,,,797.66,2.66,101.5,2.93,0.0,1.3047,0.009,0.0001
970.0,,,,,,,,,802.43,2.96,102.9,2.54,0.0,1.291,0.0101,0.0001
975.0,,,,,,,,,843.93,2.6,103.9,3.04,0.0,1.472,0.0081,0.0
980.0,,,,,,,,,726.39,3.08,102.8,2.44,0.0,1.2255,0.0087,0.0
985.0,,,,,,,,,589.28,3.83,105.4,1.98,0.0015,0.94,0.0063,0.0
990.0,,,,,,,,,657.16,3.43,102.1,2.17,0.0,1.016,0.007,0.0
995.0,,,,,,,,,753.55,2.93,102.3,2.53,0.0,1.1985,0.0071,0.0
1000.0,,,,,,,,,658.84,3.13,101.1,2.39,0.0,1.1665,0.0073,0.0001
1005.0,,,,,,,,,651.66,3.28,101.9,2.31,0.0,1.1123,0.0074,0.0
1010.0,,,,,,,,,752.81,3.04,103.4,2.38,0.0,1.1958,0.0082,0.0001
1015.0,,,,,,,,,746.29,2.88,103.2,2.63,0.0,1.2234,0.0076,0.0
1020.0,,,,,,,,,883.78,2.53,99.1,3.01,0.0,1.3297,0.0085,0.0002
1025.0,,,,,,,,,801.76,2.65,101.7,2.83,0.0,1.2294,0.0084,0.0
1030.0,,,,,,,,,728.32,3.07,100.9,2.4,0.0,1.0763,0.0074,0.0
1035.0,,,,,,,,,737.38,2.81,99.0,2.64,0.0,1.2041,0.0075,0.0
1040.0,,,,,,,,,799.94,2.65,98.8,2.77,0.0,1.2416,0.0074,0.0
1045.0,,,,,,,,,630.74,3.11,98.1,2.34,0.0,1.0638,0.007,0.0
1050.0,,,,,,,,,617.09,3.49,98.9,2.06,0.0006,0.977,0.0068,0.0001
1055.0,,,,,,,,,665.81,2.92,98.6,2.47,0.0,1.0986,0.0076,0.0
1060.0,,,,,,,,,978.18,2.07,97.8,3.37,0.0,1.5016,0.0087,0.0002
1065.0,,,,,,,,,845.78,2.3,99.0,3.06,0.0,1.4102,0.0081,0.0
1070.0,,,,,,,,,654.96,3.08,97.4,2.26,0.0,1.0565,0.0076,0.0001
1075.0,,,,,,,,,665.13,3.26,97.9,2.1,0.0029,0.8928,0.0067,0.0
1080.0,,,,,,,,,661.56,3.15,95.1,2.14,0.0004,0.9868,0.0074,0.0001
1085.0,,,,,,,,,600.58,2.97,95.5,2.27,0.0,1.1029,0.006,0.0
1090.0,,,,,,,,,861.26,2.3,93.6,2.92,0.0,1.2684,0.0086,0.0001
1095.0,,,,,,,,,907.08,2.0,94.7,3.4,0.0,1.4802,0.0086,0.0
1100.0,,,,,,,,,659.59,2.68,93.8,2.62,0.0,1.2607,0.0068,0.0
1105.0,,,,,,,,,666.37,2.87,95.3,2.4,0.0,1.0544,0.0068,0.0002
1110.0,,,,,,,,,729.23,2.71,94.0,2.59,0.0,1.1366,0.0087,0.0
1115.0,,,,,,,,,611.21,3.03,94.7,2.24,0.0029,0.8989,0.008,0.0001
1120.0,,,,,,,,,693.18,2.87,94.8,2.41,0.0023,0.9255,0.0064,0.0
1125.0,,,,,,,,,712.99,2.51,90.3,2.77,0.0,1.238,0.0075,0.0001
1130.0,,,,,,,,,639.43,2.73,89.8,2.62,0.0,1.0513,0.0079,0.0
1135.0,,,,,,,,,631.0,2.64,90.6,2.7,0.0,1.0472,0.0072,0.0
1140.0,,,,,,,,,803.48,2.06,92.5,3.4,0.0,1.4113,0.0097,0.0
1145.0,,,,,,,,,718.92,2.28,90.3,3.06,0.0,1.1748,0.0079,0.0002
1150.0,,,,,,,,,561.17,2.87,89.7,2.36,0.0029,0.9047,0.0082,0.0
1155.0,,,,,,,,,568.07,2.79,88.4,2.45,0.0019,0.9413,0.0068,0.0002
1160.0,,,,,,,,,581.83,2.57,87.9,2.69,0.0,1.0117,0.0075,0.0
1165.0,,,,,,,,,638.65,2.42,87.0,2.84,0.0,1.0586,0.0072,0.0001
1170.0,,,,,,,,,709.04,2.0,87.7,3.47,0.0,1.3644,0.0101,0.0
1175.0,,,,,,,,,702.08,2.18,88.3,3.06,0.0,1.2541,0.0095,0.0001
1180.0,,,,,,,,,492.61,2.92,87.4,2.26,0.0026,0.9003,0.0065,0.0
1185.0,,,,,,,,,455.73,2.77,83.9,2.45,0.0014,0.9479,0.0069,0.0002
1190.0,,,,,,,,,636.61,1.96,84.1,3.45,0.0,1.3674,0.0083,0.0
1195.0,,,,,,,,,700.28,1.98,83.3,3.4,0.0,1.2637,0.0113,0.0001
1200.0,,,,,,,,,516.57,2.49,84.3,2.69,0.0,1.0052,0.0068,0.0
1205.0,,,,,,,,,516.56,2.31,84.3,2.85,0.0,1.0052,0.007,0.0
1210.0,,,,,,,,,652.67,2.18,82.9,2.96,0.0,1.2212,0.0095,0.0001
1215.0,,,,,,,,,559.96,2.44,84.7,2.68,0.0,1.0444,0.0082,0.0002
1220.0,,,,,,,,,536.32,2.55,81.5,2.43,0.0013,0.9561,0.0091,0.0
1225.0,,,,,,,,,632.5,2.22,81.2,2.82,0.0,1.1333,0.0097,0.0
1230.0,,,,,,,,,620.43,2.24,78.7,2.75,0.0,1.1036,0.0105,0.0002
1235.0,,,,,,,,,532.91,2.29,79.3,2.72,0.0,1.0248,0.0103,0.0001
1240.0,,,,,,,,,625.46,1.73,77.1,3.61,0.0,1.3246,0.0145,0.0003
1245.0,,,,,,,,,638.93,1.8,77.9,3.45,0.0,1.3751,0.0144,0.0
1250.0,,,,,,,,,473.57,2.44,77.2,2.55,0.001,0.9719,0.0103,0.0
1255.0,,,,,,,,,470.63,2.56,77.3,2.42,0.0006,0.9832,0.01,0.0
1260.0,,,,,,,,,459.74,2.24,75.7,2.71,0.0,1.0301,0.0088,0.0001
1265.0,,,,,,,,,387.01,2.3,75.1,2.6,0.0,1.0337,0.0096,0.0001
1270.0,,,,,,,,,371.91,2.39,75.0,2.51,0.0044,0.8946,0.0097,0.0
1275.0,,,,,,,,,425.04,2.0,71.4,2.94,0.0,1.1285,0.0138,0.0001
1280.0,,,,,,,,,479.07,1.72,73.4,3.34,0.0,1.2806,0.0148,0.0002
1285.0,,,,,,,,,428.02,1.99,72.3,2.92,0.0029,0.9416,0.013,0.0
1290.0,,,,,,,,,357.83,2.28,72.0,2.54,0.0033,0.9255,0.0096,0.0001
1295.0,,,,,,,,,387.5,2.06,73.1,2.76,0.0,1.1121,0.0149,0.0002
1300.0,,,,,,,,,417.72,1.86,72.9,3.01,0.0,1.1644,0.0135,0.0002
1305.0,,,,,,,,,446.61,1.62,70.6,3.45,0.0,1.3657,0.0176,0.0
1310.0,,,,,,,,,435.02,1.51,69.0,3.7,0.0,1.4,0.0177,0.0
1315.0,,,,,,,,,510.53,1.76,69.0,3.26,0.0,1.0891,0.0174,0.0
1320.0,,,,,,,,,360.64,1.97,67.5,2.92,0.0045,0.9197,0.0137,0.0001
1325.0,,,,,,,,,329.64,2.48,69.2,2.22,0.0073,0.8341,0.0119,0.0002
1330.0,,,,,,,,,297.93,2.21,67.1,2.59,0.0065,0.8691,0.0132,0.0002
1335.0,,,,,,,,,429.52,1.66,66.2,3.39,0.0,1.1921,0.0191,0.0
1340.0,,,,,,,,,384.55,2.0,66.7,2.68,0.0023,0.9581,0.0196,0.0
1345.0,,,,,,,,,312.67,1.88,66.3,2.85,0.0,1.0804,0.0154,0.0
1350.0,,,,,,,,,370.13,1.9,65.0,2.73,0.0008,0.9879,0.0165,0.0
1355.0,,,,,,,,,316.6,2.02,63.1,2.48,0.0017,0.991,0.0164,0.0
1360.0,,,,,,,,,287.34,1.68,61.6,2.96,0.0,1.1553,0.021,0.0001
1365.0,,,,,,,,,386.34,1.4,62.5,3.58,0.0,1.407,0.0247,0.0
1370.0,,,,,,,,,327.89,1.28,61.2,3.76,0.0,1.4417,0.0383,0.0
1375.0,,,,,,,,,308.77,1.78,61.9,2.76,0.0,1.0325,0.0266,0.0
1380.0,,,,,,,,,225.22,1.9,60.2,2.55,0.0056,0.9125,0.0235,0.0001
1385.0,,,,,,,,,349.95,1.63,60.2,2.95,0.0,1.1173,0.0285,0.0
1390.0,,,,,,,,,223.77,2.1,58.2,2.32,0.0143,0.7778,0.0187,0.0001
1395.0,,,,,,,,,209.82,1.88,58.1,2.67,0.0024,0.9688,0.0234,0.0
1400.0,,,,,,,,,285.1,1.66,58.1,2.99,0.002,0.9772,0.0263,0.0001
1405.0,,,,,,,,,266.75,1.28,57.1,3.87,0.0,1.2001,0.0344,0.0002
1410.0,,,,,,,,,476.36,1.14,57.8,4.37,0.0,1.2532,0.0407,0.0002
1415.0,,,,,,,,,265.19,1.46,54.5,3.41,0.0049,0.9554,0.0307,0.0
1420.0,,,,,,,,,141.29,1.99,54.0,2.38,0.0265,0.6716,0.0225,0.0
1425.0,,,,,,,,,184.84,1.59,52.8,3.04,0.0151,0.8503,0.0364,0.0001
1430.0,,,,,,,,,350.58,0.79,52.1,6.0,0.0,1.7591,0.0719,0.0
1435.0,,,,,,,,,261.3,0.9,52.3,5.17,0.0,1.7286,0.061,0.0006
1440.0,,,,,,,,,238.29,1.53,51.6,3.0,0.0001,0.9991,0.0389,0.0
