Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,54.2,,,,,,,,,,,,,
5.0,54.2,,,,,,,,,,,,,
10.0,54.2,,,,,,,,,,,,,
15.0,54.2,,,,,,,,,,,,,
20.0,54.1,,,,,,,,,,,,,
25.0,54.1,,,,,,,,,,,,,
30.0,54.2,,,,,,,,,,,,,
35.0,54.1,,,,,,,,,,,,,
40.0,54.1,,,,,,,,,,,,,
45.0,54.0,,,,,,,,,,,,,
50.0,53.8,,,,,,,,,,,,,
55.0,53.7,,,,,,,,,,,,,
60.0,53.5,,,,,,,,,,,,,
65.0,53.400000000000006,,,,,,,,,,,,,
70.0,53.1,,,,,,,,,,,,,
75.0,53.0,,,,,,,,,,,,,
80.0,52.7,,,,,,,,,,,,,
85.0,52.5,,,,,,,,,,,,,
90.0,52.3,,,,,,,,,,,,,
95.0,52.0,,,,,,,,,,,,,
100.0,51.900000000000006,,,,,,,,,,,,,
105.0,51.6,,,,,,,,,,,,,
110.0,51.400000000000006,,,,,,,,,,,,,
115.0,51.2,,,,,,,,,,,,,
120.0,51.0,,,,,,,,,,,,,
125.0,50.7,,,,,,,,,,,,,
130.0,50.6,,,,,,,,,,,,,
135.0,50.3,,,,,,,,,,,,,
140.0,50.2,,,,,,,,,,,,,
145.0,50.0,,,,,,,,,,,,,
150.0,49.8,,,,,,,,,,,,,
155.0,49.5,,,,,,,,,,,,,
160.0,49.400000000000006,,,,,,,,,,,,,
165.0,49.1,,,,,,,,,,,,,
170.1,48.900000000000006,,,,,,,,,,,,,
175.0,48.6,,,,,,,,,,,,,
180.0,48.400000000000006,,,,,,,,,,,,,
185.0,48.0,,,,,,,,,,,,,
190.0,47.900000000000006,0.0559999999999999,,,,,,,1045.0,1.07,0.0069,0.9629,0.1029,
195.0,47.400000000000006,0.351,,,,,,,1101.0,1.04,0.0138,0.7304,0.1045,
200.0,46.6,2.001,,,,,,,1158.0,0.87,0.0105,0.5232,,
205.0,45.8,2.596,,,,,,,1215.0,0.79,0.0421,0.4919,,
210.0,45.0,2.694,,,,,,,1272.0,0.75,0.044,0.5081,,
215.0,44.400000000000006,2.512,,,,,,,1329.0,0.76,0.0773,0.5161,0.0896,
220.0,43.6,2.285,,,,,,,1386.0,0.78,0.0805,0.5403,0.0871,
225.0,43.0,2.233,,,,,,,1412.0,0.76,0.0993,0.5472,0.0729,
230.0,42.400000000000006,2.18,,,,,,,1419.0,0.82,0.1079,0.5451,0.074,
235.0,41.8,2.106,,,,,,,1407.0,0.81,0.1146,0.5191,0.0604,
240.0,41.2,2.068,,,,,,,1401.0,0.74,0.1153,0.5052,0.0616,
245.0,40.7,1.935,,,,,,,1398.0,0.7,0.1134,0.5068,0.061,
250.0,40.0,1.854,,,,,,,1390.0,0.74,0.1234,0.5264,0.0511,
255.0,39.6,1.744,,,,,,,1370.0,0.76,0.1276,0.563,0.058,
260.0,39.2,1.6769999999999998,,,,,,,1340.0,0.83,0.1332,0.5765,0.0534,
265.1,38.7,1.644,,,,,,,1311.0,0.8,0.125,0.5658,0.0512,
270.0,38.2,1.5690000000000002,,,,,,,1292.0,0.8,0.1285,0.551,0.0524,
275.0,37.8,1.545,,,,,,,1263.0,0.83,0.1252,0.5744,0.0417,
280.0,37.400000000000006,1.4640000000000002,,,,,,,1221.0,0.87,0.1341,0.6073,0.0459,
285.0,37.0,1.4480000000000002,,,,,,,1197.0,0.85,0.1251,0.5279,0.0417,
290.0,36.7,1.415,,,,,,,1170.0,0.88,0.1289,0.5452,0.0416,
295.0,36.3,1.3630000000000002,,,,,,,1159.0,0.85,0.1193,0.5809,0.0399,
300.0,35.900000000000006,1.3190000000000002,,,,,,,1146.0,0.92,0.1271,0.5901,0.0368,
305.0,35.6,1.271,,,,,,,1142.0,0.96,0.1165,0.5921,0.0372,
310.0,35.300000000000004,1.281,,,,,,,1160.0,0.92,0.1178,0.5094,0.0385,
315.0,34.900000000000006,1.3019999999999998,,,,,,,1129.0,0.97,0.1132,0.5797,0.039,
320.0,34.60000000000001,1.285,,,,,,,1132.0,1.01,0.1213,0.632,0.039,
325.0,34.3,1.249,,,,,,,1133.0,1.11,0.1145,0.7291,0.0364,
330.0,34.1,1.22,,,,,,,1113.0,1.11,0.1135,0.6489,0.0345,
335.1,33.7,1.283,,,,,,,1106.0,1.15,0.1067,0.7015,0.0329,
340.0,33.5,1.263,,,,,,,1107.0,1.24,0.1103,0.7324,0.0298,
345.0,33.2,1.2140000000000002,,,,,,,1099.0,1.21,0.0993,0.6787,0.0284,
350.0,33.0,1.208,,,,,,,1103.0,1.28,0.0958,0.6932,0.0288,
355.0,32.7,1.22,,,,,,,1121.0,1.38,0.0849,0.6895,0.0257,
360.0,32.4,1.213,,,,,,,1121.0,1.3,0.0912,0.7714,0.0271,
365.0,32.2,1.25,,,,,,,1140.0,1.27,0.0736,0.7222,0.0265,
