Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLRPUA (g/s-m2),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,,,,,,,,,0.0,0.0,0.0,14.63,0.0,3.3402,0.0645,0.0
5.0,,,,,,,,,0.0,0.0,0.0,14.58,0.0,2.7482,0.0732,0.005
10.0,,,,,,,,,0.0,0.0,0.5,14.58,0.0,5.033,0.1691,0.0
15.0,,,,,,,,,187.36,0.88,0.0,1.79,0.001,0.7176,0.0199,0.0006
20.0,,,,,,,,,264.2,1.37,0.8,1.28,0.0,2.4365,0.0435,0.0
25.0,,,,,,,,,40.66,4.01,0.0,1.2,0.0,1.6037,0.0522,0.0002
30.0,,,,,,,,,113.02,8.48,4.4,2.06,0.0004,0.702,0.0247,0.0001
35.0,,,,,,,,,706.73,10.5,137.4,1.64,0.0041,0.5353,0.0175,0.0
40.0,,,,,,,,,1146.66,10.51,210.8,1.59,0.0037,0.5824,0.0149,0.0
45.0,,,,,,,,,1114.08,10.79,195.1,1.55,0.0074,0.6064,0.0171,0.0
50.0,,,,,,,,,1109.11,11.13,194.4,1.54,0.0078,0.574,0.0162,0.0
55.0,,,,,,,,,1076.08,11.24,196.5,1.55,0.0115,0.5576,0.013,0.0
60.0,,,,,,,,,1218.94,10.73,205.4,1.55,0.0124,0.547,0.0177,0.0
65.0,,,,,,,,,1268.94,10.14,201.6,1.59,0.0135,0.5962,0.0147,0.0
70.0,,,,,,,,,1144.21,10.09,192.6,1.54,0.0116,0.6528,0.0159,0.0
75.0,,,,,,,,,954.26,10.67,183.1,1.6,0.011,0.6469,0.0107,0.0
80.0,,,,,,,,,934.6,11.52,188.4,1.55,0.0111,0.6135,0.0162,0.0
85.0,,,,,,,,,956.01,12.09,207.6,1.59,0.0112,0.6024,0.0129,0.0
90.0,,,,,,,,,993.28,12.21,220.2,1.57,0.0117,0.5758,0.0122,0.0
95.0,,,,,,,,,974.29,12.43,223.7,1.58,0.012,0.5489,0.008,0.0
100.0,,,,,,,,,915.22,12.76,222.8,1.5,0.011,0.5688,0.0072,0.0
105.0,,,,,,,,,928.68,12.33,219.7,1.64,0.0097,0.6187,0.0072,0.0
110.0,,,,,,,,,851.23,12.43,221.1,1.66,0.0093,0.6262,0.0069,0.0
115.0,,,,,,,,,780.29,13.55,233.3,1.57,0.0086,0.618,0.0074,0.0
120.0,,,,,,,,,836.19,13.74,241.6,1.62,0.0093,0.5802,0.0087,0.0
