Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,,,,,,,,,,0.0,,,,,
5.0,,,,,,,,,,0.0,,,,,
10.0,,,,,,,,,,0.0,,,,,
15.0,,,,,,,,,,0.0,,,,,
20.0,,,,,,,,,,0.0,,,,,
25.0,,,,,,,,,,0.0,,,,,
30.0,,,,,,,,,,0.0,,,,,
35.0,,,,,,,,,,0.0,,,,,
40.0,,,,,,,,,,0.0,,,,,
45.0,,,,,,,,,,0.0,,,,,
50.0,,,,,,,,,,0.0,,,,,
55.0,,,,,,,,,,0.0,,,,,
60.0,,,,,,,,,,0.0,,,,,
65.0,,,,,,,,,,0.0,,,,,
70.0,,,,,,,,,,0.0,,,,,
75.0,,,,,,,,,,0.0,,,,,
80.0,,,,,,,,,,0.0,,,,,
85.0,,,,,,,,,,0.0,,,,,
90.0,,,,,,,,,,0.0,,,,,
95.0,,,,,,,,,,0.0,,,,,
100.0,,,,,,,,,,0.0,,,,,
105.0,,,,,,,,,,0.0,,,,,
110.0,,,,,,,,,,0.0,,,,,
115.0,,,,,,,,,,0.0,,,,,
120.0,,,,,,,,,,0.0,,,,,
125.0,,,,,,,,,,0.0,,,,,
130.0,,,,,,,,,,0.0,,,,,
135.0,,,,,,,,,,0.0,,,,,
140.0,,,,,,,,,,0.0,,,,,
145.0,,,,,,,,,,0.0,,,,,
150.0,,,,,,,,,,0.0,,,,,
155.0,,,,,,,,,,0.0,,,,,
160.0,,,,,,,,,,0.0,,,,,
165.0,,,,,,,,,,0.0,,,,,
170.0,,,,,,,,,,0.0,,,,,
175.0,,,,,,,,,,0.0,,,,,
180.0,,,,,,,,,,0.0,,,,,
185.0,,,,,,,,,,0.0,,,,,
190.0,,,,,,,,,,0.0,,,,,
195.0,,,,,,,,,,0.0,,,,,
200.0,,,,,,,,,,0.0,,,,,
205.0,,,,,,,,,,0.0,,,,,
210.0,,,,,,,,,,0.0,,,,,
215.0,,,,,,,,,,0.0,,,,,
220.0,,,,,,,,,,0.0,,,,,
225.0,,,,,,,,,,0.0,,,,,
230.0,,,,,,,,,,0.0,,,,,
235.0,,,,,,,,,,0.0,,,,,
240.0,,,,,,,,,,0.0,,,,,
245.0,,,,,,,,,,0.0,,,,,
250.0,,,,,,,,,,0.0,,,,,
255.0,,0.049,,,,,,,60.0,-0.0268,15.06,0.2725,25.2794,1.2279,
260.0,,0.081,,,,,,,134.0,0.0772,0.53,0.0035,0.5238,0.0089,
265.0,,0.477,,,,,,,208.0,0.0364,1.76,0.0112,1.3263,0.0157,
270.0,,0.95,,,,,,,282.0,0.0609,1.25,0.0066,0.8432,0.0111,
275.0,,1.345,,,,,,,356.0,0.0678,1.2,0.0137,0.897,0.0162,
280.0,,1.566,,,,,,,430.0,0.0825,1.02,0.0112,0.7639,0.0122,
285.0,,1.683,,,,,,,504.0,0.0939,0.88,0.0162,0.659,0.0134,
290.0,,1.722,,,,,,,545.0,0.0902,0.88,0.0168,0.5752,0.014,
295.0,,1.7680000000000002,,,,,,,552.0,0.0817,0.87,0.0267,0.5371,0.0121,
300.0,,1.651,,,,,,,531.0,0.0729,0.8,0.03,0.5584,0.0099,
305.0,,1.4240000000000002,,,,,,,488.0,0.0619,0.82,0.0374,0.6572,0.0093,
310.0,,1.247,,,,,,,450.0,0.062,0.7,0.0376,0.5667,0.01,
315.0,,1.117,,,,,,,390.0,0.0579999999999999,0.63,0.0356,0.5355,0.0108,
320.0,,0.986,,,,,,,323.0,0.0486,0.61,0.0427,0.5969,0.0131,
325.0,,0.8740000000000001,,,,,,,256.0,0.0492,0.52,0.037,0.4648,0.0111,
330.0,,0.7320000000000001,,,,,,,208.0,0.0394,0.51,0.0464,0.4842,0.0131,
335.0,,0.618,,,,,,,173.0,0.0382,0.44,0.0407,0.3547,0.0154,
340.0,,0.535,,,,,,,145.0,0.0289,0.59,0.0543,0.5574,0.0196,
345.0,,0.477,,,,,,,140.0,0.0245,0.69,0.0533,0.6387,0.0213,
350.0,,0.435,,,,,,,194.0,0.0281,0.48,0.0465,0.3995,0.0263,
355.0,,0.379,,,,,,,261.0,0.0239,0.46,0.0497,0.4304,0.0305,
360.0,,0.34,,,,,,,,0.0178,,,,,
365.0,,0.277,,,,,,,,0.0165,,,,,
370.0,,0.28,,,,,,,,0.0183,,,,,
375.0,,0.267,,,,,,,293.0,0.023,0.39,0.0412,0.3141,0.0429,
380.0,,0.273,,,,,,,,0.0199,,,,,
385.0,,0.273,,,,,,,,0.0137,,,,,
390.0,,0.273,,,,,,,,0.0152,,,,,
395.0,,0.283,,,,,,,,0.018,,,,,
400.0,,0.287,,,,,,,135.0,0.0276,0.21,0.0298,0.4682,0.0324,
405.0,,0.277,,,,,,,117.0,0.0279,0.2,0.0248,0.4411,0.032,
410.0,,0.278,,,,,,,102.0,0.0287,0.18,0.0241,0.3677,0.0323,
415.0,,0.28,,,,,,,94.0,0.0229,0.21,0.0302,0.5768,0.0391,
420.0,,0.2789999999999999,,,,,,,90.0,0.0224,0.13,0.0307,0.5019,0.0384,
425.0,,0.292,,,,,,,,0.0157,,,,,
430.0,,0.301,,,,,,,,0.015,,,,,
