Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLRPUA (g/s-m2),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
135.0,,,,,,,,,66.51,9.86,139.7,1.09,0.0325,0.0,0.0014,0.0066
140.0,,,,,,,,,33.48,9.68,133.8,1.07,0.0317,0.0,0.0014,0.0067
145.0,,,,,,,,,100.69,8.56,128.5,1.21,0.0368,0.0,0.0017,0.0
150.0,,,,,,,,,173.39,7.55,125.0,1.36,0.0385,0.0,0.0016,0.0
155.0,,,,,,,,,206.28,7.27,122.2,1.33,0.0404,0.0,0.0015,0.0
160.0,,,,,,,,,160.29,7.6,120.5,1.29,0.0391,0.0,0.0012,0.0
165.0,,,,,,,,,36.15,8.13,113.4,1.18,0.0348,0.0,0.001,0.0
170.0,,,,,,,,,0.0,8.59,112.5,1.11,0.0354,0.0,0.0009,0.0
175.0,,,,,,,,,0.0,8.13,112.3,1.12,0.0338,0.0,0.0008,0.0
180.0,,,,,,,,,0.0,7.31,105.7,1.2,0.0354,0.0,0.0008,0.0
185.0,,,,,,,,,9.52,7.39,103.0,1.2,0.0329,0.0,0.0008,0.0
190.0,,,,,,,,,16.11,7.89,101.5,1.12,0.0304,0.0,0.0007,0.0
195.0,,,,,,,,,40.54,8.06,102.7,1.07,0.0261,0.0,0.0007,0.0
200.0,,,,,,,,,0.0,7.75,103.9,1.1,0.0282,0.0,0.0009,0.0
205.0,,,,,,,,,61.18,7.51,102.4,1.13,0.0292,0.0,0.0008,0.0
210.0,,,,,,,,,6.51,7.34,101.2,1.12,0.0253,0.0,0.0009,0.0
215.0,,,,,,,,,0.0,7.08,100.2,1.19,0.0285,0.0,0.0009,0.0
220.0,,,,,,,,,31.17,7.08,99.3,1.17,0.028,0.0,0.001,0.0
225.0,,,,,,,,,0.0,7.48,99.9,1.13,0.0291,0.0,0.0009,0.0
230.0,,,,,,,,,0.0,7.87,97.7,1.07,0.0279,0.0,0.0009,0.0
235.0,,,,,,,,,0.0,7.52,98.0,1.08,0.0322,0.0,0.001,0.0
240.0,,,,,,,,,75.18,7.18,96.7,1.17,0.0297,0.0,0.001,0.0
245.0,,,,,,,,,0.0,7.4,95.2,1.14,0.0341,0.0,0.0011,0.0
250.0,,,,,,,,,0.0,7.59,97.7,1.1,0.0331,0.0,0.0011,0.0
255.0,,,,,,,,,0.0,7.7,96.0,1.09,0.0335,0.0,0.0012,0.0
260.0,,,,,,,,,130.98,7.52,94.1,1.1,0.0356,0.0,0.0012,0.0
265.0,,,,,,,,,103.78,7.01,96.3,1.2,0.0404,0.0,0.0014,0.0
270.0,,,,,,,,,70.47,6.79,96.0,1.25,0.0406,0.0,0.0015,0.0
275.0,,,,,,,,,135.73,7.04,97.9,1.2,0.0422,0.0,0.0015,0.0
280.0,,,,,,,,,105.62,7.18,96.2,1.16,0.0413,0.0,0.0015,0.0
285.0,,,,,,,,,23.79,7.23,97.6,1.14,0.0419,0.0,0.0016,0.0
290.0,,,,,,,,,161.83,7.5,97.0,1.07,0.0408,0.0,0.0014,0.0
295.0,,,,,,,,,34.6,7.54,95.1,1.09,0.0432,0.0,0.0016,0.0
300.0,,,,,,,,,29.93,7.11,93.9,1.15,0.044,0.0,0.0016,0.0
305.0,,,,,,,,,9.51,6.82,96.5,1.17,0.0479,0.0,0.0016,0.0
310.0,,,,,,,,,214.22,6.96,97.5,1.15,0.0473,0.0,0.0017,0.0
315.0,,,,,,,,,129.44,6.88,96.1,1.16,0.0472,0.0,0.0018,0.0
320.0,,,,,,,,,217.58,6.8,95.6,1.18,0.0494,0.0,0.0017,0.0
325.0,,,,,,,,,132.76,6.99,94.6,1.16,0.0482,0.0,0.0018,0.0
330.0,,,,,,,,,103.71,7.05,95.2,1.15,0.0472,0.0,0.0016,0.0
335.0,,,,,,,,,181.09,6.92,96.8,1.19,0.0489,0.0,0.0017,0.0
340.0,,,,,,,,,171.83,6.6,97.2,1.24,0.0526,0.0,0.0019,0.0
345.0,,,,,,,,,43.85,6.71,95.4,1.22,0.0512,0.0,0.0018,0.0
350.0,,,,,,,,,72.89,7.14,96.1,1.15,0.0498,0.0,0.0017,0.0
355.0,,,,,,,,,202.76,6.76,93.6,1.22,0.0517,0.0,0.0017,0.0
360.0,,,,,,,,,169.79,6.22,96.6,1.35,0.0564,0.0,0.0019,0.0
365.0,,,,,,,,,72.86,6.36,96.9,1.28,0.0544,0.0,0.0017,0.0
370.0,,,,,,,,,157.86,6.66,97.3,1.23,0.0508,0.0,0.0017,0.0
375.0,,,,,,,,,140.11,6.71,93.4,1.21,0.0518,0.0,0.0017,0.0
380.0,,,,,,,,,58.76,6.49,96.9,1.24,0.0532,0.0,0.0017,0.0
385.0,,,,,,,,,72.27,6.32,96.3,1.25,0.0537,0.0,0.0016,0.0
390.0,,,,,,,,,256.51,6.29,96.8,1.27,0.0561,0.0,0.0017,0.0
395.0,,,,,,,,,192.17,6.14,94.8,1.3,0.0569,0.0,0.0017,0.0
400.0,,,,,,,,,59.83,6.02,97.7,1.3,0.0569,0.0,0.0017,0.0
405.0,,,,,,,,,171.26,6.0,96.9,1.31,0.0565,0.0,0.0018,0.0
410.0,,,,,,,,,109.39,6.18,95.3,1.3,0.0565,0.0,0.0017,0.0
415.0,,,,,,,,,152.12,6.56,97.3,1.19,0.0523,0.0,0.0016,0.0
420.0,,,,,,,,,78.69,6.3,98.6,1.28,0.0544,0.0,0.0017,0.0
425.0,,,,,,,,,251.68,5.88,95.6,1.36,0.059,0.0,0.0016,0.0
430.0,,,,,,,,,174.77,5.63,98.7,1.42,0.0621,0.0,0.0017,0.0
435.0,,,,,,,,,90.92,5.33,96.4,1.49,0.0653,0.0,0.0017,0.0
440.0,,,,,,,,,125.24,5.7,95.0,1.41,0.0598,0.0,0.0016,0.0
445.0,,,,,,,,,185.21,6.15,94.7,1.32,0.0545,0.0,0.0015,0.0
450.0,,,,,,,,,169.38,5.66,95.7,1.45,0.0612,0.0,0.0015,0.0
455.0,,,,,,,,,0.0,5.23,96.4,1.6,0.0643,0.0,0.0019,0.0
460.0,,,,,,,,,60.98,5.37,96.0,1.51,0.061,0.0,0.0016,0.0
465.0,,,,,,,,,169.5,5.39,96.2,1.54,0.0613,0.0,0.0016,0.0
470.0,,,,,,,,,84.98,5.7,92.2,1.49,0.0581,0.0,0.0015,0.0
475.0,,,,,,,,,0.0,6.02,95.4,1.4,0.0534,0.0,0.0014,0.0
480.0,,,,,,,,,149.41,5.48,97.2,1.52,0.0585,0.0,0.0015,0.0
485.0,,,,,,,,,184.05,4.71,94.9,1.72,0.0627,0.0,0.0018,0.0
490.0,,,,,,,,,9.37,4.67,93.8,1.77,0.0699,0.0,0.0018,0.0
495.0,,,,,,,,,160.53,4.88,92.2,1.69,0.0645,0.0,0.0017,0.0
500.0,,,,,,,,,38.4,5.16,96.2,1.59,0.0624,0.0,0.0016,0.0
505.0,,,,,,,,,75.42,5.54,95.7,1.48,0.0591,0.0,0.0014,0.0
510.0,,,,,,,,,0.0,5.38,96.5,1.49,0.0602,0.0,0.0015,0.0
515.0,,,,,,,,,21.99,4.94,94.7,1.64,0.0657,0.0,0.0016,0.0
520.0,,,,,,,,,124.73,4.46,93.7,1.84,0.0736,0.0,0.0016,0.0
525.0,,,,,,,,,0.0,4.58,95.5,1.73,0.0684,0.0,0.0015,0.0
530.0,,,,,,,,,0.0,5.03,93.9,1.59,0.0638,0.0,0.0014,0.0
535.0,,,,,,,,,53.82,5.03,91.1,1.64,0.0633,0.0,0.0015,0.0
540.0,,,,,,,,,0.0,4.87,92.3,1.67,0.0632,0.0,0.0015,0.0
545.0,,,,,,,,,67.49,4.96,96.4,1.63,0.065,0.0,0.0015,0.0
550.0,,,,,,,,,74.21,5.07,95.0,1.61,0.0641,0.0,0.0015,0.0
555.0,,,,,,,,,0.0,4.62,94.6,1.74,0.0694,0.0,0.0016,0.0
560.0,,,,,,,,,130.24,4.52,94.8,1.73,0.0705,0.0,0.0017,0.0
565.0,,,,,,,,,13.53,4.66,94.0,1.67,0.0706,0.0,0.0016,0.0
570.0,,,,,,,,,0.0,4.53,91.0,1.75,0.0707,0.0,0.0017,0.0
575.0,,,,,,,,,0.0,4.41,94.1,1.77,0.0742,0.0,0.0019,0.0
580.0,,,,,,,,,169.57,4.1,95.2,1.83,0.081,0.0,0.002,0.0
585.0,,,,,,,,,0.0,4.24,93.8,1.78,0.0773,0.0,0.0017,0.0
590.0,,,,,,,,,0.0,4.58,91.0,1.68,0.0719,0.0,0.0017,0.0
595.0,,,,,,,,,125.4,4.35,91.9,1.78,0.0777,0.0,0.0017,0.0
600.0,,,,,,,,,9.12,4.05,91.3,1.9,0.0836,0.0,0.0018,0.0
605.0,,,,,,,,,30.13,4.25,91.5,1.81,0.0783,0.0,0.0019,0.0
610.0,,,,,,,,,130.71,4.32,92.4,1.74,0.0789,0.0,0.0018,0.0
615.0,,,,,,,,,68.86,3.85,91.6,1.94,0.0917,0.0,0.0019,0.0
620.0,,,,,,,,,0.0,3.73,87.0,2.01,0.0924,0.0,0.0019,0.0
625.0,,,,,,,,,0.0,3.88,87.5,1.91,0.0893,0.0,0.0018,0.0
630.0,,,,,,,,,83.76,3.6,87.7,2.03,0.0964,0.0,0.0019,0.0
635.0,,,,,,,,,0.0,3.02,85.8,2.39,0.1153,0.0,0.0024,0.0
640.0,,,,,,,,,0.0,2.93,85.4,2.39,0.118,0.0,0.0023,0.0
645.0,,,,,,,,,0.0,3.16,84.1,2.18,0.1116,0.0,0.0021,0.0
650.0,,,,,,,,,0.0,3.19,82.6,2.04,0.1098,0.0,0.0021,0.0
655.0,,,,,,,,,0.0,3.25,79.7,1.97,0.1112,0.0,0.0019,0.0
660.0,,,,,,,,,0.0,3.22,75.8,1.95,0.1112,0.0,0.002,0.0
665.0,,,,,,,,,0.0,3.01,75.4,2.04,0.1202,0.0,0.0021,0.0
670.0,,,,,,,,,0.0,2.74,74.3,2.18,0.1302,0.0,0.0023,0.0
675.0,,,,,,,,,0.0,2.38,70.0,2.43,0.1519,0.0,0.0026,0.0
680.0,,,,,,,,,0.0,2.4,68.1,2.37,0.1511,0.0,0.0027,0.0
685.0,,,,,,,,,0.0,2.79,66.1,1.98,0.1307,0.0,0.0024,0.0
690.0,,,,,,,,,0.0,2.56,63.1,2.1,0.142,0.0,0.0024,0.0
695.0,,,,,,,,,0.0,2.15,61.8,2.54,0.1743,0.0,0.0031,0.0
700.0,,,,,,,,,0.0,1.91,60.0,2.75,0.1961,0.0,0.0035,0.0
705.0,,,,,,,,,0.0,1.64,59.5,3.13,0.2316,0.0,0.0039,0.0
710.0,,,,,,,,,0.0,1.89,57.9,2.68,0.2057,0.0,0.0035,0.0
715.0,,,,,,,,,0.0,2.46,55.6,2.0,0.1665,0.0,0.0028,0.0
720.0,,,,,,,,,0.0,2.63,54.8,1.83,0.1535,0.0,0.0026,0.0
725.0,,,,,,,,,0.0,2.32,53.1,2.04,0.1795,0.0,0.003,0.0
730.0,,,,,,,,,0.0,1.86,50.4,2.41,0.2248,0.0,0.0036,0.0
735.0,,,,,,,,,0.0,1.46,50.5,3.06,0.2949,0.0,0.0047,0.0
740.0,,,,,,,,,0.0,1.31,48.6,3.24,0.3259,0.0,0.0053,0.0
745.0,,,,,,,,,0.0,1.62,47.4,2.49,0.2678,0.0,0.0046,0.0
750.0,,,,,,,,,0.0,2.28,45.9,1.71,0.1944,0.0,0.0028,0.0
755.0,,,,,,,,,0.0,2.32,44.6,1.65,0.1906,0.0,0.0029,0.0
760.0,,,,,,,,,0.0,1.77,43.7,2.16,0.2477,0.0,0.0039,0.0
765.0,,,,,,,,,0.0,1.19,43.4,3.11,0.3904,0.0,0.0055,0.0
770.0,,,,,,,,,0.0,1.63,43.1,2.2,0.2839,0.0,0.0043,0.0
775.0,,,,,,,,,0.0,1.49,39.7,2.43,0.3143,0.0,0.0045,0.0
780.0,,,,,,,,,0.0,1.4,40.2,2.51,0.3307,0.0,0.0047,0.0
785.0,,,,,,,,,0.0,1.49,39.1,2.35,0.3273,0.0,0.004,0.0
790.0,,,,,,,,,0.0,1.55,37.5,2.27,0.3161,0.0,0.0039,0.0
795.0,,,,,,,,,0.0,1.54,36.2,2.22,0.3146,0.0,0.004,0.0
800.0,,,,,,,,,0.0,1.47,35.8,2.25,0.3447,0.0,0.0041,0.0
805.0,,,,,,,,,0.0,1.33,35.7,2.49,0.3874,0.0,0.0042,0.0
810.0,,,,,,,,,0.0,1.51,33.3,2.28,0.3534,0.0,0.0036,0.0
815.0,,,,,,,,,0.0,1.47,33.6,2.42,0.3662,0.0,0.0035,0.0
820.0,,,,,,,,,0.0,1.51,34.1,2.3,0.3378,0.0,0.0034,0.0
825.0,,,,,,,,,0.0,0.88,32.9,3.29,0.5894,0.0,0.0054,0.0
830.0,,,,,,,,,0.0,1.29,31.9,2.71,0.3991,0.0,0.0036,0.0
835.0,,,,,,,,,0.0,1.03,31.1,3.46,0.4775,0.0,0.0043,0.0
840.0,,,,,,,,,0.0,0.65,31.7,5.36,0.7644,0.0,0.0065,0.0
845.0,,,,,,,,,0.0,0.99,30.5,3.6,0.4619,0.0,0.0041,0.0
850.0,,,,,,,,,0.0,1.59,30.9,2.23,0.2906,0.0,0.0026,0.0
855.0,,,,,,,,,0.0,1.5,30.4,2.39,0.2812,0.0,0.0026,0.0
860.0,,,,,,,,,0.0,0.93,29.9,3.78,0.4713,0.0,0.004,0.0
865.0,,,,,,,,,0.0,0.69,29.1,4.87,0.5779,0.0,0.0053,0.0
870.0,,,,,,,,,0.0,1.18,29.5,2.9,0.3415,0.0,0.0029,0.0
875.0,,,,,,,,,0.0,1.73,28.3,2.0,0.2116,0.0,0.002,0.0
880.0,,,,,,,,,0.0,1.54,28.3,2.17,0.2419,0.0,0.0021,0.0
885.0,,,,,,,,,0.0,0.66,27.6,5.07,0.5189,0.0,0.0047,0.0
890.0,,,,,,,,,0.0,0.57,27.7,5.75,0.5427,0.0,0.0055,0.0
895.0,,,,,,,,,0.0,0.55,27.7,5.97,0.5614,0.0,0.0056,0.0
900.0,,,,,,,,,0.0,0.98,27.5,3.37,0.3403,0.0,0.003,0.0
905.0,,,,,,,,,0.0,1.4,28.2,2.38,0.2171,0.0,0.0019,0.0
910.0,,,,,,,,,0.0,0.83,27.2,4.17,0.3408,0.0,0.0035,0.0
915.0,,,,,,,,,0.0,0.47,26.0,7.23,0.5763,0.0,0.0058,0.0
920.0,,,,,,,,,0.0,0.44,27.8,7.88,0.6528,0.0,0.0066,0.0
925.0,,,,,,,,,0.0,0.76,26.7,4.49,0.3546,0.0,0.0032,0.0
930.0,,,,,,,,,0.0,1.33,26.0,2.65,0.1936,0.0,0.0018,0.0
935.0,,,,,,,,,0.0,1.72,26.8,2.04,0.1512,0.0,0.0014,0.0
940.0,,,,,,,,,0.0,1.45,27.3,2.51,0.1725,0.0,0.0017,0.0
945.0,,,,,,,,,0.0,0.78,27.5,4.27,0.2835,0.0,0.003,0.0
950.0,,,,,,,,,0.0,0.31,26.4,10.59,0.6274,0.0,0.0073,0.0
955.0,,,,,,,,,0.0,0.98,25.4,3.33,0.1982,0.0,0.0023,0.0
960.0,,,,,,,,,0.0,0.96,25.7,3.31,0.2334,0.0,0.0023,0.0
965.0,,,,,,,,,0.0,0.63,25.8,4.78,0.3053,0.0,0.0034,0.0
970.0,,,,,,,,,0.0,0.78,25.3,4.0,0.2407,0.0,0.0028,0.0
975.0,,,,,,,,,0.0,0.93,24.9,3.33,0.1953,0.0,0.0023,0.0
980.0,,,,,,,,,0.0,0.68,25.3,4.41,0.2875,0.0,0.003,0.0
985.0,,,,,,,,,0.0,0.58,24.8,31.99,1.8682,0.0,0.0206,0.0
990.0,,,,,,,,,0.0,0.06,25.7,52.79,2.8101,0.0,0.0331,0.0
