Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,,0.0,,,,,,,0.0,0.0,20.91,0.0348,0.0,0.1389,0.0
5.0,,0.0,,,,,,,0.0,0.0,20.3,0.0345,0.0,0.1382,0.0024
10.0,,0.0,,,,,,,0.0,0.0,21.83,0.0348,0.0,0.139,0.0043
15.0,,0.0,,,,,,,0.0,0.0,22.55,0.0245,0.2934,0.1608,0.0
20.0,,0.0,,,,,,,0.0,0.0,21.35,0.0347,0.0,0.1734,0.0074
25.0,,0.009000000000000001,,,,,,,0.0,0.0,20.44,0.035,0.0,0.1944,0.008
30.0,,0.006999999999999999,,,,,,,829.26,0.0018,11.22,0.0188,0.0,0.1084,0.0015
35.0,,0.0,,,,,,,8789.3,0.0002,88.48,0.153,0.0,0.9396,0.0337
40.0,,0.005,,,,,,,184.97,0.0036,5.52,0.0064,0.3362,0.063,0.0023
45.0,,0.013999999999999999,,,,,,,0.0,-0.0004,19.01,0.0,5.5072,0.2417,0.0029
50.0,,0.003,,,,,,,0.0,-0.0007000000000000001,19.31,0.0,2.6982,0.2582,0.0043
55.0,,0.0,,,,,,,492.69,0.0044,4.61,0.0008,0.8969,0.0583,0.0
60.0,,0.011000000000000001,,,,,,,0.0,-0.0017000000000000001,20.64,0.0,7.6328,0.301,0.0022
65.0,,0.005,,,,,,,1149.04,0.0018,11.61,0.0,1.0631,0.1895,0.0025
70.0,,0.008,,,,,,,749.48,0.0038,5.67,0.0091,0.0,0.1038,0.0005
75.0,,0.013000000000000001,,,,,,,496.55,0.0054,3.84,0.0112,0.0,0.093,0.0003
80.0,,0.0,,,,,,,494.46,0.0074,2.84,0.0082,0.0,0.0917,0.0001
85.0,,0.0,,,,,,,1142.08,0.0032,6.55,0.0191,0.0,0.2909,0.0026
90.0,,0.0,,,,,,,1102.5,0.0048,4.44,0.0,6.124,0.3001,0.0
95.0,,0.006999999999999999,,,,,,,206.83,0.027400000000000004,2.96,0.0,2.8585,0.0833,0.0002
100.0,,0.077,,,,,,,87.98,0.08789999999999999,2.72,0.0,1.2689,0.0285,0.0001
105.0,,1.8780000000000001,,,,,,,605.28,0.1428,2.25,0.0008,0.9152,0.0448,0.0001
110.0,,3.58,,,,,,,1098.05,0.1663,2.24,0.0015,0.7989,0.0477,0.0001
115.0,,4.551,,,,,,,1289.28,0.17850000000000002,2.19,0.0064,0.7496,0.0518,0.0
120.0,,5.114,,,,,,,1345.3,0.18480000000000002,2.04,0.0054,0.7738,0.0483,0.0
125.0,,5.308,,,,,,,1483.24,0.18539999999999998,2.17,0.0077,0.8168,0.0473,0.0
130.0,,5.298,,,,,,,1352.56,0.193,2.27,0.0069,0.8285,0.0425,0.0
135.0,,5.585,,,,,,,1232.13,0.21050000000000002,2.21,0.0116,0.755,0.0458,0.0
140.0,,6.034,,,,,,,1248.68,0.2158,2.15,0.0122,0.7315,0.0374,0.0
145.0,,6.25,,,,,,,1258.78,0.2126,2.17,0.0134,0.7394,0.0376,0.0
150.0,,6.393,,,,,,,1248.58,0.223,2.14,0.0144,0.7099,0.042,0.0001
155.0,,6.398,,,,,,,1166.64,0.2321,2.04,0.017,0.6662,0.0413,0.0
160.0,,6.473,,,,,,,1263.51,0.2249,2.09,0.016,0.6914,0.0409,0.0001
165.0,,6.598,,,,,,,1388.47,0.22260000000000002,2.12,0.0164,0.7086,0.0395,0.0001
170.0,,6.524,,,,,,,1281.96,0.2285,2.02,0.0179,0.6703,0.0423,0.0
175.0,,6.499,,,,,,,1405.0,0.22390000000000002,2.05,0.018,0.6938,0.0482,0.0
180.0,,6.4270000000000005,,,,,,,1430.2,0.21350000000000002,2.15,0.0151,0.755,0.0485,0.0
185.0,,6.255,,,,,,,1379.52,0.2183,2.17,0.0172,0.7114,0.0395,0.0
190.0,,6.402000000000001,,,,,,,1384.83,0.2267,2.04,0.0185,0.6792,0.0397,0.0
195.0,,6.479,,,,,,,1368.16,0.22030000000000002,2.0,0.0191,0.6741,0.0496,0.0
200.0,,6.253,,,,,,,1545.51,0.2162,2.0,0.0201,0.6655,0.0456,0.0
205.0,,6.171,,,,,,,1584.69,0.2147,1.99,0.0213,0.6468,0.0438,0.0
