Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,,0.022000000000000002,,,,,,,0.0,0.0,14.62,0.003,0.0,0.0917,0.0
5.0,,0.0,,,,,,,0.0,0.0,13.9,0.003,0.0,0.091,0.0
10.0,,0.008,,,,,,,0.0,0.0,13.49,0.003,0.0,0.097,0.0
15.0,,0.008,,,,,,,0.0,0.0013000000000000002,10.97,0.0023,0.0,0.1005,0.0018
20.0,,0.0,,,,,,,0.0,-0.0024,14.74,0.0,6.553,0.1372,0.0
25.0,,0.0,,,,,,,17.28,0.006,2.53,0.0001,0.8743,0.0245,0.0
30.0,,0.002,,,,,,,19.31,0.0045000000000000005,3.58,0.0004,0.3413,0.0345,0.0
35.0,,0.0,,,,,,,0.0,0.0023,6.91,0.0003,0.8045,0.0744,0.0
40.0,,0.009000000000000001,,,,,,,0.0,-0.0019,16.43,0.0002,0.9467,0.184,0.0055
45.0,,0.0,,,,,,,0.0,-0.0034000000000000002,16.97,0.003,0.0,0.1932,0.0006
50.0,,0.005,,,,,,,1222.5,0.0018,9.39,0.0017,0.0,0.1205,0.0012
55.0,,0.0,,,,,,,0.0,-0.0,18.75,0.003,0.0,0.2553,0.0
60.0,,0.0,,,,,,,0.0,-0.0017000000000000001,19.41,0.0,1.8272,0.3099,0.008
65.0,,0.0,,,,,,,0.0,-0.0004,19.14,0.0,3.9863,0.5615,0.0087
70.0,,0.004,,,,,,,535.12,0.0048,4.36,0.0033,0.5414,0.2663,0.0006
75.0,,0.01,,,,,,,267.19,0.026400000000000003,0.86,0.0004,0.6646,0.1826,0.0001
80.0,,0.01,,,,,,,223.9,0.0714,0.57,0.0002,0.4922,0.1125,0.0
85.0,,0.35700000000000004,,,,,,,612.12,0.1226,0.53,0.004,0.4514,0.1298,0.0
90.0,,1.011,,,,,,,1372.52,0.1587,0.55,0.0033,0.3942,0.1501,0.0
95.0,,1.601,,,,,,,1519.47,0.19190000000000002,0.55,0.0146,0.3699,0.1767,0.0
