Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,,,,,,,,,,0.0,285.0,0.0,0.0,0.0,
5.0,,0.035,,,,,,,76.0,-0.021,240.0,1.84,0.0024,29.6212,0.0
10.0,,0.025,,,,,,,127.0,0.0115,220.0,2.11,,8.8175,
15.0,,1.317,,,,,,,178.0,0.0619,215.0,4.22,0.0024,4.7879,
20.0,,1.811,,,,,,,228.0,0.105,205.0,1.84,0.002,0.728,
25.0,,2.311,,,,,,,279.0,0.1275,200.0,1.62,0.0082,0.666,
30.0,,2.377,,,,,,,330.0,0.1316,195.0,1.72,0.0158,0.6366,
35.0,,3.2510000000000003,,,,,,,381.0,0.1355,190.0,1.57,0.014,0.6965,
40.0,,3.398,,,,,,,381.0,0.1369,180.0,1.5,0.0124,0.6952,
45.0,,3.282,,,,,,,375.0,0.1423,175.0,1.55,0.0165,0.6616,
50.0,,3.261,,,,,,,375.0,0.1432,170.0,1.57,0.0165,0.5734,
55.0,,3.452,,,,,,,373.0,0.1404,165.0,1.47,0.0194,0.5866,
60.0,,3.385,,,,,,,371.0,0.1261,160.0,1.41,0.023,0.6855,
65.0,,3.147,,,,,,,371.0,0.1079,155.0,1.43,0.0223,0.798,
70.0,,2.739,,,,,,,377.0,0.1052,150.0,1.46,0.0216,0.9528,
75.0,,2.492,,,,,,,387.0,0.1072,145.0,1.59,0.0185,0.9698,
80.0,,2.679,,,,,,,380.0,0.1133,140.0,1.89,0.0148,1.0605,
85.0,,2.897,,,,,,,352.0,0.1335,135.0,1.8,0.0153,0.9938,
90.0,,3.567,,,,,,,338.0,0.1421,130.0,1.88,0.0127,0.8592,
95.0,,3.907,,,,,,,326.0,0.1621,125.0,1.78,0.0132,0.8766,
100.0,,4.248,,,,,,,318.0,0.1611,120.0,1.89,0.0132,0.8559,
105.0,,4.583,,,,,,,317.0,0.1625,115.0,1.92,0.0134,0.7289,
110.0,,4.764,,,,,,,323.0,0.175,110.0,1.73,0.013,0.7491,
115.0,,4.751,,,,,,,349.0,0.1726,105.0,1.7,0.0137,0.7049,
120.0,,4.688000000000001,,,,,,,388.0,0.1742,100.0,1.6,0.015,0.7002,
125.0,,4.618,,,,,,,448.0,0.1598,95.0,1.62,0.0186,0.6769,
130.0,,4.482,,,,,,,533.0,0.1479,90.0,1.63,0.0206,0.6614,
135.0,,4.354,,,,,,,625.0,0.1305,85.0,1.49,0.0283,0.7393,
140.0,,4.214,,,,,,,700.0,0.1126,80.0,1.54,0.0324,0.8151,
145.0,,3.937,,,,,,,725.0,0.0984,75.0,1.55,0.0378,0.8956,
150.0,,3.394,,,,,,,796.0,0.0885,70.0,1.77,0.0336,0.6114,
155.0,,3.031,,,,,,,794.0,0.099,65.0,1.42,0.0404,0.4067,
160.0,,2.792,,,,,,,603.0,0.0788,60.0,1.68,0.0548,0.3749,
165.0,,2.656,,,,,,,435.0,0.0578,55.0,1.2,0.0829,0.3105,
170.0,,2.719,,,,,,,295.0,0.0315,50.0,1.3,0.1915,0.2786,
175.0,,2.0,,,,,,,182.0,-0.0111,45.0,24.93,2.6364,0.5989,
180.0,,1.067,,,,,,,95.0,-0.0034999999999999,40.0,15.73,1.8272,2.5004,
185.0,,0.636,,,,,,,35.0,-0.0139,35.0,9.21,1.8552,,
190.0,,0.4,,,,,,,17.0,-0.0046,30.0,8.19,1.1087,0.9292,
195.0,,0.263,,,,,,,10.0,0.011,25.0,6.02,0.0402,,
200.0,,0.113,,,,,,,22.0,0.016,20.0,,0.2788,,
205.0,,0.0559999999999999,,,,,,,18.0,0.0024,15.0,,0.3928,,
210.0,,0.024,,,,,,,13.0,-0.0034,10.0,,0.3911,,
215.0,,0.016,,,,,,,9.0,-0.0091,5.0,,0.26,,
220.0,,0.0,,,,,,,5.0,-0.0038,0.0,,0.2591,,
225.0,,0.0,,,,,,,4.0,-0.0007,0.0,,0.138,,
230.0,,0.001,,,,,,,-2.0,-0.0079,0.0,,0.1391,,
235.0,,0.0,,,,,,,-9.0,-0.0078,0.0,,0.1388,,
240.0,,0.0,,,,,,,-15.0,-0.0177,0.0,,0.0192,,
245.0,,0.0,,,,,,,-22.0,0.0073,0.0,,0.0174,,
250.0,,0.0,,,,,,,0.0,0.008,0.0,,0.0202,,
255.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
