Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLRPUA (g/s-m2),HRRPUA (kW/m2)
0.0,,,,,,,,,,0.0
3.0,,,,,,,,,,-0.5387
6.0,,,,,,,,,,2.3221
9.0,,,,,,,,,,1.3715
12.0,,,,,,,,,,0.4069
15.0,,,,,,,,,,-0.5271
18.0,,,,,,,,,,3.0483
21.0,,,,,,,,,,-0.2859
24.0,,,,,,,,,,-1.7111
27.0,,,,,,,,,,-1.4189
30.0,,,,,,,,,,-1.3832
33.0,,,,,,,,,,2.6519
36.0,,,,,,,,,,-1.1757
39.0,,,,,,,,,,-1.1848
42.0,,,,,,,,,,-1.6294
45.0,,,,,,,,,,0.2838
48.0,,,,,,,,,,0.5101
51.0,,,,,,,,,,-2.3519
54.0,,,,,,,,,,-0.6757
57.0,,,,,,,,,,1.9354
60.0,,,,,,,,,,-4.7123
63.0,,,,,,,,,,1.7051
66.0,,,,,,,,,,-3.9598
69.0,,,,,,,,,,-0.1715
72.0,,,,,,,,,,1.7236
75.0,,,,,,,,,,0.7278
78.0,,,,,,,,,,-2.3816
81.0,,,,,,,,,,1.4337
84.0,,,,,,,,,,-0.2235
87.0,,,,,,,,,,0.9399
90.0,,,,,,,,,,1.8745
93.0,,,,,,,,,,3.0253
96.0,,,,,,,,,,-1.2595
99.0,,,,,,,,,,-1.9383
102.0,,,,,,,,,,1.6625
105.0,,,,,,,,,,2.8334
108.0,,,,,,,,,,-1.2332
111.0,,,,,,,,,,-0.7457
114.0,,,,,,,,,,0.2378
117.0,,,,,,,,,,1.8916
120.0,,,,,,,,,,-0.4965
123.0,,,,,,,,,,0.6818
126.0,,,,,,,,,,2.3413
129.0,,,,,,,,,,-0.5194
132.0,,,,,,,,,,-1.453
135.0,,,,,,,,,,-1.884
138.0,,,,,,,,,,0.2774
141.0,,,,,,,,,,-1.3787
144.0,,,,,,,,,,2.8653
147.0,,,,,,,,,,0.9348
150.0,,,,,,,,,,1.8404
153.0,,,,,,,,,,-0.0567
156.0,,,,,,,,,,-2.6404
159.0,,,,,,,,,,1.8983
162.0,,,,,,,,,,-1.4056
165.0,,,,,,,,,,5.1858
168.0,,,,,,,,,,-0.5261
171.0,,,,,,,,,,1.8129
174.0,,,,,,,,,,0.414
177.0,,,,,,,,,,2.3017
180.0,,,,,,,,,,3.0002
183.0,,,,,,,,,,0.845
186.0,,,,,,,,,,-0.7984
189.0,,,,,,,,,,5.6002
192.0,,,,,,,,,,1.554
195.0,,,,,,,,,2.899817459465264,2.7006
198.0,,,,,,,,,3.9334053629309498,8.0092
201.0,,,,,,,,,5.734756825598981,28.8183
204.0,,,,,,,,,6.876686696747427,64.3149
207.0,,,,,,,,,7.279853691705289,93.145
210.0,,,,,,,,,7.719697399393096,108.8817
213.0,,,,,,,,,8.509359903381641,124.0052
216.0,,,,,,,,,8.737350442648456,126.9205
219.0,,,,,,,,,9.37420348861529,134.4617
222.0,,,,,,,,,9.455540077978988,135.0809
225.0,,,,,,,,,9.63830378520123,135.2601
228.0,,,,,,,,,9.79997712063147,137.0664
231.0,,,,,,,,,9.571362048894065,131.5488
234.0,,,,,,,,,9.70556700415136,129.9886
237.0,,,,,,,,,9.646669331302178,127.9158
240.0,,,,,,,,,9.538025475270626,124.6763
243.0,,,,,,,,,9.521282267223995,123.2311
246.0,,,,,,,,,9.336289668931975,119.7958
249.0,,,,,,,,,9.205187652816573,116.3324
252.0,,,,,,,,,9.204752275025278,116.5248
255.0,,,,,,,,,9.013186573670446,115.787
258.0,,,,,,,,,8.779744201035932,113.0594
261.0,,,,,,,,,8.544909517452744,108.1777
264.0,,,,,,,,,8.609697528704558,108.279
267.0,,,,,,,,,8.463578609272044,107.5103
270.0,,,,,,,,,8.169689618610033,101.7061
273.0,,,,,,,,,8.311034511059132,101.2658
276.0,,,,,,,,,8.008157183625023,95.1297
279.0,,,,,,,,,8.282702152936249,96.9101
282.0,,,,,,,,,8.019969644775662,94.0566
285.0,,,,,,,,,8.058717517421304,93.9034
288.0,,,,,,,,,7.807363473978113,90.0392
291.0,,,,,,,,,7.910781089593013,90.9281
294.0,,,,,,,,,7.609707047403474,87.4089
297.0,,,,,,,,,7.460509651399879,83.0586
