Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLRPUA (g/s-m2),HRRPUA (kW/m2)
0.0,,,,,,,,,,0.0
3.0,,,,,,,,,,4.1326
6.0,,,,,,,,,,4.3212
9.0,,,,,,,,,,2.276
12.0,,,,,,,,,,-2.8242
15.0,,,,,,,,,,2.8236
18.0,,,,,,,,,,4.6179
21.0,,,,,,,,,0.4642354266403829,0.3297
24.0,,,,,,,,,7.348494554772582,3.4413
27.0,,,,,,,,,6.288752913752914,4.3166
30.0,,,,,,,,,8.422371437929904,5.1427
33.0,,,,,,,,,17.051042933729782,37.8482
36.0,,,,,,,,,16.9300228919063,107.9763
39.0,,,,,,,,,16.153656681276487,178.3816
42.0,,,,,,,,,15.452677221969507,210.6169
45.0,,,,,,,,,15.753076007144276,222.2633
48.0,,,,,,,,,16.49953963756272,231.1701
51.0,,,,,,,,,16.920257982507454,234.2762
54.0,,,,,,,,,17.25768981944363,234.746
57.0,,,,,,,,,17.121770205502937,224.7044
60.0,,,,,,,,,17.36174397770257,218.0201
63.0,,,,,,,,,17.606343828021142,217.1989
66.0,,,,,,,,,17.54238235222662,216.6186
69.0,,,,,,,,,17.38331759978699,215.4471
72.0,,,,,,,,,16.823853888774885,204.9566
75.0,,,,,,,,,17.131112914982438,206.8205
78.0,,,,,,,,,16.681774087471226,202.9171
81.0,,,,,,,,,16.508481571670313,199.992
84.0,,,,,,,,,16.11854825221609,192.7456
87.0,,,,,,,,,15.9898391338502,187.2666
90.0,,,,,,,,,15.94890454373213,185.1923
93.0,,,,,,,,,15.724429117184394,181.9285
96.0,,,,,,,,,15.58179919958239,179.0972
99.0,,,,,,,,,15.334152463997889,174.0963
102.0,,,,,,,,,15.398580831480384,173.8238
105.0,,,,,,,,,15.221255936489476,172.7506
108.0,,,,,,,,,14.894249053652986,167.6169
111.0,,,,,,,,,14.697453560652876,161.7249
114.0,,,,,,,,,14.704097591492024,159.8306
117.0,,,,,,,,,14.740064922734712,163.0148
120.0,,,,,,,,,14.182468438181752,158.6224
123.0,,,,,,,,,14.041470971218176,156.3588
126.0,,,,,,,,,13.924814164316,156.98
129.0,,,,,,,,,13.426250674307342,151.8227
132.0,,,,,,,,,13.398205451031156,151.113
135.0,,,,,,,,,13.039616903212035,146.6331
138.0,,,,,,,,,13.19045550838068,148.8134
141.0,,,,,,,,,12.8727348119916,145.9073
144.0,,,,,,,,,12.916561235945046,144.9729
147.0,,,,,,,,,12.737316091275073,140.1627
150.0,,,,,,,,,13.08002094452457,142.3878
153.0,,,,,,,,,12.760711992779584,137.1432
156.0,,,,,,,,,12.93123022964669,135.3111
159.0,,,,,,,,,13.180859437979532,138.9803
162.0,,,,,,,,,12.863671397687751,136.8566
165.0,,,,,,,,,12.659034030434658,132.0198
168.0,,,,,,,,,13.035610990600146,137.0147
171.0,,,,,,,,,12.571836310721404,134.3439
174.0,,,,,,,,,12.523721474325717,132.7527
177.0,,,,,,,,,12.4854435879997,132.1759
