Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLRPUA (g/s-m2),HRRPUA (kW/m2)
978.0,,,,,,,,,,138.7897
981.0,,,,,,,,,,137.6757
984.0,,,,,,,,,,134.0933
987.0,,,,,,,,,,132.7102
990.0,,,,,,,,,,130.7504
993.0,,,,,,,,,,131.1414
996.0,,,,,,,,,,128.8409
999.0,,,,,,,,,,123.1391
1002.0,,,,,,,,,,125.1567
1005.0,,,,,,,,,,118.4869
1008.0,,,,,,,,,,115.6448
1011.0,,,,,,,,,,113.7054
1014.0,,,,,,,,,,112.1719
1017.0,,,,,,,,,,111.0876
1020.0,,,,,,,,,,105.4801
1023.0,,,,,,,,,,102.443
1026.0,,,,,,,,,,100.8224
1029.0,,,,,,,,,,95.0649
1032.0,,,,,,,,,,92.942
1035.0,,,,,,,,,,93.6919
1038.0,,,,,,,,,,83.7661
1041.0,,,,,,,,,,86.9446
1044.0,,,,,,,,,,82.8039
1047.0,,,,,,,,,,78.1461
1050.0,,,,,,,,,,75.7384
1053.0,,,,,,,,,,78.3238
1056.0,,,,,,,,,,70.8771
1059.0,,,,,,,,,,70.7658
1062.0,,,,,,,,,,69.9711
1065.0,,,,,,,,,,65.8606
1068.0,,,,,,,,,,65.3688
1071.0,,,,,,,,,,65.2675
1074.0,,,,,,,,,,60.6553
1077.0,,,,,,,,,,61.2611
1080.0,,,,,,,,,,58.7157
1083.0,,,,,,,,,,54.641
1086.0,,,,,,,,,,52.5831
1089.0,,,,,,,,,,52.8341
1092.0,,,,,,,,,,47.1689
1095.0,,,,,,,,,,48.8827
1098.0,,,,,,,,,,49.9418
1101.0,,,,,,,,,,47.2096
1104.0,,,,,,,,,,49.8366
1107.0,,,,,,,,,,49.0191
1110.0,,,,,,,,,,47.4382
1113.0,,,,,,,,,,47.9672
1116.0,,,,,,,,,,45.7499
1119.0,,,,,,,,,,44.9805
1122.0,,,,,,,,,,46.1576
1125.0,,,,,,,,,,42.6814
1128.0,,,,,,,,,,48.7333
1131.0,,,,,,,,,,47.0019
1134.0,,,,,,,,,,44.7832
1137.0,,,,,,,,,,43.8084
1140.0,,,,,,,,,,45.6301
1143.0,,,,,,,,,,43.1548
1146.0,,,,,,,,,,44.7461
1149.0,,,,,,,,,,44.087
1152.0,,,,,,,,,,45.1452
1155.0,,,,,,,,,,44.7694
1158.0,,,,,,,,,,41.8
1161.0,,,,,,,,,,41.2455
1164.0,,,,,,,,,,45.8889
1167.0,,,,,,,,,,42.268
1170.0,,,,,,,,,,44.0579
1173.0,,,,,,,,,,41.6156
1176.0,,,,,,,,,,40.9333
1179.0,,,,,,,,,,30.9705
1182.0,,,,,,,,,,17.4395
1185.0,,,,,,,,,,12.0077
1188.0,,,,,,,,,,11.9677
1191.0,,,,,,,,,,10.7032
1194.0,,,,,,,,,,8.513
1197.0,,,,,,,,,,9.9682
1200.0,,,,,,,,,,8.9495
1203.0,,,,,,,,,,4.6878
1206.0,,,,,,,,,,5.2122
1209.0,,,,,,,,,,5.5059
1212.0,,,,,,,,,,6.418
1215.0,,,,,,,,,,4.0281
1218.0,,,,,,,,,,-0.0596
1221.0,,,,,,,,,,4.3596
1224.0,,,,,,,,,,3.5301
1227.0,,,,,,,,,1.9935882793974137e-06,5.6748
1230.0,,,,,,,,,0.0521485843979472,1.9622
1233.0,,,,,,,,,0.2985714832829076,5.4572
