Time (s),HRRPUA (kW/m2),Uc HRRPUA (kW/m2)
4.0,-0.3185637360155222,-3.893006085760515
5.0,-1.4093571223627652,-2.7366133078875077
6.0,-0.7231210952174031,-2.064885975125859
7.0,-0.5429239849771783,-2.8576906450927426
8.0,-1.0832815054067948,-2.905059331714082
9.0,-1.5989919750719015,-3.5744673829008824
10.0,-1.7845349902545575,-3.5067060776448167
11.0,-1.6772903720019516,-2.022591031294125
12.0,-0.7193425692417986,-2.259582966628462
13.0,-0.5889852583688601,-3.090987714444617
14.0,-0.8777392134433973,-3.560862266509471
15.0,-0.8929270198894028,-4.172417923423564
16.0,-1.083552490826185,-3.338227869669783
17.0,-0.7874978828432943,-2.2074157942977894
18.0,0.15017342738898323,2.8739878246227595
19.0,-0.1343139326122548,-3.5516582019990524
20.0,-0.5839257395148783,-3.693133129500102
21.0,-0.6273678327994533,-3.933681602208172
22.0,-0.7177830403289239,-3.277715834563909
23.0,-0.3605897381097096,-2.9534172349598915
24.0,0.42113387828188803,3.211310358418182
25.0,0.221342009027324,3.4880131754527635
26.0,-0.40568527145044864,-3.4751917243084955
27.0,-0.49887472882233297,-3.915049360884198
28.0,-0.6534241321597852,-3.2883591471407625
29.0,-0.06808709356008173,-2.9033866856378325
30.0,0.3424834736259277,3.2843599896483244
31.0,-0.20497211929204504,-3.5839613768607608
32.0,-0.7116411765872989,-4.316377109299224
33.0,-0.9215780705661599,-4.6306875129254355
34.0,-0.9644576493205277,-3.666498851309554
35.0,-0.4067748239833975,-3.0232854590307343
36.0,-0.17695300193524266,-3.3242996414371855
37.0,-0.6196407420356435,-3.992550224543761
38.0,-1.182965292435777,-4.873254860750226
39.0,-1.8307334415559064,-4.407386040052037
40.0,-1.8678020978211727,-2.88211112103053
41.0,-1.0077959170497988,-2.320084609115173
42.0,-0.44683743909673207,-3.3384168708273387
43.0,-0.7581429832806033,-4.247851276565949
44.0,-1.0069135070204147,-4.986825094252506
45.0,-1.4223760088090662,-3.872513694091725
46.0,-0.9066594797487618,-2.456782227131296
47.0,0.12516429171379084,2.724445785114438
48.0,0.20324242510865004,3.8898169967505276
49.0,-0.34682183807522743,-4.308740153546454
50.0,-0.8968448798987594,-4.372783636865114
51.0,-1.4684295247580441,-3.330009568778541
52.0,-1.181941570073112,-2.674812749270628
53.0,-0.3683834480179121,-3.6620657450233196
54.0,-0.35083328437282035,-4.2533116110992335
55.0,-0.6493914883559037,-4.186610594533776
56.0,-1.0052281889082617,-3.966340494866211
57.0,-1.487953145692413,-2.937234986973869
58.0,-1.0070372913877865,-2.3406266734660233
59.0,-0.392909003602838,-3.268857434828399
60.0,-0.6048727327327387,-3.535639267916502
61.0,-0.9106490984941805,-3.8524616303787345
62.0,-1.2537314756366214,-4.024080084001921
63.0,-1.4754016420754386,-2.8670438958027225
64.0,-0.4708608248326972,-2.2299324910110006
65.0,0.35319034103299396,2.7135987609090595
66.0,0.12696176988509433,3.075191559568205
67.0,-0.29307473835312337,-3.5586164699044307
68.0,-0.7804319720273113,-3.028845998152096
69.0,-0.8000208680343714,-1.8059347051735555
70.0,0.21348099012999755,2.7091720501023366
71.0,0.787553069766918,3.936277178040396
72.0,0.5137513951361914,4.266508375094961
73.0,0.18583934933349916,4.156228048356196
74.0,-0.46986828982878304,-3.8698096132807183
75.0,-0.4036350260016428,-3.4894059665438695
76.0,0.6642847730073252,4.269480946072176
77.0,1.134419125478407,5.142256242636389
78.0,0.8062655002427284,5.194647123802035
79.0,0.6201199608088396,5.103502040288001
80.0,0.2874526738878243,4.399980324153006
81.0,0.9472251194425841,4.25265107229484
82.0,2.081646493029521,5.338471080713373
83.0,2.1671165070824774,5.970773536185474
84.0,1.673463741390123,5.804913895740728
85.0,1.1893950983484616,5.355900029678469
86.0,0.6778617046298752,4.730727697968792
87.0,1.1483227845668074,4.765703323619647
88.0,1.8511150506139,5.845514066066988
89.0,1.8668886057115697,6.248198982588399
90.0,1.5293283773820674,5.983714261453644
91.0,1.1832591009249884,5.381070197588231
92.0,1.1629055891514388,5.024393913234676
93.0,1.9743137464990912,5.534816974302131
94.0,2.961891507383176,6.831346616139635
95.0,2.7294250452536963,6.729398690721783
96.0,2.1653891261664935,6.164702212319749
97.0,1.6290981774019366,5.7594003904124556
98.0,1.437232165993552,5.16193157608604
99.0,2.319283445508356,5.608284981398233
100.0,2.865635608113236,6.588519431362486
101.0,1.981786679645201,6.255191678692554
102.0,1.5576130428298958,6.137497998678099
103.0,1.002743644533205,5.82854117066285
104.0,1.3000153515558197,5.700814138627031
105.0,2.3537423955454018,6.2127446196970215
106.0,2.8891391164020064,6.998619805967407
107.0,2.44470238763774,6.728972604370451
108.0,1.7468782054056204,6.491132860567896
109.0,1.3257179141289657,5.917019522208598
110.0,1.7602289394355433,5.649578943968388
111.0,3.029863037414468,6.634353745989477
112.0,3.228838285099699,7.344435278836451
113.0,2.566941490168404,7.373803652228758
114.0,2.0465070618189176,6.921248569218962
115.0,1.6906753474763814,6.287473850569619
116.0,2.7513720138624103,6.144328058330755
117.0,3.584844405547364,6.901504064030813
118.0,3.2879871231604487,7.941410408212445
119.0,2.9903644364481803,7.510546616373172
120.0,2.7077379456408392,6.532432610254207
121.0,2.854211135397595,5.491753822874433
122.0,3.63023245641534,6.004464111303154
123.0,4.170184240079829,7.6713300152386275
124.0,4.0402913497313016,8.326915413009766
125.0,3.819745043487504,7.7903200842903635
126.0,3.376313688011171,6.7022777606884265
127.0,3.4232354607299706,5.887834049170788
128.0,4.30649678326802,6.544696308574012
129.0,4.7623146705666635,7.597676834485639
130.0,4.304909081684541,7.582059491947157
131.0,3.8872450652841497,6.8201044185992785
