Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m)
0,,,,,,,,
1,,,,,,,,
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,50.83709,0.015306334,0.027100329,310.828,0.209443218,0.000477589,1.78E-05,0.004086612
6,50.754097,-0.004810696,0.027142446,310.799,0.209479841,0.00049783,1.83E-05,0.000799529
7,50.732981,-0.01677364,0.027493903,310.766,0.209501945,0.000504788,1.93E-05,-0.009527666
8,50.654009,-0.013139775,0.027171911,310.727,0.209498823,0.000485308,1.99E-05,0.014922517
9,50.635138,0.005314117,0.027758911,310.724,0.209466031,0.000466041,1.85E-05,0.018371416
10,50.635044,0.025164475,0.027517055,310.733,0.209426753,0.000463682,1.80E-05,0.017643328
11,50.63469,0.012018412,0.027268,310.722,0.209449027,0.000480575,1.90E-05,0.017075893
12,50.63492,-0.014707437,0.027259924,310.729,0.209499016,0.000497683,2.08E-05,0.041976708
13,50.634698,-0.027712647,0.026809924,310.762,0.209525162,0.000497723,2.42E-05,0.041612044
14,50.635206,-0.029039466,0.027008802,310.772,0.209530711,0.000482998,2.37E-05,0.042598342
15,50.635506,-0.010315566,0.027109723,310.807,0.209495226,0.000472362,2.17E-05,0.055078881
16,50.713859,0.012241281,0.027099924,310.833,0.209450017,0.000472003,1.96E-05,0.049341717
17,50.732949,-0.002004493,0.027227542,310.839,0.20947542,0.000490656,1.88E-05,0.053831945
18,50.73304,-0.016298297,0.026859674,310.842,0.209500441,0.000510483,1.97E-05,0.053299312
19,50.733095,-0.025970472,0.026834621,310.875,0.209521716,0.000503074,2.03E-05,0.04336657
20,50.733095,-0.024503309,0.027045921,310.895,0.209523574,0.000481218,1.83E-05,0.055639558
21,50.733546,-0.004567162,0.027309938,310.898,0.209485578,0.000471498,1.60E-05,0.058727409
22,50.733193,-0.002327496,0.026791236,310.916,0.209480817,0.000473328,1.58E-05,0.060288538
23,50.733315,-0.022679913,0.027044387,310.938,0.209518806,0.000487587,1.75E-05,0.069903204
24,50.732933,-0.041161403,0.026972026,310.963,0.209552729,0.000501424,2.09E-05,0.068970703
25,50.732966,-0.04588844,0.027423206,310.986,0.209562293,0.000490436,2.34E-05,0.071607769
26,50.639639,-0.03646021,0.028061535,311.004,0.20954543,0.000473247,2.28E-05,0.081284231
27,50.63149,-0.011625673,0.027479916,311.05,0.209499261,0.000464386,2.17E-05,0.068566809
28,50.634972,-0.008337749,0.027579635,311.069,0.209491495,0.000470206,2.13E-05,0.05777882
29,50.595255,-0.028047495,0.027309252,311.066,0.209528329,0.000485408,2.14E-05,0.086509291
30,50.626282,-0.044332283,0.027257773,311.057,0.209557483,0.00050117,2.33E-05,0.085063258
