Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,-2.19,
5.0,125.0,,-3.47,
10.0,250.0,,-1.13,
15.0,375.0,,-0.06,
20.0,500.0,,0.03,
25.0,625.0,,-1.63,
30.0,750.0,,-0.85,
35.0,875.0,,1.22,
40.0,1000.0,,0.87,
45.0,1125.0,,1.14,
50.0,1250.0,,-1.17,
55.0,1375.0,,-3.24,
60.0,1500.0,,0.3,
65.0,1625.0,,-1.1,
70.0,1750.0,,0.64,
75.0,1875.0,,2.41,
80.0,2000.0,,0.41,
85.0,2125.0,,0.24,
90.0,2250.0,,0.53,
95.0,2375.0,,0.51,
100.0,2500.0,,2.45,
105.0,2625.0,,0.86,
110.0,2750.0,,-1.09,
115.0,2875.0,,1.35,
120.0,3000.0,,2.9,
125.0,3125.0,,1.59,
130.0,3250.0,,0.31,
135.0,3375.0,,-2.51,
140.0,3500.0,,-2.19,
145.0,3625.0,,1.96,
150.0,3750.0,,0.63,
155.0,3875.0,,2.13,
160.0,4000.0,,1.79,
165.0,4125.0,,0.08,
170.0,4250.0,,3.0,
175.0,4375.0,2.6,2.0,0.01
180.0,4500.0,8.8,3.41,0.06
185.0,4625.0,34.2,6.1,0.23
190.0,4750.0,77.5,5.96,0.62
195.0,4875.0,123.5,6.88,1.23
200.0,5000.0,140.0,5.95,1.93
205.0,5125.0,137.0,5.76,2.62
210.0,5250.0,130.7,6.16,3.27
215.0,5375.0,126.0,8.04,3.9
220.0,5500.0,122.1,8.12,4.51
225.0,5625.0,121.7,9.61,5.12
230.0,5750.0,119.3,10.47,5.72
235.0,5875.0,119.1,6.44,6.31
240.0,6000.0,117.7,4.2,6.9
245.0,6125.0,115.2,1.38,7.48
250.0,6250.0,111.6,3.51,8.04
255.0,6375.0,109.2,8.01,8.58
260.0,6500.0,107.7,8.08,9.12
265.0,6625.0,108.1,5.41,9.66
270.0,6750.0,107.5,1.65,10.2
275.0,6875.0,104.3,1.16,10.72
280.0,7000.0,99.8,3.98,11.22
285.0,7125.0,98.3,6.48,11.71
290.0,7250.0,93.8,5.09,12.18
295.0,7375.0,90.5,4.83,12.63
300.0,7500.0,88.9,3.78,13.08
305.0,7625.0,86.8,3.09,13.51
310.0,7750.0,82.1,3.64,13.92
315.0,7875.0,79.5,2.48,14.32
320.0,8000.0,76.2,4.08,14.7
325.0,8125.0,71.7,5.26,15.06
330.0,8250.0,70.6,4.38,15.41
335.0,8375.0,67.3,2.67,15.75
340.0,8500.0,64.3,0.83,16.07
345.0,8625.0,60.1,0.56,16.37
350.0,8750.0,60.7,1.02,16.67
355.0,8875.0,64.3,3.72,16.99
360.0,9000.0,64.2,4.25,17.32
365.0,9125.0,64.5,4.91,17.64
370.0,9250.0,63.2,3.56,17.95
375.0,9375.0,61.1,3.07,18.26
380.0,9500.0,60.7,2.4,18.56
385.0,9625.0,57.8,1.9,18.85
390.0,9750.0,56.8,1.65,19.14
395.0,9875.0,54.1,2.2,19.41
400.0,10000.0,52.2,3.03,19.67
405.0,10125.0,49.5,2.6,19.91
410.0,10250.0,47.5,2.94,20.15
415.0,10375.0,45.3,1.26,20.38
420.0,10500.0,45.0,3.8,20.6
425.0,10625.0,41.9,3.74,20.81
430.0,10750.0,39.4,3.66,21.01
435.0,10875.0,36.2,2.21,21.19
440.0,11000.0,36.6,0.06,21.37
445.0,11125.0,32.8,1.97,21.54
450.0,11250.0,28.5,1.74,21.68
455.0,11375.0,27.6,2.34,21.82
460.0,11500.0,27.1,1.94,21.95
465.0,11625.0,26.8,1.05,22.09
470.0,11750.0,27.7,1.73,22.23
475.0,11875.0,27.4,1.05,22.36
480.0,12000.0,25.5,2.57,22.49
485.0,12125.0,24.2,0.79,22.61
490.0,12250.0,25.0,0.8,22.74
495.0,12375.0,24.7,1.52,22.86
500.0,12500.0,24.8,2.01,22.98
505.0,12625.0,23.5,4.19,23.1
510.0,12750.0,23.3,1.72,23.22
515.0,12875.0,23.9,2.12,23.34
520.0,13000.0,23.1,1.24,23.45
525.0,13125.0,23.0,1.01,23.57
530.0,13250.0,23.0,0.51,23.68
535.0,13375.0,22.8,0.09,23.8
540.0,13500.0,23.8,1.35,23.92
545.0,13625.0,23.0,3.64,24.03
550.0,13750.0,22.3,2.46,24.14
