Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
260.0,9100.0,16.1,1.72,7.27
265.0,9275.0,14.5,1.42,7.34
270.0,9450.0,14.3,1.16,7.42
275.0,9625.0,13.3,0.31,7.48
280.0,9800.0,13.3,0.86,7.55
285.0,9975.0,13.9,1.1,7.62
290.0,10150.0,15.6,1.5,7.7
295.0,10325.0,14.3,1.34,7.77
300.0,10500.0,13.6,0.29,7.84
305.0,10675.0,13.8,0.42,7.91
310.0,10850.0,13.2,0.63,7.97
315.0,11025.0,13.3,1.07,8.04
320.0,11200.0,14.3,1.31,8.11
325.0,11375.0,13.8,0.85,8.18
330.0,11550.0,14.3,0.64,8.25
335.0,11725.0,13.7,0.53,8.32
340.0,11900.0,14.0,0.24,8.39
345.0,12075.0,13.2,0.35,8.45
350.0,12250.0,13.5,1.37,8.52
355.0,12425.0,13.5,0.75,8.59
360.0,12600.0,13.5,0.45,8.66
365.0,12775.0,14.6,0.44,8.73
370.0,12950.0,15.1,0.17,8.81
375.0,13125.0,13.9,1.23,8.87
380.0,13300.0,14.6,1.15,8.95
385.0,13475.0,13.9,0.67,9.02
390.0,13650.0,13.8,0.95,9.09
395.0,13825.0,15.3,0.4,9.16
400.0,14000.0,14.4,0.45,9.23
405.0,14175.0,14.9,0.87,9.31
410.0,14350.0,14.9,0.97,9.38
415.0,14525.0,14.7,0.29,9.46
420.0,14700.0,14.8,0.91,9.53
425.0,14875.0,14.0,-2.95,9.6
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
