Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,-1.71,
5.0,150.0,,3.38,
10.1,303.0,,-1.4,
15.0,450.0,,-1.2,
20.0,600.0,,-1.79,
25.0,750.0,,0.14,
30.0,900.0,,0.92,
35.0,1050.0,,0.72,
40.0,1200.0,,0.82,
45.0,1350.0,,0.06,
50.0,1500.0,,0.14,
55.0,1650.0,,1.14,
60.1,1803.0,,2.48,
65.0,1950.0,11.1,4.12,0.06
70.0,2100.0,15.7,7.24,0.13
75.0,2250.0,99.3,9.87,0.63
80.0,2400.0,245.8,11.33,1.86
85.0,2550.0,314.3,10.42,3.43
90.0,2700.0,264.3,8.81,4.75
95.0,2850.0,165.2,7.22,5.58
100.0,3000.0,142.1,7.42,6.29
105.1,3153.0,142.0,5.63,7.0
110.0,3300.0,149.7,4.35,7.75
115.0,3450.0,144.5,4.0,8.47
120.0,3600.0,132.8,4.54,9.13
125.1,3753.0,145.0,6.13,9.86
130.0,3900.0,142.3,6.7,10.57
135.0,4050.0,146.6,7.66,11.3
140.0,4200.0,153.2,6.59,12.07
145.0,4350.0,144.4,7.77,12.79
150.0,4500.0,143.2,5.74,13.51
155.0,4650.0,149.3,6.54,14.25
160.0,4800.0,150.4,7.8,15.01
165.0,4950.0,148.7,7.44,15.75
170.0,5100.0,143.0,7.68,16.46
175.0,5250.0,149.2,5.82,17.21
180.0,5400.0,146.9,5.09,17.95
185.0,5550.0,151.6,6.68,18.7
190.0,5700.0,156.7,8.44,19.49
195.1,5853.0,154.5,8.49,20.26
200.0,6000.0,156.7,7.31,21.04
205.0,6150.0,157.3,5.05,21.83
210.0,6300.0,157.5,4.71,22.62
215.1,6453.0,159.1,6.7,23.41
220.0,6600.0,162.1,8.31,24.22
225.0,6750.0,163.4,7.38,25.04
230.0,6900.0,160.0,6.75,25.84
235.0,7050.0,161.9,5.82,26.65
240.0,7200.0,164.5,7.71,27.47
245.0,7350.0,168.0,9.38,28.31
250.0,7500.0,162.9,7.44,29.13
255.0,7650.0,166.2,7.2,29.96
260.0,7800.0,170.7,7.35,30.81
265.0,7950.0,169.3,8.0,31.66
270.0,8100.0,181.7,9.33,32.57
275.0,8250.0,177.2,6.37,33.45
280.1,8403.0,168.6,7.07,34.3
285.0,8550.0,168.3,7.87,35.14
290.0,8700.0,178.7,7.89,36.03
295.1,8853.0,174.7,7.52,36.9
300.0,9000.0,174.8,5.75,37.78
305.0,9150.0,175.8,7.62,38.66
310.0,9300.0,181.1,7.25,39.56
315.0,9450.0,179.6,8.64,40.46
320.0,9600.0,177.0,8.71,41.35
325.0,9750.0,175.7,7.95,42.22
330.0,9900.0,179.9,8.03,43.12
335.0,10050.0,183.5,7.54,44.04
340.0,10200.0,188.5,6.67,44.98
345.0,10350.0,189.1,8.84,45.93
350.0,10500.0,184.6,8.63,46.85
355.0,10650.0,188.2,7.03,47.79
