Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,-1.14,
5.0,500.0,,-0.91,
10.0,1000.0,,3.46,
15.0,1500.0,7.1,11.85,0.04
20.0,2000.0,292.4,22.94,1.5
25.0,2500.0,758.5,33.01,5.29
30.0,3000.0,1015.0,38.77,10.37
35.0,3500.0,1135.7,42.5,16.04
40.0,4000.0,1254.4,44.63,22.32
45.0,4500.0,1370.8,47.14,29.17
50.0,5000.0,1397.6,48.74,36.16
55.0,5500.0,1420.7,49.36,43.26
60.0,6000.0,1501.5,49.39,50.77
65.0,6500.0,1516.1,48.06,58.35
70.0,7000.0,1500.0,46.68,65.85
75.0,7500.0,1410.9,43.17,72.9
80.0,8000.0,1284.1,37.7,79.32
85.0,8500.0,1149.7,31.01,85.07
90.0,9000.0,946.7,24.37,89.81
95.0,9500.0,741.9,18.86,93.52
100.0,10000.0,558.6,13.58,96.31
105.0,10500.0,373.0,7.63,98.17
110.0,11000.0,193.3,3.46,99.14
115.0,11500.0,68.0,1.04,99.48
120.0,12000.0,29.5,-0.08,99.63
125.0,12500.0,19.8,0.14,99.73
130.0,13000.0,15.4,-0.3,99.8
135.0,13500.0,13.1,-0.24,99.87
140.0,14000.0,11.2,0.27,99.93
145.0,14500.0,9.4,-0.03,99.97
150.0,15000.0,8.5,0.0,100.02
155.0,15500.0,7.3,0.42,100.05
160.0,16000.0,6.6,0.34,100.08
165.0,16500.0,4.4,0.47,100.11
170.0,17000.0,3.5,-0.1,100.12
175.0,17500.0,3.2,-0.14,100.14
180.0,18000.0,3.1,0.38,100.16
185.0,18500.0,2.7,0.44,100.17
190.0,19000.0,2.7,0.21,100.18
195.0,19500.0,2.3,-0.12,100.19
200.0,20000.0,1.9,-0.24,100.2
205.0,20500.0,2.4,0.2,100.22
210.0,21000.0,1.6,0.45,100.22
215.0,21500.0,1.3,0.18,100.23
220.0,22000.0,1.9,0.46,100.24
225.0,22500.0,1.0,-0.01,100.24
230.0,23000.0,1.3,0.08,100.25
235.0,23500.0,0.9,0.43,100.25
240.0,24000.0,1.4,0.1,100.26
245.0,24500.0,1.9,0.34,100.27
250.0,25000.0,0.8,0.1,100.28
255.0,25500.0,1.6,-0.2,100.28
260.0,26000.0,1.0,-1.4,100.29
265.0,26500.0,1.3,0.81,100.29
270.0,27000.0,0.4,1.43,100.3
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
