Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,0.54,
5.0,500.0,,2.35,
10.0,1000.0,0.0,4.67,0.0
15.0,1500.0,5.7,8.89,0.03
20.0,2000.0,111.8,12.77,0.59
25.0,2500.0,237.8,15.28,1.78
30.0,3000.0,292.0,15.79,3.24
35.0,3500.0,302.3,16.44,4.75
40.0,4000.0,305.6,16.31,6.28
45.0,4500.0,300.1,15.77,7.78
50.0,5000.0,300.0,17.14,9.28
55.0,5500.0,299.2,17.25,10.77
60.0,6000.0,319.6,17.18,12.37
65.0,6500.0,342.5,16.31,14.08
70.0,7000.0,326.7,14.8,15.72
75.0,7500.0,306.6,15.31,17.25
80.0,8000.0,282.6,14.41,18.66
85.0,8500.0,264.5,13.68,19.98
90.0,9000.0,240.3,11.45,21.19
95.0,9500.0,217.0,11.3,22.27
100.0,10000.0,198.2,11.35,23.26
105.0,10500.0,185.5,9.44,24.19
110.0,11000.0,174.3,9.44,25.06
115.0,11500.0,164.4,7.84,25.88
120.0,12000.0,159.2,9.11,26.68
125.0,12500.0,154.4,10.75,27.45
130.0,13000.0,152.7,9.49,28.21
135.0,13500.0,150.0,9.42,28.96
140.0,14000.0,148.7,7.58,29.71
145.0,14500.0,148.5,7.65,30.45
150.0,15000.0,148.0,7.27,31.19
155.0,15500.0,147.9,6.96,31.93
160.0,16000.0,144.3,7.66,32.65
165.0,16500.0,142.9,7.91,33.37
170.0,17000.0,141.0,8.85,34.07
175.0,17500.0,138.8,10.43,34.76
180.0,18000.0,135.8,8.94,35.44
185.0,18500.0,134.8,9.49,36.12
190.0,19000.0,134.1,7.06,36.79
195.0,19500.0,130.9,5.28,37.44
200.0,20000.0,135.6,7.05,38.12
205.0,20500.0,134.2,6.33,38.79
210.0,21000.0,133.4,8.46,39.46
215.0,21500.0,135.8,8.01,40.14
220.0,22000.0,132.1,5.72,40.8
225.0,22500.0,131.3,5.22,41.45
230.0,23000.0,128.2,6.34,42.1
235.0,23500.0,125.6,6.27,42.72
240.0,24000.0,120.8,6.97,43.33
245.0,24500.0,119.8,6.68,43.93
250.0,25000.0,116.3,5.26,44.51
255.0,25500.0,114.3,6.46,45.08
260.0,26000.0,110.8,7.64,45.63
265.0,26500.0,108.0,6.49,46.17
270.0,27000.0,105.2,5.82,46.7
275.0,27500.0,103.3,4.38,47.22
280.0,28000.0,102.0,3.64,47.73
285.0,28500.0,100.5,5.06,48.23
290.0,29000.0,98.7,5.41,48.72
295.0,29500.0,96.9,5.17,49.21
300.0,30000.0,95.4,5.87,49.68
305.0,30500.0,94.9,5.58,50.16
310.0,31000.0,94.0,5.11,50.63
315.0,31500.0,94.1,5.35,51.1
320.0,32000.0,94.7,4.91,51.57
325.0,32500.0,95.1,4.97,52.05
330.0,33000.0,96.4,4.75,52.53
335.0,33500.0,96.6,5.25,53.01
340.0,34000.0,97.5,6.4,53.5
345.0,34500.0,97.6,6.3,53.99
350.0,35000.0,96.4,6.39,54.47
355.0,35500.0,99.5,5.25,54.97
360.0,36000.0,99.3,4.86,55.47
365.0,36500.0,102.2,4.64,55.98
370.0,37000.0,102.2,4.49,56.49
375.0,37500.0,102.5,5.75,57.0
380.0,38000.0,105.7,5.98,57.53
385.0,38500.0,101.9,6.47,58.04
390.0,39000.0,102.8,5.31,58.55
395.0,39500.0,105.3,5.92,59.08
400.0,40000.0,104.7,5.95,59.6
405.0,40500.0,106.1,6.03,60.13
410.0,41000.0,106.3,6.86,60.66
415.0,41500.0,108.4,6.74,61.21
420.0,42000.0,109.3,6.68,61.75
425.0,42500.0,110.7,6.89,62.31
430.0,43000.0,110.1,6.9,62.86
435.0,43500.0,111.4,6.03,63.41
440.0,44000.0,112.3,7.42,63.97
445.0,44500.0,113.1,6.45,64.54
450.0,45000.0,113.9,7.09,65.11
455.0,45500.0,115.7,6.67,65.69
460.0,46000.0,117.3,5.49,66.27
465.0,46500.0,118.5,6.67,66.87
470.0,47000.0,122.2,7.01,67.48
475.0,47500.0,123.4,7.77,68.09
480.0,48000.0,130.2,7.87,68.75
485.0,48500.0,130.7,8.02,69.4
490.0,49000.0,135.4,8.27,70.08
495.0,49500.0,140.0,8.52,70.78
500.0,50000.0,146.1,7.77,71.51
505.0,50500.0,151.2,7.75,72.26
510.0,51000.0,155.7,8.44,73.04
515.0,51500.0,160.1,8.61,73.84
520.0,52000.0,164.0,8.94,74.66
525.0,52500.0,167.3,8.58,75.5
530.0,53000.0,170.0,6.97,76.35
535.0,53500.0,172.0,7.3,77.21
540.0,54000.0,174.0,7.72,78.08
545.0,54500.0,171.8,8.36,78.94
550.0,55000.0,170.8,9.43,79.79
555.0,55500.0,172.5,8.1,80.65
560.0,56000.0,171.4,8.78,81.51
565.0,56500.0,166.6,7.41,82.34
570.0,57000.0,165.2,8.09,83.17
575.0,57500.0,164.3,8.14,83.99
580.0,58000.0,162.8,7.19,84.81
585.0,58500.0,162.3,7.61,85.62
590.0,59000.0,162.5,7.22,86.43
595.0,59500.0,162.0,7.55,87.24
600.0,60000.0,163.5,7.79,88.06
605.0,60500.0,163.9,8.36,88.88
610.0,61000.0,164.0,7.86,89.7
615.0,61500.0,163.5,8.52,90.51
620.0,62000.0,163.2,7.19,91.33
625.0,62500.0,166.1,6.39,92.16
630.0,63000.0,168.3,7.47,93.0
635.0,63500.0,165.5,8.89,93.83
640.0,64000.0,166.6,9.04,94.66
645.0,64500.0,166.8,9.05,95.5
650.0,65000.0,168.9,8.0,96.34
655.0,65500.0,171.0,8.66,97.19
660.0,66000.0,170.2,9.04,98.05
665.0,66500.0,170.2,8.36,98.9
670.0,67000.0,168.8,7.98,99.74
675.0,67500.0,168.7,7.05,100.58
680.0,68000.0,168.8,7.73,101.43
685.0,68500.0,170.0,6.99,102.28
690.0,69000.0,170.9,7.93,103.13
695.0,69500.0,170.6,7.27,103.99
700.0,70000.0,171.0,7.89,104.84
705.0,70500.0,175.1,7.18,105.72
710.0,71000.0,170.9,7.74,106.57
715.0,71500.0,172.6,8.31,107.43
720.0,72000.0,172.6,7.38,108.3
725.0,72500.0,173.1,9.75,109.16
730.0,73000.0,172.3,9.02,110.02
735.0,73500.0,173.3,9.45,110.89
740.0,74000.0,173.6,7.8,111.76
745.0,74500.0,173.8,5.31,112.63
750.0,75000.0,174.3,6.57,113.5
755.0,75500.0,174.3,7.72,114.37
760.0,76000.0,173.7,9.02,115.24
765.0,76500.0,176.1,8.58,116.12
770.0,77000.0,176.0,9.09,117.0
775.0,77500.0,176.7,9.04,117.88
780.0,78000.0,182.3,9.54,118.8
785.0,78500.0,177.9,7.9,119.68
790.0,79000.0,180.6,6.81,120.59
795.0,79500.0,180.7,7.33,121.49
800.0,80000.0,180.4,6.29,122.39
805.0,80500.0,179.1,8.64,123.29
810.0,81000.0,183.0,7.94,124.2
815.0,81500.0,181.0,8.21,125.11
820.0,82000.0,182.1,9.55,126.02
825.0,82500.0,183.9,9.0,126.94
830.0,83000.0,183.6,8.03,127.86
835.0,83500.0,185.5,6.61,128.78
840.0,84000.0,187.0,5.64,129.72
845.0,84500.0,187.8,6.69,130.66
850.0,85000.0,188.9,8.66,131.6
855.0,85500.0,188.6,9.96,132.55
860.0,86000.0,192.0,10.05,133.51
865.0,86500.0,192.2,10.18,134.47
870.0,87000.0,191.4,7.33,135.42
875.0,87500.0,192.2,6.67,136.38
880.0,88000.0,195.5,7.99,137.36
885.0,88500.0,195.8,9.29,138.34
890.0,89000.0,196.2,9.09,139.32
895.0,89500.0,199.3,6.57,140.32
900.0,90000.0,196.5,6.09,141.3
905.0,90500.0,197.6,7.71,142.29
910.0,91000.0,198.5,8.84,143.28
915.0,91500.0,196.8,9.19,144.27
920.0,92000.0,195.9,7.93,145.24
925.0,92500.0,196.9,7.08,146.23
930.0,93000.0,196.4,7.63,147.21
935.0,93500.0,196.9,7.38,148.2
940.0,94000.0,194.9,10.54,149.17
945.0,94500.0,196.6,10.5,150.15
950.0,95000.0,197.2,9.13,151.14
955.0,95500.0,195.6,8.64,152.12
960.0,96000.0,196.3,7.76,153.1
965.0,96500.0,192.4,7.19,154.06
970.0,97000.0,193.7,7.57,155.03
975.0,97500.0,194.6,7.63,156.0
980.0,98000.0,192.7,6.64,156.97
985.0,98500.0,190.6,6.98,157.92
990.0,99000.0,193.5,6.86,158.89
995.0,99500.0,191.8,7.87,159.85
1000.0,100000.0,194.0,8.89,160.82
1005.0,100500.0,188.5,9.89,161.76
1010.0,101000.0,189.5,8.06,162.71
1015.0,101500.0,189.5,6.43,163.65
1020.0,102000.0,189.4,7.01,164.6
1025.0,102500.0,187.6,7.49,165.54
1030.0,103000.0,187.6,8.17,166.48
1035.0,103500.0,188.2,9.51,167.42
1040.0,104000.0,188.1,7.08,168.36
1045.0,104500.0,188.8,6.41,169.3
1050.0,105000.0,188.4,6.8,170.24
