Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,-3.35,
5.0,500.0,,2.8,
10.0,1000.0,0.7,5.56,0.0
15.0,1500.0,37.9,12.0,0.19
20.0,2000.0,209.2,18.17,1.24
25.0,2500.0,350.7,23.55,2.99
30.0,3000.0,419.4,23.8,5.09
35.0,3500.0,470.0,24.6,7.44
40.0,4000.0,511.9,24.66,10.0
45.0,4500.0,519.8,24.49,12.6
50.0,5000.0,511.2,25.17,15.15
55.0,5500.0,498.0,22.57,17.64
60.0,6000.0,453.8,19.72,19.91
65.0,6500.0,414.4,18.28,21.98
70.0,7000.0,355.3,15.81,23.76
75.0,7500.0,304.4,14.59,25.28
80.0,8000.0,280.9,13.94,26.69
85.0,8500.0,251.1,12.08,27.94
90.0,9000.0,233.2,11.66,29.11
95.0,9500.0,214.1,11.86,30.18
100.0,10000.0,198.9,10.52,31.17
105.0,10500.0,184.8,10.73,32.1
110.0,11000.0,174.9,8.63,32.97
115.0,11500.0,163.2,6.26,33.79
120.0,12000.0,152.1,7.44,34.55
125.0,12500.0,145.2,7.45,35.27
130.0,13000.0,137.1,7.31,35.96
135.0,13500.0,131.2,6.28,36.62
140.0,14000.0,127.3,5.12,37.25
145.0,14500.0,122.1,5.32,37.86
150.0,15000.0,119.1,5.13,38.46
155.0,15500.0,115.8,5.45,39.04
160.0,16000.0,111.6,5.98,39.6
165.0,16500.0,108.7,6.06,40.14
170.0,17000.0,107.0,6.42,40.67
175.0,17500.0,104.3,5.94,41.19
180.0,18000.0,105.5,5.12,41.72
185.0,18500.0,102.2,5.49,42.23
190.0,19000.0,102.8,3.95,42.75
195.0,19500.0,100.7,3.31,43.25
200.0,20000.0,100.8,3.73,43.76
205.0,20500.0,100.2,4.2,44.26
210.0,21000.0,100.6,5.62,44.76
215.0,21500.0,99.3,4.62,45.26
220.0,22000.0,100.3,4.61,45.76
225.0,22500.0,101.3,5.09,46.26
230.0,23000.0,103.4,5.53,46.78
235.0,23500.0,101.4,5.73,47.29
240.0,24000.0,102.2,3.81,47.8
245.0,24500.0,101.5,3.21,48.31
250.0,25000.0,103.0,3.9,48.82
255.0,25500.0,102.3,3.95,49.33
260.0,26000.0,103.5,4.38,49.85
265.0,26500.0,106.4,4.85,50.38
270.0,27000.0,110.6,5.55,50.93
275.0,27500.0,111.5,6.26,51.49
280.0,28000.0,110.8,4.91,52.05
285.0,28500.0,111.6,4.72,52.6
290.0,29000.0,113.3,5.08,53.17
295.0,29500.0,114.5,5.52,53.74
300.0,30000.0,114.3,5.19,54.31
305.0,30500.0,114.2,5.16,54.89
310.0,31000.0,115.7,5.98,55.46
315.0,31500.0,118.0,6.03,56.05
320.0,32000.0,119.8,6.02,56.65
325.0,32500.0,122.8,4.8,57.27
330.0,33000.0,121.4,5.19,57.87
335.0,33500.0,121.6,5.23,58.48
340.0,34000.0,119.7,4.21,59.08
345.0,34500.0,118.6,3.49,59.67
350.0,35000.0,119.3,3.68,60.27
355.0,35500.0,118.5,4.36,60.86
360.0,36000.0,118.7,4.74,61.46
365.0,36500.0,119.8,4.57,62.06
370.0,37000.0,117.6,5.0,62.64
375.0,37500.0,116.6,4.91,63.23
380.0,38000.0,118.9,5.52,63.82
385.0,38500.0,117.4,5.78,64.41
390.0,39000.0,118.7,5.42,65.0
395.0,39500.0,117.1,6.14,65.59
400.0,40000.0,119.2,5.62,66.18
405.0,40500.0,119.0,5.39,66.78
410.0,41000.0,120.0,4.72,67.38
415.0,41500.0,119.2,4.46,67.97
420.0,42000.0,121.6,4.8,68.58
425.0,42500.0,123.7,4.78,69.2
430.0,43000.0,123.1,5.73,69.82
435.0,43500.0,123.5,4.8,70.43
440.0,44000.0,123.6,5.98,71.05
445.0,44500.0,124.4,5.35,71.67
450.0,45000.0,123.1,4.16,72.29
455.0,45500.0,123.1,5.52,72.9
460.0,46000.0,125.4,5.04,73.53
465.0,46500.0,123.2,6.32,74.15
470.0,47000.0,123.4,4.83,74.76
475.0,47500.0,127.5,3.46,75.4
480.0,48000.0,125.8,4.76,76.03
485.0,48500.0,126.9,5.06,76.67
490.0,49000.0,128.0,5.43,77.31
495.0,49500.0,127.3,5.05,77.94
500.0,50000.0,127.5,4.65,78.58
505.0,50500.0,129.4,5.48,79.23
510.0,51000.0,128.7,5.49,79.87
515.0,51500.0,129.8,5.31,80.52
520.0,52000.0,129.4,5.4,81.17
525.0,52500.0,129.6,5.73,81.82
530.0,53000.0,129.6,5.18,82.46
535.0,53500.0,129.2,5.0,83.11
540.0,54000.0,129.3,6.0,83.76
545.0,54500.0,129.2,6.52,84.4
550.0,55000.0,129.5,5.79,85.05
555.0,55500.0,128.7,4.56,85.69
560.0,56000.0,130.5,4.22,86.35
565.0,56500.0,130.2,4.91,87.0
570.0,57000.0,133.1,6.59,87.66
575.0,57500.0,133.1,6.13,88.33
580.0,58000.0,131.0,5.66,88.98
585.0,58500.0,133.4,5.63,89.65
590.0,59000.0,134.3,5.64,90.32
595.0,59500.0,136.2,5.27,91.0
600.0,60000.0,134.2,5.64,91.67
605.0,60500.0,131.6,4.89,92.33
610.0,61000.0,132.7,5.51,92.99
615.0,61500.0,132.3,6.05,93.66
620.0,62000.0,134.6,5.12,94.33
625.0,62500.0,133.4,5.39,95.0
630.0,63000.0,133.4,4.9,95.66
635.0,63500.0,134.6,4.91,96.34
640.0,64000.0,134.0,5.75,97.0
645.0,64500.0,133.5,5.29,97.67
650.0,65000.0,136.5,5.49,98.35
655.0,65500.0,135.9,6.79,99.03
660.0,66000.0,135.6,6.52,99.71
665.0,66500.0,136.3,6.28,100.39
670.0,67000.0,134.1,5.0,101.06
675.0,67500.0,134.9,4.11,101.74
680.0,68000.0,137.3,4.84,102.43
685.0,68500.0,135.9,5.86,103.1
690.0,69000.0,137.5,5.88,103.79
695.0,69500.0,137.2,5.74,104.48
700.0,70000.0,137.5,5.81,105.17
705.0,70500.0,136.4,5.44,105.85
710.0,71000.0,138.2,6.2,106.54
