Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,-5.22,
5.0,175.0,,6.2,
10.0,350.0,,1.48,
15.0,525.0,,2.91,
20.0,700.0,,3.0,
25.0,875.0,,2.43,
30.0,1050.0,,1.14,
35.0,1225.0,2.6,4.55,0.01
40.0,1400.0,18.3,9.89,0.1
45.0,1575.0,92.8,18.78,0.57
50.0,1750.0,201.5,21.62,1.58
55.0,1925.0,305.9,18.98,3.11
60.0,2100.0,327.9,15.45,4.75
65.0,2275.0,280.5,12.54,6.15
70.0,2450.0,232.0,14.49,7.31
75.0,2625.0,238.2,13.89,8.5
80.0,2800.0,247.2,12.52,9.73
85.0,2975.0,206.3,10.45,10.77
90.0,3150.0,155.2,8.67,11.54
95.0,3325.0,121.3,8.18,12.15
100.0,3500.0,103.8,4.48,12.67
105.0,3675.0,97.0,4.26,13.15
110.0,3850.0,95.1,3.65,13.63
115.0,4025.0,94.7,4.4,14.1
120.0,4200.0,95.7,6.41,14.58
125.0,4375.0,99.5,6.57,15.08
130.0,4550.0,102.0,7.71,15.59
135.0,4725.0,106.1,7.46,16.12
140.0,4900.0,107.0,7.49,16.65
145.0,5075.0,105.7,6.38,17.18
150.0,5250.0,105.9,6.03,17.71
155.0,5425.0,103.6,6.06,18.23
160.0,5600.0,105.7,5.46,18.76
165.0,5775.0,103.5,8.05,19.27
170.0,5950.0,102.8,6.75,19.79
175.0,6125.0,100.6,6.05,20.29
180.0,6300.0,99.1,7.02,20.79
185.0,6475.0,97.5,6.11,21.28
190.0,6650.0,95.2,6.51,21.75
195.0,6825.0,92.6,6.08,22.21
200.0,7000.0,90.2,5.35,22.67
205.0,7175.0,85.6,5.77,23.09
210.0,7350.0,82.7,5.5,23.51
215.0,7525.0,83.4,5.91,23.92
220.0,7700.0,84.1,5.72,24.34
225.0,7875.0,83.2,6.77,24.76
230.0,8050.0,86.2,7.19,25.19
235.0,8225.0,89.4,7.08,25.64
240.0,8400.0,93.0,7.05,26.1
245.0,8575.0,98.3,6.3,26.6
250.0,8750.0,114.8,5.63,27.17
255.0,8925.0,131.6,6.32,27.83
260.0,9100.0,153.2,9.37,28.59
265.0,9275.0,176.5,10.25,29.48
270.0,9450.0,195.2,10.81,30.45
275.0,9625.0,210.9,10.59,31.51
280.0,9800.0,221.3,10.27,32.61
285.0,9975.0,220.8,9.97,33.72
290.0,10150.0,220.5,11.18,34.82
295.0,10325.0,216.5,8.68,35.9
300.0,10500.0,210.3,8.16,36.95
305.0,10675.0,207.5,8.72,37.99
310.0,10850.0,199.2,8.34,38.99
315.0,11025.0,195.2,10.62,39.96
320.0,11200.0,188.9,9.04,40.91
325.0,11375.0,187.5,7.16,41.84
330.0,11550.0,185.8,8.01,42.77
335.0,11725.0,180.6,7.5,43.68
340.0,11900.0,180.1,9.05,44.58
345.0,12075.0,178.7,9.44,45.47
350.0,12250.0,178.1,6.22,46.36
355.0,12425.0,181.0,6.17,47.27
360.0,12600.0,179.1,4.92,48.16
365.0,12775.0,178.2,7.2,49.05
370.0,12950.0,178.0,9.4,49.94
375.0,13125.0,174.9,7.86,50.82
380.0,13300.0,174.8,7.5,51.69
385.0,13475.0,172.1,5.63,52.55
390.0,13650.0,169.7,6.78,53.4
395.0,13825.0,163.8,7.13,54.22
400.0,14000.0,160.5,5.79,55.02
405.0,14175.0,159.0,5.54,55.81
410.0,14350.0,153.4,4.75,56.58
415.0,14525.0,150.6,6.02,57.34
420.0,14700.0,146.2,6.12,58.07
425.0,14875.0,142.1,7.0,58.78
430.0,15050.0,141.4,7.0,59.48
435.0,15225.0,142.8,5.65,60.2
440.0,15400.0,141.8,4.73,60.91
445.0,15575.0,139.1,3.02,61.6
450.0,15750.0,139.5,5.1,62.3
455.0,15925.0,135.8,6.45,62.98
460.0,16100.0,134.7,5.77,63.65
465.0,16275.0,135.2,4.21,64.33
470.0,16450.0,131.3,3.58,64.98
475.0,16625.0,130.6,4.79,65.64
480.0,16800.0,129.2,5.38,66.28
485.0,16975.0,133.2,5.4,66.95
490.0,17150.0,127.2,4.96,67.59
495.0,17325.0,123.9,5.69,68.21
500.0,17500.0,120.2,4.62,68.81
505.0,17675.0,116.3,3.91,69.39
510.0,17850.0,117.1,4.62,69.97
515.0,18025.0,115.1,4.9,70.55
520.0,18200.0,110.3,4.65,71.1
525.0,18375.0,110.1,3.93,71.65
530.0,18550.0,107.7,3.92,72.19
535.0,18725.0,107.3,3.74,72.73
540.0,18900.0,104.6,3.27,73.25
545.0,19075.0,102.3,3.67,73.76
550.0,19250.0,102.1,2.72,74.27
555.0,19425.0,99.5,4.44,74.77
560.0,19600.0,95.9,3.13,75.25
565.0,19775.0,95.6,3.35,75.73
570.0,19950.0,91.4,3.58,76.18
575.0,20125.0,90.0,3.24,76.63
580.0,20300.0,89.9,4.41,77.08
585.0,20475.0,89.1,2.35,77.53
590.0,20650.0,86.3,3.21,77.96
595.0,20825.0,85.2,2.62,78.39
600.0,21000.0,79.3,2.77,78.78
605.0,21175.0,79.0,2.05,79.18
610.0,21350.0,77.0,1.39,79.56
615.0,21525.0,75.2,0.6,79.94
620.0,21700.0,73.2,3.56,80.31
625.0,21875.0,77.2,4.44,80.69
630.0,22050.0,73.6,2.66,81.06
635.0,22225.0,68.5,3.32,81.4
640.0,22400.0,64.9,0.49,81.73
645.0,22575.0,61.7,0.62,82.03
650.0,22750.0,59.0,1.58,82.33
655.0,22925.0,55.9,1.38,82.61
660.0,23100.0,53.5,2.09,82.88
665.0,23275.0,52.8,1.87,83.14
670.0,23450.0,49.6,1.56,83.39
675.0,23625.0,47.7,0.94,83.63
680.0,23800.0,46.0,1.44,83.86
685.0,23975.0,43.3,2.18,84.07
690.0,24150.0,44.8,2.11,84.3
695.0,24325.0,44.4,1.93,84.52
700.0,24500.0,38.9,1.9,84.72
705.0,24675.0,39.3,1.07,84.91
710.0,24850.0,37.4,2.09,85.1
715.0,25025.0,34.9,2.72,85.27
720.0,25200.0,34.9,-0.11,85.45
725.0,25375.0,33.2,1.63,85.61
730.0,25550.0,31.7,0.28,85.77
735.0,25725.0,33.0,0.64,85.94
740.0,25900.0,32.4,2.63,86.1
745.0,26075.0,30.4,-0.35,86.25
750.0,26250.0,29.5,0.37,86.4
755.0,26425.0,27.0,0.78,86.53
760.0,26600.0,26.7,-0.14,86.67
765.0,26775.0,26.7,2.06,86.8
770.0,26950.0,26.9,0.01,86.94
775.0,27125.0,24.7,-1.57,87.06
780.0,27300.0,22.1,1.54,87.17
785.0,27475.0,21.9,2.05,87.28
790.0,27650.0,21.7,2.15,87.39
795.0,27825.0,23.0,1.04,87.5
800.0,28000.0,22.0,-1.05,87.61
805.0,28175.0,22.1,-0.74,87.72
810.0,28350.0,24.4,1.69,87.85
815.0,28525.0,22.2,2.09,87.96
820.0,28700.0,21.1,2.11,88.06
825.0,28875.0,22.3,2.25,88.17
830.0,29050.0,22.1,0.69,88.28
835.0,29225.0,20.2,1.2,88.38
840.0,29400.0,22.0,1.18,88.49
845.0,29575.0,22.9,0.47,88.61
850.0,29750.0,22.3,-0.16,88.72
855.0,29925.0,22.3,0.01,88.83
860.0,30100.0,22.2,-0.3,88.94
865.0,30275.0,22.2,1.39,89.05
870.0,30450.0,21.0,1.31,89.16
875.0,30625.0,21.7,-6.28,89.27
880.0,30800.0,20.5,4.13,89.37
885.0,30975.0,19.7,-3.44,89.47
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
