Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,-1.22,
5.0,125.0,,-8.23,
10.0,250.0,,-0.02,
15.0,375.0,,1.78,
20.0,500.0,,2.49,
25.0,625.0,,0.82,
30.0,750.0,,0.18,
35.0,875.0,,0.18,
40.0,1000.0,,0.76,
45.0,1125.0,,1.76,
50.0,1250.0,,0.49,
55.0,1375.0,,0.19,
60.0,1500.0,,-1.21,
65.0,1625.0,,-1.85,
70.0,1750.0,,-0.64,
75.0,1875.0,,-1.44,
80.0,2000.0,,-1.1,
85.0,2125.0,,0.3,
90.0,2250.0,,0.08,
95.0,2375.0,,0.12,
100.0,2500.0,,-1.23,
105.0,2625.0,,-0.24,
110.0,2750.0,,0.66,
115.0,2875.0,,0.27,
120.0,3000.0,,0.33,
125.0,3125.0,,1.07,
130.0,3250.0,,0.91,
135.0,3375.0,,0.57,
140.0,3500.0,,-0.23,
145.0,3625.0,,0.52,
150.0,3750.0,,1.95,
155.0,3875.0,,-0.01,
160.0,4000.0,,-0.4,
165.0,4125.0,,-0.19,
170.0,4250.0,,0.59,
175.0,4375.0,,0.85,
180.0,4500.0,,-0.1,
185.0,4625.0,,0.12,
190.0,4750.0,,1.29,
195.0,4875.0,,0.45,
200.0,5000.0,,-0.14,
205.0,5125.0,,0.78,
210.0,5250.0,,1.37,
215.0,5375.0,,1.5,
220.0,5500.0,,0.48,
225.0,5625.0,,0.31,
230.0,5750.0,,1.28,
235.0,5875.0,,1.85,
240.0,6000.0,,1.78,
245.0,6125.0,,2.95,
250.0,6250.0,,1.82,
255.0,6375.0,,1.14,
260.0,6500.0,,2.01,
265.0,6625.0,,1.62,
270.0,6750.0,,3.27,
275.0,6875.0,,2.69,
280.0,7000.0,,3.0,
285.0,7125.0,,2.58,
290.0,7250.0,,1.62,
295.0,7375.0,,0.93,
300.0,7500.0,,0.22,
305.0,7625.0,,2.59,
310.0,7750.0,2.2,4.92,0.01
315.0,7875.0,31.7,5.15,0.17
320.0,8000.0,91.6,5.88,0.63
325.0,8125.0,118.1,4.65,1.22
330.0,8250.0,118.5,4.37,1.81
335.0,8375.0,115.7,6.38,2.39
340.0,8500.0,114.8,7.46,2.96
345.0,8625.0,116.3,7.28,3.54
350.0,8750.0,111.7,6.53,4.1
355.0,8875.0,108.1,5.33,4.64
360.0,9000.0,103.6,5.74,5.16
365.0,9125.0,97.4,6.24,5.65
370.0,9250.0,94.4,5.81,6.12
375.0,9375.0,91.1,5.46,6.58
380.0,9500.0,88.0,4.86,7.02
385.0,9625.0,85.5,4.91,7.44
390.0,9750.0,82.5,4.13,7.86
395.0,9875.0,81.9,4.57,8.27
400.0,10000.0,80.6,4.76,8.67
405.0,10125.0,78.1,5.02,9.06
410.0,10250.0,77.2,4.38,9.44
415.0,10375.0,76.8,3.67,9.83
420.0,10500.0,75.9,3.43,10.21
425.0,10625.0,75.2,3.14,10.58
430.0,10750.0,71.5,3.93,10.94
435.0,10875.0,71.7,4.22,11.3
440.0,11000.0,70.7,4.1,11.65
445.0,11125.0,69.8,4.14,12.0
450.0,11250.0,70.0,3.7,12.35
455.0,11375.0,68.4,4.2,12.7
460.0,11500.0,66.6,4.18,13.03
465.0,11625.0,65.8,3.34,13.36
470.0,11750.0,62.8,3.19,13.67
475.0,11875.0,63.1,3.48,13.99
480.0,12000.0,61.1,3.14,14.29
485.0,12125.0,60.1,3.16,14.59
490.0,12250.0,58.9,2.88,14.89
495.0,12375.0,58.2,2.97,15.18
500.0,12500.0,57.8,3.7,15.47
505.0,12625.0,54.1,3.37,15.74
510.0,12750.0,55.3,3.11,16.01
515.0,12875.0,54.7,3.17,16.29
520.0,13000.0,53.7,1.91,16.56
525.0,13125.0,53.3,1.63,16.82
530.0,13250.0,51.0,1.4,17.08
535.0,13375.0,50.5,2.13,17.33
540.0,13500.0,52.1,3.44,17.59
545.0,13625.0,49.5,2.56,17.84
550.0,13750.0,49.3,1.79,18.09
555.0,13875.0,48.8,2.4,18.33
560.0,14000.0,48.3,2.78,18.57
565.0,14125.0,46.7,2.74,18.8
570.0,14250.0,46.0,2.39,19.03
575.0,14375.0,44.7,2.12,19.26
580.0,14500.0,44.6,2.92,19.48
585.0,14625.0,41.9,2.57,19.69
590.0,14750.0,42.7,2.04,19.9
595.0,14875.0,41.2,2.36,20.11
600.0,15000.0,39.7,2.53,20.31
605.0,15125.0,40.0,2.2,20.51
610.0,15250.0,39.0,2.38,20.7
615.0,15375.0,38.3,2.44,20.89
620.0,15500.0,38.3,3.01,21.09
625.0,15625.0,37.3,2.74,21.27
630.0,15750.0,37.6,1.78,21.46
635.0,15875.0,36.6,2.4,21.64
640.0,16000.0,36.8,2.33,21.83
645.0,16125.0,36.8,2.13,22.01
650.0,16250.0,33.9,2.86,22.18
655.0,16375.0,34.1,1.96,22.35
660.0,16500.0,34.8,1.92,22.53
665.0,16625.0,33.0,1.44,22.69
670.0,16750.0,33.4,1.77,22.86
675.0,16875.0,33.1,2.2,23.02
680.0,17000.0,32.8,1.78,23.19
685.0,17125.0,31.8,1.36,23.35
690.0,17250.0,30.2,1.91,23.5
695.0,17375.0,30.2,2.87,23.65
700.0,17500.0,30.1,2.68,23.8
705.0,17625.0,28.5,1.8,23.94
710.0,17750.0,29.8,1.36,24.09
715.0,17875.0,27.5,1.77,24.23
720.0,18000.0,28.1,1.66,24.37
725.0,18125.0,27.2,1.04,24.5
730.0,18250.0,27.4,1.57,24.64
735.0,18375.0,25.3,1.96,24.77
740.0,18500.0,26.7,1.92,24.9
745.0,18625.0,25.2,2.04,25.03
750.0,18750.0,26.6,1.65,25.16
755.0,18875.0,24.1,1.75,25.28
760.0,19000.0,25.4,1.57,25.41
765.0,19125.0,23.8,1.26,25.53
770.0,19250.0,23.8,1.57,25.64
775.0,19375.0,21.8,1.56,25.75
780.0,19500.0,23.0,1.06,25.87
785.0,19625.0,21.8,1.68,25.98
790.0,19750.0,22.2,1.6,26.09
795.0,19875.0,21.7,1.28,26.2
800.0,20000.0,21.1,0.32,26.3
805.0,20125.0,22.7,0.25,26.42
810.0,20250.0,20.4,2.01,26.52
815.0,20375.0,21.3,2.08,26.63
820.0,20500.0,20.5,1.92,26.73
825.0,20625.0,20.3,1.37,26.83
830.0,20750.0,19.4,2.01,26.93
835.0,20875.0,20.9,2.61,27.03
840.0,21000.0,20.2,1.61,27.13
845.0,21125.0,20.1,1.02,27.23
850.0,21250.0,20.9,1.59,27.34
855.0,21375.0,18.0,2.28,27.43
860.0,21500.0,18.4,2.03,27.52
865.0,21625.0,17.0,1.7,27.6
870.0,21750.0,18.0,1.47,27.69
875.0,21875.0,18.1,1.4,27.78
880.0,22000.0,17.3,2.05,27.87
885.0,22125.0,19.1,1.9,27.97
890.0,22250.0,18.5,1.47,28.06
895.0,22375.0,18.6,1.56,28.15
900.0,22500.0,18.1,0.88,28.24
905.0,22625.0,18.2,1.99,28.33
910.0,22750.0,17.9,2.04,28.42
915.0,22875.0,17.4,1.49,28.51
920.0,23000.0,16.9,1.45,28.59
925.0,23125.0,17.6,1.82,28.68
930.0,23250.0,17.6,1.73,28.77
935.0,23375.0,19.9,1.51,28.87
940.0,23500.0,17.7,1.25,28.96
945.0,23625.0,18.3,2.05,29.05
950.0,23750.0,18.1,2.41,29.14
955.0,23875.0,18.1,1.03,29.23
960.0,24000.0,18.4,1.09,29.32
965.0,24125.0,20.1,1.72,29.42
970.0,24250.0,20.6,1.8,29.53
975.0,24375.0,20.9,1.8,29.63
980.0,24500.0,21.6,1.71,29.74
985.0,24625.0,21.7,2.28,29.85
990.0,24750.0,21.6,2.54,29.96
995.0,24875.0,21.4,1.17,30.06
1000.0,25000.0,21.0,1.24,30.17
1005.0,25125.0,23.0,1.64,30.28
1010.0,25250.0,23.4,1.96,30.4
1015.0,25375.0,22.9,1.67,30.51
1020.0,25500.0,22.8,1.13,30.63
1025.0,25625.0,23.3,1.96,30.74
1030.0,25750.0,23.1,1.76,30.86
1035.0,25875.0,23.7,1.27,30.98
1040.0,26000.0,24.2,1.54,31.1
1045.0,26125.0,25.7,1.52,31.23
1050.0,26250.0,23.3,1.59,31.34
1055.0,26375.0,23.2,1.61,31.46
1060.0,26500.0,24.9,1.21,31.59
1065.0,26625.0,25.7,2.3,31.71
1070.0,26750.0,25.8,2.25,31.84
1075.0,26875.0,26.3,1.51,31.97
1080.0,27000.0,26.8,2.42,32.11
1085.0,27125.0,25.9,1.93,32.24
1090.0,27250.0,27.5,1.9,32.37
1095.0,27375.0,26.7,1.44,32.51
1100.0,27500.0,27.0,1.63,32.64
1105.0,27625.0,27.2,2.36,32.78
1110.0,27750.0,28.2,2.02,32.92
1115.0,27875.0,27.3,1.99,33.06
1120.0,28000.0,28.7,2.45,33.2
1125.0,28125.0,27.9,2.51,33.34
1130.0,28250.0,28.4,2.29,33.48
1135.0,28375.0,29.2,1.57,33.63
1140.0,28500.0,30.3,2.02,33.78
1145.0,28625.0,29.1,2.65,33.92
1150.0,28750.0,29.8,2.16,34.07
1155.0,28875.0,32.0,1.65,34.23
1160.0,29000.0,31.5,1.75,34.39
1165.0,29125.0,31.5,2.0,34.55
1170.0,29250.0,32.0,1.91,34.71
1175.0,29375.0,31.6,2.27,34.87
1180.0,29500.0,32.4,3.05,35.03
1185.0,29625.0,34.0,2.77,35.2
1190.0,29750.0,33.2,1.51,35.37
1195.0,29875.0,32.8,1.6,35.53
1200.0,30000.0,32.8,2.32,35.69
1205.0,30125.0,33.4,2.8,35.86
1210.0,30250.0,33.1,1.84,36.03
