Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,5.12,
5.0,500.0,,-0.65,
10.0,1000.0,,5.19,
15.0,1500.0,18.4,9.43,0.09
20.0,2000.0,135.9,7.89,0.77
25.0,2500.0,197.6,12.85,1.76
30.0,3000.0,217.5,14.67,2.85
35.0,3500.0,218.8,16.21,3.94
40.0,4000.0,216.9,19.19,5.03
45.0,4500.0,224.3,14.25,6.15
50.0,5000.0,232.6,14.73,7.31
55.0,5500.0,232.2,14.14,8.47
60.0,6000.0,221.2,13.04,9.58
65.0,6500.0,201.8,10.23,10.59
70.0,7000.0,183.8,9.11,11.5
75.0,7500.0,165.7,8.22,12.33
80.0,8000.0,152.9,7.93,13.1
85.0,8500.0,140.9,8.33,13.8
90.0,9000.0,132.5,6.72,14.46
95.0,9500.0,118.5,5.92,15.06
100.0,10000.0,110.9,5.8,15.61
105.0,10500.0,101.8,5.69,16.12
110.0,11000.0,92.4,5.65,16.58
115.0,11500.0,85.4,4.19,17.01
120.0,12000.0,81.9,3.57,17.42
125.0,12500.0,75.4,3.72,17.8
130.0,13000.0,72.6,5.03,18.16
135.0,13500.0,71.0,5.04,18.51
140.0,14000.0,67.0,3.95,18.85
145.0,14500.0,67.6,3.48,19.19
150.0,15000.0,66.3,2.95,19.52
155.0,15500.0,66.3,4.61,19.85
160.0,16000.0,66.8,4.91,20.18
165.0,16500.0,70.3,4.17,20.54
170.0,17000.0,75.8,4.85,20.91
175.0,17500.0,77.9,4.87,21.3
180.0,18000.0,82.4,5.07,21.72
185.0,18500.0,83.4,4.92,22.13
190.0,19000.0,84.7,4.04,22.56
195.0,19500.0,82.8,4.46,22.97
200.0,20000.0,82.3,5.01,23.38
205.0,20500.0,81.6,5.34,23.79
210.0,21000.0,78.7,5.23,24.18
215.0,21500.0,79.6,4.95,24.58
220.0,22000.0,78.9,5.21,24.97
225.0,22500.0,76.7,5.42,25.36
230.0,23000.0,77.3,5.03,25.74
235.0,23500.0,77.4,5.04,26.13
240.0,24000.0,74.5,5.0,26.5
245.0,24500.0,75.2,5.52,26.88
250.0,25000.0,75.2,5.61,27.26
255.0,25500.0,75.3,4.91,27.63
260.0,26000.0,76.2,5.15,28.01
265.0,26500.0,77.1,6.14,28.4
270.0,27000.0,82.3,8.03,28.81
275.0,27500.0,88.4,8.46,29.25
280.0,28000.0,97.0,8.09,29.74
285.0,28500.0,102.6,7.93,30.25
290.0,29000.0,106.8,7.92,30.79
295.0,29500.0,112.7,8.43,31.35
300.0,30000.0,117.6,8.85,31.94
305.0,30500.0,122.6,8.67,32.55
310.0,31000.0,129.0,9.02,33.19
315.0,31500.0,134.8,9.59,33.87
320.0,32000.0,140.4,10.59,34.57
325.0,32500.0,145.3,10.93,35.3
330.0,33000.0,148.0,10.79,36.04
335.0,33500.0,154.2,10.38,36.81
340.0,34000.0,158.1,10.33,37.6
345.0,34500.0,163.4,12.23,38.42
350.0,35000.0,167.6,13.03,39.25
355.0,35500.0,172.9,14.05,40.12
360.0,36000.0,181.3,13.53,41.02
365.0,36500.0,183.1,13.29,41.94
370.0,37000.0,187.6,13.22,42.88
375.0,37500.0,190.6,13.59,43.83
380.0,38000.0,191.4,13.88,44.79
385.0,38500.0,194.7,13.54,45.76
390.0,39000.0,197.5,14.13,46.75
395.0,39500.0,206.7,13.91,47.78
400.0,40000.0,215.4,14.63,48.86
405.0,40500.0,218.5,13.45,49.95
410.0,41000.0,219.8,13.36,51.05
415.0,41500.0,225.4,14.04,52.18
420.0,42000.0,225.1,13.36,53.3
425.0,42500.0,228.8,13.75,54.45
430.0,43000.0,226.5,12.61,55.58
435.0,43500.0,228.9,13.25,56.72
