Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,0.0,8.61,0.0
5.0,250.0,49.1,11.4,0.25
10.0,500.0,158.7,11.33,1.04
15.0,750.0,199.9,12.26,2.04
20.0,1000.0,201.6,11.72,3.05
25.0,1250.0,190.4,10.58,4.0
30.0,1500.0,183.7,9.39,4.92
35.0,1750.0,174.2,9.37,5.79
40.0,2000.0,170.3,9.13,6.64
45.0,2250.0,165.3,9.08,7.47
50.0,2500.0,161.0,8.97,8.27
55.0,2750.0,155.4,9.01,9.05
60.0,3000.0,154.4,9.02,9.82
65.0,3250.0,150.7,8.07,10.57
70.0,3500.0,150.0,7.77,11.32
75.0,3750.0,146.4,8.39,12.06
80.0,4000.0,146.2,8.52,12.79
85.0,4250.0,144.4,8.7,13.51
90.0,4500.0,142.0,8.84,14.22
95.0,4750.0,144.1,7.83,14.94
100.0,5000.0,140.6,8.82,15.64
105.0,5250.0,140.2,8.52,16.34
110.0,5500.0,142.3,7.6,17.05
115.0,5750.0,144.4,7.01,17.78
120.0,6000.0,142.4,5.86,18.49
125.0,6250.0,143.7,6.82,19.21
130.0,6500.0,140.5,8.04,19.91
135.0,6750.0,139.6,8.25,20.61
140.0,7000.0,139.0,8.6,21.3
145.0,7250.0,138.4,8.34,21.99
150.0,7500.0,137.8,8.64,22.68
155.0,7750.0,138.6,7.54,23.38
160.0,8000.0,138.8,6.76,24.07
165.0,8250.0,138.5,6.25,24.76
170.0,8500.0,136.9,6.34,25.45
175.0,8750.0,136.6,6.44,26.13
180.1,9005.0,136.0,6.72,26.81
185.0,9250.0,136.1,7.64,27.49
190.0,9500.0,134.5,8.73,28.16
195.0,9750.0,133.0,8.21,28.83
200.0,10000.0,134.3,8.26,29.5
205.1,10255.0,134.3,7.18,30.17
210.0,10500.0,135.4,5.39,30.85
215.0,10750.0,133.9,7.08,31.52
220.0,11000.0,135.8,6.28,32.2
225.0,11250.0,134.5,7.52,32.87
230.0,11500.0,134.3,6.69,33.54
235.0,11750.0,131.8,5.49,34.2
240.0,12000.0,132.1,7.6,34.86
245.0,12250.0,131.8,7.25,35.52
250.0,12500.0,132.2,7.65,36.18
255.0,12750.0,131.8,7.46,36.84
260.1,13005.000000000002,131.3,6.22,37.5
265.0,13250.0,128.7,6.44,38.14
270.0,13500.0,128.2,7.2,38.78
275.0,13750.0,128.6,6.33,39.42
280.0,14000.0,128.0,7.82,40.06
285.0,14250.0,129.2,7.05,40.71
290.0,14500.0,126.6,5.14,41.34
295.0,14750.0,126.8,6.56,41.98
300.0,15000.0,128.1,5.6,42.62
305.0,15250.0,129.5,7.09,43.26
310.0,15500.0,127.3,8.58,43.9
315.1,15755.000000000002,128.9,6.95,44.55
320.0,16000.0,131.3,7.36,45.2
325.0,16250.0,131.1,6.91,45.86
330.0,16500.0,131.4,6.58,46.51
335.0,16750.0,131.2,6.97,47.17
340.0,17000.0,130.9,6.88,47.82
345.0,17250.0,130.6,6.33,48.48
350.0,17500.0,127.9,7.31,49.12
355.0,17750.0,127.9,6.61,49.76
360.0,18000.0,125.6,5.36,50.38
365.0,18250.0,126.1,5.42,51.02
370.0,18500.0,125.6,5.85,51.64
375.0,18750.0,122.6,6.85,52.26
380.0,19000.0,120.7,6.41,52.86
385.0,19250.0,118.6,7.01,53.45
390.0,19500.0,118.0,6.55,54.04
395.0,19750.0,116.2,6.58,54.62
400.0,20000.0,114.4,6.07,55.2
405.0,20250.0,113.7,5.1,55.76
410.0,20500.0,112.9,4.41,56.33
415.0,20750.0,112.3,6.12,56.89
420.0,21000.0,109.5,5.34,57.44
425.0,21250.0,107.0,5.84,57.97
430.0,21500.0,108.6,5.85,58.52
435.0,21750.0,108.3,4.02,59.06
440.0,22000.0,108.6,5.22,59.6
445.0,22250.0,107.7,4.34,60.14
450.0,22500.0,107.3,4.77,60.67
455.0,22750.0,105.8,4.38,61.2
460.0,23000.0,104.6,5.49,61.73
465.0,23250.0,105.6,6.13,62.25
470.0,23500.0,104.9,6.78,62.78
475.1,23755.0,106.5,6.4,63.31
480.0,24000.0,106.7,5.05,63.85
485.0,24250.0,104.3,5.04,64.37
490.0,24500.0,106.6,5.05,64.9
495.0,24750.0,105.7,5.22,65.43
500.0,25000.0,106.8,4.68,65.96
505.0,25250.0,107.0,5.7,66.5
510.0,25500.0,108.4,5.22,67.04
515.0,25750.0,108.8,6.23,67.58
520.0,26000.0,110.2,5.56,68.13
525.0,26250.0,111.2,5.0,68.69
530.0,26500.0,112.1,5.07,69.25
535.0,26750.0,114.7,3.71,69.82
540.0,27000.0,114.6,5.33,70.4
545.1,27255.0,114.4,5.71,70.97
550.0,27500.0,113.5,6.44,71.54
555.0,27750.0,116.4,5.99,72.12
560.0,28000.0,116.8,4.29,72.7
565.0,28250.0,119.0,3.73,73.3
570.0,28500.0,119.4,4.53,73.89
575.0,28750.0,119.3,4.19,74.49
580.0,29000.0,119.0,4.71,75.09
585.0,29250.0,118.2,5.46,75.68
590.0,29500.0,117.5,4.93,76.27
595.0,29750.0,115.9,5.82,76.84
600.0,30000.0,116.1,4.12,77.43
605.0,30250.0,118.2,5.55,78.02
610.0,30500.0,114.5,5.68,78.59
615.0,30750.0,113.1,3.92,79.15
620.0,31000.0,109.6,4.9,79.7
625.0,31250.0,107.9,3.44,80.24
630.1,31505.0,104.6,3.72,80.76
635.0,31750.0,100.5,3.96,81.27
640.0,32000.0,101.4,2.82,81.77
645.0,32250.0,97.0,3.63,82.26
650.0,32500.0,96.5,5.45,82.74
655.1,32755.0,96.3,3.96,83.22
660.0,33000.0,93.7,3.41,83.69
665.0,33250.0,94.6,4.16,84.16
670.0,33500.0,93.1,2.76,84.63
675.0,33750.0,91.0,3.61,85.09
680.0,34000.0,90.5,3.67,85.54
685.0,34250.0,90.2,2.97,85.99
690.0,34500.0,88.0,3.45,86.43
695.0,34750.0,87.8,2.28,86.87
700.0,35000.0,86.5,1.97,87.3
705.0,35250.0,84.5,3.09,87.72
710.0,35500.0,84.2,4.49,88.14
715.0,35750.0,81.4,4.8,88.55
720.0,36000.0,79.2,3.96,88.95
725.0,36250.0,77.0,2.82,89.33
730.0,36500.0,73.9,1.34,89.7
735.0,36750.0,72.4,1.71,90.06
