Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,-4.04,
5.0,125.0,,4.74,
10.0,250.0,,-0.73,
15.0,375.0,,-0.78,
20.0,500.0,,-0.42,
25.0,625.0,,0.15,
30.0,750.0,,0.01,
35.0,875.0,,0.36,
40.0,1000.0,,0.06,
45.0,1125.0,,1.05,
50.0,1250.0,,-0.16,
55.0,1375.0,,-0.35,
60.0,1500.0,,-0.67,
65.0,1625.0,,-0.52,
70.0,1750.0,,0.67,
75.0,1875.0,,0.25,
80.0,2000.0,,0.41,
85.0,2125.0,,0.6,
90.0,2250.0,,0.94,
95.0,2375.0,,2.16,
100.0,2500.0,1.7,3.4,0.01
105.0,2625.0,8.0,4.92,0.05
110.0,2750.0,65.2,7.89,0.37
115.0,2875.0,172.6,11.38,1.24
120.0,3000.0,256.8,13.3,2.52
125.0,3125.0,300.9,14.29,4.03
130.0,3250.0,337.1,14.6,5.71
135.0,3375.0,350.6,14.14,7.46
140.0,3500.0,356.8,14.83,9.25
145.0,3625.0,365.6,14.67,11.08
150.0,3750.0,366.8,16.89,12.91
155.0,3875.0,373.7,16.97,14.78
160.0,4000.0,382.8,17.58,16.69
165.0,4125.0,383.1,15.55,18.61
170.0,4250.0,384.2,13.95,20.53
175.0,4375.0,386.8,16.36,22.46
180.0,4500.0,381.7,16.26,24.37
185.0,4625.0,388.5,18.47,26.31
190.0,4750.0,380.7,16.93,28.22
195.0,4875.0,386.3,16.0,30.15
200.0,5000.0,383.2,15.6,32.06
205.0,5125.0,389.9,16.43,34.01
210.0,5250.0,384.5,16.04,35.94
215.0,5375.0,382.2,16.31,37.85
220.0,5500.0,383.9,16.85,39.77
225.0,5625.0,385.4,15.22,41.69
230.0,5750.0,382.5,15.23,43.61
235.0,5875.0,388.0,15.11,45.55
240.0,6000.0,386.6,16.07,47.48
245.0,6125.0,391.9,16.55,49.44
250.0,6250.0,380.5,17.66,51.34
255.0,6375.0,388.8,15.8,53.29
260.0,6500.0,378.6,15.85,55.18
265.0,6625.0,380.0,15.27,57.08
270.0,6750.0,376.4,14.48,58.96
275.0,6875.0,384.3,17.22,60.88
280.0,7000.0,388.9,16.28,62.83
285.0,7125.0,379.2,15.42,64.72
290.0,7250.0,382.7,14.94,66.64
295.0,7375.0,378.9,13.85,68.53
300.0,7500.0,378.3,16.45,70.42
305.0,7625.0,373.2,17.05,72.29
310.0,7750.0,377.3,16.18,74.18
315.0,7875.0,386.8,15.67,76.11
320.0,8000.0,385.8,14.91,78.04
325.0,8125.0,380.5,15.61,79.94
330.0,8250.0,379.2,16.18,81.84
335.0,8375.0,376.3,17.54,83.72
340.0,8500.0,380.8,16.21,85.62
345.0,8625.0,381.0,16.22,87.53
350.0,8750.0,400.0,15.19,89.53
355.0,8875.0,393.0,14.45,91.49
360.0,9000.0,385.7,16.66,93.42
365.0,9125.0,377.4,16.67,95.31
370.0,9250.0,382.9,18.03,97.22
375.0,9375.0,385.9,17.91,99.15
