Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,-0.79,
5.0,375.0,,-1.78,
10.0,750.0,,-0.95,
15.0,1125.0,,0.44,
20.0,1500.0,,1.43,
25.0,1875.0,,3.23,
30.0,2250.0,0.0,5.0,0.0
35.0,2625.0,18.2,7.55,0.09
40.0,3000.0,115.3,10.03,0.67
45.0,3375.0,159.7,10.81,1.47
50.0,3750.0,179.7,12.35,2.36
55.0,4125.0,191.9,13.14,3.32
60.0,4500.0,205.4,12.96,4.35
65.0,4875.0,202.6,12.1,5.36
70.0,5250.0,199.9,10.66,6.36
75.0,5625.0,193.0,10.27,7.33
80.0,6000.0,181.6,10.6,8.24
85.0,6375.0,169.8,9.68,9.09
90.0,6750.0,157.1,8.51,9.87
95.0,7125.0,143.6,7.93,10.59
100.0,7500.0,131.2,7.55,11.25
105.0,7875.0,122.9,7.06,11.86
110.0,8250.0,111.4,6.31,12.42
115.0,8625.0,102.8,5.06,12.93
120.0,9000.0,95.5,4.62,13.41
125.0,9375.0,88.0,4.7,13.85
130.0,9750.0,84.5,4.41,14.27
135.0,10125.0,77.4,4.49,14.66
140.0,10500.0,73.2,4.13,15.02
145.0,10875.0,67.3,3.05,15.36
150.0,11250.0,63.1,3.1,15.68
155.0,11625.0,58.2,2.69,15.97
160.0,12000.0,55.1,2.69,16.24
165.0,12375.0,51.6,3.21,16.5
170.0,12750.0,49.9,3.79,16.75
175.0,13125.0,46.6,3.98,16.98
180.0,13500.0,44.2,3.85,17.2
185.0,13875.0,41.5,2.21,17.41
190.0,14250.0,42.1,2.51,17.62
195.0,14625.0,41.7,3.03,17.83
200.0,15000.0,39.1,2.81,18.03
205.0,15375.0,38.1,3.02,18.22
210.0,15750.0,35.6,1.09,18.39
215.0,16125.0,36.7,1.36,18.58
220.0,16500.0,34.6,1.44,18.75
225.0,16875.0,35.5,0.84,18.93
230.0,17250.0,36.4,0.88,19.11
235.0,17625.0,35.1,1.01,19.29
240.0,18000.0,33.9,1.76,19.46
245.0,18375.0,34.9,2.54,19.63
250.0,18750.0,34.1,2.74,19.8
255.0,19125.0,35.5,2.49,19.98
260.0,19500.0,35.5,2.14,20.16
265.0,19875.0,35.2,1.93,20.33
270.0,20250.0,36.4,1.83,20.51
275.0,20625.0,38.9,2.87,20.71
280.0,21000.0,38.3,3.34,20.9
285.0,21375.0,38.9,2.99,21.09
290.0,21750.0,39.0,2.39,21.29
295.0,22125.0,38.6,2.73,21.48
300.0,22500.0,39.7,2.9,21.68
305.0,22875.0,39.3,2.47,21.88
310.0,23250.0,41.5,1.69,22.08
315.0,23625.0,41.9,1.85,22.29
320.0,24000.0,41.5,2.17,22.5
325.0,24375.0,41.1,2.28,22.71
330.0,24750.0,41.1,2.79,22.91
335.0,25125.0,42.0,3.2,23.12
340.0,25500.0,43.3,3.39,23.34
345.0,25875.0,42.9,2.72,23.55
350.0,26250.0,43.3,2.63,23.77
355.0,26625.0,43.9,3.13,23.99
360.0,27000.0,43.6,4.21,24.21
365.0,27375.0,43.1,3.18,24.42
370.0,27750.0,45.2,2.88,24.65
375.0,28125.0,44.8,2.66,24.87
380.0,28500.0,45.5,2.77,25.1
385.0,28875.0,44.7,3.9,25.32
390.0,29250.0,46.1,3.99,25.55
395.0,29625.0,47.5,3.47,25.79
400.0,30000.0,46.5,3.09,26.02
405.0,30375.0,48.3,2.91,26.27
410.0,30750.0,48.9,2.97,26.51
415.0,31125.0,51.0,4.64,26.77
420.0,31500.0,49.8,4.98,27.01
425.0,31875.0,51.0,4.95,27.27
430.0,32250.0,49.5,4.86,27.52
435.0,32625.0,50.9,4.11,27.77
440.0,33000.0,50.8,4.63,28.03
445.0,33375.0,50.8,3.82,28.28
450.0,33750.0,50.7,3.33,28.53
455.0,34125.0,52.6,3.4,28.8
460.0,34500.0,51.6,3.35,29.05
465.0,34875.0,52.2,4.15,29.31
470.0,35250.0,52.2,3.87,29.58
475.0,35625.0,53.4,3.45,29.84
480.0,36000.0,53.8,3.95,30.11
485.0,36375.0,54.2,3.87,30.38
490.0,36750.0,54.6,3.54,30.66
495.0,37125.0,55.6,4.27,30.93
500.0,37500.0,56.3,3.33,31.22
505.0,37875.0,55.9,3.65,31.49
510.0,38250.0,58.0,3.89,31.78
515.0,38625.0,59.2,4.18,32.08
520.0,39000.0,60.4,4.8,32.38
525.0,39375.0,59.9,4.37,32.68
530.0,39750.0,61.1,4.63,32.99
535.0,40125.0,62.1,5.26,33.3
540.0,40500.0,63.7,5.46,33.62
545.0,40875.0,65.5,5.04,33.94
550.0,41250.0,64.9,4.52,34.27
555.0,41625.0,67.9,4.91,34.61
560.0,42000.0,68.1,5.62,34.95
565.0,42375.0,69.3,5.08,35.3
570.0,42750.0,69.6,4.73,35.64
575.0,43125.0,69.8,4.44,35.99
580.0,43500.0,71.1,4.87,36.35
585.0,43875.0,71.5,5.07,36.71
590.0,44250.0,70.9,4.48,37.06
595.0,44625.0,72.2,4.93,37.42
600.0,45000.0,73.4,5.43,37.79
605.0,45375.0,72.0,5.38,38.15
610.0,45750.0,73.0,5.07,38.51
615.0,46125.0,74.7,4.62,38.89
620.0,46500.0,74.0,5.53,39.26
625.0,46875.0,75.4,5.97,39.63
630.0,47250.0,74.6,5.41,40.01
635.0,47625.0,77.4,5.03,40.39
640.0,48000.0,78.2,4.58,40.78
645.0,48375.0,78.7,5.32,41.18
650.0,48750.0,78.4,5.47,41.57
655.0,49125.0,81.0,5.78,41.98
660.0,49500.0,81.0,6.19,42.38
665.0,49875.0,81.0,5.97,42.78
670.0,50250.0,81.8,5.47,43.19
675.0,50625.0,83.6,5.8,43.61
680.0,51000.0,83.2,6.45,44.03
685.0,51375.0,84.4,6.97,44.45
690.0,51750.0,84.0,6.68,44.87
695.0,52125.0,84.6,5.41,45.29
700.0,52500.0,84.6,6.05,45.72
705.0,52875.0,84.6,5.81,46.14
710.0,53250.0,86.4,5.92,46.57
715.0,53625.0,87.4,5.36,47.01
720.0,54000.0,88.0,5.13,47.45
725.0,54375.0,89.4,4.49,47.89
730.0,54750.0,89.3,4.6,48.34
735.0,55125.0,88.4,5.0,48.78
740.0,55500.0,91.0,6.18,49.24
745.0,55875.0,89.0,6.37,49.68
750.0,56250.0,90.4,5.29,50.13
755.0,56625.0,90.3,5.6,50.59
760.0,57000.0,93.3,5.55,51.05
765.0,57375.0,92.4,6.68,51.51
770.0,57750.0,94.7,5.58,51.99
775.0,58125.0,94.6,5.94,52.46
780.0,58500.0,96.4,6.83,52.94
785.0,58875.0,99.1,6.59,53.44
790.0,59250.0,99.2,6.47,53.93
795.0,59625.0,98.8,5.56,54.43
800.0,60000.0,99.7,5.98,54.93
805.0,60375.0,102.2,6.91,55.44
810.0,60750.0,104.6,6.97,55.96
815.0,61125.0,104.7,6.61,56.48
820.0,61500.0,107.0,6.74,57.02
825.0,61875.0,109.5,7.5,57.57
830.0,62250.0,110.6,8.31,58.12
835.0,62625.0,112.2,7.77,58.68
840.0,63000.0,114.3,7.01,59.25
845.0,63375.0,115.9,6.91,59.83
850.0,63750.0,117.4,6.99,60.42
855.0,64125.0,120.1,7.67,61.02
860.0,64500.0,121.4,7.03,61.63
865.0,64875.0,126.4,7.18,62.26
870.0,65250.0,126.7,7.7,62.89
