Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,-0.13,
5.0,125.0,,-1.23,
10.0,250.0,,-3.04,
15.0,375.0,,-3.55,
20.0,500.0,,-1.64,
25.0,625.0,,-1.1,
30.1,752.5,,0.16,
35.0,875.0,,1.1,
40.0,1000.0,,0.96,
45.0,1125.0,,0.56,
50.0,1250.0,,-1.84,
55.0,1375.0,,-3.92,
60.0,1500.0,,-1.74,
65.0,1625.0,,1.35,
70.0,1750.0,,1.71,
75.0,1875.0,,2.84,
80.0,2000.0,,-0.58,
85.0,2125.0,,-1.42,
90.0,2250.0,,-0.37,
95.0,2375.0,,1.07,
100.0,2500.0,,3.56,
105.0,2625.0,,1.47,
110.0,2750.0,,1.24,
115.0,2875.0,,0.06,
120.0,3000.0,,1.7,
125.0,3125.0,,1.3,
130.0,3250.0,,-1.42,
135.1,3377.5,,-1.45,
140.0,3500.0,,-2.71,
145.0,3625.0,,-0.59,
150.0,3750.0,,2.93,
155.1,3877.5,,1.6,
160.0,4000.0,,1.26,
165.0,4125.0,,1.06,
170.0,4250.0,,1.29,
175.0,4375.0,,3.57,
180.0,4500.0,,2.67,
185.0,4625.0,,1.83,
190.0,4750.0,,1.82,
195.0,4875.0,,1.74,
200.0,5000.0,,1.87,
205.0,5125.0,,0.14,
210.0,5250.0,,-0.59,
215.0,5375.0,,1.97,
220.2,5505.0,0.5,3.58,0.0
225.0,5625.0,30.7,7.56,0.16
230.0,5750.0,118.7,9.41,0.75
235.0,5875.0,186.9,8.19,1.68
240.0,6000.0,203.9,10.46,2.7
245.0,6125.0,190.6,9.37,3.66
250.0,6250.0,179.1,7.92,4.55
255.0,6375.0,168.8,7.33,5.4
260.0,6500.0,163.2,5.72,6.21
265.0,6625.0,154.5,7.77,6.98
270.0,6750.0,148.7,7.77,7.73
275.0,6875.0,146.6,7.07,8.46
280.0,7000.0,141.7,6.61,9.17
285.0,7125.0,138.7,5.44,9.86
290.0,7250.0,136.2,7.88,10.54
295.0,7375.0,131.9,8.99,11.2
300.0,7500.0,129.9,7.02,11.85
305.0,7625.0,128.9,5.46,12.5
310.0,7750.0,127.2,3.86,13.13
315.0,7875.0,124.5,5.11,13.76
320.1,8002.500000000001,119.3,8.4,14.35
325.0,8125.0,112.6,7.46,14.91
330.0,8250.0,108.8,7.0,15.46
335.0,8375.0,106.1,5.58,15.99
340.0,8500.0,101.9,4.44,16.5
345.0,8625.0,101.6,4.24,17.01
350.0,8750.0,98.6,3.89,17.5
355.0,8875.0,95.5,3.15,17.98
360.0,9000.0,92.6,4.49,18.44
365.0,9125.0,92.1,4.17,18.9
370.0,9250.0,87.6,3.72,19.34
375.0,9375.0,84.3,4.34,19.76
380.0,9500.0,82.8,2.18,20.17
385.0,9625.0,80.9,3.78,20.58
390.0,9750.0,79.8,6.09,20.98
395.0,9875.0,82.5,7.3,21.39
400.0,10000.0,85.4,5.08,21.82
405.1,10127.5,83.4,3.78,22.23
410.0,10250.0,81.7,1.67,22.64
415.0,10375.0,79.4,2.99,23.04
420.0,10500.0,76.7,6.22,23.42
425.0,10625.0,75.6,4.18,23.8
430.0,10750.0,79.5,4.08,24.2
435.0,10875.0,78.3,2.38,24.59
440.0,11000.0,76.9,1.04,24.98
445.0,11125.0,75.3,2.96,25.35
450.0,11250.0,73.7,3.53,25.72
455.0,11375.0,71.6,4.79,26.08
460.0,11500.0,69.6,5.65,26.43
465.0,11625.0,66.3,4.02,26.76
470.0,11750.0,63.9,2.87,27.08
475.0,11875.0,64.3,1.6,27.4
480.0,12000.0,62.5,2.76,27.71
485.0,12125.0,60.9,3.09,28.02
490.0,12250.0,58.8,4.15,28.31
495.0,12375.0,60.1,3.82,28.61
500.0,12500.0,60.0,3.87,28.91
505.0,12625.0,57.6,3.6,29.2
510.0,12750.0,59.0,3.18,29.49
515.0,12875.0,57.4,3.56,29.78
520.1,13002.5,53.9,1.99,30.05
525.0,13125.0,52.3,3.01,30.31
530.0,13250.0,50.2,3.1,30.56
535.0,13375.0,48.3,3.99,30.8
540.0,13500.0,47.6,3.96,31.04
545.1,13627.5,47.7,2.95,31.28
550.0,13750.0,46.9,2.4,31.51
555.0,13875.0,47.9,3.08,31.75
560.0,14000.0,49.1,3.8,32.0
