Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,0.47,
5.0,150.0,,-4.84,
10.0,300.0,,-1.72,
15.0,450.0,,-0.52,
20.0,600.0,,0.33,
25.0,750.0,,0.41,
30.0,900.0,,0.34,
35.0,1050.0,,-0.29,
40.0,1200.0,,0.87,
45.0,1350.0,,-0.1,
50.0,1500.0,,0.34,
55.0,1650.0,,0.04,
60.0,1800.0,,1.06,
65.0,1950.0,,2.92,
70.0,2100.0,,2.65,
75.0,2250.0,,3.1,
80.0,2400.0,,-0.27,
85.0,2550.0,,-0.52,
90.0,2700.0,,0.57,
95.0,2850.0,,2.82,
100.0,3000.0,11.1,7.12,0.06
105.0,3150.0,23.5,6.91,0.17
110.0,3300.0,136.8,8.0,0.86
115.0,3450.0,202.0,9.74,1.87
120.0,3600.0,246.3,8.65,3.1
125.0,3750.0,267.9,7.29,4.44
130.0,3900.0,220.7,5.83,5.54
135.0,4050.0,182.2,4.05,6.45
140.0,4200.0,170.3,7.07,7.3
145.0,4350.0,170.3,6.62,8.16
150.0,4500.0,172.5,7.55,9.02
155.0,4650.0,178.1,7.15,9.91
160.0,4800.0,174.2,3.91,10.78
165.0,4950.0,177.2,5.15,11.67
170.0,5100.0,189.3,4.29,12.61
175.0,5250.0,190.9,7.07,13.57
180.0,5400.0,188.8,6.91,14.51
185.0,5550.0,194.0,6.6,15.48
190.0,5700.0,202.0,8.24,16.49
195.0,5850.0,207.4,7.34,17.53
200.0,6000.0,197.9,9.03,18.52
205.0,6150.0,205.2,7.54,19.54
210.0,6300.0,212.4,8.08,20.6
215.0,6450.0,224.2,7.92,21.73
220.0,6600.0,218.6,6.4,22.82
225.0,6750.0,223.3,8.4,23.94
230.0,6900.0,221.1,8.36,25.04
235.0,7050.0,225.4,7.45,26.17
240.0,7200.0,221.1,5.9,27.27
245.0,7350.0,232.0,6.38,28.43
250.0,7500.0,233.0,6.81,29.6
255.0,7650.0,228.3,8.14,30.74
260.0,7800.0,245.2,8.96,31.97
265.0,7950.0,247.5,8.89,33.2
270.0,8100.0,240.6,10.01,34.41
275.0,8250.0,250.2,8.38,35.66
280.0,8400.0,256.3,6.47,36.94
285.0,8550.0,251.2,7.94,38.19
290.0,8700.0,244.3,9.64,39.42
295.0,8850.0,250.7,9.65,40.67
300.0,9000.0,244.4,8.7,41.89
305.0,9150.0,247.8,5.83,43.13
310.0,9300.0,249.4,6.09,44.38
315.0,9450.0,250.5,8.58,45.63
320.0,9600.0,251.1,9.68,46.88
325.0,9750.0,245.3,10.69,48.11
330.0,9900.0,249.5,9.85,49.36
335.0,10050.0,260.6,9.34,50.66
340.0,10200.0,255.2,9.2,51.94
345.0,10350.0,262.0,9.19,53.25
