Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,-0.41,
5.0,500.0,,1.31,
10.0,1000.0,0.6,8.45,0.0
15.0,1500.0,148.5,17.88,0.75
20.0,2000.0,612.0,28.39,3.81
25.0,2500.0,894.2,36.54,8.28
30.0,3000.0,1062.3,40.67,13.59
35.0,3500.0,1199.8,43.75,19.59
40.0,4000.0,1300.6,45.89,26.09
45.0,4500.0,1382.4,48.35,33.0
50.0,5000.0,1414.7,49.36,40.08
55.0,5500.0,1416.9,48.47,47.16
60.0,6000.0,1429.8,46.07,54.31
65.0,6500.0,1369.7,42.28,61.16
70.0,7000.0,1260.7,38.51,67.46
75.0,7500.0,1123.1,33.4,73.08
80.0,8000.0,970.1,28.48,77.93
85.0,8500.0,816.8,23.75,82.01
90.0,9000.0,662.0,19.08,85.32
95.0,9500.0,518.6,14.17,87.91
100.0,10000.0,366.1,8.39,89.75
105.0,10500.0,199.8,3.69,90.74
110.0,11000.0,70.3,1.04,91.1
115.0,11500.0,28.6,0.54,91.24
120.0,12000.0,19.1,0.19,91.33
125.0,12500.0,15.5,-0.16,91.41
130.0,13000.0,12.3,-0.75,91.47
135.0,13500.0,11.2,-0.78,91.53
140.0,14000.0,9.8,0.03,91.58
145.0,14500.0,8.6,0.54,91.62
150.0,15000.0,7.0,0.98,91.66
155.0,15500.0,6.6,0.72,91.69
160.0,16000.0,5.1,0.57,91.71
165.0,16500.0,5.2,-0.19,91.74
170.0,17000.0,3.7,-0.58,91.76
175.0,17500.0,4.2,-0.51,91.78
180.0,18000.0,3.1,-0.71,91.8
185.0,18500.0,2.6,-0.16,91.81
190.0,19000.0,2.0,-0.02,91.82
195.0,19500.0,1.7,0.4,91.83
200.0,20000.0,2.2,0.49,91.84
205.0,20500.0,2.0,-1.18,91.85
210.0,21000.0,2.4,1.83,91.86
215.0,21500.0,2.4,-1.74,91.87
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
