Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
260.0,7800.0,,-0.91,
265.0,7950.0,,1.09,
270.0,8100.0,,2.11,
275.0,8250.0,,0.11,
280.0,8400.0,,-1.92,
285.0,8550.0,,0.14,
290.0,8700.0,,1.46,
295.0,8850.0,,3.5,
300.0,9000.0,,0.93,
305.0,9150.0,,0.71,
310.0,9300.0,,0.07,
315.0,9450.0,,0.04,
320.0,9600.0,,0.52,
325.0,9750.0,,-1.12,
330.0,9900.0,,2.29,
335.0,10050.0,,2.2,
340.0,10200.0,,3.9,
345.0,10350.0,,3.73,
350.0,10500.0,4.4,2.98,0.02
355.0,10650.0,5.5,2.48,0.05
360.0,10800.0,15.5,2.33,0.13
365.0,10950.0,53.3,3.8,0.39
370.0,11100.0,97.9,5.6,0.88
375.0,11250.0,130.2,9.06,1.53
380.0,11400.0,160.2,9.08,2.34
385.0,11550.0,188.0,7.33,3.28
390.0,11700.0,210.8,7.23,4.33
395.0,11850.0,222.2,7.34,5.44
400.0,12000.0,222.2,9.76,6.55
405.0,12150.0,218.5,11.06,7.64
410.0,12300.0,219.5,9.66,8.74
415.0,12450.0,219.8,8.14,9.84
420.0,12600.0,212.9,7.38,10.91
425.0,12750.0,202.9,6.58,11.92
430.0,12900.0,203.9,7.34,12.94
435.0,13050.0,201.7,7.82,13.95
440.0,13200.0,200.3,8.73,14.95
445.0,13350.0,197.4,9.68,15.94
450.0,13500.0,196.8,7.12,16.92
455.0,13650.0,198.1,6.89,17.91
460.0,13800.0,195.3,5.79,18.89
465.0,13950.0,192.2,7.72,19.85
470.0,14100.0,188.9,7.57,20.79
475.0,14250.0,187.1,7.97,21.73
480.0,14400.0,188.3,7.4,22.67
485.0,14550.0,184.8,7.62,23.59
490.0,14700.0,180.9,7.68,24.5
495.0,14850.0,179.4,7.39,25.4
500.0,15000.0,179.1,8.19,26.29
505.0,15150.0,179.9,6.02,27.19
510.0,15300.0,176.9,6.2,28.07
515.0,15450.0,177.6,5.32,28.96
520.0,15600.0,177.6,8.07,29.85
525.0,15750.0,171.8,9.05,30.71
530.0,15900.0,166.8,8.79,31.54
535.0,16050.0,165.7,6.38,32.37
540.0,16200.0,167.9,4.43,33.21
545.0,16350.0,168.4,5.48,34.05
550.0,16500.0,164.5,6.79,34.88
555.0,16650.0,161.8,7.27,35.69
560.0,16800.0,158.0,7.69,36.48
565.0,16950.0,159.7,6.82,37.27
570.0,17100.0,160.3,8.03,38.08
575.0,17250.0,162.4,8.1,38.89
580.0,17400.0,160.1,5.73,39.69
585.0,17550.0,159.5,4.33,40.49
590.0,17700.0,159.2,4.98,41.28
595.0,17850.0,154.2,7.05,42.05
600.0,18000.0,150.4,8.2,42.8
605.0,18150.0,147.3,7.22,43.54
610.0,18300.0,143.9,6.02,44.26
615.0,18450.0,144.3,4.82,44.98
620.0,18600.0,143.0,4.27,45.7
625.0,18750.0,136.4,4.17,46.38
630.0,18900.0,135.0,4.24,47.05
635.0,19050.0,134.1,7.22,47.72
640.0,19200.0,132.3,6.09,48.39
645.0,19350.0,130.2,6.38,49.04
650.0,19500.0,130.8,5.25,49.69
655.0,19650.0,131.0,5.35,50.35
660.0,19800.0,130.7,6.09,51.0
665.0,19950.0,131.5,6.83,51.66
670.0,20100.0,132.4,5.91,52.32
675.0,20250.0,132.8,4.12,52.98
680.0,20400.0,134.1,4.6,53.65
685.0,20550.0,132.8,3.91,54.32
690.0,20700.0,132.3,7.41,54.98
695.0,20850.0,135.1,8.23,55.65
700.0,21000.0,136.0,7.55,56.33
705.0,21150.0,136.5,6.76,57.02
710.0,21300.0,135.3,4.28,57.69
715.0,21450.0,137.1,4.56,58.38
720.0,21600.0,135.4,4.95,59.06
725.0,21750.0,134.3,6.07,59.73
730.0,21900.0,131.9,6.72,60.39
735.0,22050.0,130.7,4.89,61.04
740.0,22200.0,132.2,5.98,61.7
745.0,22350.0,131.0,4.65,62.36
750.0,22500.0,131.6,5.93,63.01
755.0,22650.0,131.0,5.45,63.67
760.0,22800.0,129.2,3.33,64.31
765.0,22950.0,128.5,4.1,64.96
770.0,23100.0,128.2,3.69,65.6
775.0,23250.0,123.3,7.15,66.21
780.0,23400.0,121.7,8.77,66.82
785.0,23550.0,122.3,6.49,67.43
790.0,23700.0,120.0,4.47,68.03
795.0,23850.0,118.2,2.33,68.63
800.0,24000.0,116.8,4.01,69.21
805.0,24150.0,116.5,5.96,69.79
810.0,24300.0,115.7,5.38,70.37
815.0,24450.0,114.1,4.58,70.94
820.0,24600.0,113.1,2.9,71.51
825.0,24750.0,111.0,3.35,72.06
830.0,24900.0,110.4,3.65,72.61
835.0,25050.0,108.0,4.85,73.15
840.0,25200.0,107.3,4.94,73.69
845.0,25350.0,105.0,4.74,74.22
850.0,25500.0,102.7,4.52,74.73
855.0,25650.0,101.9,4.3,75.24
860.0,25800.0,101.6,3.26,75.75
865.0,25950.0,99.3,1.54,76.24
870.0,26100.0,97.3,1.23,76.73
875.0,26250.0,97.6,3.77,77.22
880.0,26400.0,94.7,5.47,77.69
885.0,26550.0,91.0,4.88,78.15
890.0,26700.0,91.6,12.57,78.6
895.0,26850.0,89.9,0.19,79.05
900.0,27000.0,88.0,2.05,79.49
905.0,27150.0,86.9,3.79,79.93
910.0,27300.0,86.0,5.01,80.36
915.0,27450.0,84.4,4.78,80.78
920.0,27600.0,82.7,2.17,81.19
925.0,27750.0,82.4,3.01,81.61
930.0,27900.0,82.0,3.18,82.02
935.0,28050.0,80.9,2.73,82.42
940.0,28200.0,81.8,3.24,82.83
945.0,28350.0,81.1,2.79,83.23
950.0,28500.0,81.7,2.87,83.64
955.0,28650.0,81.9,2.59,84.05
960.0,28800.0,81.5,2.73,84.46
965.0,28950.0,82.3,1.73,84.87
970.0,29100.0,82.0,1.96,85.28
975.0,29250.0,80.4,0.99,85.68
980.0,29400.0,79.0,1.85,86.08
985.0,29550.0,79.5,3.75,86.48
990.0,29700.0,79.8,3.38,86.87
995.0,29850.0,79.3,3.9,87.27
1000.0,30000.0,78.3,3.24,87.66
1005.0,30150.0,77.2,4.0,88.05
1010.0,30300.0,76.6,3.33,88.43
1015.0,30450.0,77.1,2.2,88.82
1020.0,30600.0,76.0,1.16,89.2
1025.0,30750.0,75.9,0.86,89.58
1030.0,30900.0,75.0,3.42,89.95
1035.0,31050.0,73.9,2.66,90.32
1040.0,31200.0,73.5,3.08,90.69
1045.0,31350.0,72.3,1.78,91.05
1050.0,31500.0,70.6,0.91,91.4
1055.0,31650.0,68.7,2.57,91.75
1060.0,31800.0,66.7,3.67,92.08
1065.0,31950.0,67.6,4.09,92.42
1070.0,32100.0,67.9,4.45,92.76
1075.0,32250.0,66.5,2.35,93.09
1080.0,32400.0,64.5,0.61,93.41
1085.0,32550.0,63.3,0.72,93.73
1090.0,32700.0,62.0,2.21,94.04
1095.0,32850.0,61.0,4.25,94.35
1100.0,33000.0,59.8,3.97,94.64
1105.0,33150.0,59.2,2.29,94.94
1110.0,33300.0,58.1,0.08,95.23
1115.0,33450.0,57.8,0.78,95.52
1120.0,33600.0,57.2,2.27,95.81
1125.0,33750.0,56.0,3.88,96.09
1130.0,33900.0,54.6,1.98,96.36
1135.0,34050.0,52.8,-0.54,96.62
1140.0,34200.0,52.2,0.86,96.88
1145.0,34350.0,52.0,2.42,97.14
1150.0,34500.0,52.1,4.42,97.4
