Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,-0.97,
5.0,375.0,0.0,29.74,0.0
10.0,750.0,55.3,23.52,0.28
15.0,1125.0,212.0,29.57,1.34
20.0,1500.0,283.7,30.29,2.76
25.0,1875.0,296.8,30.4,4.24
30.0,2250.0,277.3,27.87,5.63
35.0,2625.0,262.5,26.33,6.94
40.0,3000.0,243.0,24.14,8.15
45.0,3375.0,227.2,22.53,9.29
50.0,3750.0,209.6,20.02,10.34
55.0,4125.0,196.5,17.81,11.32
60.0,4500.0,191.7,13.61,12.28
65.0,4875.0,182.8,12.1,13.19
70.0,5250.0,170.2,12.73,14.04
75.0,5625.0,163.0,13.1,14.86
80.0,6000.0,157.6,13.48,15.65
85.0,6375.0,154.0,10.5,16.42
90.0,6750.0,150.0,8.33,17.17
95.0,7125.0,146.1,8.64,17.9
100.0,7500.0,136.0,8.67,18.58
105.0,7875.0,134.4,7.65,19.25
110.0,8250.0,132.3,6.74,19.91
115.0,8625.0,126.4,6.02,20.54
120.0,9000.0,124.9,7.49,21.17
125.0,9375.0,124.8,8.39,21.79
130.0,9750.0,124.9,6.92,22.42
135.0,10125.0,125.1,4.93,23.04
140.0,10500.0,130.1,4.87,23.69
145.0,10875.0,133.6,6.06,24.36
150.0,11250.0,136.7,7.07,25.04
155.0,11625.0,139.9,7.23,25.74
160.0,12000.0,144.5,5.95,26.46
165.0,12375.0,151.2,7.04,27.22
170.0,12750.0,156.0,7.39,28.0
175.0,13125.0,161.4,9.18,28.81
180.0,13500.0,163.3,8.77,29.62
185.0,13875.0,171.2,8.4,30.48
190.0,14250.0,175.3,8.58,31.36
195.0,14625.0,181.2,7.91,32.26
200.0,15000.0,185.4,7.87,33.19
205.0,15375.0,191.1,7.07,34.15
210.0,15750.0,196.2,8.48,35.13
215.0,16125.0,197.6,9.85,36.11
220.0,16500.0,202.9,11.75,37.13
225.0,16875.0,210.4,10.68,38.18
230.0,17250.0,217.2,6.89,39.27
235.0,17625.0,225.3,6.19,40.39
240.0,18000.0,230.4,6.56,41.55
245.0,18375.0,234.8,7.23,42.72
250.0,18750.0,244.3,10.49,43.94
255.0,19125.0,245.1,10.94,45.17
260.0,19500.0,248.6,12.11,46.41
265.0,19875.0,253.8,12.01,47.68
270.0,20250.0,265.4,9.6,49.01
275.0,20625.0,266.3,11.57,50.34
280.0,21000.0,266.7,11.73,51.67
285.0,21375.0,268.0,14.47,53.01
290.0,21750.0,275.9,13.81,54.39
295.0,22125.0,283.9,14.37,55.81
300.0,22500.0,285.6,15.09,57.24
305.0,22875.0,301.7,13.85,58.74
310.0,23250.0,314.5,15.54,60.32
315.0,23625.0,336.5,14.41,62.0
320.0,24000.0,350.1,16.59,63.75
325.0,24375.0,386.0,17.79,65.68
330.0,24750.0,400.5,18.62,67.68
335.0,25125.0,431.2,19.07,69.84
340.0,25500.0,466.4,20.04,72.17
345.0,25875.0,514.1,22.99,74.74
350.0,26250.0,566.4,25.4,77.57
355.0,26625.0,609.2,26.98,80.62
360.0,27000.0,653.2,27.33,83.89
365.0,27375.0,672.8,28.3,87.25
370.0,27750.0,720.0,29.79,90.85
375.0,28125.0,760.1,30.33,94.65
380.0,28500.0,777.1,31.12,98.54
385.0,28875.0,774.5,32.91,102.41
390.0,29250.0,798.8,34.46,106.4
395.0,29625.0,820.0,34.44,110.5
400.0,30000.0,809.9,33.19,114.55
405.0,30375.0,796.7,32.9,118.54
410.0,30750.0,785.2,34.18,122.46
415.0,31125.0,814.1,34.28,126.53
420.0,31500.0,829.7,33.74,130.68
425.0,31875.0,787.3,31.8,134.62
430.0,32250.0,742.2,30.72,138.33
435.0,32625.0,712.4,30.19,141.89
440.0,33000.0,661.4,29.06,145.2
445.0,33375.0,621.0,28.63,148.3
450.0,33750.0,588.3,26.86,151.24
455.0,34125.0,555.5,25.66,154.02
460.0,34500.0,534.4,25.39,156.69
465.0,34875.0,527.8,25.33,159.33
470.0,35250.0,500.3,24.44,161.83
475.0,35625.0,471.7,23.13,164.19
480.0,36000.0,449.9,21.21,166.44
485.0,36375.0,427.3,19.21,168.58
490.0,36750.0,413.0,18.51,170.64
495.0,37125.0,381.8,17.25,172.55
500.0,37500.0,367.0,16.93,174.39
505.0,37875.0,355.1,16.88,176.16
510.0,38250.0,341.8,14.97,177.87
515.0,38625.0,331.7,13.64,179.53
520.0,39000.0,319.8,12.61,181.13
525.0,39375.0,325.9,12.79,182.76
530.0,39750.0,323.0,13.69,184.37
535.0,40125.0,347.5,15.53,186.11
540.0,40500.0,411.3,18.35,188.17
545.0,40875.0,507.0,20.11,190.7
550.0,41250.0,641.0,22.41,193.91
555.0,41625.0,739.8,23.66,197.61
560.0,42000.0,792.6,24.19,201.57
565.0,42375.0,842.5,24.68,205.78
570.0,42750.0,842.3,23.37,209.99
575.0,43125.0,840.2,23.08,214.19
580.0,43500.0,849.2,23.03,218.44
585.0,43875.0,841.3,23.44,222.65
590.0,44250.0,841.2,22.97,226.85
595.0,44625.0,816.3,21.76,230.93
600.0,45000.0,815.9,20.93,235.01
