Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
225.0,125.71,,0.0232,,,,,,749.8,74.33,1.528,0.016,0.67785,0.04505,0.0004
230.0,125.57,,0.0231,,,,,,677.3,71.32,1.489,0.016,0.65407,0.04587,0.0004
235.0,125.42,,0.0231,,,,,,533.1,69.26,1.227,0.014,0.52225,0.04915,0.0004
240.0,125.22,,0.0234,,,,,,497.8,68.3,1.241,0.015,0.54964,0.04196,0.0004
245.0,125.03,,0.0232,,,,,,539.5,64.04,1.387,0.019,0.61217,0.04837,0.0005
250.0,124.9,,0.0233,,,,,,505.0,61.98,1.359,0.02,0.60007,0.05284,0.0005
255.0,124.75,,0.0233,,,,,,493.1,58.77,1.406,0.023,0.60474,0.06433,0.0005
260.0,124.62,,0.0233,,,,,,475.7,54.98,1.49,0.024,0.63336,0.05815,0.0
270.0,124.36,,0.0235,,,,,,343.8,54.16,1.091,0.023,0.46632,0.05503,0.0004
275.0,124.22,,0.0235,,,,,,313.7,51.07,1.132,0.029,0.53562,0.0862,0.0005
280.0,124.09,,0.0236,,,,,,251.6,46.16,1.285,0.03,0.51622,0.07497,0.0
285.0,124.0,,0.0234,,,,,,193.6,44.51,1.117,0.027,0.4369,0.05755,0.0004
290.0,123.84,,0.0235,,,,,,211.3,46.82,1.181,0.031,0.44985,0.0687,0.0004
295.0,123.72,,0.0235,,,,,,184.3,44.99,1.221,0.034,0.49498,0.07778,0.0
300.0,123.65,,0.0234,,,,,,160.6,43.64,0.916,0.03,0.35535,0.07727,0.0
305.0,123.49,,0.0237,,,,,,160.1,41.16,0.846,0.032,0.37131,0.09223,0.0
310.0,123.41,,0.0236,,,,,,154.1,38.34,0.846,0.033,0.37115,0.09091,0.0
315.0,123.28,,0.0238,,,,,,138.6,35.63,0.831,0.033,0.32572,0.09063,0.0
320.0,123.17,,0.0236,,,,,,138.3,35.79,0.818,0.036,0.39425,0.0972,0.0
325.0,123.06,,0.0236,,,,,,115.8,34.56,0.823,0.037,0.39847,0.10071,0.0
330.0,122.97,,0.0236,,,,,,131.3,32.78,0.776,0.035,0.3696,0.09287,0.0
335.0,122.86,,0.0237,,,,,,102.3,32.87,0.866,0.039,0.37304,0.10221,0.0
340.0,122.75,,0.0236,,,,,,115.1,32.31,0.912,0.043,0.4298,0.10977,0.0
345.0,122.68,,0.0236,,,,,,88.5,31.96,0.802,0.037,0.34507,0.0967,0.0
350.0,122.56,,0.0236,,,,,,89.7,30.22,0.82,0.037,0.37193,0.09423,0.0
355.0,122.45,,0.0236,,,,,,88.1,29.76,1.003,0.042,0.4111,0.12082,0.0
360.0,122.37,,0.0238,,,,,,129.9,30.04,0.92,0.039,0.38446,0.09891,0.0
365.0,122.27,,0.0236,,,,,,112.7,30.19,0.821,0.035,0.34955,0.09632,0.0
370.0,122.16,,0.0238,,,,,,107.6,29.6,0.955,0.039,0.39624,0.10749,0.0
375.0,122.08,,0.0237,,,,,,108.6,28.13,0.964,0.037,0.41269,0.1081,0.0
380.0,121.99,,0.0237,,,,,,129.3,28.11,0.832,0.032,0.31811,0.08119,0.0
385.0,121.88,,0.0236,,,,,,129.3,28.08,0.982,0.036,0.37451,0.1036,0.0
390.0,121.77,,0.0236,,,,,,163.4,27.63,1.036,0.045,0.48196,0.13618,0.0
395.0,121.74,,0.0236,,,,,,105.6,26.72,0.797,0.036,0.343,0.14053,0.0
400.0,121.62,,0.0238,,,,,,67.3,23.49,0.725,0.034,0.3249,0.13491,0.0
405.0,121.54,,0.0238,,,,,,76.3,22.23,0.753,0.036,0.34908,0.1388,0.0003
410.0,121.45,,0.0237,,,,,,62.8,22.14,0.678,0.033,0.30184,0.12968,0.0
415.0,121.35,,0.0237,,,,,,65.6,21.19,0.716,0.034,0.32266,0.13428,0.0003
420.0,121.25,,0.0237,,,,,,90.9,19.9,0.836,0.039,0.34125,0.1579,0.0
425.0,121.19,,0.0239,,,,,,92.4,20.11,0.813,0.038,0.38403,0.16154,0.0
430.0,121.1,,0.0237,,,,,,77.2,20.35,0.699,0.035,0.30124,0.14525,0.0
435.0,121.01,,0.0237,,,,,,74.3,19.96,0.685,0.033,0.35057,0.13506,0.0
440.0,120.93,,0.0236,,,,,,69.6,19.89,0.677,0.034,0.32345,0.13925,0.0
445.0,120.82,,0.0237,,,,,,62.8,19.04,0.711,0.036,0.37833,0.15137,0.0
450.0,120.77,,0.0238,,,,,,91.6,19.55,0.647,0.036,0.32446,0.1549,0.0
455.0,120.65,,0.0238,,,,,,71.3,19.61,0.633,0.036,0.36835,0.15337,0.0
460.0,120.61,,0.0237,,,,,,77.9,17.79,0.601,0.036,0.41448,0.15148,0.0
465.0,120.49,,0.0237,,,,,,90.8,18.18,0.641,0.035,0.3619,0.16222,0.0002
470.0,120.45,,0.0238,,,,,,71.4,17.88,0.653,0.038,0.33414,0.17791,0.0
475.0,120.34,,0.0238,,,,,,63.8,18.67,0.622,0.036,0.37713,0.16619,0.0
480.0,120.31,,0.0239,,,,,,64.5,17.48,0.549,0.031,0.28261,0.14429,0.0
485.0,120.18,,0.0237,,,,,,43.4,18.22,0.587,0.033,0.35516,0.14745,0.0
490.0,120.11,,0.0237,,,,,,61.9,17.8,0.625,0.036,0.29008,0.16229,0.0
495.0,120.05,,0.0239,,,,,,69.0,17.89,0.581,0.031,0.30228,0.14628,0.0001
500.0,119.93,,0.0236,,,,,,65.4,16.86,0.712,0.039,0.34698,0.17867,0.0
505.0,119.89,,0.0239,,,,,,85.8,17.47,0.664,0.039,0.35244,0.17696,0.0001
510.0,119.83,,0.0236,,,,,,56.2,16.85,0.51,0.028,0.35346,0.12541,0.0003
515.0,119.73,,0.0239,,,,,,51.8,17.02,0.588,0.03,0.32297,0.14424,0.0
520.0,119.62,,0.0238,,,,,,74.4,16.1,0.736,0.036,0.4205,0.16992,0.0
525.0,119.6,,0.0237,,,,,,63.4,16.48,0.647,0.031,0.40793,0.14722,0.0
535.0,119.42,,0.0238,,,,,,97.6,16.53,0.782,0.04,0.47796,0.18871,0.0
540.0,119.34,,0.0239,,,,,,65.4,17.03,0.792,0.042,0.55919,0.18733,0.0
545.0,119.31,,0.0239,,,,,,62.5,16.14,0.665,0.037,0.49144,0.16659,0.0
550.0,119.21,,0.0237,,,,,,67.7,15.58,0.589,0.034,0.48452,0.15817,0.0002
555.0,119.17,,0.0238,,,,,,46.9,15.22,0.562,0.032,0.45021,0.14901,0.0004
560.0,119.06,,0.0237,,,,,,55.2,16.01,0.609,0.035,0.5245,0.15905,0.0005
565.0,119.01,,0.0239,,,,,,61.9,15.7,0.601,0.036,0.47123,0.17091,0.0
570.0,118.95,,0.0238,,,,,,49.5,15.21,0.564,0.033,0.50677,0.15312,0.0
575.0,118.87,,0.0238,,,,,,45.2,15.24,0.613,0.034,0.42961,0.15418,0.0005
580.0,118.81,,0.0238,,,,,,46.2,15.22,0.576,0.033,0.47427,0.14132,0.0004
585.0,118.72,,0.0239,,,,,,40.9,15.3,0.6,0.032,0.48259,0.15113,0.0003
590.0,118.66,,0.0237,,,,,,60.6,15.17,0.634,0.035,0.52821,0.1656,0.0
595.0,118.58,,0.0238,,,,,,63.9,15.24,0.677,0.035,0.51213,0.16316,0.0007
600.0,118.54,,0.0239,,,,,,38.8,14.84,0.722,0.038,0.53622,0.18256,0.0
605.0,118.45,,0.0238,,,,,,57.2,14.83,0.69,0.036,0.62373,0.17049,0.0
610.0,118.44,,0.0238,,,,,,45.5,14.36,0.543,0.029,0.44291,0.13695,0.0006
615.0,118.3,,0.0238,,,,,,26.9,14.8,0.559,0.031,0.51898,0.13893,0.0
620.0,118.27,,0.0239,,,,,,42.3,14.84,0.542,0.031,0.50997,0.14138,0.0
625.0,118.17,,0.0238,,,,,,57.4,14.34,0.544,0.03,0.46014,0.1409,0.0002
630.0,118.1,,0.0238,,,,,,37.3,14.82,0.588,0.036,0.635,0.16629,0.0001
635.0,118.04,,0.0238,,,,,,59.0,14.34,0.567,0.036,0.6656,0.16756,0.0002
640.0,117.98,,0.0238,,,,,,42.8,13.95,0.425,0.03,0.55602,0.13795,0.0
645.0,117.9,,0.0237,,,,,,35.5,13.87,0.499,0.035,0.5867,0.16752,0.001
650.0,117.82,,0.0239,,,,,,44.1,14.42,0.539,0.04,0.68268,0.18261,0.0
655.0,117.81,,0.0237,,,,,,54.6,13.9,0.375,0.027,0.40944,0.13309,0.0
660.0,117.68,,0.0238,,,,,,31.8,13.96,0.411,0.029,0.50037,0.13494,0.0
665.0,117.63,,0.0239,,,,,,41.2,13.98,0.54,0.039,0.7079,0.17355,0.0
670.0,117.56,,0.0239,,,,,,53.5,14.44,0.475,0.033,0.62487,0.15845,0.0
675.0,117.52,,0.0238,,,,,,35.8,13.5,0.348,0.026,0.4456,0.12333,0.0
680.0,117.4,,0.0238,,,,,,31.7,13.94,0.419,0.03,0.57086,0.13898,0.0
685.0,117.34,,0.0239,,,,,,51.6,13.97,0.46,0.032,0.5828,0.1488,0.0009
690.0,117.3,,0.0239,,,,,,44.8,13.54,0.38,0.026,0.47809,0.13157,0.0
695.0,117.18,,0.0239,,,,,,38.9,13.57,0.497,0.03,0.52066,0.14586,0.0
700.0,117.13,,0.0238,,,,,,73.9,13.07,0.57,0.038,0.73443,0.17898,0.0
705.0,117.05,,0.0238,,,,,,51.3,13.48,0.56,0.036,0.68862,0.16286,0.0011
710.0,117.03,,0.0238,,,,,,45.8,12.6,0.465,0.031,0.64427,0.14758,0.0
715.0,116.92,,0.0238,,,,,,54.5,13.04,0.492,0.034,0.64625,0.16452,0.001
720.0,116.89,,0.0238,,,,,,62.0,12.64,0.461,0.034,0.5311,0.15984,0.0
725.0,116.8,,0.0239,,,,,,30.3,12.23,0.368,0.027,0.43534,0.13106,0.0
730.0,116.74,,0.0239,,,,,,44.9,12.67,0.393,0.029,0.43189,0.13719,0.0003
735.0,116.63,,0.0239,,,,,,75.6,12.7,0.548,0.039,0.62423,0.18751,0.0003
740.0,116.62,,0.024,,,,,,33.1,13.17,0.439,0.03,0.42098,0.14464,0.0
745.0,116.53,,0.024,,,,,,36.5,12.71,0.365,0.027,0.49467,0.12203,0.0008
750.0,116.43,,0.0238,,,,,,54.7,12.61,0.41,0.029,0.48357,0.14226,0.0008
755.0,116.4,,0.0238,,,,,,33.3,12.63,0.346,0.025,0.48573,0.12315,0.0001
760.0,116.26,,0.0239,,,,,,42.3,13.09,0.407,0.028,0.49376,0.14191,0.0006
765.0,116.22,,0.0238,,,,,,65.6,13.03,0.474,0.035,0.60006,0.16689,0.0001
770.0,116.13,,0.0238,,,,,,55.3,13.08,0.557,0.038,0.63108,0.17526,0.0007
775.0,116.1,,0.0239,,,,,,55.3,12.23,0.452,0.031,0.55206,0.15026,0.0005
780.0,116.01,,0.0237,,,,,,47.9,12.58,0.388,0.027,0.4047,0.12891,0.0
785.0,115.92,,0.0239,,,,,,34.1,12.7,0.452,0.029,0.52536,0.13916,0.0
790.0,115.85,,0.0238,,,,,,41.3,12.64,0.436,0.029,0.50413,0.14049,0.0002
800.0,115.7,,0.0238,,,,,,43.3,12.6,0.504,0.034,0.5638,0.16184,0.0
805.0,115.62,,0.0238,,,,,,38.1,12.6,0.438,0.031,0.52647,0.15306,0.0
810.0,115.57,,0.0239,,,,,,65.3,12.7,0.425,0.029,0.49234,0.14766,0.0
815.0,115.45,,0.0239,,,,,,48.5,12.22,0.458,0.033,0.55153,0.16956,0.0002
