Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,6.55,,0.0288,,,,,,0.0,0.0,0.0,0.0,0.04927,1e-05,0.0
5.0,6.45,,0.0287,,,,,,70.6,0.0,0.053,0.001,0.34612,0.00378,0.0
10.0,6.15,,0.028,,,,,,748.5,2.05,0.0,0.009,0.13753,0.01543,0.0
15.0,5.78,,0.0276,,,,,,1084.5,117.01,0.0,0.024,0.25817,0.02852,0.0
20.0,5.78,,0.0286,,,,,,2038.6,130.73,0.0,0.393,1.06423,0.09777,0.0
25.0,5.76,,0.0286,,,,,,483.0,32.43,0.0,0.299,0.61071,0.04315,0.0
30.0,5.73,,0.0286,,,,,,394.0,14.14,0.0,0.71,0.34387,0.04944,0.0
35.0,5.73,,0.0286,,,,,,340.2,12.56,0.0,1.038,0.58907,0.05555,0.0
40.0,5.71,,0.0287,,,,,,177.1,11.03,0.0,1.03,0.32707,0.03931,0.0
45.0,5.71,,0.0287,,,,,,70.4,11.01,0.0,0.534,0.26817,0.01784,0.0
50.0,5.68,,0.0285,,,,,,73.8,10.96,0.0,0.666,0.10848,0.01678,0.0
55.0,5.65,,0.0285,,,,,,96.9,12.52,0.0,1.014,0.09958,0.02405,0.0
60.0,5.64,,0.0287,,,,,,52.3,12.58,0.0,1.076,0.0,0.02034,0.0
65.0,5.61,,0.0287,,,,,,8.5,13.14,0.0,0.809,0.0,0.01432,0.0
70.0,5.6,,0.0287,,,,,,0.0,13.63,0.0,0.683,0.12889,0.01065,0.0
75.0,5.56,,0.0285,,,,,,0.0,13.05,0.0,0.714,0.12222,0.00932,0.0
80.0,5.53,,0.0286,,,,,,0.0,14.12,0.0,0.88,0.04011,0.01131,0.0
85.0,5.51,,0.0288,,,,,,10.1,13.68,0.0,0.807,0.01816,0.00889,0.0
90.0,5.48,,0.0285,,,,,,21.4,15.03,0.0,0.747,0.0,0.00845,0.0
95.0,5.45,,0.0286,,,,,,36.1,13.09,0.0,0.912,0.0,0.00897,0.0
100.0,5.41,,0.0286,,,,,,66.5,13.61,0.0,1.348,0.0,0.01367,0.0
105.0,5.41,,0.0287,,,,,,23.0,13.65,0.0,1.212,0.0,0.01139,0.0
110.0,5.38,,0.0286,,,,,,13.5,13.61,0.0,0.839,0.0,0.00714,0.0
115.0,5.36,,0.0285,,,,,,0.0,13.56,0.0,0.806,0.0,0.00716,0.0
120.0,5.32,,0.0286,,,,,,0.0,13.08,0.0,1.073,0.0,0.00806,0.0
125.0,5.31,,0.0285,,,,,,0.0,13.03,0.0,1.069,0.0,0.00886,0.0
130.0,5.29,,0.0286,,,,,,0.0,12.54,0.0,0.767,0.0,0.00546,0.0
135.0,5.26,,0.0286,,,,,,40.0,12.53,0.0,0.714,0.0,0.00574,0.0
140.0,5.23,,0.0285,,,,,,71.6,11.99,0.0,0.758,0.0,0.0054,0.0
145.0,5.21,,0.0287,,,,,,143.9,12.61,0.0,0.965,0.0,0.00762,0.0
150.0,5.19,,0.0288,,,,,,129.2,12.62,0.0,0.874,0.0,0.00641,0.0
155.0,5.17,,0.0288,,,,,,108.6,12.62,0.0,0.853,0.0,0.00674,0.0
160.0,5.14,,0.0287,,,,,,70.1,12.09,0.0,0.929,0.0,0.00743,0.0
165.0,5.13,,0.0286,,,,,,24.5,11.49,0.0,0.937,0.0,0.00753,0.0
170.0,5.12,,0.0286,,,,,,0.0,12.05,0.0,0.723,0.0,0.00658,0.0
175.0,5.09,,0.0286,,,,,,0.0,10.47,0.0,0.934,0.0,0.00881,0.0
180.0,5.09,,0.0287,,,,,,0.0,10.5,0.0,0.721,0.0,0.00855,0.0
185.0,5.07,,0.0285,,,,,,0.0,9.92,0.0,0.491,0.0,0.00471,0.0
190.0,5.04,,0.0285,,,,,,0.0,9.91,0.0,0.461,0.0,0.00631,0.0
195.0,5.03,,0.0286,,,,,,0.0,10.47,0.0,0.529,0.0,0.00724,0.0
200.0,5.02,,0.0287,,,,,,0.0,9.97,0.0,0.296,0.0,0.00425,0.0
205.0,4.99,,0.0288,,,,,,9.8,10.01,0.0,0.266,0.0,0.00372,0.0
210.0,4.96,,0.0286,,,,,,38.7,10.98,0.0,0.314,0.0,0.00574,0.0
215.0,4.94,,0.0285,,,,,,40.4,10.95,0.0,0.35,0.0,0.00649,0.0
220.0,4.93,,0.0285,,,,,,39.8,9.92,0.0,0.243,0.0,0.00482,0.0
225.0,4.9,,0.0285,,,,,,26.7,9.92,0.0,0.318,0.0,0.00554,0.0
230.0,4.88,,0.0286,,,,,,28.5,10.97,0.0,0.343,0.0,0.00616,0.0
235.0,4.88,,0.0286,,,,,,0.0,12.02,0.0,0.24,0.0,0.0047,0.0
240.0,4.84,,0.0288,,,,,,0.0,12.11,0.0,0.254,0.0,0.0054,0.0
245.0,4.84,,0.0286,,,,,,0.0,11.0,0.0,0.223,0.0,0.00405,0.0
250.0,4.81,,0.0285,,,,,,0.0,11.99,0.0,0.229,0.0,0.00474,0.0
255.0,4.79,,0.0285,,,,,,0.0,12.53,0.0,0.417,0.0,0.00901,0.0
260.0,4.78,,0.0286,,,,,,0.0,13.09,0.0,0.265,0.0,0.00477,0.0
270.0,4.73,,0.0288,,,,,,44.6,13.68,0.0,0.2,0.0,0.00377,0.0
275.0,4.72,,0.0287,,,,,,79.4,13.64,0.0,0.175,0.0,0.00365,0.0
280.0,4.69,,0.0286,,,,,,79.7,13.61,0.0,0.163,0.0,0.00267,0.0
285.0,4.65,,0.0286,,,,,,100.1,14.11,0.0,0.181,0.0,0.00392,0.0
290.0,4.64,,0.0286,,,,,,103.4,13.09,0.0,0.177,0.0,0.00361,0.0
295.0,4.6,,0.0288,,,,,,120.1,14.22,0.0,0.205,0.0,0.004,0.0
300.0,4.59,,0.0286,,,,,,139.9,13.6,0.0,0.206,0.0,0.00448,0.0
305.0,4.56,,0.0286,,,,,,144.9,14.66,0.0,0.201,0.0,0.00352,0.0
310.0,4.54,,0.0287,,,,,,108.0,15.2,0.0,0.175,0.0,0.00378,0.0
315.0,4.52,,0.0286,,,,,,84.2,14.65,0.0,0.161,0.0,0.00309,0.0
320.0,4.48,,0.0284,,,,,,105.4,14.54,0.0,0.234,0.0,0.00461,0.0
325.0,4.47,,0.0288,,,,,,145.6,14.73,0.0,0.287,0.0,0.00587,0.0
330.0,4.46,,0.0285,,,,,,94.4,14.61,0.0,0.186,0.0,0.00308,0.0
335.0,4.44,,0.0287,,,,,,69.0,15.72,0.0,0.139,0.0,0.00293,0.0
340.0,4.4,,0.0287,,,,,,48.1,15.2,0.0,0.146,0.0,0.00287,0.0
345.0,4.37,,0.0287,,,,,,26.3,15.2,0.0,0.179,0.0,0.00337,0.0
350.0,4.35,,0.0286,,,,,,33.5,15.67,0.0,0.164,0.0,0.00364,0.0
355.0,4.32,,0.0286,,,,,,45.9,15.16,0.0,0.173,0.0,0.00313,0.0
360.0,4.3,,0.0286,,,,,,3.9,15.7,0.0,0.153,0.0,0.00335,0.0
365.0,4.28,,0.0285,,,,,,0.0,16.13,0.0,0.132,0.0,0.00224,0.0
370.0,4.24,,0.0287,,,,,,0.0,15.73,0.0,0.163,0.0,0.00358,0.0
375.0,4.22,,0.0285,,,,,,0.0,15.61,0.0,0.186,0.0,0.00312,0.0
380.0,4.2,,0.0287,,,,,,8.3,15.21,0.0,0.189,0.0,0.00436,0.0
385.0,4.18,,0.0285,,,,,,0.0,15.65,0.0,0.186,0.0,0.0039,0.0
390.0,4.16,,0.0286,,,,,,7.9,15.19,0.0,0.136,0.0,0.00268,0.0
