Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,162.56,,0.0262,,,,,,0.0,0.0,0.005,0.0,0.003,0.0,0.0002
5.0,162.56,,0.0263,,,,,,0.0,0.0,0.005,0.0,0.00241,0.0,0.0002
10.0,162.57,,0.0264,,,,,,0.0,-0.88,8.287,0.0,2.81108,0.0,0.5781
15.0,162.59,,0.0263,,,,,,0.0,-0.87,1.758,0.0,0.64536,0.0,0.1767
20.0,162.56,,0.0263,,,,,,0.0,-0.88,1.278,0.0,0.41083,0.0,0.1398
25.0,162.53,,0.0261,,,,,,0.0,-1.73,1.537,0.0,0.57867,0.00919,0.1579
30.0,162.52,,0.0262,,,,,,0.0,0.0,1.858,0.0,0.19527,0.01117,0.205
35.0,162.5,,0.0261,,,,,,0.0,-0.87,3.382,0.0,1.46789,0.0,0.3788
40.0,162.52,,0.0261,,,,,,0.0,-0.87,3.641,0.0,0.94505,0.0,0.4566
45.0,162.5,,0.0261,,,,,,0.0,0.0,2.456,0.0,0.9382,0.0,0.3133
50.0,162.48,,0.0262,,,,,,0.0,0.0,5.434,0.0,0.2727,0.0,0.7019
55.0,162.5,,0.0261,,,,,,0.0,-1.73,12.444,0.0,2.21309,0.0,1.4257
60.0,162.47,,0.0262,,,,,,0.0,-0.87,3.893,0.0,0.58124,0.0,0.516
65.0,162.46,,0.0262,,,,,,0.0,0.0,2.065,0.0,0.44107,0.0,0.3006
70.0,162.45,,0.0263,,,,,,0.0,-1.74,1.859,0.0,0.33527,0.0,0.2811
75.0,162.43,,0.026,,,,,,0.0,0.0,1.979,0.0,0.12724,0.0,0.2959
80.0,162.41,,0.0261,,,,,,0.0,-1.73,1.872,0.0,0.11654,0.0,0.2931
85.0,162.39,,0.0261,,,,,,0.0,-0.87,1.621,0.0,0.19931,0.0,0.2553
90.0,162.36,,0.0261,,,,,,0.0,0.0,1.472,0.0,0.20005,0.0,0.2465
95.0,162.34,,0.0261,,,,,,0.0,0.87,1.463,0.0,0.11796,0.0,0.2501
100.0,162.3,,0.0261,,,,,,0.0,0.0,1.829,0.0,0.43008,0.0,0.3233
105.0,162.28,,0.0262,,,,,,0.0,0.0,1.759,0.049,0.1968,0.00565,0.3242
110.0,162.26,,0.0263,,,,,,0.0,0.0,1.22,0.038,0.1654,0.0043,0.2739
115.0,162.22,,0.0262,,,,,,0.0,0.87,1.099,0.032,0.2815,0.0,0.2713
120.0,162.18,,0.0261,,,,,,522.1,0.87,0.802,0.024,0.15153,0.0,0.2117
125.0,162.13,,0.0261,,,,,,620.6,0.87,0.794,0.024,0.27294,0.0,0.2384
130.0,162.05,,0.0262,,,,,,450.3,0.87,0.969,0.015,0.9121,0.0,0.1707
135.0,162.04,,0.0262,,,,,,196.2,0.87,2.427,0.01,0.60678,0.00058,0.0416
140.0,161.78,,0.0254,,,,,,283.8,1.69,2.095,0.005,0.40825,0.00031,0.0163
