Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,475.3,,0.0245,,,,,,0.0,0.45,0.0,0.0,0.0,0.0,0.0
5.0,475.28,,0.0247,,,,,,0.0,0.0,0.0,-0.001,0.64133,0.0,0.0
10.0,475.28,,0.0248,,,,,,0.0,-0.9,1.193,-0.003,0.09856,0.0,0.0
15.0,475.28,,0.0245,,,,,,0.0,-0.89,0.3,-0.001,0.0,0.0,0.0033
20.0,475.27,,0.0245,,,,,,0.0,-0.89,0.138,0.0,0.0,0.0,0.0011
25.0,475.24,,0.0245,,,,,,0.0,-0.44,0.176,0.0,0.0,0.0,0.0
30.0,475.22,,0.0245,,,,,,12.5,-0.44,0.169,0.0,0.0,0.0,0.0003
35.0,475.12,,0.0245,,,,,,115.4,0.9,0.237,0.0,0.0,0.0,0.0003
40.0,475.1,,0.0249,,,,,,206.2,0.91,0.616,0.0,0.08241,0.0,0.0008
45.0,475.08,,0.0246,,,,,,107.9,0.9,2.022,0.001,0.02528,0.0,0.0
50.0,474.88,,0.0238,,,,,,82.4,36.57,2.101,0.0,0.0,0.0,0.0
55.0,474.36,,0.0227,,,,,,463.0,155.55,1.908,0.001,0.0,0.0,0.0
60.0,473.71,,0.022,,,,,,722.4,264.7,1.784,0.001,0.00414,0.0,0.0
65.0,473.09,,0.022,,,,,,913.5,290.1,1.752,0.002,0.0,0.0,0.0
70.0,472.57,,0.0219,,,,,,930.9,272.93,1.674,0.002,0.00145,0.0,0.0001
75.0,471.99,,0.0222,,,,,,919.1,256.08,1.68,0.003,0.0,0.0,0.0
80.0,471.43,,0.0223,,,,,,971.4,250.86,1.717,0.003,0.00356,0.0,0.0
85.0,470.91,,0.0223,,,,,,1003.9,244.54,1.772,0.004,0.01693,0.0,0.0001
90.0,470.42,,0.0223,,,,,,935.6,239.02,1.74,0.004,0.00865,0.0,0.0
95.0,469.93,,0.0222,,,,,,921.1,234.45,1.642,0.004,0.0,0.0,0.0
100.0,469.39,,0.0222,,,,,,969.8,228.58,1.717,0.004,0.00946,0.0,0.0
105.0,468.89,,0.0222,,,,,,967.2,227.72,1.767,0.004,0.0,0.0,0.0001
110.0,468.44,,0.0223,,,,,,958.5,225.28,1.722,0.004,0.0,0.0,0.0
115.0,467.96,,0.0223,,,,,,897.5,220.81,1.635,0.004,0.00523,0.0,0.0
120.0,467.45,,0.0222,,,,,,880.7,217.99,1.619,0.004,0.00448,0.0,0.0
125.0,466.97,,0.0222,,,,,,880.7,212.62,1.67,0.004,0.00865,0.0,0.0001
130.0,466.51,,0.0223,,,,,,944.6,203.83,1.663,0.004,0.00518,0.0,0.0001
135.0,466.05,,0.0223,,,,,,900.9,209.77,1.609,0.004,0.01864,0.0,0.0001
140.0,465.58,,0.0223,,,,,,892.6,207.33,1.602,0.004,0.01489,0.0,0.0001
145.0,465.07,,0.0223,,,,,,887.5,208.46,1.672,0.004,0.0,0.0,0.0
150.0,464.64,,0.0223,,,,,,890.4,207.06,1.661,0.004,0.0,0.0,0.0
155.0,464.17,,0.0223,,,,,,860.3,206.43,1.607,0.003,0.0,0.0,0.0
160.0,463.68,,0.0224,,,,,,850.9,206.5,1.595,0.003,0.0,0.0,0.0
165.0,463.18,,0.0223,,,,,,882.1,209.3,1.681,0.004,0.00692,0.0,0.0
170.0,462.72,,0.0223,,,,,,863.5,205.6,1.689,0.004,0.00352,0.0,0.0
175.0,462.31,,0.0222,,,,,,818.9,202.78,1.572,0.003,0.00062,0.0,0.0
180.0,461.79,,0.0224,,,,,,832.9,200.04,1.609,0.003,0.016,0.0,0.0
185.0,461.33,,0.0223,,,,,,876.4,200.2,1.672,0.003,0.01213,0.0,0.0
190.0,460.9,,0.0222,,,,,,775.3,197.11,1.621,0.003,0.00682,0.0,0.0
195.0,460.45,,0.0224,,,,,,811.0,196.5,1.619,0.003,0.01183,0.0,0.0
200.0,459.95,,0.0225,,,,,,848.7,197.85,1.719,0.003,0.00133,0.0,0.0
205.0,459.52,,0.0222,,,,,,832.2,199.24,1.709,0.003,0.0,0.0,0.0
210.0,459.06,,0.0224,,,,,,796.4,201.23,1.618,0.003,0.00096,0.0,0.0
215.0,458.59,,0.0224,,,,,,776.8,201.08,1.631,0.003,0.0,0.0,0.0
220.0,458.12,,0.0223,,,,,,870.0,194.69,1.71,0.004,0.00797,0.0,0.0
225.0,457.75,,0.0225,,,,,,878.3,188.2,1.703,0.004,0.01455,0.0,0.0001
230.0,457.38,,0.0225,,,,,,853.1,176.19,1.592,0.004,0.01947,0.0,0.0
235.0,456.96,,0.0226,,,,,,895.5,172.64,1.723,0.004,0.01606,0.0,0.0001
240.0,456.61,,0.0227,,,,,,1014.8,166.31,1.88,0.004,0.00809,0.0,0.0
245.0,456.31,,0.0226,,,,,,942.4,162.6,1.795,0.004,0.0,0.0,0.0
250.0,455.98,,0.0225,,,,,,853.8,159.39,1.66,0.003,0.01483,0.0,0.0
255.0,455.63,,0.0226,,,,,,853.0,157.84,1.618,0.003,0.0,0.0,0.0001
260.0,455.26,,0.0226,,,,,,899.7,156.19,1.733,0.003,0.00092,0.0,0.0001
270.0,454.64,,0.0225,,,,,,903.6,151.03,1.72,0.003,0.0091,0.0,0.0001
275.0,454.32,,0.0227,,,,,,869.7,150.23,1.683,0.003,0.03862,0.0,0.0002
280.0,453.96,,0.0227,,,,,,938.8,148.44,1.831,0.003,0.02841,0.0,0.0002
285.0,453.69,,0.0227,,,,,,920.6,146.55,1.844,0.003,0.00538,0.0,0.0001
290.0,453.38,,0.0227,,,,,,867.2,145.36,1.699,0.003,0.02574,0.0,0.0001
295.0,453.08,,0.0227,,,,,,840.0,143.58,1.648,0.003,0.03163,0.0,0.0
300.0,452.73,,0.0227,,,,,,951.3,142.19,1.824,0.003,0.00846,0.0,0.0
305.0,452.44,,0.0228,,,,,,946.7,141.59,1.898,0.003,0.00893,0.0,0.0
310.0,452.21,,0.023,,,,,,829.3,139.39,1.686,0.003,0.02508,0.0,0.0
315.0,451.86,,0.0227,,,,,,788.2,139.3,1.621,0.002,0.01665,0.0,0.0
320.0,451.55,,0.0228,,,,,,873.2,139.44,1.768,0.003,0.0,0.0,0.0
325.0,451.27,,0.0227,,,,,,854.5,137.01,1.748,0.003,0.0124,0.0,0.0
330.0,450.98,,0.0227,,,,,,842.7,136.15,1.702,0.003,0.01702,0.0,0.0001
335.0,450.68,,0.0228,,,,,,865.4,135.77,1.779,0.003,0.0,0.0,0.0001
340.0,450.39,,0.0228,,,,,,924.6,134.55,1.877,0.003,0.00956,0.0,0.0001
345.0,450.15,,0.0228,,,,,,857.0,133.5,1.776,0.002,0.02113,0.0,0.0001
350.0,449.87,,0.0227,,,,,,839.9,131.98,1.72,0.002,0.01642,0.0,0.0002
355.0,449.55,,0.0229,,,,,,875.9,132.49,1.86,0.003,0.01915,0.0,0.0002
360.0,449.31,,0.0228,,,,,,855.6,131.58,1.788,0.002,0.01297,0.0,0.0001
365.0,449.05,,0.0229,,,,,,825.3,130.15,1.709,0.002,0.01726,0.0,0.0
370.0,448.72,,0.0228,,,,,,926.3,128.75,1.953,0.003,0.02216,0.0,0.0001
375.0,448.5,,0.0229,,,,,,935.5,128.55,1.924,0.003,0.0,0.0,0.0002
380.0,448.28,,0.0228,,,,,,794.9,127.15,1.705,0.002,0.0,0.0,0.0002
385.0,447.96,,0.0231,,,,,,837.0,127.14,1.716,0.002,0.0,0.0,0.0001
390.0,447.7,,0.0229,,,,,,910.8,123.38,1.859,0.003,0.0,0.0,0.0001
395.0,447.44,,0.0225,,,,,,867.0,124.38,1.824,0.002,0.0,0.0,0.0001
400.0,447.21,,0.0229,,,,,,776.9,124.78,1.675,0.002,0.00948,0.0,0.0
405.0,446.93,,0.0229,,,,,,765.7,123.73,1.635,0.002,0.01636,0.0,0.0
410.0,446.62,,0.0228,,,,,,785.7,125.25,1.836,0.002,0.03975,0.0,0.0
