 FAA 																							
11	3.614	0	0	0	0	0	0.02762	25.80989	0.02789	26.06217	308.5460548	0.00852	132.212	56.853	60.079	20.94371	0.0532	0.00021	-0.00015	12	-0.046082	0.078735	-0.127869
12	3.513	0	0	0	0	0	0.02685	25.08206	0.02711	25.32864	311.9479097	-0.01534	124.867	56.835	60.079	20.94371	0.05474	0.00021	-0.00061	13	-0.040588	0.068512	-0.125732
13	3.648	0	0	0	0	0	0.02788	26.05176	0.02815	26.30785	314.8998754	-0.01534	134.694	56.872	60.116	20.94371	0.05567	0.00021	-0.00092	14	-0.036926	0.089874	-0.112152
14	4.52	0	0	0	0	0	0.02773	25.91657	0.02799	26.16258	318.3276855	-0.0392	133.27	56.945	60.079	20.94216	0.05597	0.00018	-0.00122	15	-0.034485	0.066376	-0.110474
15	5.36	0	0	0	0	0	0.02746	25.66267	0.02773	25.91633	321.6361019	-0.02727	130.686	56.908	60.171	20.94062	0.05813	0.00018	-0.00061	16	-0.032806	0.068665	-0.104218
16	6.058	0	0	0	0	0	0.02665	24.89957	0.02691	25.14848	323.3387597	-0.02727	123.036	56.89	60.189	20.93907	0.05843	0.00021	-0.00092	17	-0.030365	0.068054	-0.102386
17	6.289	0	0	0	0	0	0.02766	25.85449	0.02795	26.12585	325.1140919	-0.02727	132.619	56.979	60.443	20.93907	0.06151	0.00018	-0.00031	18	-0.028687	0.057983	-0.093689
18	7.973	0.252	0	31.6082597	0.04544	0	0.02733	25.56185	0.02763	25.84138	325.3736434	-0.02727	129.567	57.148	60.76	20.93598	0.06889	0.00018	-0.00076	19	-0.029449	0.042114	-0.08194
19	11.277	0.195	0.255	57.9075116	0.02853	0.00002	0.02683	25.10977	0.02714	25.40231	324.8095515	0.00511	124.928	57.403	61.254	20.92979	0.07412	0.00021	0.00031	20	-0.027924	0.016022	-0.092773
20	15.251	0.102	2.915	148.8980073	0.01647	0	0.02625	24.58839	0.02658	24.90054	324.2402685	0.15338	119.679	57.72	61.92	20.92206	0.09257	0.00018	-0.00137	21	-0.029602	0.014496	-0.08606
21	21.218	0.082	3.65	258.9124478	0.01428	0	0.02742	25.72352	0.02782	26.0981	322.1621262	0.31868	130.788	58.218	63.043	20.91277	0.11656	0.00021	-0.00183	22	-0.030212	0.000305	-0.128937
22	29.107	0.107	3.597	271.0379595	0.01973	0.00006	0.02658	24.99234	0.02704	25.42457	319.917871	0.33743	123.179	58.97	64.713	20.89731	0.155	0.00076	-0.00275	23	-0.033417	0.024261	-0.128174
23	40.103	0.195	3.263	206.1173141	0.03737	0.00018	0.02596	24.49336	0.02648	24.98573	317.5715255	0.23688	117.93	60.038	66.736	20.87565	0.21036	0.00147	-0.00198	24	-0.037842	0.015106	-0.133057
24	55.533	0.243	2.671	228.3364951	0.04718	0.00025	0.0254	24.04791	0.02599	24.60355	316.1370709	0.21814	113.291	61.18	68.905	20.84472	0.28417	0.00226	-0.00092	25	-0.041351	0.040436	-0.120697
25	76.927	0.405	2.665	189.9936607	0.07591	0.00039	0.02576	24.48109	0.02645	25.14338	313.6817137	0.17724	116.933	62.542	71.623	20.80605	0.3629	0.00281	-0.00107	26	-0.043945	0.005493	-0.107574
26	95.744	0.899	5.253	106.4914878	0.16374	0.00076	0.02446	23.35979	0.02521	24.07378	312.911711	0.2045	105.967	64.125	74.433	20.76119	0.45147	0.00321	-0.00259	27	-0.046844	-0.006866	-0.094757
27	121.74	10.248	48.438	11.8797244	1.76575	0.00599	0.02435	23.35732	0.02519	24.15781	311.8319767	0.20961	105.479	65.614	77.224	20.7086	0.53758	0.00285	-0.00183	28	-0.049286	-0.027771	-0.092926
28	150.461	0	0	0	0	0	0.02411	23.21671	0.02502	24.09674	312.5846761	0.22325	103.79	66.993	79.886	20.64828	0.60647	0.00254	-0.00198	29	-0.052185	-0.058289	-0.08255
29	186.634	11.037	35.384	16.9101732	1.63207	0.0029	0.02474	23.93215	0.02576	24.91747	312.3199336	0.21132	109.792	68.522	82.589	20.58486	0.6849	0.00199	-0.00061	30	-0.050201	-0.069122	-0.022583
30	211.602	0	0	0	0	0	0.02393	23.25453	0.025	24.29579	312.4929679	0.25733	103.18	70.121	85.491	20.52145	0.73472	0.00181	-0.00092	31	-0.050507	-0.09613	-0.018768
31	240.038	0	0	0	0	0	0.02367	23.11121	0.02482	24.23623	312.8840255	0.26926	101.45	71.682	88.468	20.45803	0.78946	0.00135	-0.00092	32	-0.051117	-0.128326	0.025787
32	277.687	0	0	0	0	0	0.02435	23.88312	0.02563	25.13957	313.1574197	0.2454	107.859	73.221	91.443	20.39616	0.84174	0.0007	-0.00107	33	-0.05249	-0.19455	0.03479
33	290.274	0	0	0	0	0	0.0231	22.74461	0.02438	24.01227	313.0535991	0.32209	97.422	74.639	94.022	20.33893	0.87496	0.00104	-0.00046	34	-0.055542	-0.23941	0.054169
34	326.889	0	0	0	0	0	0.02375	23.4916	0.02516	24.88355	313.4550388	0.27097	103.485	76.122	96.817	20.28015	0.93493	0.0007	-0.00031	35	-0.05661	-0.287018	0.049286
35	354.283	0	0	0	0	0	0.02389	23.73949	0.02537	25.20992	314.3530869	0.28801	105.194	77.738	99.471	20.22756	0.95246	0.00104	-0.00122	36	-0.059509	-0.314789	0.094452
36	378.373	0	0	0	0	0	0.02395	23.89285	0.0255	25.43486	314.6282115	0.30675	106.13	79.152	101.888	20.17961	1.00197	0.00104	-0.00214	37	-0.060577	-0.375061	0.074921
37	415.116	0	0	0	0	0	0.02481	24.83431	0.02651	26.53953	314.7960548	0.31187	114.247	80.419	104.695	20.13321	1.03703	0.00159	-0.00122	38	-0.062714	-0.397949	0.095978
38	416.267	0	0	0	0	0	0.02364	23.76076	0.02534	25.46332	315.2217193	0.30846	104.177	81.799	107.232	20.0899	1.05733	0.00156	-0.00092	39	-0.062714	-0.426788	0.123444
39	427.339	0	0	0	0	0	0.02317	23.37388	0.0249	25.12177	315.3480343	0.36129	100.413	83.21	109.857	20.04814	1.11084	0.00132	-0.00092	40	-0.063934	-0.47348	0.126038
40	450.821	0	0	0	0	0	0.02349	23.79509	0.0253	25.6348	315.3895626	0.35958	103.648	84.642	112.304	20.01102	1.11638	0.00177	-0.00107	41	-0.065613	-0.504761	0.145264
41	446.753	0	0	0	0	0	0.02241	22.77968	0.02419	24.59319	315.5210687	0.38855	94.655	85.91	114.494	19.9739	1.17174	0.00196	-0.00076	42	-0.068359	-0.535889	0.157166
42	480.261	0	0	0	0	0	0.02329	23.75222	0.02522	25.72389	315.6975637	0.42093	102.59	87.031	116.928	19.93987	1.19204	0.00181	-0.00214	43	-0.072937	-0.569	0.165253
43	501.418	59.419	161.193	8.4387008	5.6482	0.00496	0.0235	24.04906	0.02552	26.11167	315.6750692	0.45843	104.828	88.207	119.198	19.90429	1.21356	0.00181	-0.00122	44	-0.075989	-0.598602	0.165558
44	502.09	27.506	74.551	18.253811	2.63927	0.00222	0.02281	23.41191	0.0248	25.46018	315.5660576	0.47036	99.029	89.365	121.08	19.87026	1.26246	0.00181	-0.00259	45	-0.080566	-0.61615	0.179749
45	514.095	18.488	46.641	27.8067479	1.72711	0.00186	0.02269	23.36478	0.02472	25.46422	315.3601467	0.4482	98.297	90.597	123.28	19.83778	1.26523	0.00226	-0.00214	46	-0.084381	-0.647583	-0.165405
46	521.264	21.819	63.353	23.8905353	2.0785	0.00268	0.02242	23.1599	0.02449	25.29288	315.1057863	0.52659	96.303	91.645	125.241	19.80839	1.32182	0.00278	-0.00092	47	-0.097809	-0.325928	-0.176697
47	534.833	20.75	51.928	25.7749054	1.93303	0.00292	0.02241	23.20984	0.02454	25.40923	314.9292913	0.46354	96.466	92.601	127.26	19.77746	1.32674	0.00324	-0.00031	48	-0.099487	-0.151672	-0.141754
48	559.93	16.975	43.975	32.9846692	1.57856	0.00233	0.0229	23.78579	0.02513	26.09759	314.6420543	0.4891	101.023	93.65	129.3	19.74807	1.35596	0.00324	-0.00275	49	-0.100403	-0.053711	-0.109863
49	551.325	19.085	50.434	28.8882125	1.7739	0.00303	0.02205	22.96756	0.02424	25.24611	314.3721207	0.50785	93.923	94.703	131.196	19.72023	1.38517	0.00379	-0.00092	50	-0.100098	0.008545	-0.091858
50	570.413	21.436	56.103	26.6105826	1.94185	0.00327	0.02235	23.34983	0.02459	25.69721	314.131603	0.51126	96.771	95.859	132.955	19.69393	1.37841	0.00373	-0.00153	51	-0.103149	0.045929	-0.075989
51	580.812	23.152	64.501	25.0867007	2.12922	0.00329	0.02235	23.40913	0.02462	25.78891	313.8962763	0.55216	97.035	96.725	134.326	19.67073	1.42331	0.00355	-0.00153	52	-0.104065	0.067596	-0.059814
52	571.12	12.735	36.492	44.8480077	1.14091	0.0017	0.02165	22.71706	0.0239	25.07683	313.6453765	0.57431	91.196	97.481	135.979	19.65062	1.40824	0.0034	-0.00092	53	-0.106354	0.106964	-0.040131
53	588.055	11.569	32.75	50.8288344	1.03939	0.00154	0.02193	23.06681	0.02425	25.50662	313.1314646	0.57431	93.821	98.291	137.578	19.62897	1.43438	0.00343	0	54	-0.101166	0.084076	-0.041046
54	591.256	9.726	28.721	60.7914171	0.86542	0.0012	0.02178	22.95809	0.02409	25.39696	312.7490587	0.60499	92.722	99.158	138.708	19.61196	1.43838	0.00324	-0.00076	55	-0.090027	0.088654	-0.030823
55	614.161	10.972	33.257	55.973984	0.9578	0.00133	0.0224	23.65362	0.0248	26.19238	312.0932586	0.62544	98.236	99.877	139.913	19.59803	1.42577	0.00321	-0.00183	56	-0.079498	0.079803	-0.033722
56	629.594	13.295	43.016	47.3550392	1.17403	0.00171	0.02275	24.07518	0.02523	26.69692	311.7593023	0.67145	101.593	100.523	141.214	19.58566	1.45437	0.00343	-0.00061	57	-0.072174	0.102539	-0.042114
57	609.203	5.86	18.48	103.9680704	0.50195	0.00071	0.0219	23.20978	0.02431	25.76988	311.1242663	0.65611	94.248	101.205	142.496	19.57793	1.41962	0.00324	-0.00076	58	-0.066833	0.107727	-0.025482
58	613.005	4.783	15.063	128.1699365	0.416	0.00067	0.02189	23.2429	0.02432	25.82761	309.9978128	0.65782	94.35	101.87	143.572	19.56865	1.45006	0.00376	-0.00061	59	-0.062103	0.092163	-0.027771
59	624.598	6.241	18.494	100.0846295	0.53468	0.00079	0.02221	23.62249	0.02468	26.25869	308.980371	0.62032	97.28	102.553	144.479	19.56246	1.43499	0.00343	-0.00076	60	-0.059357	0.078735	-0.012054
60	616.195	5.158	15.208	119.4526767	0.44074	0.00061	0.02179	23.2187	0.02425	25.84129	308.1428848	0.61862	93.821	103.199	145.707	19.55473	1.43868	0.00321	-0.00015	61	-0.057678	0.056305	0.007324
61	634.817	3.978	11.83	159.5651805	0.34492	0.0005	0.0224	23.90867	0.02495	26.63203	306.8537791	0.62373	99.314	103.827	146.766	19.55163	1.46237	0.00343	-0.00214	62	-0.056458	0.002441	0.001526
62	626.118	8.298	25.084	75.456732	0.70501	0.00103	0.022	23.50746	0.02452	26.20267	305.5992802	0.63566	95.896	104.27	147.542	19.54544	1.43991	0.0034	-0.00153	63	-0.057526	-0.037842	0.008392
63	632.906	47.335	132.558	13.3708346	4.11879	0.00557	0.02216	23.71625	0.02472	26.45167	305.4816168	0.58965	97.483	104.751	148.336	19.5408	1.47836	0.00324	-0.00122	64	-0.058594	-0.068207	0.003662
64	629.767	11.469	34.603	54.9089053	0.97462	0.00135	0.02198	23.55657	0.02455	26.30354	305.1338178	0.63566	96.039	105.287	149.416	19.53616	1.44914	0.00324	-0.00061	65	-0.057983	-0.098114	-0.018005
65	600.329	7.731	24.986	77.6524328	0.66214	0.0009	0.02089	22.42216	0.02334	25.04677	304.5420404	0.68167	86.863	105.934	150.306	19.53152	1.46483	0.00324	-0.00122	66	-0.058289	-0.104675	-0.008392
66	640.612	12.275	38.36	52.1888581	1.05066	0.00143	0.02224	23.90748	0.02485	26.71259	303.8810493	0.65952	98.622	106.433	150.969	19.52843	1.46698	0.00324	-0.00153	67	-0.058289	-0.144196	-0.001373
67	650.922	49.532	155.907	13.141433	4.18518	0.00571	0.02255	24.2645	0.02522	27.12748	303.6595653	0.66463	101.491	106.803	151.633	19.52534	1.4516	0.00321	-0.00046	68	-0.055695	-0.17395	0.028229
68	602.727	62.985	214.449	9.5693228	5.44125	0.00732	0.02084	22.4489	0.02331	25.11069	303.5851606	0.71917	86.761	107.284	152.391	19.52224	1.48635	0.00324	-0.00107	69	-0.055084	-0.184174	0.034943
69	661.994	0	0	0	0	0	0.02284	24.63676	0.02556	27.56599	303.5626661	0.71917	104.36	107.784	153.074	19.51915	1.45468	0.00321	-0.00122	70	-0.054474	-0.191803	0.051117
70	661.804	0	0	0	0	0	0.02279	24.60903	0.02551	27.55164	304.116376	0.67997	103.993	108.265	153.871	19.51606	1.48512	0.00373	-0.00122	71	-0.054016	-0.227661	0.093231
71	645.192	0	0	0	0	0	0.02215	23.94498	0.02479	26.80902	304.6925803	0.67315	98.338	108.728	154.403	19.51142	1.48205	0.00395	-0.00031	72	-0.053406	-0.288086	0.075989
72	621.408	0	0	0	0	0	0.02126	23.00461	0.02381	25.76052	305.2359081	0.6919	90.708	108.968	154.744	19.50678	1.4799	0.00392	-0.00137	73	-0.053101	-0.318909	0.092773
73	615.001	0	0	0	0	0	0.021	22.74422	0.02352	25.47569	305.8311462	0.73791	88.572	109.376	155.314	19.50368	1.50296	0.00395	-0.00076	74	-0.054016	-0.358582	0.090332
74	642.414	0	0	0	0	0	0.02189	23.73853	0.02453	26.60307	306.4627215	0.71235	96.364	109.857	156.074	19.50059	1.46913	0.00389	-0.00107	75	-0.053864	-0.378418	0.098724
75	636.03	0	0	0	0	0	0.0216	23.4523	0.02422	26.29526	306.6738234	0.67486	93.963	110.228	156.701	19.49595	1.50481	0.00422	-0.00122	76	-0.052795	-0.416107	0.100555
76	622.881	0	0	0	0	0	0.02111	22.94218	0.02368	25.72914	307.5753322	0.64248	89.833	110.598	157.214	19.49286	1.48574	0.00437	-0.00153	77	-0.053864	-0.439301	0.113983
77	625.956	0	0	0	0	0	0.02118	23.0321	0.02376	25.84818	308.4854928	0.64929	90.444	111.002	157.971	19.48976	1.50112	0.00425	-0.00198	78	-0.05249	-0.47287	0.116119
78	643.704	0	0	0	0	0	0.02173	23.66496	0.0244	26.57555	309.0132475	0.70212	95.367	111.466	158.769	19.48667	1.51034	0.00404	-0.00122	79	-0.052338	-0.501556	0.118103
79	648.17	0	0	0	0	0	0.02181	23.78564	0.02449	26.69995	309.5981035	0.61692	96.222	111.948	159.131	19.48203	1.48943	0.00413	-0.00092	80	-0.05249	-0.526581	0.117035
80	631.741	0	0	0	0	0	0.0212	23.12836	0.02379	25.96167	310.89067	0.67145	90.912	112.226	159.435	19.47739	1.53125	0.00404	-0.00153	81	-0.054626	-0.539551	0.124969
81	627.745	0	0	0	0	0	0.02102	22.94734	0.0236	25.76976	312.0257752	0.73962	89.447	112.43	159.854	19.47429	1.50296	0.00444	-0.00153	82	-0.05722	-0.56488	0.126495
82	655.703	0	0	0	0	0	0.02193	23.96708	0.02463	26.91041	312.8321152	0.71235	97.483	112.786	160.181	19.47275	1.52941	0.00496	-0.00107	83	-0.059967	-0.584106	0.126343
83	639.098	0	0	0	0	0	0.02129	23.28325	0.02391	26.15118	314.1056478	0.77711	91.929	113.083	160.657	19.46656	1.52633	0.00499	-0.00031	84	-0.062103	-0.593719	0.104523
84	648.771	0	0	0	0	0	0.02157	23.60822	0.02421	26.50257	315.4380122	0.72769	94.431	113.417	160.809	19.46347	1.51372	0.00493	-0.00031	85	-0.06485	-0.579529	-0.240631
85	628.496	0	0	0	0	0	0.02083	22.81651	0.0234	25.62579	316.7184662	0.76688	88.145	113.677	161.304	19.45883	1.54171	0.00517	0	86	-0.075989	-0.25116	-0.245667
86	649.295	0	0	0	0	0	0.02148	23.53996	0.02414	26.4553	318.0975498	0.77029	93.76	113.937	161.875	19.45573	1.50665	0.00511	-0.00061	87	-0.077057	-0.071106	-0.210876
87	626.121	0	0	0	0	0	0.02067	22.67699	0.02325	25.50552	320.1133998	0.67145	86.924	114.327	162.656	19.45264	1.54509	0.00545	-0.00122	88	-0.077209	0.028992	-0.200043
88	638.812	0	0	0	0	0	0.02103	23.097	0.02364	25.96701	321.6672481	0.73791	90.057	114.828	163.037	19.448	1.53587	0.0049	-0.00137	89	-0.077972	0.105438	-0.175629
89	638.536	0	0	0	0	0	0.02093	23.01607	0.02355	25.89089	323.8232558	0.76688	89.345	115.185	163.689	19.44181	1.5494	0.00486	-0.00122	90	-0.078125	0.151215	-0.165863
90	642.615	0	0	0	0	0	0.02098	23.09714	0.02362	25.99535	326.0830842	0.72598	89.874	115.623	164.405	19.43563	1.57985	0.00474	-0.00153	91	-0.080109	0.180054	-0.147552
91	649.311	0	0	0	0	0	0.02112	23.26662	0.02376	26.18285	328.2408223	0.71065	91.115	115.976	164.748	19.42944	1.55494	0.00441	-0.00092	92	-0.082397	0.211945	-0.139465
92	640.947	0	0	0	0	0	0.02076	22.89199	0.02337	25.76868	330.3743355	0.70042	88.145	116.24	165.171	19.42325	1.59461	0.00447	-0.00092	93	-0.077209	0.201111	-0.131073
93	688.155	0	0	0	0	0	0.0222	24.5083	0.02498	27.57585	332.947356	0.71235	100.921	116.664	165.454	19.41706	1.56262	0.00496	-0.00122	94	-0.065308	0.215607	-0.142059
94	664.324	0	0	0	0	0	0.02135	23.58085	0.02403	26.54133	335.5221069	0.72598	93.373	116.891	165.858	19.41088	1.57923	0.0045	-0.00092	95	-0.055847	0.218353	-0.144348
95	660.029	0	0	0	0	0	0.02115	23.37333	0.02382	26.31784	337.9324751	0.72087	91.685	117.114	166.277	19.40624	1.57985	0.00474	-0.00153	96	-0.047455	0.234985	-0.131989
96	675.519	0	0	0	0	0	0.02161	23.89224	0.02432	26.89576	340.2597868	0.71235	95.733	117.389	166.483	19.40314	1.55217	0.00486	-0.00107	97	-0.042419	0.238953	-0.121307
97	669.737	0	0	0	0	0	0.02142	23.69903	0.02411	26.67598	342.9677741	0.7345	94.146	117.575	166.655	19.40314	1.58477	0.00493	-0.00092	98	-0.0383	0.22171	-0.125275
98	673.42	0	0	0	0	0	0.02152	23.81665	0.02421	26.7957	345.6065476	0.78393	95.042	117.747	166.64	19.4016	1.54632	0.00486	-0.00183	99	-0.036011	0.222931	-0.119171
99	641.557	0	0	0	0	0	0.0205	22.69838	0.02308	25.55109	348.3802879	0.74132	86.293	117.895	167.04	19.4016	1.56754	0.00493	-0.00153	100	-0.033875	0.22049	-0.097656
100	667.975	0	0	0	0	0	0.02137	23.67942	0.02407	26.6727	351.1990172	0.69531	93.821	118.282	167.761	19.40314	1.55001	0.0049	-0.00107	101	-0.033264	0.173187	-0.079803
101	664.739	0	0	0	0	0	0.02126	23.58827	0.02395	26.56649	353.9381506	0.69701	93.007	118.673	168.143	19.40314	1.5454	0.0049	-0.00107	102	-0.032043	0.120392	-0.100403
102	663.023	0	0	0	0	0	0.02123	23.55918	0.0239	26.52595	356.7586102	0.79245	92.743	118.822	168.181	19.40469	1.58169	0.00526	-0.00107	103	-0.033112	0.123901	-0.097961
103	669.439	0	0	0	0	0	0.02141	23.77107	0.02411	26.76381	359.212237	0.77711	94.391	118.938	168.299	19.40314	1.55278	0.00535	-0.00046	104	-0.033264	0.082855	-0.075226
104	669.925	0	0	0	0	0	0.02143	23.80503	0.02413	26.80847	361.5793466	0.79245	94.594	119.213	168.716	19.40314	1.58907	0.00542	-0.00198	105	-0.033722	0.053406	-0.076447
105	688.626	0	0	0	0	0	0.02198	24.43623	0.02475	27.51431	363.56232	0.7328	99.619	119.44	168.891	19.40005	1.56109	0.00566	-0.00107	106	-0.03479	0.031281	-0.090485
106	657.081	0	0	0	0	0	0.02096	23.30974	0.0236	26.24663	366.1422619	0.6936	90.586	119.701	169.196	19.3985	1.57493	0.00618	-0.00214	107	-0.037689	0.011597	-0.070953
107	680.93	0	0	0	0	0	0.0217	24.14843	0.02444	27.19875	368.0906285	0.76177	97.158	119.962	169.616	19.39696	1.59123	0.00639	-0.00137	108	-0.03479	-0.001984	-0.038605
108	674.345	0	0	0	0	0	0.02144	23.8789	0.02416	26.89762	370.5494463	0.74303	94.96	120.129	169.845	19.39386	1.56447	0.00584	-0.00092	109	-0.035248	-0.025635	-0.015106
109	673.582	0	0	0	0	0	0.02136	23.7954	0.02406	26.80115	372.5860604	0.7328	94.248	120.334	170.036	19.38922	1.6063	0.00545	-0.00137	110	-0.035858	-0.06485	0.012054
110	654.745	0	0	0	0	0	0.02074	23.12828	0.02336	26.05328	375.069103	0.79756	88.959	120.684	170.491	19.38768	1.57154	0.00563	-0.00092	111	-0.037231	-0.101929	0.00824
111	667.738	0	0	0	0	0	0.02113	23.58264	0.0238	26.5644	377.2268411	0.772	92.417	120.986	170.819	19.38613	1.59492	0.00618	-0.00076	112	-0.039673	-0.127563	0.080261
112	657.473	0	0	0	0	0	0.02077	23.18328	0.02339	26.10927	379.4953212	0.76348	89.284	121.117	170.876	19.38304	1.58907	0.00572	-0.00198	113	-0.040741	-0.209351	0.085907
113	699.927	0	0	0	0	0	0.02207	24.65281	0.02487	27.78135	381.6028793	0.73621	100.881	121.434	171.507	19.37994	1.57739	0.00557	-0.00076	114	-0.042572	-0.263062	0.097198
114	675.419	0	0	0	0	0	0.02125	23.75852	0.02395	26.77095	383.7450443	0.74473	93.638	121.672	171.732	19.37685	1.61491	0.00597	-0.00122	115	-0.045776	-0.309906	0.122223
115	683.293	0	0	0	0	0	0.02148	24.03322	0.02419	27.07024	386.7991002	0.7328	95.733	122.012	171.946	19.3753	1.58907	0.00587	-0.00168	116	-0.045624	-0.365295	0.149078
116	685.284	0	0	0	0	0	0.02148	24.04218	0.0242	27.08419	389.6766611	0.80267	95.774	122.138	172.152	19.37066	1.62659	0.00597	-0.00061	117	-0.045624	-0.418243	0.141602
117	721.93	0	0	0	0	0	0.02261	25.30857	0.02547	28.51155	392.5334579	0.76859	106.109	122.213	172.248	19.36912	1.59676	0.0059	-0.00137	118	-0.048828	-0.450439	0.174866
118	663.169	0	0	0	0	0	0.02071	23.1902	0.02332	26.1187	395.2120293	0.80438	89.06	122.344	172.286	19.36447	1.59338	0.00594	-0.00153	119	-0.05188	-0.503998	0.174866
